                    7.9                    0.15     0.00181860620206736        1.13766013583043        4186.02983371031       0.158479765667309        -4496.3897789283        96828.6101725619       -2793.02372071814        296.452454486762        297.943132981767        27.3660220560517                       0                       0                       0                       0                       0                       0                       0        54.7107819706843    -0.00022153373597043    0.000481813184087009   1.83100000867853E-005      0.0022306113592201      0.0211990457353732        4187.03048122103     -0.0100263256531354                       0                       0        67389.1090512407        56857.2167516756                       1                       1                       1 
                    7.9                    0.15     0.00181960653551184        1.13766013699131        4183.91899815336       0.158490829501098       -4496.38977813581        96828.6101725619       -2792.78432318114        296.452454189575        297.943342151482        27.3652182317716                       0                       0                       0                       0                       0                       0                       0        54.7146014354313   -0.000221552958632278    0.000482154268538761   1.83100000867853E-005     0.00223183074820405      0.0211870190748742        4184.91909567106      -0.010031024682269                       0                       0        67417.5121488512        56884.7531490504                       1                       1                       1 
                    7.9                    0.15     0.00182060686895632         1.1376601381522         4181.8081625964       0.158501893334887       -4496.38977734331        96828.6101725619       -2792.54492564414        296.452453892389        297.943551321197        27.3644144074916                       0                       0                       0                       0                       0                       0                       0        54.7184209001782   -0.000221572181294126    0.000482495352990514   1.83100000867853E-005     0.00223305013718799      0.0211749924143751        4182.80771012109     -0.0100357237114025                       0                       0        67445.9152464616        56912.2895464251                       1                       1                       1 
                    7.9                    0.15      0.0018216072024008        1.13766013931308        4179.69732703945       0.158512957168676       -4496.38977655081        96828.6101725619       -2792.30552810714        296.452453595202        297.943760490911        27.3636105832115                       0                       0                       0                       0                       0                       0                       0        54.7222403649251   -0.000221591403955974    0.000482836437442267   1.83100000867853E-005     0.00223426952617194      0.0211629657538761        4180.69632457112     -0.0100404227405361                       0                       0         67474.318344072        56939.8259437999                       1                       1                       1 
                    7.9                    0.15     0.00182260753584528        1.13766014047397        4177.58649148249       0.158524021002464       -4496.38977575832        96828.6101725619       -2792.06613057013        296.452453298016        297.943969660626        27.3628067589315                       0                       0                       0                       0                       0                       0                       0        54.7260598296721   -0.000221610626617822     0.00048317752189402   1.83100000867853E-005     0.00223548891515588      0.0211509390933771        4178.58493902115     -0.0100451217696696                       0                       0        67502.7214416824        56967.3623411747                       1                       1                       1 
                    7.9                    0.15     0.00182360786928976        1.13766014163485        4175.47565592554       0.158535084836253       -4496.38977496582        96828.6101725619       -2791.82673303313         296.45245300083        297.944178830341        27.3620029346514                       0                       0                       0                       0                       0                       0                       0         54.729879294419    -0.00022162984927967    0.000483518606345773   1.83100000867853E-005     0.00223670830413983      0.0211389124328781        4176.47355347117     -0.0100498207988032                       0                       0        67531.1245392929        56994.8987385494                       1                       1                       1 
                    7.9                    0.15     0.00182460820273425        1.13766014279574        4173.36482036859       0.158546148670042       -4496.38977417332        96828.6101725619       -2791.58733549613        296.452452703643        297.944388000056        27.3611991103714                       0                       0                       0                       0                       0                       0                       0        54.7336987591659   -0.000221649071941518    0.000483859690797526   1.83100000867853E-005     0.00223792769312377      0.0211268857723791         4174.3621679212     -0.0100545198279367                       0                       0        67559.5276369033        57022.4351359242                       1                       1                       1 
                    7.9                    0.15     0.00182560853617873        1.13766014395662        4171.25398481163       0.158557212503831       -4496.38977338082        96828.6101725619       -2791.34793795913        296.452452406457         297.94459716977        27.3603952860913                       0                       0                       0                       0                       0                       0                       0        54.7375182239129   -0.000221668294603366    0.000484200775249279   1.83100000867853E-005     0.00223914708210772      0.0211148591118801        4172.25078237123     -0.0100592188570703                       0                       0        67587.9307345137         57049.971533299                       1                       1                       1 
                    7.9                    0.15     0.00182660886962321        1.13766014511751        4169.14314925468       0.158568276337619       -4496.38977258833        96828.6101725619       -2791.10854042213         296.45245210927        297.944806339485        27.3595914618113                       0                       0                       0                       0                       0                       0                       0        54.7413376886598   -0.000221687517265214    0.000484541859701032   1.83100000867853E-005     0.00224036647109166       0.021102832451381        4170.13939682126     -0.0100639178862038                       0                       0        67616.3338321241        57077.5079306737                       1                       1                       1 
                    7.9                    0.15     0.00182760920306769        1.13766014627839        4167.03231369772       0.158579340171408       -4496.38977179583        96828.6101725619       -2790.86914288512        296.452451812084          297.9450155092        27.3587876375312                       0                       0                       0                       0                       0                       0                       0        54.7451571534068   -0.000221706739927062    0.000484882944152785   1.83100000867853E-005     0.00224158586007561       0.021090805790882        4168.02801127129     -0.0100686169153374                       0                       0        67644.7369297345        57105.0443280485                       1                       1                       1 
                    7.9                    0.15     0.00182860953651217        1.13766014743928        4164.92147814077       0.158590404005197       -4496.38977100333        96828.6101725619       -2790.62974534812        296.452451514897        297.945224678915        27.3579838132512                       0                       0                       0                       0                       0                       0                       0        54.7489766181537    -0.00022172596258891    0.000485224028604538   1.83100000867853E-005     0.00224280524905955       0.021078779130383        4165.91662572131      -0.010073315944471                       0                       0         67673.140027345        57132.5807254233                       1                       1                       1 
                    7.9                    0.15     0.00182960986995665        1.13766014860016        4162.81064258381       0.158601467838986       -4496.38977021084        96828.6101725619       -2790.39034781112        296.452451217711        297.945433848629        27.3571799889711                       0                       0                       0                       0                       0                       0                       0        54.7527960829006   -0.000221745185250758     0.00048556511305629   1.83100000867853E-005      0.0022440246380435       0.021066752469884        4163.80524017134     -0.0100780149736045                       0                       0        67701.5431249554         57160.117122798                       1                       1                       1 
                    7.9                    0.15     0.00183061020340113        1.13766014976104        4160.69980702686       0.158612531672775       -4496.38976941834        96828.6101725619       -2790.15095027412        296.452450920524        297.945643018344        27.3563761646911                       0                       0                       0                       0                       0                       0                       0        54.7566155476476   -0.000221764407912606    0.000485906197508043   1.83100000867853E-005     0.00224524402702744       0.021054725809385        4161.69385462137     -0.0100827140027381                       0                       0        67729.9462225658        57187.6535201728                       1                       1                       1 
                    7.9                    0.15     0.00183161053684562        1.13766015092193         4158.5889714699       0.158623595506563       -4496.38976862584        96828.6101725619       -2789.91155273712        296.452450623338        297.945852188059         27.355572340411                       0                       0                       0                       0                       0                       0                       0        54.7604350123945   -0.000221783630574454    0.000486247281959796   1.83100000867853E-005     0.00224646341601139       0.021042699148886         4159.5824690714     -0.0100874130318716                       0                       0        67758.3493201762        57215.1899175476                       1                       1                       1 
                    7.9                    0.15      0.0018326108702901        1.13766015208281        4156.47813591295       0.158634659340352       -4496.38976783334        96828.6101725619       -2789.67215520011        296.452450326152        297.946061357773         27.354768516131                       0                       0                       0                       0                       0                       0                       0        54.7642544771414   -0.000221802853236302    0.000486588366411549   1.83100000867853E-005     0.00224768280499533       0.021030672488387        4157.47108352143     -0.0100921120610052                       0                       0        67786.7524177867        57242.7263149223                       1                       1                       1 
                    7.9                    0.15     0.00183361120373458         1.1376601532437        4154.36730035599       0.158645723174141       -4496.38976704085        96828.6101725619       -2789.43275766311        296.452450028965        297.946270527488        27.3539646918509                       0                       0                       0                       0                       0                       0                       0        54.7680739418884    -0.00022182207589815    0.000486929450863302   1.83100000867853E-005     0.00224890219397928      0.0210186458278879        4155.35969797145     -0.0100968110901387                       0                       0        67815.1555153971        57270.2627122971                       1                       1                       1 
                    7.9                    0.15     0.00183461153717906        1.13766015440458        4152.25646479904        0.15865678700793       -4496.38976624835        96828.6101725619       -2789.19336012611        296.452449731779        297.946479697203        27.3531608675709                       0                       0                       0                       0                       0                       0                       0        54.7718934066353   -0.000221841298559998    0.000487270535315055   1.83100000867853E-005     0.00225012158296322      0.0210066191673889        4153.24831242148     -0.0101015101192723                       0                       0        67843.5586130075        57297.7991096719                       1                       1                       1 
                    7.9                    0.15     0.00183561187062354        1.13766015556547        4150.14562924208       0.158667850841718       -4496.38976545585        96828.6101725619       -2788.95396258911        296.452449434592        297.946688866918        27.3523570432908                       0                       0                       0                       0                       0                       0                       0        54.7757128713822   -0.000221860521221846    0.000487611619766808   1.83100000867853E-005     0.00225134097194717      0.0209945925068899        4151.13692687151     -0.0101062091484058                       0                       0        67871.9617106179        57325.3355070466                       1                       1                       1 
                    7.9                    0.15     0.00183661220406802        1.13766015672635        4148.03479368513       0.158678914675507       -4496.38976466336        96828.6101725619        -2788.7145650521        296.452449137406        297.946898036632        27.3515532190108                       0                       0                       0                       0                       0                       0                       0        54.7795323361292   -0.000221879743883694    0.000487952704218561   1.83100000867853E-005     0.00225256036093111      0.0209825658463909        4149.02554132154     -0.0101109081775394                       0                       0        67900.3648082283        57352.8719044214                       1                       1                       1 
                    7.9                    0.15      0.0018376125375125        1.13766015788724        4145.92395812817       0.158689978509296       -4496.38976387086        96828.6101725619        -2788.4751675151        296.452448840219        297.947107206347        27.3507493947307                       0                       0                       0                       0                       0                       0                       0        54.7833518008761   -0.000221898966545542    0.000488293788670314   1.83100000867853E-005     0.00225377974991506      0.0209705391858919        4146.91415577157     -0.0101156072066729                       0                       0        67928.7679058388        57380.4083017962                       1                       1                       1 
                    7.9                    0.15     0.00183861287095699        1.13766015904812        4143.81312257122       0.158701042343085       -4496.38976307836        96828.6101725619        -2788.2357699781        296.452448543033        297.947316376062        27.3499455704507                       0                       0                       0                       0                       0                       0                       0        54.7871712656231    -0.00022191818920739    0.000488634873122066   1.83100000867853E-005       0.002254999138899      0.0209585125253929         4144.8027702216     -0.0101203062358065                       0                       0        67957.1710034492        57407.9446991709                       1                       1                       1 
                    7.9                    0.15     0.00183961320440147          1.137660160209        4141.70228701427       0.158712106176873       -4496.38976228586        96828.6101725619        -2787.9963724411        296.452448245847        297.947525545776        27.3491417461706                       0                       0                       0                       0                       0                       0                       0          54.79099073037   -0.000221937411869238    0.000488975957573819   1.83100000867853E-005     0.00225621852788295      0.0209464858648938        4142.69138467162       -0.01012500526494                       0                       0        67985.5741010596        57435.4810965457                       1                       1                       1 
                    7.9                    0.15     0.00184061353784595        1.13766016136989        4139.59145145731       0.158723170010662       -4496.38976149337        96828.6101725619        -2787.7569749041         296.45244794866        297.947734715491        27.3483379218906                       0                       0                       0                       0                       0                       0                       0        54.7948101951169   -0.000221956634531086    0.000489317042025572   1.83100000867853E-005     0.00225743791686689      0.0209344592043948        4140.57999912165     -0.0101297042940736                       0                       0        68013.9771986701        57463.0174939205                       1                       1                       1 
                    7.9                    0.15     0.00184161387129043        1.13766016253077        4137.48061590036       0.158734233844451       -4496.38976070087        96828.6101725619       -2787.51757736709        296.452447651474        297.947943885206        27.3475340976105                       0                       0                       0                       0                       0                       0                       0        54.7986296598639   -0.000221975857192934    0.000489658126477325   1.83100000867853E-005     0.00225865730585084      0.0209224325438958        4138.46861357168     -0.0101344033232072                       0                       0        68042.3802962805        57490.5538912952                       1                       1                       1 
                    7.9                    0.15     0.00184261420473491        1.13766016369166         4135.3697803434        0.15874529767824       -4496.38975990837        96828.6101725619       -2787.27817983009        296.452447354287        297.948153054921        27.3467302733305                       0                       0                       0                       0                       0                       0                       0        54.8024491246108   -0.000221995079854782    0.000489999210929078   1.83100000867853E-005     0.00225987669483478      0.0209104058833968        4136.35722802171     -0.0101391023523407                       0                       0        68070.7833938909          57518.09028867                       1                       1                       1 
                    7.9                    0.15     0.00184361453817939        1.13766016485254        4133.25894478645       0.158756361512028       -4496.38975911587        96828.6101725619       -2787.03878229309        296.452447057101        297.948362224635        27.3459264490504                       0                       0                       0                       0                       0                       0                       0        54.8062685893577    -0.00022201430251663    0.000490340295380831   1.83100000867853E-005     0.00226109608381873      0.0208983792228978        4134.24584247174     -0.0101438013814743                       0                       0        68099.1864915013        57545.6266860448                       1                       1                       1 
                    7.9                    0.15     0.00184461487162388        1.13766016601343        4131.14810922949       0.158767425345817       -4496.38975832338        96828.6101725619       -2786.79938475609        296.452446759915         297.94857139435        27.3451226247704                       0                       0                       0                       0                       0                       0                       0        54.8100880541047   -0.000222033525178478    0.000490681379832584   1.83100000867853E-005     0.00226231547280267      0.0208863525623988        4132.13445692176     -0.0101485004106078                       0                       0        68127.5895891117        57573.1630834196                       1                       1                       1 
                    7.9                    0.15     0.00184561520506836        1.13766016717431        4129.03727367254       0.158778489179606       -4496.38975753088        96828.6101725619       -2786.55998721909        296.452446462728        297.948780564065        27.3443188004903                       0                       0                       0                       0                       0                       0                       0        54.8139075188516   -0.000222052747840326    0.000491022464284337   1.83100000867853E-005     0.00226353486178662      0.0208743259018997        4130.02307137179     -0.0101531994397414                       0                       0        68155.9926867222        57600.6994807943                       1                       1                       1 
                    7.9                    0.15     0.00184661553851284         1.1376601683352        4126.92643811558       0.158789553013395       -4496.38975673838        96828.6101725619       -2786.32058968208        296.452446165542        297.948989733779        27.3435149762103                       0                       0                       0                       0                       0                       0                       0        54.8177269835986   -0.000222071970502174     0.00049136354873609   1.83100000867853E-005     0.00226475425077056      0.0208622992414007        4127.91168582182     -0.0101578984688749                       0                       0        68184.3957843326        57628.2358781691                       1                       1                       1 
                    7.9                    0.15     0.00184761587195732        1.13766016949608        4124.81560255863       0.158800616847183       -4496.38975594589        96828.6101725619       -2786.08119214508        296.452445868355        297.949198903494        27.3427111519302                       0                       0                       0                       0                       0                       0                       0        54.8215464483455   -0.000222091193164022    0.000491704633187843   1.83100000867853E-005     0.00226597363975451      0.0208502725809017        4125.80030027185     -0.0101625974980085                       0                       0         68212.798881943        57655.7722755439                       1                       1                       1 
                    7.9                    0.15      0.0018486162054018        1.13766017065697        4122.70476700168       0.158811680680972       -4496.38975515339        96828.6101725619       -2785.84179460808        296.452445571169        297.949408073209        27.3419073276502                       0                       0                       0                       0                       0                       0                       0        54.8253659130924    -0.00022211041582587    0.000492045717639596   1.83100000867853E-005     0.00226719302873845      0.0208382459204027        4123.68891472188      -0.010167296527142                       0                       0        68241.2019795534        57683.3086729186                       1                       1                       1 
                    7.9                    0.15     0.00184961653884628        1.13766017181785        4120.59393144472       0.158822744514761       -4496.38975436089        96828.6101725619       -2785.60239707108        296.452445273982        297.949617242924        27.3411035033701                       0                       0                       0                       0                       0                       0                       0        54.8291853778394   -0.000222129638487718    0.000492386802091348   1.83100000867853E-005      0.0022684124177224      0.0208262192599037         4121.5775291719     -0.0101719955562756                       0                       0        68269.6050771639        57710.8450702934                       1                       1                       1 
                    7.9                    0.15     0.00185061687229076        1.13766017297873        4118.48309588777        0.15883380834855        -4496.3897535684        96828.6101725619       -2785.36299953408        296.452444976796        297.949826412638        27.3402996790901                       0                       0                       0                       0                       0                       0                       0        54.8330048425863   -0.000222148861149566    0.000492727886543101   1.83100000867853E-005     0.00226963180670634      0.0208141925994047        4119.46614362193     -0.0101766945854091                       0                       0        68298.0081747743        57738.3814676682                       1                       1                       1 
                    7.9                    0.15     0.00185161720573525        1.13766017413962        4116.37226033081       0.158844872182339        -4496.3897527759        96828.6101725619       -2785.12360199707         296.45244467961        297.950035582353          27.33949585481                       0                       0                       0                       0                       0                       0                       0        54.8368243073332   -0.000222168083811414    0.000493068970994854   1.83100000867853E-005     0.00227085119569029      0.0208021659389056        4117.35475807196     -0.0101813936145427                       0                       0        68326.4112723847        57765.9178650429                       1                       1                       1 
                    7.9                    0.15     0.00185261753917973         1.1376601753005        4114.26142477386       0.158855936016127        -4496.3897519834        96828.6101725619       -2784.88420446007        296.452444382423        297.950244752068          27.33869203053                       0                       0                       0                       0                       0                       0                       0        54.8406437720802   -0.000222187306473261    0.000493410055446607   1.83100000867853E-005     0.00227207058467423      0.0207901392784066        4115.24337252199     -0.0101860926436762                       0                       0        68354.8143699951        57793.4542624177                       1                       1                       1 
                    7.9                    0.15     0.00185361787262421        1.13766017646139         4112.1505892169       0.158866999849916        -4496.3897511909        96828.6101725619       -2784.64480692307        296.452444085237        297.950453921783        27.3378882062499                       0                       0                       0                       0                       0                       0                       0        54.8444632368271   -0.000222206529135109     0.00049375113989836   1.83100000867853E-005     0.00227328997365818      0.0207781126179076        4113.13198697202     -0.0101907916728098                       0                       0        68383.2174676055        57820.9906597925                       1                       1                       1 
                    7.9                    0.15     0.00185461820606869        1.13766017762227        4110.03975365995       0.158878063683705       -4496.38975039841        96828.6101725619       -2784.40540938607         296.45244378805        297.950663091497        27.3370843819699                       0                       0                       0                       0                       0                       0                       0        54.8482827015741   -0.000222225751796957    0.000494092224350113   1.83100000867853E-005     0.00227450936264212      0.0207660859574086        4111.02060142204     -0.0101954907019434                       0                       0         68411.620565216        57848.5270571672                       1                       1                       1 
                    7.9                    0.15     0.00185561853951317        1.13766017878316        4107.92891810299       0.158889127517494       -4496.38974960591        96828.6101725619       -2784.16601184906        296.452443490864        297.950872261212        27.3362805576898                       0                       0                       0                       0                       0                       0                       0         54.852102166321   -0.000222244974458805    0.000494433308801866   1.83100000867853E-005     0.00227572875162607      0.0207540592969096        4108.90921587207     -0.0102001897310769                       0                       0        68440.0236628264         57876.063454542                       1                       1                       1 
                    7.9                    0.15     0.00185661887295765        1.13766017994404        4105.81808254604       0.158900191351282       -4496.38974881341        96828.6101725619       -2783.92661431206        296.452443193677        297.951081430927        27.3354767334098                       0                       0                       0                       0                       0                       0                       0        54.8559216310679   -0.000222264197120653    0.000494774393253619   1.83100000867853E-005     0.00227694814061001      0.0207420326364106         4106.7978303221     -0.0102048887602105                       0                       0        68468.4267604368        57903.5998519168                       1                       1                       1 
                    7.9                    0.15     0.00185761920640213        1.13766018110493        4103.70724698908       0.158911255185071       -4496.38974802092        96828.6101725619       -2783.68721677506        296.452442896491        297.951290600641        27.3346729091297                       0                       0                       0                       0                       0                       0                       0        54.8597410958149   -0.000222283419782501    0.000495115477705371   1.83100000867853E-005     0.00227816752959396      0.0207300059759116        4104.68644477213      -0.010209587789344                       0                       0        68496.8298580472        57931.1362492915                       1                       1                       1 
                    7.9                    0.15     0.00185861953984662        1.13766018226581        4101.59641143213        0.15892231901886       -4496.38974722842        96828.6101725619       -2783.44781923806        296.452442599305        297.951499770356        27.3338690848497                       0                       0                       0                       0                       0                       0                       0        54.8635605605618   -0.000222302642444349    0.000495456562157124   1.83100000867853E-005      0.0022793869185779      0.0207179793154125        4102.57505922216     -0.0102142868184776                       0                       0        68525.2329556576        57958.6726466663                       1                       1                       1 
                    7.9                    0.15      0.0018596198732911        1.13766018342669        4099.48557587517       0.158933382852649       -4496.38974643592        96828.6101725619       -2783.20842170106        296.452442302118        297.951708940071        27.3330652605696                       0                       0                       0                       0                       0                       0                       0        54.8673800253087   -0.000222321865106197    0.000495797646608877   1.83100000867853E-005     0.00228060630756185      0.0207059526549135        4100.46367367218     -0.0102189858476111                       0                       0        68553.6360532681        57986.2090440411                       1                       1                       1 
                    7.9                    0.15     0.00186062020673558        1.13766018458758        4097.37474031822       0.158944446686437       -4496.38974564342        96828.6101725619       -2782.96902416405        296.452442004932        297.951918109786        27.3322614362896                       0                       0                       0                       0                       0                       0                       0        54.8711994900557   -0.000222341087768045     0.00049613873106063   1.83100000867853E-005     0.00228182569654579      0.0206939259944145        4098.35228812221     -0.0102236848767447                       0                       0        68582.0391508785        58013.7454414158                       1                       1                       1 
                    7.9                    0.15     0.00186162054018006        1.13766018574846        4095.26390476127       0.158955510520226       -4496.38974485093        96828.6101725619       -2782.72962662705        296.452441707745          297.9521272795        27.3314576120095                       0                       0                       0                       0                       0                       0                       0        54.8750189548026   -0.000222360310429893    0.000496479815512383   1.83100000867853E-005     0.00228304508552974      0.0206818993339155        4096.24090257224     -0.0102283839058782                       0                       0        68610.4422484889        58041.2818387906                       1                       1                       1 
                    7.9                    0.15     0.00186262087362454        1.13766018690935        4093.15306920431       0.158966574354015       -4496.38974405843        96828.6101725619       -2782.49022909005        296.452441410559        297.952336449215        27.3306537877295                       0                       0                       0                       0                       0                       0                       0        54.8788384195496   -0.000222379533091741    0.000496820899964136   1.83100000867853E-005     0.00228426447451368      0.0206698726734165        4094.12951702227     -0.0102330829350118                       0                       0        68638.8453460993        58068.8182361654                       1                       1                       1 
                    7.9                    0.15     0.00186362120706902        1.13766018807023        4091.04223364736       0.158977638187804       -4496.38974326593        96828.6101725619       -2782.25083155305        296.452441113372         297.95254561893        27.3298499634494                       0                       0                       0                       0                       0                       0                       0        54.8826578842965   -0.000222398755753589    0.000497161984415889   1.83100000867853E-005     0.00228548386349763      0.0206578460129175         4092.0181314723     -0.0102377819641453                       0                       0        68667.2484437098        58096.3546335401                       1                       1                       1 
                    7.9                    0.15      0.0018646215405135        1.13766018923112         4088.9313980904       0.158988702021592       -4496.38974247344        96828.6101725619       -2782.01143401605        296.452440816186        297.952754788644        27.3290461391694                       0                       0                       0                       0                       0                       0                       0        54.8864773490434   -0.000222417978415437    0.000497503068867642   1.83100000867853E-005     0.00228670325248157      0.0206458193524184        4089.90674592232     -0.0102424809932789                       0                       0        68695.6515413202        58123.8910309149                       1                       1                       1 
                    7.9                    0.15     0.00186562187395799          1.137660190392        4086.82056253345       0.158999765855381       -4496.38974168094        96828.6101725619       -2781.77203647904        296.452440518999        297.952963958359        27.3282423148893                       0                       0                       0                       0                       0                       0                       0        54.8902968137904   -0.000222437201077285    0.000497844153319395   1.83100000867853E-005     0.00228792264146552      0.0206337926919194        4087.79536037235     -0.0102471800224124                       0                       0        68724.0546389306        58151.4274282897                       1                       1                       1 
                    7.9                    0.15     0.00186662220740247        1.13766019155289        4084.70972697649        0.15901082968917       -4496.38974088844        96828.6101725619       -2781.53263894204        296.452440221813        297.953173128074        27.3274384906093                       0                       0                       0                       0                       0                       0                       0        54.8941162785373   -0.000222456423739133    0.000498185237771148   1.83100000867853E-005     0.00228914203044947      0.0206217660314204        4085.68397482238      -0.010251879051546                       0                       0         68752.457736541        58178.9638256644                       1                       1                       1 
                    7.9                    0.15     0.00186762254084695        1.13766019271377        4082.59889141954       0.159021893522959       -4496.38974009594        96828.6101725619       -2781.29324140504        296.452439924627        297.953382297789        27.3266346663292                       0                       0                       0                       0                       0                       0                       0        54.8979357432843   -0.000222475646400981      0.0004985263222229   1.83100000867853E-005     0.00229036141943341      0.0206097393709214        4083.57258927241     -0.0102565780806796                       0                       0        68780.8608341515        58206.5002230392                       1                       1                       1 
                    7.9                    0.15     0.00186862287429143        1.13766019387465        4080.48805586258       0.159032957356747       -4496.38973930345        96828.6101725619       -2781.05384386804         296.45243962744        297.953591467503        27.3258308420492                       0                       0                       0                       0                       0                       0                       0        54.9017552080312   -0.000222494869062829    0.000498867406674653   1.83100000867853E-005     0.00229158080841735      0.0205977127104224        4081.46120372244     -0.0102612771098131                       0                       0        68809.2639317619         58234.036620414                       1                       1                       1 
                    7.9                    0.15     0.00186962320773591        1.13766019503554        4078.37722030563       0.159044021190536       -4496.38973851095        96828.6101725619       -2780.81444633103        296.452439330254        297.953800637218        27.3250270177691                       0                       0                       0                       0                       0                       0                       0        54.9055746727781   -0.000222514091724677    0.000499208491126406   1.83100000867853E-005      0.0022928001974013      0.0205856860499234        4079.34981817247     -0.0102659761389467                       0                       0        68837.6670293723        58261.5730177887                       1                       1                       1 
                    7.9                    0.15     0.00187062354118039        1.13766019619642        4076.26638474867       0.159055085024325       -4496.38973771845        96828.6101725619       -2780.57504879403        296.452439033067        297.954009806933        27.3242231934891                       0                       0                       0                       0                       0                       0                       0        54.9093941375251   -0.000222533314386525    0.000499549575578159   1.83100000867853E-005     0.00229401958638525      0.0205736593894243        4077.23843262249     -0.0102706751680802                       0                       0        68866.0701269827        58289.1094151635                       1                       1                       1 
                    7.9                    0.15     0.00187162387462488        1.13766019735731        4074.15554919172       0.159066148858114       -4496.38973692596        96828.6101725619       -2780.33565125703        296.452438735881        297.954218976648         27.323419369209                       0                       0                       0                       0                       0                       0                       0         54.913213602272   -0.000222552537048373    0.000499890660029912   1.83100000867853E-005     0.00229523897536919      0.0205616327289253        4075.12704707252     -0.0102753741972138                       0                       0        68894.4732245932        58316.6458125383                       1                       1                       1 
                    7.9                    0.15     0.00187262420806936        1.13766019851819        4072.04471363476       0.159077212691903       -4496.38973613346        96828.6101725619       -2780.09625372003        296.452438438695        297.954428146362         27.322615544929                       0                       0                       0                       0                       0                       0                       0        54.9170330670189   -0.000222571759710221    0.000500231744481665   1.83100000867853E-005     0.00229645836435314      0.0205496060684263        4073.01566152255     -0.0102800732263473                       0                       0        68922.8763222036         58344.182209913                       1                       1                       1 
                    7.9                    0.15     0.00187362454151384        1.13766019967908        4069.93387807781       0.159088276525691       -4496.38973534096        96828.6101725619       -2779.85685618303        296.452438141508        297.954637316077        27.3218117206489                       0                       0                       0                       0                       0                       0                       0        54.9208525317659   -0.000222590982372069    0.000500572828933418   1.83100000867853E-005     0.00229767775333708      0.0205375794079273        4070.90427597258     -0.0102847722554809                       0                       0         68951.279419814        58371.7186072878                       1                       1                       1 
