VARIABLES = "X"
 "Y"
 "Z"
 "Density"
 "Shear Strain Rate"
 "Mach Number"
 "Pressure"
 "Absolute Pressure"
 "Total Pressure"
 "Temperature"
 "Total Temperature"
 "Turbulent Kinetic Energy"
 "Bulk Energy Flow Rate"
 "X Bulk Momentum Flow Rate"
 "Y Bulk Momentum Flow Rate"
 "Z Bulk Momentum Flow Rate"
 "X Wall Shear"
 "Y Wall Shear"
 "Z Wall Shear"
 "U"
 "V"
 "W"
 "Dynamic Viscosity"
 "Eddy Viscosity"
 "X Vorticity"
 "Y Vorticity"
 "Z Vorticity"
 "Y Plus"
 "Solver Y Plus"
 "Node UserID"
 "Element UserID"
 "Material ID"
 "Part ID"
 "Property ID"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15       0.201967978652435        1.13782831207169       0.639368443261092       0.256328313247451       -4496.35121149207        96828.6477531139       -42.1066656270377        296.408727817825        300.306292155081       0.155835010206968                       0                       0                       0                       0                       0                       0                       0        88.4837668342811   1.94303279635416E-005      0.0416530482506661   1.83100000867853E-005     0.00157254901545065      0.0296154151568411      0.0105096381538309     0.00201704836765276                       0                       0        885703.926148209        850201.741715513                       1                       1                       1 
                    7.9                    0.15       0.202201467645097        1.13782835365635       0.639367230028826       0.256328322603998       -4496.35115187631        96828.6478893785       -42.1062696080655        296.408717704438        300.306281775551       0.155835016314714                       0                       0                       0                       0                       0                       0                       0        88.4837686307381   1.04826827046857E-005      0.0415818284238019   1.83100000867853E-005     0.00157254906113691      0.0295469020685757       0.010492634448919     0.00201724172207803                       0                       0        886009.158835606        850497.660445477                       1                       1                       1 
                    7.9                    0.15       0.202434956637758          1.137828395241        0.63936601679656       0.256328331960545       -4496.35109226055        96828.6480256431       -42.1058735890932         296.40870759105        300.306271396022       0.155835022422459                       0                       0                       0                       0                       0                       0                       0        88.4837704271951   1.53503744583198E-006      0.0415106085969377   1.83100000867853E-005     0.00157254910682318      0.0294783889803102       0.010475630744007      0.0020174350765033                       0                       0        886314.391523002        850793.579175441                       1                       1                       1 
                    7.9                    0.15        0.20266844563042        1.13782843682565       0.639364803564294       0.256328341317092       -4496.35103264479        96828.6481619077        -42.105477570121        296.408697477662        300.306261016492       0.155835028530206                       0                       0                       0                       0                       0                       0                       0        88.4837722236522  -7.41260781302386E-006      0.0414393887700736   1.83100000867853E-005     0.00157254915250944      0.0294098758920447      0.0104586270390951     0.00201762843092857                       0                       0        886619.624210399        851089.497905405                       1                       1                       1 
                    7.9                    0.15       0.202901934623082        1.13782847841031       0.639363590332028       0.256328350673639       -4496.35097302903        96828.6482981722       -42.1050815511488        296.408687364275        300.306250636963       0.155835034637952                       0                       0                       0                       0                       0                       0                       0        88.4837740201092  -1.63602530718787E-005      0.0413681689432094   1.83100000867853E-005     0.00157254919819571      0.0293413628037792      0.0104416233341832     0.00201782178535384                       0                       0        886924.856897795        851385.416635369                       1                       1                       1 
                    7.9                    0.15       0.203135423615744        1.13782851999496       0.639362377099762       0.256328360030186       -4496.35091341327        96828.6484344368       -42.1046855321766        296.408677250887        300.306240257433       0.155835040745697                       0                       0                       0                       0                       0                       0                       0        88.4837758165662  -2.53078983307345E-005      0.0412969491163452   1.83100000867853E-005     0.00157254924388197      0.0292728497155138      0.0104246196292713     0.00201801513977911                       0                       0        887230.089585191        851681.335365333                       1                       1                       1 
                    7.9                    0.15       0.203368912608406        1.13782856157961       0.639361163867497       0.256328369386733       -4496.35085379751        96828.6485707014       -42.1042895132044        296.408667137499        300.306229877904       0.155835046853443                       0                       0                       0                       0                       0                       0                       0        88.4837776130233  -3.42555435895904E-005      0.0412257292894811   1.83100000867853E-005     0.00157254928956824      0.0292043366272483      0.0104076159243593     0.00201820849420438                       0                       0        887535.322272588        851977.254095297                       1                       1                       1 
                    7.9                    0.15       0.203602401601067        1.13782860316427       0.639359950635231        0.25632837874328       -4496.35079418175         96828.648706966       -42.1038934942322        296.408657024111        300.306219498374       0.155835052961189                       0                       0                       0                       0                       0                       0                       0        88.4837794094803  -4.32031888484441E-005      0.0411545094626169   1.83100000867853E-005      0.0015725493352545      0.0291358235389828      0.0103906122194474     0.00201840184862965                       0                       0        887840.554959985        852273.172825261                       1                       1                       1 
                    7.9                    0.15       0.203835890593729        1.13782864474892       0.639358737402965       0.256328388099828       -4496.35073456599        96828.6488432306         -42.10349747526        296.408646910724        300.306209118845       0.155835059068935                       0                       0                       0                       0                       0                       0                       0        88.4837812059373  -5.21508341072999E-005      0.0410832896357527   1.83100000867853E-005     0.00157254938094077      0.0290673104507173      0.0103736085145355     0.00201859520305492                       0                       0        888145.787647381        852569.091555225                       1                       1                       1 
                    7.9                    0.15       0.204069379586391        1.13782868633357       0.639356624514764       0.256328396944625       -4496.35067495023        96828.6489794952       -42.1031056485412        296.408636797336        300.306199001331       0.155835065048744                       0                       0                       0                       0                       0                       0                       0        88.4837829368904  -6.11261517677476E-005      0.0410120353937227   1.83100000867853E-005     0.00157254942562752      0.0289968755824872      0.0103499513601468     0.00202018593595493                       0                       0        888451.020334777        852865.010285189                       1                       1                       1 
                    7.9                    0.15       0.204302868579053        1.13782872791823       0.639354497459738       0.256328405781364       -4496.35061533447        96828.6491157598       -42.1027138878375        296.408626683948        300.306188887943       0.155835071026538                       0                       0                       0                       0                       0                       0                       0         88.483784666812  -7.01019051837752E-005      0.0409407806097592   1.83100000867853E-005     0.00157254947029854       0.028926410452108      0.0103261894343049     0.00202179867328648                       0                       0        888756.253022174        853160.929015153                       1                       1                       1 
                    7.9                    0.15       0.204536357571714        1.13782876950288       0.639352370404711       0.256328414618103       -4496.35055571871        96828.6492520244       -42.1023221271338         296.40861657056        300.306178774556       0.155835077004332                       0                       0                       0                       0                       0                       0                       0        88.4837863967336  -7.90776585998026E-005      0.0408695258257957   1.83100000867853E-005     0.00157254951496955      0.0288559453217288       0.010302427508463     0.00202341141061802                       0                       0         889061.48570957        853456.847745117                       1                       1                       1 
                    7.9                    0.15       0.204769846564376        1.13782881108753       0.639350243349684       0.256328423454841       -4496.35049610295         96828.649388289       -42.1019303664301        296.408606457173        300.306168661168       0.155835082982126                       0                       0                       0                       0                       0                       0                       0        88.4837881266551  -8.80534120158291E-005      0.0407982710418322   1.83100000867853E-005     0.00157254955964057      0.0287854801913497      0.0102786655826212     0.00202502414794957                       0                       0        889366.718396967        853752.766475081                       1                       1                       1 
                    7.9                    0.15       0.205003335557038        1.13782885267219       0.639348116294658        0.25632843229158        -4496.3504364872        96828.6495245535       -42.1015386057264        296.408596343785         300.30615854778        0.15583508895992                       0                       0                       0                       0                       0                       0                       0        88.4837898565767  -9.70291654318566E-005      0.0407270162578686   1.83100000867853E-005     0.00157254960431158      0.0287150150609705      0.0102549036567793     0.00202663688528111                       0                       0        889671.951084363        854048.685205045                       1                       1                       1 
                    7.9                    0.15         0.2052368245497        1.13782889425684       0.639345989239632       0.256328441128319       -4496.35037687144        96828.6496608181       -42.1011468450227        296.408586230397        300.306148434392       0.155835094937714                       0                       0                       0                       0                       0                       0                       0        88.4837915864983   -0.000106004918847882      0.0406557614739051   1.83100000867853E-005      0.0015725496489826      0.0286445499305914      0.0102311417309375     0.00202824962261266                       0                       0         889977.18377176        854344.603935009                       1                       1                       1 
                    7.9                    0.15       0.205470313542362        1.13782893584149       0.639343862184605       0.256328449965058       -4496.35031725568        96828.6497970827        -42.100755084319        296.408576117009        300.306138321005       0.155835100915508                       0                       0                       0                       0                       0                       0                       0        88.4837933164199    -0.00011498067226391      0.0405845066899416   1.83100000867853E-005     0.00157254969365361      0.0285740848002122      0.0102073798050956      0.0020298623599442                       0                       0        890282.416459156        854640.522664972                       1                       1                       1 
                    7.9                    0.15       0.205703802535023        1.13782897742615       0.639341735129578       0.256328458801797       -4496.35025763992        96828.6499333473       -42.1003633236153        296.408566003622        300.306128207617       0.155835106893302                       0                       0                       0                       0                       0                       0                       0        88.4837950463415   -0.000123956425679937      0.0405132519059781   1.83100000867853E-005     0.00157254973832462       0.028503619669833      0.0101836178792538     0.00203147509727575                       0                       0        890587.649146553        854936.441394936                       1                       1                       1 
                    7.9                    0.15       0.205937291527685         1.1378290190108       0.639339608074552       0.256328467638536       -4496.35019802416        96828.6500696119       -42.0999715629116        296.408555890234        300.306118094229       0.155835112871096                       0                       0                       0                       0                       0                       0                       0        88.4837967762631   -0.000132932179095963      0.0404419971220146   1.83100000867853E-005     0.00157254978299564      0.0284331545394538      0.0101598559534119     0.00203308783460729                       0                       0        890892.881833949          855232.3601249                       1                       1                       1 
                    7.9                    0.15       0.206170780520347        1.13782906059545       0.639337481019526       0.256328476475275        -4496.3501384084        96828.6502058765       -42.0995798022079        296.408545776846        300.306107980842       0.155835118848889                       0                       0                       0                       0                       0                       0                       0        88.4837985061847   -0.000141907932511991      0.0403707423380511   1.83100000867853E-005     0.00157254982766665      0.0283626894090747        0.01013609402757     0.00203470057193884                       0                       0        891198.114521346        855528.278854864                       1                       1                       1 
                    7.9                    0.15       0.206404269513009        1.13782910218011       0.639335353964499       0.256328485312014       -4496.35007879264        96828.6503421411       -42.0991880415043        296.408535663459        300.306097867454       0.155835124826683                       0                       0                       0                       0                       0                       0                       0        88.4838002361062   -0.000150883685928016      0.0402994875540876   1.83100000867853E-005     0.00157254987233767      0.0282922242786955      0.0101123321017282     0.00203631330927038                       0                       0        891503.347208742        855824.197584828                       1                       1                       1 
                    7.9                    0.15        0.20663775850567        1.13782914376476       0.639333226909472       0.256328494148752       -4496.35001917688        96828.6504784057       -42.0987962808006        296.408525550071        300.306087754066       0.155835130804477                       0                       0                       0                       0                       0                       0                       0        88.4838019660278   -0.000159859439344044       0.040228232770124   1.83100000867853E-005     0.00157254991700868      0.0282217591483163      0.0100885701758863     0.00203792604660192                       0                       0        891808.579896139        856120.116314792                       1                       1                       1 
                    7.9                    0.15       0.206871247498332        1.13782918534942       0.639331099854446       0.256328502985491       -4496.34995956112        96828.6506146703       -42.0984045200969        296.408515436683        300.306077640678       0.155835136782271                       0                       0                       0                       0                       0                       0                       0        88.4838036959494   -0.000168835192760071      0.0401569779861605   1.83100000867853E-005      0.0015725499616797      0.0281512940179372      0.0100648082500445     0.00203953878393347                       0                       0        892113.812583535        856416.035044756                       1                       1                       1 
                    7.9                    0.15       0.207104736490994        1.13782922693407       0.639328972799419        0.25632851182223       -4496.34989994536        96828.6507509349       -42.0980127593932        296.408505323295        300.306067527291       0.155835142760065                       0                       0                       0                       0                       0                       0                       0         88.483805425871   -0.000177810946176098       0.040085723202197   1.83100000867853E-005     0.00157255000635071       0.028080828887558      0.0100410463242026     0.00204115152126501                       0                       0        892419.045270932         856711.95377472                       1                       1                       1 
                    7.9                    0.15       0.207338225483656        1.13782926851872       0.639326845744393       0.256328520658969        -4496.3498403296        96828.6508871995       -42.0976209986895        296.408495209908        300.306057413903       0.155835148737859                       0                       0                       0                       0                       0                       0                       0        88.4838071557926   -0.000186786699592125      0.0400144684182335   1.83100000867853E-005     0.00157255005102173      0.0280103637571788      0.0100172843983607     0.00204276425859656                       0                       0        892724.277958328        857007.872504684                       1                       1                       1 
                    7.9                    0.15       0.207571714476318        1.13782931010338       0.639324718689366       0.256328529495708       -4496.34978071384        96828.6510234641       -42.0972292379858         296.40848509652        300.306047300515       0.155835154715653                       0                       0                       0                       0                       0                       0                       0        88.4838088857142   -0.000195762453008152        0.03994321363427   1.83100000867853E-005     0.00157255009569274      0.0279398986267997     0.00999352247251889      0.0020443769959281                       0                       0        893029.510645725        857303.791234648                       1                       1                       1 
                    7.9                    0.15       0.207805203468979        1.13782935168803        0.63932259163434       0.256328538332447       -4496.34972109808        96828.6511597287       -42.0968374772821        296.408474983132        300.306037187127       0.155835160693447                       0                       0                       0                       0                       0                       0                       0        88.4838106156358   -0.000204738206424179      0.0398719588503065   1.83100000867853E-005     0.00157255014036375      0.0278694334964205     0.00996976054667703     0.00204598973325965                       0                       0        893334.743333121        857599.709964612                       1                       1                       1 
                    7.9                    0.15       0.208038692461641        1.13782939327268       0.639320464579313       0.256328547169186       -4496.34966148233        96828.6512959933       -42.0964457165784        296.408464869744         300.30602707374       0.155835166671241                       0                       0                       0                       0                       0                       0                       0        88.4838123455574   -0.000213713959840207      0.0398007040663429   1.83100000867853E-005     0.00157255018503477      0.0277989683660413     0.00994599862083517     0.00204760247059119                       0                       0        893639.976020518        857895.628694576                       1                       1                       1 
                    7.9                    0.15       0.208272181454303        1.13782943485734       0.639318337524287       0.256328556005924       -4496.34960186657        96828.6514322579       -42.0960539558747        296.408454756357        300.306016960352       0.155835172649035                       0                       0                       0                       0                       0                       0                       0        88.4838140754789   -0.000222689713256232      0.0397294492823794   1.83100000867853E-005     0.00157255022970578      0.0277285032356622     0.00992223669499331     0.00204921520792274                       0                       0        893945.208707914         858191.54742454                       1                       1                       1 
                    7.9                    0.15       0.208505670446965        1.13782947644199        0.63931621046926       0.256328564842663       -4496.34954225081        96828.6515685225       -42.0956621951711        296.408444642969        300.306006846964       0.155835178626829                       0                       0                       0                       0                       0                       0                       0        88.4838158054005    -0.00023166546667226      0.0396581944984159   1.83100000867853E-005      0.0015725502743768       0.027658038105283     0.00989847476915145     0.00205082794525428                       0                       0        894250.441395311        858487.466154504                       1                       1                       1 
                    7.9                    0.15       0.208739159439626        1.13782951802664       0.639314083414234       0.256328573679402       -4496.34948263505        96828.6517047871       -42.0952704344674        296.408434529581        300.305996733577       0.155835184604623                       0                       0                       0                       0                       0                       0                       0        88.4838175353221   -0.000240641220088286      0.0395869397144524   1.83100000867853E-005     0.00157255031904781      0.0275875729749038      0.0098747128433096     0.00205244068258583                       0                       0        894555.674082707        858783.384884468                       1                       1                       1 
                    7.9                    0.15       0.208972648432288         1.1378295596113       0.639311956359207       0.256328582516141       -4496.34942301929        96828.6518410516       -42.0948786737637        296.408424416194        300.305986620189       0.155835190582417                       0                       0                       0                       0                       0                       0                       0        88.4838192652437   -0.000249616973504314      0.0395156849304889   1.83100000867853E-005     0.00157255036371883      0.0275171078445247     0.00985095091746774     0.00205405341991737                       0                       0        894860.906770104        859079.303614432                       1                       1                       1 
                    7.9                    0.15        0.20920613742495        1.13782960119595       0.639309829304181        0.25632859135288       -4496.34936340353        96828.6519773162         -42.09448691306        296.408414302806        300.305976506801       0.155835196560211                       0                       0                       0                       0                       0                       0                       0        88.4838209951653   -0.000258592726920341      0.0394444301465254   1.83100000867853E-005     0.00157255040838984      0.0274466427141455     0.00982718899162587     0.00205566615724891                       0                       0          895166.1394575        859375.222344395                       1                       1                       1 
                    7.9                    0.15       0.209439626417612         1.1378296427806       0.639307702249154       0.256328600189619       -4496.34930378777        96828.6521135808       -42.0940951523563        296.408404189418        300.305966393413       0.155835202538005                       0                       0                       0                       0                       0                       0                       0        88.4838227250869   -0.000267568480336367      0.0393731753625619   1.83100000867853E-005     0.00157255045306086      0.0273761775837663     0.00980342706578402     0.00205727889458046                       0                       0        895471.372144896        859671.141074359                       1                       1                       1 
                    7.9                    0.15       0.209673115410274        1.13782968436526       0.639305575194128       0.256328609026358       -4496.34924417201        96828.6522498454       -42.0937033916526         296.40839407603        300.305956280026       0.155835208515799                       0                       0                       0                       0                       0                       0                       0        88.4838244550084   -0.000276544233752394      0.0393019205785983   1.83100000867853E-005     0.00157255049773187      0.0273057124533871     0.00977966513994216       0.002058891631912                       0                       0        895776.604832293        859967.059804323                       1                       1                       1 
                    7.9                    0.15       0.209906604402935        1.13782972594991       0.639303448139101       0.256328617863097       -4496.34918455625          96828.65238611       -42.0933116309489        296.408383962643        300.305946166638       0.155835214493593                       0                       0                       0                       0                       0                       0                       0          88.48382618493   -0.000285519987168421      0.0392306657946348   1.83100000867853E-005     0.00157255054240289       0.027235247323008      0.0097559032141003     0.00206050436924355                       0                       0         896081.83751969        860262.978534287                       1                       1                       1 
                    7.9                    0.15       0.210140093395597        1.13782976753456       0.639301321084075       0.256328626699835       -4496.34912494049        96828.6525223746       -42.0929198702452        296.408373849255         300.30593605325       0.155835220471386                       0                       0                       0                       0                       0                       0                       0        88.4838279148516   -0.000294495740584448      0.0391594110106713   1.83100000867853E-005      0.0015725505870739      0.0271647821926288     0.00973214128825844     0.00206211710657509                       0                       0        896387.070207086        860558.897264251                       1                       1                       1 
                    7.9                    0.15       0.210373582388259        1.13782980911922       0.639299194029048       0.256328635536574       -4496.34906532473        96828.6526586392       -42.0925281095415        296.408363735867        300.305925939862        0.15583522644918                       0                       0                       0                       0                       0                       0                       0        88.4838296447732   -0.000303471494000476      0.0390881562267078   1.83100000867853E-005     0.00157255063174491      0.0270943170622496     0.00970837936241658     0.00206372984390664                       0                       0        896692.302894483        860854.815994215                       1                       1                       1 
                    7.9                    0.15       0.210607071380921        1.13782985070387       0.639297066974022       0.256328644373313       -4496.34900570897        96828.6527949038       -42.0921363488378        296.408353622479        300.305915826475       0.155835232426974                       0                       0                       0                       0                       0                       0                       0        88.4838313746948   -0.000312447247416502      0.0390169014427443   1.83100000867853E-005     0.00157255067641593      0.0270238519318705     0.00968461743657472     0.00206534258123818                       0                       0        896997.535581879        861150.734724179                       1                       1                       1 
                    7.9                    0.15       0.210840560373582        1.13782989228852       0.639294939918995       0.256328653210052       -4496.34894609321        96828.6529311684       -42.0917445881342        296.408343509092        300.305905713087       0.155835238404768                       0                       0                       0                       0                       0                       0                       0        88.4838331046164    -0.00032142300083253      0.0389456466587808   1.83100000867853E-005     0.00157255072108694      0.0269533868014913     0.00966085551073286     0.00206695531856973                       0                       0        897302.768269275        861446.653454143                       1                       1                       1 
                    7.9                    0.15       0.211074049366244        1.13782993387318       0.639293624187921       0.256328662508295       -4496.34888647745         96828.653067433       -42.0913490467901        296.408333395704        300.305895363409       0.155835244497938                       0                       0                       0                       0                       0                       0                       0        88.4838348936105    -0.00033037379883909      0.0388744229109582   1.83100000867853E-005     0.00157255076665933       0.026884654762682     0.00964309377087008     0.00206730787788971                       0                       0        897608.000956672        861742.572184107                       1                       1                       1 
                    7.9                    0.15       0.211307538358906        1.13782997545783       0.639292410955655       0.256328671864842        -4496.3488268617        96828.6532036976       -42.0909530278179        296.408323282316         300.30588498388       0.155835250605684                       0                       0                       0                       0                       0                       0                       0        88.4838366900675   -0.000339321444097946       0.038803203084094   1.83100000867853E-005      0.0015725508123456      0.0268161416744166     0.00962609006595815     0.00206750123231498                       0                       0        897913.233644068        862038.490914071                       1                       1                       1 
                    7.9                    0.15       0.211541027351568        1.13783001704249       0.639291197723389       0.256328681221389       -4496.34876724594        96828.6533399622       -42.0905570088457        296.408313168928         300.30587460435        0.15583525671343                       0                       0                       0                       0                       0                       0                       0        88.4838384865245   -0.000348269089356802      0.0387319832572299   1.83100000867853E-005     0.00157255085803186      0.0267476285861511     0.00960908636104621     0.00206769458674025                       0                       0        898218.466331465        862334.409644035                       1                       1                       1 
                    7.9                    0.15        0.21177451634423        1.13783005862714       0.639289984491124       0.256328690577936       -4496.34870763018        96828.6534762268       -42.0901609898735        296.408303055541        300.305864224821       0.155835262821176                       0                       0                       0                       0                       0                       0                       0        88.4838402829816   -0.000357216734615657      0.0386607634303657   1.83100000867853E-005     0.00157255090371813      0.0266791154978856     0.00959208265613429     0.00206788794116552                       0                       0        898523.699018861        862630.328373999                       1                       1                       1 
                    7.9                    0.15       0.212008005336891        1.13783010021179       0.639288771258858       0.256328699934483       -4496.34864801442        96828.6536124913       -42.0897649709012        296.408292942153        300.305853845291       0.155835268928922                       0                       0                       0                       0                       0                       0                       0        88.4838420794386   -0.000366164379874513      0.0385895436035015   1.83100000867853E-005     0.00157255094940439      0.0266106024096201     0.00957507895122235     0.00206808129559079                       0                       0        898828.931706258        862926.247103962                       1                       1                       1 
                    7.9                    0.15       0.212241494329553        1.13783014179645       0.639287558026592        0.25632870929103       -4496.34858839866        96828.6537487559        -42.089368951929        296.408282828765        300.305843465762       0.155835275036668                       0                       0                       0                       0                       0                       0                       0        88.4838438758956   -0.000375112025133366      0.0385183237766374   1.83100000867853E-005     0.00157255099509066      0.0265420893213547     0.00955807524631043     0.00206827465001606                       0                       0        899134.164393654        863222.165833926                       1                       1                       1 
                    7.9                    0.15       0.212474983322215         1.1378301833811       0.639286344794326       0.256328718647577        -4496.3485287829        96828.6538850205       -42.0889729329568        296.408272715378        300.305833086232       0.155835281144414                       0                       0                       0                       0                       0                       0                       0        88.4838456723527   -0.000384059670392222      0.0384471039497732   1.83100000867853E-005     0.00157255104077692      0.0264735762330892     0.00954107154139849     0.00206846800444132                       0                       0        899439.397081051         863518.08456389                       1                       1                       1 
                    7.9                    0.15       0.212708472314877        1.13783022496575        0.63928513156206       0.256328728004124       -4496.34846916714        96828.6540212851       -42.0885769139846         296.40826260199        300.305822706703        0.15583528725216                       0                       0                       0                       0                       0                       0                       0        88.4838474688097   -0.000393007315651078       0.038375884122909   1.83100000867853E-005     0.00157255108646319      0.0264050631448237     0.00952406783648656     0.00206866135886659                       0                       0        899744.629768447        863814.003293854                       1                       1                       1 
                    7.9                    0.15       0.212941961307538        1.13783026655041       0.639283918329794       0.256328737360671       -4496.34840955138        96828.6541575497       -42.0881808950124        296.408252488602        300.305812327173       0.155835293359906                       0                       0                       0                       0                       0                       0                       0        88.4838492652667   -0.000401954960909933      0.0383046642960449   1.83100000867853E-005     0.00157255113214945      0.0263365500565582     0.00950706413157463     0.00206885471329186                       0                       0        900049.862455844        864109.922023818                       1                       1                       1 
                    7.9                    0.15         0.2131754503002        1.13783030813506       0.639282705097528       0.256328746717218       -4496.34834993562        96828.6542938143       -42.0877848760402        296.408242375214        300.305801947644       0.155835299467652                       0                       0                       0                       0                       0                       0                       0        88.4838510617237   -0.000410902606168789      0.0382334444691807   1.83100000867853E-005     0.00157255117783572      0.0262680369682927      0.0094900604266627     0.00206904806771713                       0                       0         900355.09514324        864405.840753782                       1                       1                       1 
                    7.9                    0.15       0.213408939292862        1.13783034971971       0.639281491865263       0.256328756073765       -4496.34829031986        96828.6544300789        -42.087388857068        296.408232261827        300.305791568114       0.155835305575398                       0                       0                       0                       0                       0                       0                       0        88.4838528581808   -0.000419850251427644      0.0381622246423165   1.83100000867853E-005     0.00157255122352198      0.0261995238800273     0.00947305672175077      0.0020692414221424                       0                       0        900660.327830637        864701.759483746                       1                       1                       1 
                    7.9                    0.15       0.213642428285524        1.13783039130437       0.639280278632997       0.256328765430312        -4496.3482307041        96828.6545663435       -42.0869928380958        296.408222148439        300.305781188584       0.155835311683144                       0                       0                       0                       0                       0                       0                       0        88.4838546546378   -0.000428797896686499      0.0380910048154524   1.83100000867853E-005     0.00157255126920825      0.0261310107917618     0.00945605301683884     0.00206943477656767                       0                       0        900965.560518033         864997.67821371                       1                       1                       1 
                    7.9                    0.15       0.213875917278185        1.13783043288902       0.639279065400731       0.256328774786859       -4496.34817108834        96828.6547026081       -42.0865968191236        296.408212035051        300.305770809055        0.15583531779089                       0                       0                       0                       0                       0                       0                       0        88.4838564510949   -0.000437745541945355      0.0380197849885882   1.83100000867853E-005     0.00157255131489451      0.0260624977034963     0.00943904931192691     0.00206962813099294                       0                       0         901270.79320543        865293.596943674                       1                       1                       1 
                    7.9                    0.15       0.214109406270847        1.13783047228996       0.639366288430246       0.256328783811291       -4496.34811449452        96828.6548021478       -42.0862205640475        296.408202337237        300.305760848883       0.155835324176731                       0                       0                       0                       0                       0                       0                       0        88.4838581540585   -0.000445218583203887      0.0379486934538557   1.83100000867853E-005     0.00157255136615169      0.0260389440251455     0.00941418602596096     0.00206869295961475                       0                       0        901571.685967745         865585.30817827                       1                       1                       1 
                    7.9                    0.15       0.214342895263509        1.13783050577215       0.639693219796552       0.256328791935644        -4496.3480660911        96828.6548021478       -42.0858978745785        296.408193765798        300.305752025343       0.155835331316314                       0                       0                       0                       0                       0                       0                       0        88.4838596036401   -0.000448694617086493      0.0378779494772724   1.83100000867853E-005     0.00157255143250827      0.0261372458084375     0.00936802270371133      0.0020646983146825                       0                       0        901860.815732028        865865.615354317                       1                       1                       1 
                    7.9                    0.15       0.214576384256171        1.13783053925433       0.640020151162859       0.256328800059997       -4496.34801768768        96828.6548021478       -42.0855751851094        296.408185194358        300.305743201802       0.155835338455897                       0                       0                       0                       0                       0                       0                       0        88.4838610532217   -0.000452170650969097      0.0378072055006891   1.83100000867853E-005     0.00157255149886484      0.0262355475917296      0.0093218593814617     0.00206070366975024                       0                       0         902149.94549631        866145.922530364                       1                       1                       1 
                    7.9                    0.15       0.214809873248833        1.13783057273652       0.640347082529165       0.256328808184351       -4496.34796928426        96828.6548021478       -42.0852524956404        296.408176622919        300.305734378262       0.155835345595481                       0                       0                       0                       0                       0                       0                       0        88.4838625028033   -0.000455646684851702      0.0377364615241058   1.83100000867853E-005     0.00157255156522142      0.0263338493750216     0.00927569605921207     0.00205670902481798                       0                       0        902439.075260593        866426.229706411                       1                       1                       1 
