VARIABLES = "X"
 "Y"
 "Z"
 "Density"
 "Shear Strain Rate"
 "Mach Number"
 "Pressure"
 "Absolute Pressure"
 "Total Pressure"
 "Temperature"
 "Total Temperature"
 "Aspect Ratio"
 "Bulk Energy Flow Rate"
 "X Bulk Momentum Flow Rate"
 "Y Bulk Momentum Flow Rate"
 "Z Bulk Momentum Flow Rate"
 "X Wall Shear"
 "Y Wall Shear"
 "Z Wall Shear"
 "U"
 "V"
 "W"
 "Dynamic Viscosity"
 "Eddy Viscosity"
 "X Vorticity"
 "Y Vorticity"
 "Z Vorticity"
 "Y Plus"
 "Solver Y Plus"
 "Node UserID"
 "Element UserID"
 "Material ID"
 "Part ID"
 "Property ID"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15     0.00293597865955318        1.13733910698166        2303.15941756756       0.168861459413479       -4495.93374193833        96829.0636872858       -2562.82707397478        296.537529755367        298.229776538983        46.2587664025463                       0                       0                       0                       0                       0                       0                       0        58.3031406007253   -0.000777881794473503    0.000800562541317951   1.83100000867853E-005     0.00397952733328398      0.0158352764687968         2304.1916452501    -0.00620221309947067                       0                       0        457356.437873651        433374.460304696                       1                       1                       1 
                    7.9                    0.15     0.00293697899299767        1.13733910872486        2302.44776534382       0.168867981431345       -4495.93374035163        96829.0636872858       -2562.67733229008        296.537529259523        298.229907094682        46.2460654849831                       0                       0                       0                       0                       0                       0                       0        58.3053924262173   -0.000777899888603253    0.000800901587050208   1.83100000867853E-005     0.00398079658199671      0.0158231809690708        2303.47956739395    -0.00620305013944931                       0                       0        457424.678688033        433440.640896395                       1                       1                       1 
                    7.9                    0.15     0.00293797932644215        1.13733911046806        2301.73611312007       0.168874503449211       -4495.93373876493        96829.0636872858       -2562.52759060538        296.537528763679        298.230037650381          46.23336456742                       0                       0                       0                       0                       0                       0                       0        58.3076442517093   -0.000777917982733003    0.000801240632782464   1.83100000867853E-005     0.00398206583070944      0.0158110854693448         2302.7674895378    -0.00620388717942794                       0                       0        457492.919502414        433506.821488095                       1                       1                       1 
                    7.9                    0.15     0.00293897965988663        1.13733911221126        2301.02446089633       0.168881025467077       -4495.93373717823        96829.0636872858       -2562.37784892068        296.537528267835         298.23016820608        46.2206636498568                       0                       0                       0                       0                       0                       0                       0        58.3098960772013   -0.000777936076862752    0.000801579678514721   1.83100000867853E-005     0.00398333507942218      0.0157989899696188        2302.05541168165    -0.00620472421940658                       0                       0        457561.160316795        433573.002079794                       1                       1                       1 
                    7.9                    0.15     0.00293997999333111        1.13733911395446        2300.31280867258       0.168887547484943       -4495.93373559153        96829.0636872858       -2562.22810723598        296.537527771991        298.230298761779        46.2079627322937                       0                       0                       0                       0                       0                       0                       0        58.3121479026933   -0.000777954170992502    0.000801918724246978   1.83100000867853E-005     0.00398460432813491      0.0157868944698928         2301.3433338255    -0.00620556125938521                       0                       0        457629.401131177        433639.182671494                       1                       1                       1 
                    7.9                    0.15     0.00294098032677559        1.13733911569766        2299.60115644884       0.168894069502809       -4495.93373400483        96829.0636872858       -2562.07836555128        296.537527276147        298.230429317478        46.1952618147306                       0                       0                       0                       0                       0                       0                       0        58.3143997281853   -0.000777972265122252    0.000802257769979234   1.83100000867853E-005     0.00398587357684764      0.0157747989701668        2300.63125596935    -0.00620639829936385                       0                       0        457697.641945558        433705.363263194                       1                       1                       1 
                    7.9                    0.15     0.00294198066022007        1.13733911744086        2298.88950422509       0.168900591520675       -4495.93373241813        96829.0636872858       -2561.92862386658        296.537526780303        298.230559873177        46.1825608971674                       0                       0                       0                       0                       0                       0                       0        58.3166515536773   -0.000777990359252002    0.000802596815711491   1.83100000867853E-005     0.00398714282556037      0.0157627034704408         2299.9191781132    -0.00620723533934248                       0                       0         457765.88275994        433771.543854893                       1                       1                       1 
                    7.9                    0.15     0.00294298099366455        1.13733911918406        2298.17785200135       0.168907113538541       -4495.93373083143        96829.0636872858       -2561.77888218187         296.53752628446        298.230690428877        46.1698599796043                       0                       0                       0                       0                       0                       0                       0        58.3189033791693   -0.000778008453381752    0.000802935861443748   1.83100000867853E-005      0.0039884120742731      0.0157506079707148        2299.20710025705    -0.00620807237932112                       0                       0        457834.123574321        433837.724446593                       1                       1                       1 
                    7.9                    0.15     0.00294398132710904        1.13733912092727         2297.4661997776       0.168913635556407       -4495.93372924473        96829.0636872858       -2561.62914049717        296.537525788616        298.230820984576        46.1571590620411                       0                       0                       0                       0                       0                       0                       0        58.3211552046613   -0.000778026547511502    0.000803274907176004   1.83100000867853E-005     0.00398968132298584      0.0157385124709888         2298.4950224009    -0.00620890941929975                       0                       0        457902.364388703        433903.905038293                       1                       1                       1 
                    7.9                    0.15     0.00294498166055352        1.13733912267047        2296.75454755386       0.168920157574273       -4495.93372765803        96829.0636872858       -2561.47939881247        296.537525292772        298.230951540275         46.144458144478                       0                       0                       0                       0                       0                       0                       0        58.3234070301533   -0.000778044641641252    0.000803613952908261   1.83100000867853E-005     0.00399095057169857      0.0157264169712628        2297.78294454475    -0.00620974645927839                       0                       0        457970.605203084        433970.085629992                       1                       1                       1 
                    7.9                    0.15       0.002945981993998        1.13733912441367        2296.04289533011       0.168926679592139       -4495.93372607132        96829.0636872858       -2561.32965712777        296.537524796928        298.231082095974        46.1317572269149                       0                       0                       0                       0                       0                       0                       0        58.3256588556453   -0.000778062735771002    0.000803952998640518   1.83100000867853E-005      0.0039922198204113      0.0157143214715368         2297.0708666886    -0.00621058349925702                       0                       0        458038.846017466        434036.266221692                       1                       1                       1 
                    7.9                    0.15     0.00294698232744248        1.13733912615687        2295.33124310637       0.168933201610005       -4495.93372448462        96829.0636872858       -2561.17991544307        296.537524301084        298.231212651673        46.1190563093517                       0                       0                       0                       0                       0                       0                       0        58.3279106811373   -0.000778080829900752    0.000804292044372774   1.83100000867853E-005     0.00399348906912403      0.0157022259718108        2296.35878883245    -0.00621142053923566                       0                       0        458107.086831847        434102.446813392                       1                       1                       1 
                    7.9                    0.15     0.00294798266088696        1.13733912790007        2294.61959088262       0.168939723627871       -4495.93372289792        96829.0636872858       -2561.03017375837         296.53752380524        298.231343207372        46.1063553917886                       0                       0                       0                       0                       0                       0                       0        58.3301625066293   -0.000778098924030502    0.000804631090105031   1.83100000867853E-005     0.00399475831783676      0.0156901304720848         2295.6467109763    -0.00621225757921429                       0                       0        458175.327646229        434168.627405091                       1                       1                       1 
                    7.9                    0.15     0.00294898299433144        1.13733912964327        2293.90793865887       0.168946245645737       -4495.93372131122        96829.0636872858       -2560.88043207367        296.537523309396        298.231473763071        46.0936544742255                       0                       0                       0                       0                       0                       0                       0        58.3324143321214   -0.000778117018160252    0.000804970135837288   1.83100000867853E-005      0.0039960275665495      0.0156780349723588        2294.93463312015    -0.00621309461919293                       0                       0         458243.56846061        434234.807996791                       1                       1                       1 
                    7.9                    0.15     0.00294998332777593        1.13733913138647        2293.19628643513       0.168952767663603       -4495.93371972452        96829.0636872858       -2560.73069038897        296.537522813552        298.231604318771        46.0809535566623                       0                       0                       0                       0                       0                       0                       0        58.3346661576134   -0.000778135112290002    0.000805309181569544   1.83100000867853E-005     0.00399729681526223      0.0156659394726328          2294.222555264    -0.00621393165917156                       0                       0        458311.809274992        434300.988588491                       1                       1                       1 
                    7.9                    0.15     0.00295098366122041        1.13733913312967        2292.48463421138       0.168959289681469       -4495.93371813782        96829.0636872858       -2560.58094870427        296.537522317708         298.23173487447        46.0682526390992                       0                       0                       0                       0                       0                       0                       0        58.3369179831054   -0.000778153206419751    0.000805648227301801   1.83100000867853E-005     0.00399856606397496      0.0156538439729068        2293.51047740785     -0.0062147686991502                       0                       0        458380.050089373         434367.16918019                       1                       1                       1 
                    7.9                    0.15     0.00295198399466489        1.13733913487287        2291.77298198764       0.168965811699335       -4495.93371655112        96829.0636872858       -2560.43120701957        296.537521821865        298.231865430169         46.055551721536                       0                       0                       0                       0                       0                       0                       0        58.3391698085974   -0.000778171300549501    0.000805987273034058   1.83100000867853E-005     0.00399983531268769      0.0156417484731808         2292.7983995517    -0.00621560573912883                       0                       0        458448.290903755         434433.34977189                       1                       1                       1 
                    7.9                    0.15     0.00295298432810937        1.13733913661608        2291.06132976389       0.168972333717201       -4495.93371496442        96829.0636872858       -2560.28146533486        296.537521326021        298.231995985868        46.0428508039729                       0                       0                       0                       0                       0                       0                       0        58.3414216340893   -0.000778189394679251    0.000806326318766314   1.83100000867853E-005     0.00400110456140043      0.0156296529734548        2292.08632169555    -0.00621644277910747                       0                       0        458516.531718136         434499.53036359                       1                       1                       1 
                    7.9                    0.15     0.00295398466155385        1.13733913835928        2290.34967754015       0.168978855735067       -4495.93371337772        96829.0636872858       -2560.13172365016        296.537520830177        298.232126541567        46.0301498864098                       0                       0                       0                       0                       0                       0                       0        58.3436734595814   -0.000778207488809001    0.000806665364498571   1.83100000867853E-005     0.00400237381011316      0.0156175574737289         2291.3742438394     -0.0062172798190861                       0                       0        458584.772532517        434565.710955289                       1                       1                       1 
                    7.9                    0.15     0.00295498499499833        1.13733914010248         2289.6380253164       0.168985377752933       -4495.93371179102        96829.0636872858       -2559.98198196546        296.537520334333        298.232257097266        46.0174489688466                       0                       0                       0                       0                       0                       0                       0        58.3459252850734   -0.000778225582938751    0.000807004410230827   1.83100000867853E-005     0.00400364305882589      0.0156054619740029        2290.66216598325    -0.00621811685906474                       0                       0        458653.013346899        434631.891546989                       1                       1                       1 
                    7.9                    0.15     0.00295598532844281        1.13733914184568        2288.92637309266       0.168991899770799       -4495.93371020432        96829.0636872858       -2559.83224028076        296.537519838489        298.232387652965        46.0047480512835                       0                       0                       0                       0                       0                       0                       0        58.3481771105654   -0.000778243677068501    0.000807343455963084   1.83100000867853E-005     0.00400491230753862      0.0155933664742769         2289.9500881271    -0.00621895389904337                       0                       0         458721.25416128        434698.072138689                       1                       1                       1 
                    7.9                    0.15      0.0029569856618873        1.13733914358888        2288.21472086891       0.168998421788665       -4495.93370861762        96829.0636872858       -2559.68249859606        296.537519342645        298.232518208664        45.9920471337203                       0                       0                       0                       0                       0                       0                       0        58.3504289360574   -0.000778261771198251    0.000807682501695341   1.83100000867853E-005     0.00400618155625135      0.0155812709745509        2289.23801027095    -0.00621979093902201                       0                       0        458789.494975662        434764.252730388                       1                       1                       1 
                    7.9                    0.15     0.00295798599533178        1.13733914533208        2287.50306864517       0.169004943806531       -4495.93370703092        96829.0636872858       -2559.53275691136        296.537518846801        298.232648764364        45.9793462161572                       0                       0                       0                       0                       0                       0                       0        58.3526807615494   -0.000778279865328001    0.000808021547427597   1.83100000867853E-005     0.00400745080496409      0.0155691754748249        2288.52593241481    -0.00622062797900064                       0                       0        458857.735790043        434830.433322088                       1                       1                       1 
                    7.9                    0.15     0.00295898632877626        1.13733914707528        2286.79141642142       0.169011465824397       -4495.93370544422        96829.0636872858       -2559.38301522666        296.537518350957        298.232779320063        45.9666452985941                       0                       0                       0                       0                       0                       0                       0        58.3549325870414   -0.000778297959457751    0.000808360593159854   1.83100000867853E-005     0.00400872005367682      0.0155570799750989        2287.81385455865    -0.00622146501897928                       0                       0        458925.976604425        434896.613913788                       1                       1                       1 
                    7.9                    0.15     0.00295998666222074        1.13733914881848        2286.07976419768       0.169017987842263       -4495.93370385752        96829.0636872858       -2559.23327354196        296.537517855113        298.232909875762        45.9539443810309                       0                       0                       0                       0                       0                       0                       0        58.3571844125334   -0.000778316053587501    0.000808699638892111   1.83100000867853E-005     0.00400998930238955      0.0155449844753729         2287.1017767025    -0.00622230205895791                       0                       0        458994.217418806        434962.794505487                       1                       1                       1 
                    7.9                    0.15     0.00296098699566522        1.13733915056169        2285.36811197393       0.169024509860129       -4495.93370227082        96829.0636872858       -2559.08353185726        296.537517359269        298.233040431461        45.9412434634678                       0                       0                       0                       0                       0                       0                       0        58.3594362380254   -0.000778334147717251    0.000809038684624367   1.83100000867853E-005     0.00401125855110228      0.0155328889756469        2286.38969884636    -0.00622313909893655                       0                       0        459062.458233188        435028.975097187                       1                       1                       1 
                    7.9                    0.15      0.0029619873291097        1.13733915230489        2284.65645975019       0.169031031877995       -4495.93370068412        96829.0636872858       -2558.93379017256        296.537516863425         298.23317098716        45.9285425459046                       0                       0                       0                       0                       0                       0                       0        58.3616880635174      -0.000778352241847    0.000809377730356624   1.83100000867853E-005     0.00401252779981501      0.0155207934759209        2285.67762099021    -0.00622397613891518                       0                       0        459130.699047569        435095.155688887                       1                       1                       1 
                    7.9                    0.15     0.00296298766255419        1.13733915404809        2283.94480752644       0.169037553895861       -4495.93369909742        96829.0636872858       -2558.78404848785        296.537516367582        298.233301542859        45.9158416283415                       0                       0                       0                       0                       0                       0                       0        58.3639398890094    -0.00077837033597675     0.00080971677608888   1.83100000867853E-005     0.00401379704852775      0.0155086979761949        2284.96554313406    -0.00622481317889382                       0                       0        459198.939861951        435161.336280586                       1                       1                       1 
                    7.9                    0.15     0.00296398799599867        1.13733915579129        2283.23315530269       0.169044075913727       -4495.93369751072        96829.0636872858       -2558.63430680315        296.537515871738        298.233432098558        45.9031407107784                       0                       0                       0                       0                       0                       0                       0        58.3661917145014     -0.0007783884301065    0.000810055821821137   1.83100000867853E-005     0.00401506629724048      0.0154966024764689        2284.25346527791    -0.00622565021887245                       0                       0        459267.180676332        435227.516872286                       1                       1                       1 
                    7.9                    0.15     0.00296498832944315        1.13733915753449        2282.52150307895       0.169050597931593       -4495.93369592402        96829.0636872858       -2558.48456511845        296.537515375894        298.233562654257        45.8904397932152                       0                       0                       0                       0                       0                       0                       0        58.3684435399934    -0.00077840652423625    0.000810394867553394   1.83100000867853E-005     0.00401633554595321      0.0154845069767429        2283.54138742176    -0.00622648725885109                       0                       0        459335.421490713        435293.697463986                       1                       1                       1 
                    7.9                    0.15     0.00296598866288763        1.13733915927769         2281.8098508552       0.169057119949459       -4495.93369433732        96829.0636872858       -2558.33482343375         296.53751488005        298.233693209957        45.8777388756521                       0                       0                       0                       0                       0                       0                       0        58.3706953654854      -0.000778424618366    0.000810733913285651   1.83100000867853E-005     0.00401760479466594      0.0154724114770169        2282.82930956561    -0.00622732429882972                       0                       0        459403.662305095        435359.878055685                       1                       1                       1 
                    7.9                    0.15     0.00296698899633211        1.13733916102089        2281.09819863146       0.169063641967325       -4495.93369275061        96829.0636872858       -2558.18508174905        296.537514384206        298.233823765656         45.865037958089                       0                       0                       0                       0                       0                       0                       0        58.3729471909774    -0.00077844271249575    0.000811072959017907   1.83100000867853E-005     0.00401887404337868      0.0154603159772909        2282.11723170946    -0.00622816133880836                       0                       0        459471.903119476        435426.058647385                       1                       1                       1 
                    7.9                    0.15     0.00296798932977659        1.13733916276409        2280.38654640771       0.169070163985191       -4495.93369116391        96829.0636872858       -2558.03534006435        296.537513888362        298.233954321355        45.8523370405258                       0                       0                       0                       0                       0                       0                       0        58.3751990164694     -0.0007784608066255    0.000811412004750164   1.83100000867853E-005     0.00402014329209141      0.0154482204775649        2281.40515385331    -0.00622899837878699                       0                       0        459540.143933858        435492.239239085                       1                       1                       1 
                    7.9                    0.15     0.00296898966322107         1.1373391645073        2279.67489418397       0.169076686003057       -4495.93368957721        96829.0636872858       -2557.88559837965        296.537513392518        298.234084877054        45.8396361229627                       0                       0                       0                       0                       0                       0                       0        58.3774508419614    -0.00077847890075525     0.00081175105048242   1.83100000867853E-005     0.00402141254080414      0.0154361249778389        2280.69307599716    -0.00622983541876563                       0                       0        459608.384748239        435558.419830784                       1                       1                       1 
                    7.9                    0.15     0.00296998999666555         1.1373391662505        2278.96324196022       0.169083208020923       -4495.93368799051        96829.0636872858       -2557.73585669495        296.537512896674        298.234215432753        45.8269352053995                       0                       0                       0                       0                       0                       0                       0        58.3797026674534      -0.000778496994885    0.000812090096214677   1.83100000867853E-005     0.00402268178951687      0.0154240294781129        2279.98099814101    -0.00623067245874426                       0                       0        459676.625562621        435624.600422484                       1                       1                       1 
                    7.9                    0.15     0.00297099033011004         1.1373391679937        2278.25158973648       0.169089730038789       -4495.93368640381        96829.0636872858       -2557.58611501025         296.53751240083        298.234345988452        45.8142342878364                       0                       0                       0                       0                       0                       0                       0        58.3819544929454    -0.00077851508901475    0.000812429141946934   1.83100000867853E-005      0.0040239510382296      0.0154119339783869        2279.26892028486     -0.0062315094987229                       0                       0        459744.866377002        435690.781014184                       1                       1                       1 
                    7.9                    0.15     0.00297199066355452         1.1373391697369        2277.53993751273       0.169096252056655       -4495.93368481711        96829.0636872858       -2557.43637332555        296.537511904986        298.234476544151        45.8015333702733                       0                       0                       0                       0                       0                       0                       0        58.3842063184374   -0.000778533183144499     0.00081276818767919   1.83100000867853E-005     0.00402522028694234      0.0153998384786609        2278.55684242871    -0.00623234653870153                       0                       0        459813.107191384        435756.961605883                       1                       1                       1 
                    7.9                    0.15       0.002972990996999         1.1373391714801        2276.82828528899       0.169102774074521       -4495.93368323041        96829.0636872858       -2557.28663164084        296.537511409143        298.234607099851        45.7888324527101                       0                       0                       0                       0                       0                       0                       0        58.3864581439294   -0.000778551277274249    0.000813107233411447   1.83100000867853E-005     0.00402648953565507      0.0153877429789349        2277.84476457256    -0.00623318357868017                       0                       0        459881.348005765        435823.142197583                       1                       1                       1 
                    7.9                    0.15     0.00297399133044348         1.1373391732233        2276.11663306524       0.169109296092387       -4495.93368164371        96829.0636872858       -2557.13688995614        296.537510913299         298.23473765555         45.776131535147                       0                       0                       0                       0                       0                       0                       0        58.3887099694214   -0.000778569371403999    0.000813446279143704   1.83100000867853E-005      0.0040277587843678       0.015375647479209        2277.13268671641     -0.0062340206186588                       0                       0        459949.588820147        435889.322789283                       1                       1                       1 
                    7.9                    0.15     0.00297499166388796         1.1373391749665         2275.4049808415       0.169115818110253       -4495.93368005701        96829.0636872858       -2556.98714827144        296.537510417455        298.234868211249        45.7634306175838                       0                       0                       0                       0                       0                       0                       0        58.3909617949134   -0.000778587465533749     0.00081378532487596   1.83100000867853E-005     0.00402902803308053       0.015363551979483        2276.42060886026    -0.00623485765863744                       0                       0        460017.829634528        435955.503380982                       1                       1                       1 
                    7.9                    0.15     0.00297599199733244         1.1373391767097        2274.69332861775       0.169122340128119       -4495.93367847031        96829.0636872858       -2556.83740658674        296.537509921611        298.234998766948        45.7507297000207                       0                       0                       0                       0                       0                       0                       0        58.3932136204054   -0.000778605559663499    0.000814124370608217   1.83100000867853E-005     0.00403029728179326       0.015351456479757        2275.70853100411    -0.00623569469861607                       0                       0         460086.07044891        436021.683972682                       1                       1                       1 
                    7.9                    0.15     0.00297699233077693        1.13733917845291        2273.98167639401       0.169128862145985       -4495.93367688361        96829.0636872858       -2556.68766490204        296.537509425767        298.235129322647        45.7380287824576                       0                       0                       0                       0                       0                       0                       0        58.3954654458974   -0.000778623653793249    0.000814463416340474   1.83100000867853E-005       0.004031566530506       0.015339360980031        2274.99645314796    -0.00623653173859471                       0                       0        460154.311263291        436087.864564382                       1                       1                       1 
                    7.9                    0.15     0.00297799266422141        1.13733918019611        2273.27002417026       0.169135384163851       -4495.93367529691        96829.0636872858       -2556.53792321734        296.537508929923        298.235259878346        45.7253278648944                       0                       0                       0                       0                       0                       0                       0        58.3977172713894   -0.000778641747922999     0.00081480246207273   1.83100000867853E-005     0.00403283577921873       0.015327265480305        2274.28437529181    -0.00623736877857334                       0                       0        460222.552077673        436154.045156081                       1                       1                       1 
                    7.9                    0.15     0.00297899299766589        1.13733918193931        2272.55837194651       0.169141906181717       -4495.93367371021        96829.0636872858       -2556.38818153264        296.537508434079        298.235390434045        45.7126269473313                       0                       0                       0                       0                       0                       0                       0        58.3999690968814   -0.000778659842052749    0.000815141507804987   1.83100000867853E-005     0.00403410502793146       0.015315169980579        2273.57229743566    -0.00623820581855198                       0                       0        460290.792892054        436220.225747781                       1                       1                       1 
                    7.9                    0.15     0.00297999333111037        1.13733918368251        2271.84671972277       0.169148428199583       -4495.93367212351        96829.0636872858       -2556.23843984794        296.537507938235        298.235520989745        45.6999260297682                       0                       0                       0                       0                       0                       0                       0        58.4022209223734   -0.000778677936182499    0.000815480553537244   1.83100000867853E-005     0.00403537427664419       0.015303074480853        2272.86021957951    -0.00623904285853061                       0                       0        460359.033706435        436286.406339481                       1                       1                       1 
                    7.9                    0.15     0.00298099366455485        1.13733918542571        2271.13506749902       0.169154950217449       -4495.93367053681        96829.0636872858       -2556.08869816324        296.537507442391        298.235651545444         45.687225112205                       0                       0                       0                       0                       0                       0                       0        58.4044727478654   -0.000778696030312249      0.0008158195992695   1.83100000867853E-005     0.00403664352535692       0.015290978981127        2272.14814172336    -0.00623987989850925                       0                       0        460427.274520817         436352.58693118                       1                       1                       1 
                    7.9                    0.15     0.00298199399799933        1.13733918716891        2270.42341527528       0.169161472235315       -4495.93366895011        96829.0636872858       -2555.93895647854        296.537506946547        298.235782101143        45.6745241946419                       0                       0                       0                       0                       0                       0                       0        58.4067245733574   -0.000778714124441999    0.000816158645001757   1.83100000867853E-005     0.00403791277406966       0.015278883481401        2271.43606386721    -0.00624071693848788                       0                       0        460495.515335198         436418.76752288                       1                       1                       1 
                    7.9                    0.15     0.00298299433144382        1.13733918891211        2269.71176305153        0.16916799425318       -4495.93366736341        96829.0636872858       -2555.78921479383        296.537506450704        298.235912656842        45.6618232770787                       0                       0                       0                       0                       0                       0                       0        58.4089763988494   -0.000778732218571749    0.000816497690734013   1.83100000867853E-005     0.00403918202278239       0.015266787981675        2270.72398601106    -0.00624155397846652                       0                       0         460563.75614958        436484.948114579                       1                       1                       1 
                    7.9                    0.15      0.0029839946648883        1.13733919065531        2269.00011082779       0.169174516271046       -4495.93366577671        96829.0636872858       -2555.63947310913         296.53750595486        298.236043212541        45.6491223595156                       0                       0                       0                       0                       0                       0                       0        58.4112282243414   -0.000778750312701499     0.00081683673646627   1.83100000867853E-005     0.00404045127149512       0.015254692481949        2270.01190815491    -0.00624239101844515                       0                       0        460631.996963961        436551.128706279                       1                       1                       1 
                    7.9                    0.15     0.00298499499833278        1.13733919239851        2268.28845860404       0.169181038288912       -4495.93366419001        96829.0636872858       -2555.48973142443        296.537505459016         298.23617376824        45.6364214419525                       0                       0                       0                       0                       0                       0                       0        58.4134800498334   -0.000778768406831249    0.000817175782198527   1.83100000867853E-005     0.00404172052020785       0.015242596982223        2269.29983029876    -0.00624322805842379                       0                       0        460700.237778343        436617.309297979                       1                       1                       1 
                    7.9                    0.15     0.00298599533177726        1.13733919414172         2267.5768063803       0.169187560306778       -4495.93366260331        96829.0636872858       -2555.33998973973        296.537504963172        298.236304323939        45.6237205243893                       0                       0                       0                       0                       0                       0                       0        58.4157318753254   -0.000778786500960998    0.000817514827930783   1.83100000867853E-005     0.00404298976892058       0.015230501482497        2268.58775244261    -0.00624406509840242                       0                       0        460768.478592724        436683.489889678                       1                       1                       1 
                    7.9                    0.15     0.00298699566522174        1.13733919588492        2266.86515415655       0.169194082324644        -4495.9336610166        96829.0636872858       -2555.19024805503        296.537504467328        298.236434879638        45.6110196068262                       0                       0                       0                       0                       0                       0                       0        58.4179837008174   -0.000778804595090748     0.00081785387366304   1.83100000867853E-005     0.00404425901763332       0.015218405982771        2267.87567458646    -0.00624490213838106                       0                       0        460836.719407106        436749.670481378                       1                       1                       1 
                    7.9                    0.15     0.00298799599866622        1.13733919762812        2266.15350193281        0.16920060434251       -4495.93365942991        96829.0636872858       -2555.04050637033        296.537503971484        298.236565435338        45.5983186892631                       0                       0                       0                       0                       0                       0                       0        58.4202355263094   -0.000778822689220498    0.000818192919395297   1.83100000867853E-005     0.00404552826634605       0.015206310483045        2267.16359673031    -0.00624573917835969                       0                       0        460904.960221487        436815.851073078                       1                       1                       1 
                    7.9                    0.15      0.0029889963321107        1.13733919937132        2265.44184970906       0.169207126360376        -4495.9336578432        96829.0636872858       -2554.89076468563         296.53750347564        298.236695991037        45.5856177716999                       0                       0                       0                       0                       0                       0                       0        58.4224873518014   -0.000778840783350248    0.000818531965127553   1.83100000867853E-005     0.00404679751505878       0.015194214983319        2266.45151887416    -0.00624657621833833                       0                       0        460973.201035868        436882.031664777                       1                       1                       1 
                    7.9                    0.15     0.00298999666555519        1.13733920111452        2264.73019748532       0.169213648378242        -4495.9336562565        96829.0636872858       -2554.74102300093        296.537502979796        298.236826546736        45.5729168541368                       0                       0                       0                       0                       0                       0                       0        58.4247391772934   -0.000778858877479998     0.00081887101085981   1.83100000867853E-005     0.00404806676377151       0.015182119483593        2265.73944101801    -0.00624741325831696                       0                       0         461041.44185025        436948.212256477                       1                       1                       1 
                    7.9                    0.15     0.00299099699899967        1.13733920285772        2264.01854526157       0.169220170396108        -4495.9336546698        96829.0636872858       -2554.59128131623        296.537502483952        298.236957102435        45.5602159365736                       0                       0                       0                       0                       0                       0                       0        58.4269910027854   -0.000778876971609748    0.000819210056592067   1.83100000867853E-005     0.00404933601248425       0.015170023983867        2265.02736316186     -0.0062482502982956                       0                       0        461109.682664632        437014.392848177                       1                       1                       1 
