       3.78189094547274                    0.15                       0        1.13957070131245        14693.0797716075   1.00000000362749E-015       -4339.96932482114         96985.028744366       -4339.96932482114        296.433499006054        296.433499006054         28.802109645183                       0     0.00137566050168776   5.55066467940059E-010       0.613859641512317        9.72670644441915   4.11545685795571E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017397852643792     0.00890676508360475        14697.8201913666      0.0128061874813359        90.9151639656691         23.175081376304        8736.89509261568         8469.8950932912                       1                       1                       1 
       3.78589294647324                    0.15                       0        1.13956877189686         14692.216485689   1.00000000362749E-015       -4340.13018435898        96984.8680116825       -4340.13018435898        296.433506623991        296.433506623991        28.7991359415319                       0     0.00137551369855896   5.65404858442822E-010       0.613881804653933        9.72568602711225   4.63291009466863E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173969735016058      0.0088732986862899        14696.9584865704      0.0125842837330747        90.9103188814952        23.1739102666776        8737.14471717488         8470.1447178504                       1                       1                       1 
       3.78989494747374                    0.15                       0        1.13956686740075        14691.3571770436   1.00000000362749E-015       -4340.29119807822        96984.7080949531       -4340.29119807822        296.433514241975        296.433514241975        28.7961863531795                       0     0.00137536618845366   5.24888605345236E-010       0.613903512933828        9.72467497773914   4.68454991509661E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173961024189804     0.00846889142134996        14696.0938148639      0.0130493639152996        90.9055176467984        23.1727485240496        8737.39434328919        8470.39434396471                       1                       1                       1 
       3.79389694847424                    0.15                       0        1.13956496290464        14690.4978683981   1.00000000362749E-015       -4340.45221179746        96984.5481782236       -4340.45221179746         296.43352185996         296.43352185996         28.793236764827                       0     0.00137521867834835   4.84372352247645E-010       0.613925221213722        9.72366392836602    4.7361897355246E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017395231336355     0.00806448415640998        14695.2291431574      0.0135144440975245        90.9007164121017        23.1715867814217         8737.6439694035        8470.64397007902                       1                       1                       1 
       3.79789894947474                    0.15                       0        1.13956305840853        14689.6385597527   1.00000000362749E-015        -4340.6132255167        96984.3882614941        -4340.6132255167        296.433529477944        296.433529477944        28.7902871764745                       0     0.00137507116824305   4.43856099150053E-010       0.613946929493616         9.7226528789929   4.78782955595258E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173943602537297        0.00766007689147        14694.3644714509      0.0139795242797493         90.895915177405        23.1704250387938        8737.89359551781        8470.89359619333                       1                       1                       1 
       3.80190095047524                    0.15                       0         1.1395611367988        14688.7775687673   1.00000000362749E-015         -4340.773958847        96984.2272232069         -4340.773958847        296.433537095929        296.433537095929        28.7872987060401                       0     0.00137492636557067   3.93427222538476E-010        0.61396992985134         9.7216267696541    4.5989972320038E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173934772634502      0.0073975571680416        14693.5034448042      0.0126280907993558        90.8910427501396          23.16924768857        8738.14322163211        8471.14322230763                       1                       1                       1 
       3.80590295147574                    0.15                       0        1.13955920254494        14687.9153348158   1.00000000362749E-015       -4340.93448501523        96984.0653562734       -4340.93448501523        296.433544713913        296.433544713913        28.7842815080757                       0     0.00137478356323469   3.35674368933948E-010       0.613993884841491        9.72058953345946   4.23249656190638E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173925854753579     0.00723986549447553        14692.6451112607     0.00993454953450085        90.8861177231956        23.1680588068725        8738.39284774642        8471.39284842194                       1                       1                       1 
       3.80990495247624                    0.15                       0        1.13955726829108        14687.0531008644   1.00000000362749E-015       -4341.09501118346        96983.9034893399       -4341.09501118346        296.433552331898        296.433552331898        28.7812643101113                       0      0.0013746407608987    2.7792151532942E-010       0.614017839831641        9.71955229726481   3.86599589180897E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173916936872656     0.00708217382090946        14691.7867777173     0.00724100826964586        90.8811926962516         23.166869925175        8738.64247386073        8471.64247453625                       1                       1                       1 
       3.81390695347674                    0.15                       0        1.13955533403721        14686.1908669129   1.00000000362749E-015        -4341.2555373517        96983.7416224064        -4341.2555373517        296.433559949882        296.433559949882        28.7782471121469                       0     0.00137449795856271   2.20168661724899E-010       0.614041794821792        9.71851506107016   3.49949522171159E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173908018991733      0.0069244821473434        14690.9284441739     0.00454746700479118        90.8762676693077        23.1656810434775        8738.89209997504        8471.89210065056                       1                       1                       1 
       3.81790895447724                    0.15                       0        1.13955343366988        14685.3354381355   1.00000000362749E-015       -4341.41620089417        96983.5808667002       -4341.41620089417        296.433563232422        296.433563232422         28.775248907247                       0     0.00137435494244934   1.86097144118582E-010       0.614065106076255         9.7174854206536   2.80374761684199E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173899146666935     0.00704149438182277        14690.0746959767     0.00488999338952569        90.8713762836412        23.1644997588498        8739.14172397669         8472.1417246522                       1                       1                       1 
       3.82191095547774                    0.15                       0         1.1395515589594        14684.4851618285   1.00000000362749E-015       -4341.57696844707        96983.4209523488       -4341.57696844707        296.433563232422        296.433563232422        28.7722650823383                       0     0.00137421176445865   1.69955780260231E-010       0.614087929932416        9.71646153115844   1.85871339783537E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017389030883328     0.00736649522748831        14689.2244196697     0.00753124680763631        90.8665103684398         23.163324226107        8739.39134637875        8472.39134705427                       1                       1                       1 
       3.82591295647824                    0.15                       0        1.13954968424892        14683.6348855214   1.00000000362749E-015       -4341.73773599996        96983.2610379975       -4341.73773599996        296.433563232422        296.433563232422        28.7692812574296                       0     0.00137406858646797   1.53814416401882E-010       0.614110753788577        9.71543764166328   9.13679178828857E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173881470999626     0.00769149607315382        14688.3741433626      0.0101725002257466        90.8616444532385        23.1621486933641        8739.64096878081        8472.64096945633                       1                       1                       1 
       3.82991495747874                    0.15                       0        1.13954780953844        14682.7846092144   1.00000000362749E-015       -4341.89850355285        96983.1011236462       -4341.89850355285        296.433563232422        296.433563232422        28.7662974325209                       0     0.00137392540847729   1.37673052543532E-010       0.614133577644739        9.71441375216811  -3.13550401777591E-008                       0                       0                       0                       0   1.83100000867853E-005    0.000173872633165971     0.00801649691881936        14687.5238670556      0.0128137536438573        90.8567785380371        23.1609731606212        8739.89059118288         8472.8905918584                       1                       1                       1 
       3.83391695847924                    0.15                       0        1.13954591805699        14681.9470909074   1.00000000362749E-015       -4342.05913519254        96982.9412079558       -4342.05913519254        296.433567521772        296.433567521772        28.7633639825553                       0     0.00137378255653592   1.36673879776966E-010       0.614155723103352        9.71340634131208  -8.26876860153665E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173863944566992     0.00808479945320181        14686.6915645518      0.0139219986884444        90.8519908628396        23.1598169201346        8740.14021567514        8473.14021635066                       1                       1                       1 
       3.83791895947974                    0.15                       0        1.13954401356087        14681.1194730772   1.00000000362749E-015       -4342.21966136078        96982.7812912263       -4342.21966136078        296.433575139757        296.433575139757        28.7604696245901                       0     0.00137363995762206    1.4742532649139E-010       0.614177342109991        9.71241171821792  -1.50637628557449E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173855371777184     0.00795389986918765        14685.8732101908      0.0138406028680679        90.8472639034912        23.1586756508398        8740.38984178945        8473.38984246497                       1                       1                       1 
       3.84192096048024                    0.15                       0        1.13954210906476        14680.2918552471   1.00000000362749E-015       -4342.38018752901        96982.6213744969       -4342.38018752901        296.433582757741        296.433582757741        28.7575752666249                       0     0.00137349735870821   1.58176773205815E-010        0.61419896111663        9.71141709512376  -2.18587571099531E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173846798987376     0.00782300028517349        14685.0548558297      0.0137592070476914        90.8425369441428        23.1575343815451        8740.63946790376        8473.63946857928                       1                       1                       1 
       3.84592296148074                    0.15                       0        1.13954020456865        14679.4642374169   1.00000000362749E-015       -4342.54071369725        96982.4614577674       -4342.54071369725        296.433590375726        296.433590375726        28.7546809086596                       0     0.00137335475979435   1.68928219920238E-010       0.614220580123269        9.71042247202961  -2.86537513641606E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173838226197568     0.00769210070115934        14684.2365014686       0.013677811227315        90.8378099847944        23.1563931122504        8740.88909401807        8473.88909469358                       1                       1                       1 
       3.84992496248124                    0.15                       0        1.13953828349555        14678.6382491823   1.00000000362749E-015       -4342.70117196595        96982.3004546481       -4342.70117196595         296.43359799371         296.43359799371        28.7516915977147                       0     0.00137321136764354   2.01285432629302E-010       0.614243467269816        9.70939323619118  -2.93721614384982E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173829378203896     0.00751649365405498        14683.4537263446      0.0138846142350997         90.832918581755        23.1552155061983        8741.13872013237        8474.13872080789                       1                       1                       1 
       3.85392696348174                    0.15                       0        1.13953634924168        14677.8135566582   1.00000000362749E-015       -4342.86157624644        96982.1385877146       -4342.86157624644        296.433605611695        296.433605611695        28.7486267873475                       0     0.00137306734477476   2.50821675384591E-010       0.614267362744463        9.70833647891139  -2.52589486376586E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173820311388913     0.00730534008714615        14682.6992411651      0.0143205643681604        90.8278964255094        23.1540090079118        8741.38834624668         8474.3883469222                       1                       1                       1 
       3.85792896448224                    0.15                       0        1.13953441498782        14676.9888641341   1.00000000362749E-015       -4343.02198052692        96981.9767207811       -4343.02198052692        296.433613229679        296.433613229679        28.7455619769803                       0     0.00137292332190599   3.00357918139874E-010        0.61429125821911         9.7072797216316  -2.11457358368194E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173811244573929     0.00709418652023734        14681.9447559856       0.014756514501221        90.8228742692637        23.1528025096252        8741.63797236099        8474.63797303651                       1                       1                       1 
       3.86193096548274                    0.15                       0        1.13953248073396        14676.1641716099   1.00000000362749E-015        -4343.1823848074        96981.8148538477        -4343.1823848074        296.433620847663        296.433620847663        28.7424971666131                       0     0.00137277929903722   3.49894160895162E-010       0.614315153693757        9.70622296435181  -1.70325230359797E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173802177758946     0.00688303295332851        14681.1902708061      0.0151924646342817         90.817852113018        23.1515960113387         8741.8875984753        8474.88759915082                       1                       1                       1 
       3.86593296648324                    0.15                       0        1.13953056289441        14675.3283359468   1.00000000362749E-015       -4343.34292210958        96981.6540629305       -4343.34292210958        296.433628465585        296.433628465585        28.7395462524815                       0     0.00137263743926477   3.75543010851736E-010        0.61433843403008        9.70521003249544  -1.46079495550925E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173793445313655     0.00624630207114441        14680.3687579894      0.0149326303440312        90.8130367500809        23.1504322902048        8742.13722254388         8475.1372232194                       1                       1                       1 
       3.86993496748374                    0.15                       0        1.13952865842662         14674.483422621   1.00000000362749E-015       -4343.50356777654        96981.4941485792       -4343.50356777654        296.433636083457        296.433636083457        28.7366881224469                       0     0.00137249734162054   3.81732148735017E-010       0.614361213250278        9.70423280246111  -1.35590147354566E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017378498525834     0.00526287670452923        14679.4926418635      0.0141059746190776        90.8083898486753        23.1493034169227        8742.38684494595        8475.38684562147                       1                       1                       1 
       3.87393696848424                    0.15                       0        1.13952675395883        14673.6385092953   1.00000000362749E-015       -4343.66421344349        96981.3342342279       -4343.66421344349        296.433643701328        296.433643701328        28.7338299924123                       0     0.00137235724397632   3.87921286618298E-010       0.614383992470475        9.70325557242679  -1.25100799158205E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173776525203024     0.00427945133791393        14678.6165257375      0.0132793188941239        90.8037429472697        23.1481745436407        8742.63646734801        8475.63646802353                       1                       1                       1 
       3.87793896948474                    0.15                       0        1.13952484949105        14672.7935959696   1.00000000362749E-015       -4343.82485911044        96981.1743198766       -4343.82485911044        296.433651319199        296.433651319199        28.7309718623776                       0      0.0013722171463321   3.94110424501579E-010       0.614406771690672        9.70227834239246  -1.14611450961845E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173768065147709     0.00329602597129864        14677.7404096115      0.0124526631691702        90.7990960458641        23.1470456703586        8742.88608975008         8475.8860904256                       1                       1                       1 
       3.88194097048524                    0.15                       0        1.13952294500782        14671.9514659419   1.00000000362749E-015       -4343.98524035287        96981.0144042291       -4343.98524035287        296.433658937132        296.433658937132        28.7282092044983                       0     0.00137207970842001   3.71878363314661E-010       0.614428894240013        9.70133224421126  -1.06173103893827E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173759878238128     0.00266768203484609        14676.8359865948      0.0113652099404122        90.7945933877437        23.1459538961658         8743.1357141754        8476.13571485092                       1                       1                       1 
       3.88594297148574                    0.15                       0        1.13952104051171        14671.1116593367   1.00000000362749E-015       -4344.14540085785        96980.8544874996       -4344.14540085785        296.433666555116        296.433666555116        28.7255262456014                       0     0.00137194449082348   3.25920834433204E-010       0.614450468610025        9.70041213452746  -9.94469460229015E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173751919347252     0.00233574936742452        14675.9079332577      0.0100600536639336        90.7902111421914        23.1448930918318        8743.38534028971        8476.38534096523                       1                       1                       1 
       3.88994497248624                    0.15                       0         1.1395191360156        14670.2718527314   1.00000000362749E-015       -4344.30556136284        96980.6945707701       -4344.30556136284        296.433674173101        296.433674173101        28.7228432867046                       0     0.00137180927322695   2.79963305551752E-010       0.614472042980036        9.69949202484366  -9.27207881519769E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173743960456375     0.00200381670000298        14674.9798799206     0.00875489738745506        90.7858288966392        23.1438322874977        8743.63496640402        8476.63496707954                       1                       1                       1 
       3.89394697348674                    0.15                       0        1.13951723151949        14669.4320461261   1.00000000362749E-015       -4344.46572186782        96980.5346540407       -4344.46572186782        296.433681791085        296.433681791085        28.7201603278077                       0     0.00137167405563042   2.34005776670295E-010       0.614493617350048        9.69857191515986  -8.59946302810517E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173736001565498     0.00167188403258142        14674.0518265835     0.00744974111097642         90.781446651087        23.1427714831637        8743.88459251832        8476.88459319384                       1                       1                       1 
       3.89794897448724                    0.15                       0        1.13951532702337        14668.6107673156   1.00000000362749E-015        -4344.6258823728        96980.3747373112        -4344.6258823728         296.43368940907         296.43368940907        28.7173552051914                       0     0.00137153551716408   1.62918233826749E-010       0.614516434848904        9.69760791893342  -9.19897028789948E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173727692182388     0.00123239199211112        14673.2059000695       0.005539833405918        90.7768590883746        23.1416639691719        8744.13421863263        8477.13421930815                       1                       1                       1 
       3.90195097548774                    0.15                       0        1.13951342252726        14667.8053330561   1.00000000362749E-015       -4344.78604287778        96980.2148205817       -4344.78604287778        296.433697027054        296.433697027054        28.7144456112573                       0     0.00137139413878301   7.03402763915066E-011       0.614540315444675        9.69660639204086  -1.08863633920505E-006                       0                       0                       0                       0   1.83100000867853E-005      0.0001737190830672    0.000700909886064752        14672.4302064213      0.0031127502570984        90.7720959436001        23.1405165102648        8744.38384474694        8477.38384542246                       1                       1                       1 
       3.90595297648824                    0.15                       0        1.13951151803115        14666.9998987967   1.00000000362749E-015       -4344.94620338276        96980.0549038522       -4344.94620338276        296.433704645039        296.433704645039        28.7115360173232                       0     0.00137125276040194  -2.22376810437459E-011       0.614564196040446         9.6956048651483  -1.25737564962018E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173710473952011    0.000169427780018325        14671.6545127731    0.000685667108278532        90.7673327988256        23.1393690513577        8744.63347086125        8477.63347153677                       1                       1                       1 
       3.90995497748874                    0.15                       0        1.13950961353504        14666.1944645373   1.00000000362749E-015       -4345.10636388774        96979.8949871228       -4345.10636388774        296.433712263023        296.433712263023        28.7086264233891                       0     0.00137111138202088  -1.14815638478998E-010       0.614588076636218        9.69460333825574   -1.4261149600353E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173701864836823   -0.000362054326028102         14670.878819125    -0.00174141604054134        90.7625696540511        23.1382215924507        8744.88309697555        8477.88309765107                       1                       1                       1 
       3.91395697848925                    0.15                       0        1.13950770905403        14665.3920252749   1.00000000362749E-015       -4345.26645815298        96979.7350716609       -4345.26645815298        296.433719880947        296.433719880947        28.7057767465241                       0     0.00137097237473613  -1.88193096014547E-010        0.61461134636127        9.69362237614224  -1.57870286665161E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173693420371056   -0.000337436403002803        14670.0800023665    -0.00444368125658362        90.7579029865256        23.1370962222048        8745.13272111109        8478.13272178661                       1                       1                       1 
       3.91795897948974                    0.15                       0        1.13950580458624        14664.5922097464   1.00000000362749E-015       -4345.42649439024        96979.5751573096       -4345.42649439024        296.433727498818        296.433727498818        28.7029795594588                       0     0.00137083544461799  -2.44750905956499E-010       0.614634080945504        9.69265942961633  -1.71714276435037E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173685120145039    0.000174336775091827        14669.2609288597    -0.00738703913075757        90.7533208370248        23.1359902025362        8745.38234351315        8478.38234418867                       1                       1                       1 
       3.92196098049025                    0.15                       0        1.13950390011845        14663.7923942179   1.00000000362749E-015        -4345.5865306275        96979.4152429583        -4345.5865306275        296.433735116689        296.433735116689        28.7001823723934                       0     0.00137069851449985  -3.01308715898452E-010       0.614656815529737        9.69169648309042  -1.85558266204912E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173676819919021    0.000686109953186457        14668.4418553529     -0.0103303970049315         90.748738687524        23.1348841828676        8745.63196591521        8478.63196659073                       1                       1                       1 
       3.92596298149075                    0.15                       0        1.13950199565066        14662.9925786895   1.00000000362749E-015       -4345.74656686477         96979.255328607       -4345.74656686477        296.433742734561        296.433742734561         28.697385185328                       0      0.0013705615843817  -3.57866525840398E-010       0.614679550113971        9.69073353656452  -1.99402255974786E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173668519693004     0.00119788313128103        14667.6227818461     -0.0132737548791052        90.7441565380233        23.1337781631991        8745.88158831728         8478.8815889928                       1                       1                       1 
       3.92996498249125                    0.15                       0        1.13950009116794        14662.1855627013   1.00000000362749E-015       -4345.90647588919        96979.0954130024       -4345.90647588919        296.433750352491        296.433750352491        28.6945904852311                       0     0.00137042344334436   -4.1936475149369E-010       0.614701649753983        9.68977133515803  -2.41235571600864E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017366023471572     0.00176806934781897         14666.804986631     -0.0140554018906107        90.7395753559269        23.1326738911601        8746.13121267566        8479.13121335118                       1                       1                       1 
       3.93396698349175                    0.15                       0        1.13949818667183        14661.3720838502   1.00000000362749E-015       -4346.06627073091        96978.9354962729       -4346.06627073091        296.433757970476        296.433757970476        28.6917980178078                       0     0.00137028421542582  -4.85297955556392E-010       0.614723179487366         9.6888098026838  -3.08191443853646E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017365196342657     0.00239069055499167        14665.9883386985     -0.0128967742948356        90.7349950427791        23.1315711879117        8746.38083878996        8479.38083946548                       1                       1                       1 
       3.93796898449225                    0.15                       0        1.13949628217572        14660.5586049992   1.00000000362749E-015       -4346.22606557264        96978.7755795434       -4346.22606557264         296.43376558846         296.43376558846        28.6890055503846                       0     0.00137014498750728  -5.51231159619102E-010        0.61474470922075        9.68784827020958  -3.75147316106435E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173643692137421     0.00301331176216445        14665.1716907659     -0.0117381466990603        90.7304147296313        23.1304684846632        8746.63046490427        8479.63046557979                       1                       1                       1 
       3.94197098549275                    0.15                       0        1.13949437767961        14659.7451261482   1.00000000362749E-015       -4346.38586041437        96978.6156628139       -4346.38586041437        296.433773206445        296.433773206445        28.6862130829613                       0     0.00137000575958874  -6.17164363681811E-010       0.614766238954134        9.68688673773536  -4.42103188359224E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173635420848272     0.00363593296933722        14664.3550428334     -0.0105795191032851        90.7258344164835        23.1293657814147        8746.88009101858         8479.8800916941                       1                       1                       1 
       3.94597298649325                    0.15                       0        1.13949245767975        14658.9339333966   1.00000000362749E-015       -4346.54552824986        96978.4557460845       -4346.54552824986        296.433784793389        296.433784793389        28.6833960577048                       0     0.00136986910553969  -6.03311002259751E-010       0.614788970228267        9.68591652321128   -4.5580633357325E-006                       0                       0                       0                       0   1.83100000867853E-005     0.00017362706628734     0.00421278117445397        14663.5382678261    -0.00929825494436893         90.721214413977        23.1282536519247        8747.12971713289        8480.12971780841                       1                       1                       1 
       3.94997498749375                    0.15                       0        1.13949052342588        14658.1248425046   1.00000000362749E-015       -4346.70507931609         96978.295829355       -4346.70507931609        296.433800029358        296.433800029358        28.6805564540027                       0      0.0013697348178729   -5.1610270746191E-010       0.614812806187411        9.68493832639609     -4.20549248418E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173618635166516     0.00474755494118358        14662.7213761181    -0.00790424190495355        90.7165579209847        23.1271328559632         8747.3793432472        8480.37934392272                       1                       1                       1 
       3.95397698849425                    0.15                       0        1.13948858917202        14657.3157516126   1.00000000362749E-015       -4346.86463038231        96978.1359126255       -4346.86463038231        296.433815265327        296.433815265327        28.6777168503007                       0     0.00136960053020611  -4.28894412664069E-010       0.614836642146555        9.68396012958089  -3.85292163262749E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173610204045692      0.0052823287079132          14661.90448441    -0.00651022886553817        90.7119014279925        23.1260120600016         8747.6289693615        8480.62897003702                       1                       1                       1 
       3.95797898949475                    0.15                       0        1.13948665491816        14656.5066607206   1.00000000362749E-015       -4347.02418144854         96977.975995896       -4347.02418144854        296.433830501296        296.433830501296        28.6748772465987                       0     0.00136946624253932  -3.41686117866238E-010       0.614860478105698        9.68298193276569  -3.50035078107503E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173601772924868     0.00581710247464275         14661.087592702    -0.00511621582612294        90.7072449350002        23.1248912640401        8747.87859547581        8480.87859615133                       1                       1                       1 
       3.96198099049525                    0.15                       0        1.13948473600435        14655.7007146277   1.00000000362749E-015       -4347.18398238138        96977.8160803913       -4347.18398238138        296.433841813887        296.433841813887        28.6720295731712                       0     0.00136933110284191  -2.81172428196723E-010       0.614883700872694        9.68200104629268  -2.82213199395328E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173593319420285      0.0068830043755697        14660.3047296699    -0.00401451007386696        90.7025757275036        23.1237663082956        8748.12821967829        8481.12822035381                       1                       1                       1 
       3.96598299149575                    0.15                       0        1.13948283153656        14654.8977300648   1.00000000362749E-015       -4347.34401861863          96977.65616604       -4347.34401861863        296.433849431758        296.433849431758        28.6691742998383                       0     0.00136919516075942  -2.45797203134004E-010          0.614906346185        9.68101762673804  -1.83724035097896E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173584844835034     0.00844908297097656        14659.5539122887     -0.0031880823526711        90.6978945456777        23.1226374350135        8748.37784208035        8481.37784275587                       1                       1                       1 
       3.96998499249625                    0.15                       0        1.13948092706877        14654.0947455019   1.00000000362749E-015        -4347.5040548559        96977.4962516887        -4347.5040548559        296.433857049629        296.433857049629        28.6663190265053                       0     0.00136905921867694  -2.10421978071289E-010       0.614928991497306         9.6800342071834   -8.5234870800475E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173576370249783      0.0100151615663832        14658.8030949074    -0.00236165463147533        90.6932133638519        23.1215085617315        8748.62746448242        8481.62746515793                       1                       1                       1 
       3.97398699349675                    0.15                       0        1.13947902260098         14653.291760939   1.00000000362749E-015       -4347.66409109316        96977.3363373374       -4347.66409109316          296.4338646675          296.4338646675        28.6634637531724                       0     0.00136892327659445   -1.7504675300857E-010       0.614951636809611        9.67905078762876   1.32542934969568E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173567895664532      0.0115812401617901        14658.0522775262    -0.00153522691027947        90.6885321820261        23.1203796884495        8748.87708688448           8481.87708756                       1                       1                       1 
       3.97798899449725                    0.15                       0        1.13947710297336        14652.4869092327   1.00000000362749E-015       -4347.82388039861        96977.1764217757       -4347.82388039861        296.433872285429        296.433872285429        28.6606532888694                       0     0.00136878770325031   -1.2602607735747E-010       0.614973691622217        9.67808444473297   8.51515769490464E-007                       0                       0                       0                       0   1.83100000867853E-005    0.000173559552280951      0.0129644031971418        14657.2669625907   -0.000680150615403757        90.6839304482459        23.1192687388762        8749.12671117592        8482.12671185144                       1                       1                       1 
       3.98199099549775                    0.15                       0         1.1394751687195        14651.6802560957   1.00000000362749E-015       -4347.98343146483        96977.0165050462       -4347.98343146483        296.433879903413        296.433879903413        28.6578860560196                       0     0.00136865248565378  -6.38396469967341E-011       0.614995176718973        9.67713457729743   1.31393069804052E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173551335479872      0.0141710930492136        14656.4483644541    0.000202566070389616        90.6794053654853        23.1181750819843        8749.37633729022        8482.37633796574                       1                       1                       1 
       3.98599299649825                    0.15                       0        1.13947323446564        14650.8736029587   1.00000000362749E-015       -4348.14298253106        96976.8565883167       -4348.14298253106        296.433887521398        296.433887521398        28.6551188231698                       0     0.00136851726805725  -1.65321663599859E-012        0.61501666181573        9.67618470986189   1.77634562659058E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173543118678793      0.0153777829012854        14655.6297663176     0.00108528275618299        90.6748802827248        23.1170814250923        8749.62596340453        8482.62596408005                       1                       1                       1 
       3.98999499749875                    0.15                       0        1.13947130021177        14650.0669498218   1.00000000362749E-015       -4348.30253359728        96976.6966715872       -4348.30253359728        296.433895139382        296.433895139382          28.65235159032                       0     0.00136838205046072     6.053321372473E-011       0.615038146912486        9.67523484242635   2.23876055514059E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173534901877715      0.0165844727533571         14654.811168181     0.00196799944197626        90.6703551999642        23.1159877682004        8749.87558951884        8482.87559019436                       1                       1                       1 
       3.99399699849925                    0.15                       0        1.13946938092504         14649.266549827   1.00000000362749E-015       -4348.46208466334        96976.5367548577       -4348.46208466334        296.433902757367        296.433902757367        28.6495886680367                       0     0.00136824706672679    1.2423590983404E-010        0.61506078447829        9.67428713026569   2.37031079259701E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173526697866041      0.0168749082849788        14654.0006623335     0.00252072596966519        90.6658368225194        23.1148948297429        8750.12521563314        8483.12521630866                       1                       1                       1 
       3.99799899949975                    0.15                       0        1.13946747642893        14648.4723292407   1.00000000362749E-015       -4348.62163572957        96976.3768381282       -4348.62163572957        296.433910375351        296.433910375351        28.6468300054194                       0     0.00136811231409513   1.89437370752424E-010       0.615084560921931         9.6733415479464   2.17489894717648E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173518506492728      0.0162599015750149        14653.1981533801     0.00274736170436404        90.6613250712316        23.1138026012231        8750.37484174745        8483.37484242297                       1                       1                       1 
       4.00200100050025                    0.15                       0        1.13946557193282        14647.6781086544   1.00000000362749E-015       -4348.78118679579        96976.2169213988       -4348.78118679579        296.433917993336        296.433917993336        28.6440713428021                       0     0.00136797756146347   2.54638831670808E-010       0.615108337365571        9.67239596562712   1.97948710175596E-006                       0                       0                       0                       0   1.83100000867853E-005    0.000173510315119416       0.015644894865051        14652.3956444266     0.00297399743906289        90.6568133199438        23.1127103727032        8750.62446786176        8483.62446853728                       1                       1                       1 
