       5.53876938469235                    0.15                       0        1.13862569913977         61300.273020436   1.00000000362749E-015       -4396.98958623885        96928.0083180346       -4396.98958623885        296.505105348237        296.505105348237        267.114624023438                       0     0.00113109133684423  -1.40378933934408E-008       0.518086573541121        9.60186238769018   -0.000113507292624219   1.13230022827459E-013                       0                       0                       0   1.83100000867853E-005   8.30783218136431E-005       0.726191983968615        61363.9897268978     -0.0151905985013273        9.02927014582668        11.0644920863863         10615.714936471        10298.7149371465                       1                       1                       1 
       5.54277138569285                    0.15                       0        1.13862348438315        61297.3033142834   1.00000000362749E-015       -4397.16189619725        96927.8351960879       -4397.16189619725        296.505160217037        296.505160217037        267.114624023438                       0     0.00113102219092852  -1.41396257370234E-008       0.518107142343777        9.60129071006412   -0.000113639334688856  -2.47372046096746E-013                       0                       0                       0   1.83100000867853E-005   8.30783863424472E-005       0.726945421565827        61361.2105612429     -0.0153121797702116        9.02899255873032         11.064491243365        10616.0145933334        10299.0145940089                       1                       1                       1 
       5.54677338669335                    0.15                       0         1.1386212697016        61294.3103587747   1.00000000362749E-015       -4397.33322739107        96927.6643038297       -4397.33322739107        296.505215083986        296.505215083986        267.114624023438                       0     0.00113096554017821   -1.4158964780642E-008       0.518130289338032        9.60073832562098    -0.00011422470760692   1.53259346093095E-013                       0                       0                       0   1.83100000867853E-005   8.30783100348633E-005       0.731321668027449        61358.0034051639     -0.0130834756255728        9.02872393929082        11.0644906718343        10616.3142400328        10299.3142407083                       1                       1                       1 
       5.55077538769385                    0.15                       0        1.13861905502005        61291.3174032659   1.00000000362749E-015       -4397.50455858489        96927.4934115715       -4397.50455858489        296.505269950936        296.505269950936        267.114624023438                       0      0.0011309088894279  -1.41783038242605E-008       0.518153436332286        9.60018594117784   -0.000114810080524985   5.53890738282936E-013                       0                       0                       0   1.83100000867853E-005   8.30782337272793E-005       0.735697914489071        61354.7962490848     -0.0108547714809339        9.02845531985132        11.0644901003036        10616.6138867321        10299.6138874076                       1                       1                       1 
       5.55477738869435                    0.15                       0         1.1386168403385        61288.3244477571   1.00000000362749E-015       -4397.67588977871        96927.3225193132       -4397.67588977871        296.505324817885        296.505324817885        267.114624023438                       0     0.00113085223867759  -1.41976428678791E-008       0.518176583326541         9.5996335567347   -0.000115395453443049   9.54522130472866E-013                       0                       0                       0   1.83100000867853E-005   8.30781574196954E-005       0.740074160950693        61351.5890930058    -0.00862606733629459        9.02818670041182        11.0644895287728        10616.9135334315         10299.913534107                       1                       1                       1 
       5.55877938969485                    0.15                       0        1.13861462565691        61285.3515158796   1.00000000362749E-015       -4397.84753384249        96927.1516270524       -4397.84753384249        296.505379684834        296.505379684834        267.114624023438                       0     0.00113078367777481  -1.43114688217979E-008       0.518195745616631        9.59907159882911   -0.000115691903535345   9.55351232828706E-013                       0                       0                       0   1.83100000867853E-005   8.30781277332997E-005       0.740985486130332        61348.6313980306     -0.0076505331777414        9.02791380346783        11.0644891609331        10617.2131801308        10300.2131808064                       1                       1                       1 
       5.56278139069535                    0.15                       0        1.13861241097536        61282.3866522489   1.00000000362749E-015       -4398.01930397191        96926.9807347941       -4398.01930397191        296.505434551784        296.505434551784        267.114624023438                       0     0.00113071031784384  -1.44633672753609E-008       0.518213302326008          9.598505783414   -0.000115871934928004   7.95085359219847E-013                       0                       0                       0   1.83100000867853E-005   8.30781168322163E-005       0.740500667334773        61345.7742199324     -0.0071799418134742        9.02763918295575        11.0644888751677        10617.5128268302        10300.5128275057                       1                       1                       1 
       5.56678339169585                    0.15                       0        1.13861019629381        61279.4217886182   1.00000000362749E-015       -4398.19107410132        96926.8098425359       -4398.19107410132        296.505489418733        296.505489418733        267.114624023437                       0     0.00113063695791287  -1.46152657289239E-008       0.518230859035385        9.59793996799888   -0.000116051966320662   6.34819485610952E-013                       0                       0                       0   1.83100000867853E-005   8.30781059311329E-005       0.740015848539214        61342.9170418343     -0.0067093504492069        9.02736456244366        11.0644885894023        10617.8124735295        10300.8124742051                       1                       1                       1 
       5.57078539269635                    0.15                       0        1.13860796816804        61276.4415003344   1.00000000362749E-015       -4398.36284653348        96926.6380688519       -4398.36284653348        296.505544286418        296.505544286418        267.114624023438                       0     0.00113056641353473  -1.46758278647659E-008       0.518249475731085        9.59736824260779   -0.000116099377087738   4.67043729626644E-013                       0                       0                       0   1.83100000867853E-005   8.30780663733544E-005       0.739180577636736        61340.0198246809    -0.00643677751750338        9.02708693339579        11.0644880890001        10618.1121242465         10301.112124922                       1                       1                       1 
       5.57478739369685                    0.15                       0        1.13860571768547        61273.4355620611   1.00000000362749E-015       -4398.53462279579        96926.4648294186       -4398.53462279579        296.505599155326        296.505599155326        267.114624023438                       0     0.00113050055119768    -1.458450514264E-008       0.518269855101004        9.59678668933472   -0.000115926250800872   2.86777658440116E-013                       0                       0                       0   1.83100000867853E-005   8.30779791615734E-005       0.737762523565427        61337.0560257291    -0.00649349936220715        9.02680430136283        11.0644872316734        10618.4117816445          10301.41178232                       1                       1                       1 
       5.57878939469735                    0.15                       0        1.13860346720291        61270.4296237878   1.00000000362749E-015        -4398.7063990581        96926.2915899855        -4398.7063990581        296.505654024235        296.505654024235        267.114624023438                       0     0.00113043468886062  -1.44931824205142E-008       0.518290234470923        9.59620513606166   -0.000115753124514005   1.06511587253548E-013                       0                       0                       0   1.83100000867853E-005   8.30778919497923E-005       0.736344469494119        61334.0922267774    -0.00655022120691093        9.02652166932988        11.0644863743467        10618.7114390424         10301.711439718                       1                       1                       1 
       5.58279139569785                    0.15                       0        1.13860121809449        61267.4209490771   1.00000000362749E-015       -4398.87818631646        96926.1184406439       -4398.87818631646        296.505708893068        296.505708893068        267.114624023438                       0     0.00113036899665938  -1.44046079270296E-008        0.51831071869944        9.59562514112025   -0.000115550369024103  -6.62579714355839E-014                       0                       0                       0   1.83100000867853E-005   8.30778132737557E-005       0.734780877734704        61331.1180088467    -0.00656818709332833        9.02623978354615        11.0644855389582        10619.0110960298        10302.0110967053                       1                       1                       1 
       5.58679339669835                    0.15                       0        1.13859900341294        61264.3437179341   1.00000000362749E-015        -4399.0502490696        96925.9475483857        -4399.0502490696        296.505763760017        296.505763760017        267.114624023438                       0      0.0011303075668741  -1.43848811178217E-008       0.518333829973024        9.59508418729155   -0.000114605297416907  -5.12372524420833E-014                       0                       0                       0   1.83100000867853E-005   8.30779484471901E-005        0.72957098227321        61327.8827608896    -0.00561520398559759        9.02597659364851        11.0644852531929        10619.3107427291        10302.3107434046                       1                       1                       1 
       5.59079539769885                    0.15                       0        1.13859678873139        61261.2664867911   1.00000000362749E-015       -4399.22231182275        96925.7766561274       -4399.22231182275        296.505818626967        296.505818626967        267.114624023438                       0     0.00113024613708882  -1.43651543086138E-008       0.518356941246609        9.59454323346286   -0.000113660225809711  -3.62165334485795E-014                       0                       0                       0   1.83100000867853E-005   8.30780836206245E-005       0.724361086811715        61324.6475129325    -0.00466222087786664        9.02571340375088        11.0644849674275        10619.6103894285         10302.610390104                       1                       1                       1 
       5.59479739869935                    0.15                       0        1.13859457404984        61258.1892556482   1.00000000362749E-015       -4399.39437457589        96925.6057638692       -4399.39437457589        296.505873493916        296.505873493916        267.114624023438                       0     0.00113018470730354  -1.43454274994058E-008       0.518380052520193        9.59400227963416   -0.000112715154202515  -2.11958144550789E-014                       0                       0                       0   1.83100000867853E-005   8.30782187940589E-005       0.719151191350221        61321.4122649754     -0.0037092377701359        9.02545021385324        11.0644846816621        10619.9100361278        10302.9100368033                       1                       1                       1 
       5.59879939969985                    0.15                       0        1.13859233432379        61255.1300789427   1.00000000362749E-015        -4399.5660270008        96925.4348716083        -4399.5660270008        296.505928360865        296.505928360865        267.114624023437                       0     0.00113011904637577  -1.43515631216142E-008       0.518401210326072         9.5934535119092   -0.000112181747677426   2.11417916883664E-013                       0                       0                       0   1.83100000867853E-005   8.30783035238067E-005       0.715948590087628         61318.350175645    -0.00416749240691834        9.02518321718642        11.0644839951855        10620.2096828272        10303.2096835027                       1                       1                       1 
       5.60280140070035                    0.15                       0        1.13859008392158         61252.078598688   1.00000000362749E-015       -4399.73750450649        96925.2639793501       -4399.73750450649        296.505983227815        296.505983227815        267.114624023438                       0     0.00113005158175071  -1.43687235453874E-008       0.518421535387385        9.59290141323142   -0.000111823828045108   5.36791033788109E-013                       0                       0                       0   1.83100000867853E-005   8.30783667500905E-005       0.713601670617681        61315.3619021159    -0.00522734087608507        9.02491459774692        11.0644831378894        10620.5093295265        10303.5093302021                       1                       1                       1 
       5.60680340170085                    0.15                       0        1.13858783351936        61249.0271184333   1.00000000362749E-015       -4399.90898201217        96925.0930870919       -4399.90898201217        296.506038094764        296.506038094764        267.114624023438                       0     0.00112998411712565  -1.43858839691606E-008       0.518441860448698        9.59234931455364   -0.000111465908412791   8.62164150692481E-013                       0                       0                       0   1.83100000867853E-005   8.30784299763744E-005       0.711254751147736        61312.3736285868    -0.00628718934525156        9.02464597830743        11.0644822805933        10620.8089762259        10303.8089769014                       1                       1                       1 
       5.61080540270135                    0.15                       0        1.13858560911153        61246.0288745998   1.00000000362749E-015       -4400.08056599025        96924.9213430532       -4400.08056599025        296.506089634436        296.506089634436        267.114624023438                       0     0.00112991630980142  -1.43935593103926E-008       0.518461197724414        9.59179867155955    -0.00011120301609828   1.06913586619812E-012                       0                       0                       0   1.83100000867853E-005   8.30784408459331E-005       0.708763061935183        61309.3436176356    -0.00697740770807463        9.02437819068704        11.0644816312521        10621.1086229252        10304.1086236008                       1                       1                       1 
       5.61480740370185                    0.15                       0        1.13858343015066          61243.12370621   1.00000000362749E-015       -4400.25233611967        96924.7481098051       -4400.25233611967        296.506135356893        296.506135356893        267.114624023438                       0     0.00112984790332275  -1.43846518797056E-008       0.518478808014796        9.59125057359682    -0.00011110626244229   1.06910363833996E-012                       0                       0                       0   1.83100000867853E-005   8.30783601779158E-005       0.706018249920479        61306.2406356044    -0.00702138669018412        9.02411185737043        11.0644813454867        10621.4082696246        10304.4082703001                       1                       1                       1 
       5.61880940470235                    0.15                       0        1.13858125118978        61240.2185378202   1.00000000362749E-015       -4400.42410624908        96924.5748765571       -4400.42410624908        296.506181079351        296.506181079351        267.114624023438                       0     0.00112977949684408  -1.43757444490187E-008       0.518496418305178         9.5907024756341   -0.000111009508786299    1.0690714104818E-012                       0                       0                       0   1.83100000867853E-005   8.30782795098985E-005       0.703273437905774        61303.1376535732    -0.00706536567229363        9.02384552405382        11.0644810597213         10621.707916324        10304.7079169995                       1                       1                       1 
       5.62281140570285                    0.15                       0        1.13857907032696        61237.3156078265   1.00000000362749E-015       -4400.59586875957        96924.4017053994       -4400.59586875957        296.506227288218        296.506227288218        267.114624023438                       0     0.00112971115709144  -1.43694733450431E-008        0.51851409985731        9.59015424034575    -0.00011092127321907   1.05200474175575E-012                       0                       0                       0   1.83100000867853E-005   8.30782011609855E-005       0.700688420495486        61300.0512283528    -0.00709116134527066        9.02357911448225        11.0644807663562        10622.0075633078        10305.0075639833                       1                       1                       1 
       5.62681340670335                    0.15                       0        1.13857681984439        61234.4946143534   1.00000000362749E-015        -4400.7673523877        96924.2308070396        -4400.7673523877        296.506291301945        296.506291301945        267.114624023438                       0     0.00112964525986968  -1.44597112428905E-008       0.518534389922365        9.58960097885353   -0.000111144862422749   4.11345165679607E-013                       0                       0                       0   1.83100000867853E-005   8.30782077018691E-005       0.703952674016134        61297.5708610626    -0.00645133371825918        9.02330991390081        11.0644801948051        10622.3072207058        10305.3072213813                       1                       1                       1 
       5.63081540770385                    0.15                       0        1.13857456936183        61231.6736208804   1.00000000362749E-015       -4400.93883601583        96924.0599086798       -4400.93883601583        296.506355315671        296.506355315671        267.114624023438                       0     0.00112957936264791  -1.45499491407378E-008       0.518554679987421        9.58904771736132   -0.000111368451626428  -2.29314410396676E-013                       0                       0                       0   1.83100000867853E-005   8.30782142427527E-005       0.707216927536782        61295.0904937724    -0.00581150609124756        9.02304071331937         11.064479623254        10622.6068781037        10305.6068787793                       1                       1                       1 
       5.63481740870435                    0.15                       0        1.13857231887926        61228.8526274074   1.00000000362749E-015       -4401.11031964396        96923.8890103201       -4401.11031964396        296.506419329397        296.506419329397        267.114624023438                       0     0.00112951346542615  -1.46401870385852E-008       0.518574970052476         9.5884944558691   -0.000111592040830107  -8.69973986472817E-013                       0                       0                       0   1.83100000867853E-005   8.30782207836362E-005        0.71048118105743        61292.6101264822    -0.00517167846423609        9.02277151273793        11.0644790517029        10622.9065355017        10305.9065361772                       1                       1                       1 
       5.63881940970485                    0.15                       0        1.13857009307959        61225.8912861853   1.00000000362749E-015       -4401.28179905197        96923.7181161644       -4401.28179905197        296.506477036896        296.506477036896        267.114624023438                       0     0.00112945223559179  -1.46061595693777E-008       0.518597192880542        9.58793647950337   -0.000112220805429968  -6.27292815651271E-013                       0                       0                       0   1.83100000867853E-005   8.30781957582845E-005       0.714868817816545        61289.5334507625    -0.00565181770917856        9.02250034857758        11.0644784801658        10623.2061855235         10306.206186199                       1                       1                       1 
       5.64282141070535                    0.15                       0        1.13856787839804        61222.8667273137   1.00000000362749E-015       -4401.45327655766        96923.5472239061       -4401.45327655766        296.506531903845        296.506531903845        267.114624023438                       0     0.00112939310811532  -1.45161582978217E-008       0.518620286293791        9.58737637939547   -0.000113032077139284   1.32780343880038E-014                       0                       0                       0   1.83100000867853E-005   8.30781565143842E-005       0.719762478185235         61286.188176283    -0.00663643133079012        9.02222829995375        11.0644779086351        10623.5058322229        10306.5058328984                       1                       1                       1 
       5.64682341170585                    0.15                       0         1.1385656637165        61219.8421684421   1.00000000362749E-015       -4401.62475406334        96923.3763316479       -4401.62475406334        296.506586770795        296.506586770795        267.114624023438                       0     0.00112933398063886  -1.44261570262657E-008       0.518643379707041        9.58681627928758   -0.000113843348848599   6.53848884427136E-013                       0                       0                       0   1.83100000867853E-005   8.30781172704839E-005       0.724656138553925        61282.8429018035    -0.00762104495240145        9.02195625132992        11.0644773371044        10623.8054789222        10306.8054795978                       1                       1                       1 
       5.65082541270635                    0.15                       0        1.13856344903495        61216.7887535021   1.00000000362749E-015       -4401.79612851164        96923.2054393897       -4401.79612851164        296.506641637744        296.506641637744        267.114624023438                       0     0.00112927110611044  -1.43580814391122E-008       0.518664516888642        9.58626020485693   -0.000114330577224295   9.41928452850158E-013                       0                       0                       0   1.83100000867853E-005   8.30780872405485E-005        0.72836461703532        61279.5986238964    -0.00857340541746902        9.02168591361861        11.0644767655736        10624.1051256216        10307.1051262971                       1                       1                       1 
       5.65482741370685                    0.15                       0         1.1385612343534        61213.6822599861   1.00000000362749E-015        -4401.9673133936        96923.0345471314        -4401.9673133936        296.506696504693        296.506696504693        267.114624023438                       0     0.00112920133917656  -1.43303355736424E-008       0.518682055737684        9.58571153536349   -0.000114221751708527   5.81630111440086E-013                       0                       0                       0   1.83100000867853E-005   8.30780741592484E-005       0.729893050929871        61276.5401206722    -0.00946644533374634        9.02141872300591        11.0644761940429        10624.4047723209        10307.4047729965                       1                       1                       1 
       5.65882941470735                    0.15                       0        1.13855901967185        61210.5757664702   1.00000000362749E-015       -4402.13849827555        96922.8636548732       -4402.13849827555        296.506751371643        296.506751371643        267.114624023438                       0     0.00112913157224268  -1.43025897081726E-008       0.518699594586726        9.58516286587004   -0.000114112926192759   2.21331770030093E-013                       0                       0                       0   1.83100000867853E-005   8.30780610779483E-005       0.731421484824422        61273.4816174479     -0.0103594852500235        9.02115153239322        11.0644756225122        10624.7044190203        10307.7044196958                       1                       1                       1 
       5.66283141570785                    0.15                       0        1.13855680445611        61207.4719610185   1.00000000362749E-015       -4402.30968543174        96922.6927625239       -4402.30968543174        296.506806238621        296.506806238621        267.114624023438                       0     0.00112906188543246  -1.42771179189061E-008       0.518717175019736        9.58461418330275   -0.000113996920484625   -1.3776938608752E-013                       0                       0                       0   1.83100000867853E-005   8.30780477689134E-005       0.732845955359434        61270.4250161865     -0.0112189846546663        9.02088433737896        11.0644750467171        10625.0040658793        10308.0040665548                       1                       1                       1 
       5.66683341670836                    0.15                       0        1.13855455397354        61204.5456192415   1.00000000362749E-015       -4402.48102274278        96922.5218641642       -4402.48102274278         296.50686110753         296.50686110753        267.114624023438                       0     0.00112899748825332  -1.44017926000142E-008       0.518737500806737        9.58406463689287   -0.000113406740919871  -4.17953817540021E-013                       0                       0                       0   1.83100000867853E-005   8.30780194250846E-005       0.727405949581052        61267.4939922627    -0.00986403884213363         9.0206168514509        11.0644741893904        10625.3037232773        10308.3037239528                       1                       1                       1 
       5.67083541770885                    0.15                       0        1.13855230349098        61201.6192774645   1.00000000362749E-015       -4402.65236005382        96922.3509658044       -4402.65236005382        296.506915976438        296.506915976438        267.114624023438                       0     0.00112893309107419  -1.45264672811223E-008       0.518757826593738        9.58351509048299   -0.000112816561355117  -6.98138248992459E-013                       0                       0                       0   1.83100000867853E-005   8.30779910812557E-005        0.72196594380267        61264.5629683388    -0.00850909302960129        9.02034936552285        11.0644733320637        10625.6033806752        10308.6033813507                       1                       1                       1 
       5.67483741870936                    0.15                       0        1.13855005300841        61198.6929356875   1.00000000362749E-015       -4402.82369736487        96922.1800674446       -4402.82369736487        296.506970845346        296.506970845346        267.114624023438                       0     0.00112886869389506  -1.46511419622305E-008       0.518778152380739        9.58296554407311   -0.000112226381790363  -9.78322680444897E-013                       0                       0                       0   1.83100000867853E-005   8.30779627374269E-005       0.716525938024289         61261.631944415    -0.00715414721706894        9.02008187959479         11.064472474737        10625.9030380732        10308.9030387487                       1                       1                       1 
       5.67883941970986                    0.15                       0        1.13854782679093        61195.8380647801   1.00000000362749E-015       -4402.99522886333        96922.0075865521       -4402.99522886333        296.507025712927        296.507025712927        267.114624023438                       0     0.00112880864862051  -1.46204189153475E-008       0.518800354000104        9.58242937521297    -0.00011235667300736    1.6441585677245E-014                       0                       0                       0   1.83100000867853E-005   8.30779683814707E-005       0.718484080289992        61258.8318915348    -0.00675469340304137         9.0198205980532        11.0644720048012        10626.2026882199        10309.2026888954                       1                       1                       1 
       5.68284142071036                    0.15                       0        1.13854561210939        61193.0171720245   1.00000000362749E-015       -4403.16685268088         96921.834353304       -4403.16685268088        296.507080579876        296.507080579876        267.114624023438                       0     0.00112875067229846  -1.45158180165186E-008       0.518823447413354        9.58189956623336    -0.00011282948351826   1.61733490438654E-012                       0                       0                       0   1.83100000867853E-005   8.30779901836375E-005       0.723959380330673        61256.0941039184    -0.00680948946918112         9.0195622661667        11.0644717190359        10626.5023349192        10309.5023355947                       1                       1                       1 
       5.68684342171086                    0.15                       0        1.13854339742784        61190.1962792689   1.00000000362749E-015       -4403.33847649843         96921.661120056       -4403.33847649843        296.507135446826        296.507135446826        267.114624023438                       0     0.00112869269597641  -1.44112171176898E-008       0.518846540826603        9.58136975725375    -0.00011330229402916   3.21822822309584E-012                       0                       0                       0   1.83100000867853E-005   8.30780119858044E-005       0.729434680371353         61253.356316302    -0.00686428553532086        9.01930393428021        11.0644714332705        10626.8019816186        10309.8019822941                       1                       1                       1 
       5.69084542271136                    0.15                       0        1.13854117058293        61187.3638280016   1.00000000362749E-015       -4403.50990103187        96921.4886839456       -4403.50990103187        296.507190313775        296.507190313775        267.114624023438                       0      0.0011286323202444  -1.43167242782788E-008       0.518868679416288        9.58083060681378   -0.000113746483006069    3.9469159505169E-012                       0                       0                       0   1.83100000867853E-005   8.30780219096344E-005       0.734311239832246        61250.5420034371    -0.00648759526282541        9.01904132089126        11.0644711475052        10627.1016283179        10310.1016289935                       1                       1                       1 
       5.69484742371186                    0.15                       0        1.13853892018071        61184.5089908933   1.00000000362749E-015       -4403.68093960196        96921.3177916874       -4403.68093960196        296.507245180724        296.507245180724        267.114624023438                       0     0.00112856729746202  -1.42418075405873E-008       0.518888968756931         9.5802733643595   -0.000114135237442944    2.9863664248904E-012                       0                       0                       0   1.83100000867853E-005   8.30780088283343E-005        0.73802818988498        61247.5794807962    -0.00527522706696348        9.01877041532887        11.0644708617398        10627.4012750173        10310.4012756928                       1                       1                       1 
       5.69884942471236                    0.15                       0        1.13853666977849         61181.654153785   1.00000000362749E-015       -4403.85197817205        96921.1468994292       -4403.85197817205        296.507300047674        296.507300047674        267.114624023438                       0     0.00112850227467964  -1.41668908028957E-008       0.518909258097574        9.57971612190522    -0.00011452399187982   2.02581689926391E-012                       0                       0                       0   1.83100000867853E-005   8.30779957470342E-005       0.741745139937713        61244.6169581554    -0.00406285887110156        9.01849950976648        11.0644705759744        10627.7009217166        10310.7009223922                       1                       1                       1 
       5.70285142571286                    0.15                       0        1.13853441949235        61178.7992596303   1.00000000362749E-015       -4404.02301864396         96920.976007171       -4404.02301864396        296.507354914623        296.507354914623        267.114624023438                       0     0.00112843724656741  -1.40921703904973E-008       0.518929538384222        9.57915901967434   -0.000114911744866516   1.06709054984019E-012                       0                       0                       0   1.83100000867853E-005   8.30779826728533E-005       0.745457822736488        61241.6547778142    -0.00286343522215849        9.01822867013669        11.0644702883518         10628.000568416        10311.0005690915                       1                       1                       1 
       5.70685342671336                    0.15                       0         1.1385322048108        61175.9268650982   1.00000000362749E-015       -4404.19464246151        96920.8051149127       -4404.19464246151        296.507409781572        296.507409781572        267.114624023438                       0     0.00112837058426209  -1.40776490083056E-008       0.518947041512593         9.5786449277896   -0.000114992417244248   6.66923497085539E-013                       0                       0                       0   1.83100000867853E-005   8.30779717717699E-005       0.747862645412741        61238.7975997161    -0.00563539006248859        9.01797805391494        11.0644694310558        10628.3002151154        10311.3002157909                       1                       1                       1 
       5.71085542771386                    0.15                       0        1.13852999012925        61173.0544705661   1.00000000362749E-015       -4404.36626627906        96920.6342226545       -4404.36626627906        296.507464648522        296.507464648522        267.114624023438                       0     0.00112830392195677  -1.40631276261139E-008       0.518964544640965        9.57813083590486   -0.000115073089621979   2.66756444330893E-013                       0                       0                       0   1.83100000867853E-005   8.30779608706865E-005       0.750267468088994         61235.940421618     -0.0084073449028187        9.01772743769319        11.0644685737597        10628.5998618147        10311.5998624902                       1                       1                       1 
       5.71485742871436                    0.15                       0         1.1385277754477         61170.182076034   1.00000000362749E-015       -4404.53789009661        96920.4633303963       -4404.53789009661        296.507519515471        296.507519515471        267.114624023438                       0     0.00112823725965145  -1.40486062439222E-008       0.518982047769337        9.57761674402011    -0.00011515376199971  -1.33410608423752E-013                       0                       0                       0   1.83100000867853E-005    8.3077949969603E-005       0.752672290765246        61233.0832435198     -0.0111792997431488        9.01747682147145        11.0644677164636        10628.8995085141        10311.8995091896                       1                       1                       1 
       5.71885942971486                    0.15                       0        1.13852558450381        61167.2823285877   1.00000000362749E-015       -4404.70932310432        96920.2924340745       -4404.70932310432        296.507574383725        296.507574383725        267.114624023438                       0     0.00112817270993118  -1.40205340264356E-008       0.519001418853892        9.57708132375767   -0.000115032031561032  -2.17104619657699E-013                       0                       0                       0   1.83100000867853E-005   8.30779390683489E-005       0.753949204689473         61230.222099727      -0.010918611990878        9.01721592185963        11.0644672397922        10629.1991623385        10312.1991630141                       1                       1                       1 
       5.72286143071536                    0.15                       0        1.13852340546513        61164.3688627145   1.00000000362749E-015       -4404.88066041537        96920.1215357148       -4404.88066041537        296.507629252633        296.507629252633        267.114624023438                       0     0.00112810921975457  -1.39856658152662E-008        0.51902172677992        9.57653520665455   -0.000114808791204477  -1.42075904898006E-013                       0                       0                       0   1.83100000867853E-005   8.30779281668762E-005       0.754660446485749        61227.3589669323    -0.00913695330614625         9.0169498648094        11.0644669540166        10629.4988197365         10312.498820412                       1                       1                       1 
       5.72686343171586                    0.15                       0        1.13852122642646        61161.4553968413   1.00000000362749E-015       -4405.05199772641         96919.950637355       -4405.05199772641        296.507684121542        296.507684121542        267.114624023438                       0     0.00112804572957797  -1.39507976040968E-008       0.519042034705948        9.57598908955145   -0.000114585550847922  -6.70471901383136E-014                       0                       0                       0   1.83100000867853E-005   8.30779172654036E-005       0.755371688282026        61224.4958341377    -0.00735529462141447        9.01668380775916        11.0644666682411        10629.7984771345          10312.79847781                       1                       1                       1 
       5.73086543271636                    0.15                       0        1.13851902392047         61158.520795272   1.00000000362749E-015       -4405.22323679881        96919.7797410017       -4405.22323679881        296.507741996896        296.507741996896        267.114624023438                       0     0.00112798486703948   -1.3910633929916E-008       0.519063240996583        9.57545012071465   -0.000114255008892291   9.01971405414636E-014                       0                       0                       0   1.83100000867853E-005   8.30779156843021E-005       0.754810332368413        61221.5465155936    -0.00615157272198402         9.0164211368166        11.0644662884973        10630.0981310143        10313.0981316898                       1                       1                       1 
       5.73486743371686                    0.15                       0        1.13851677351825        61155.5430561972   1.00000000362749E-015        -4405.3942753689        96919.6088487434        -4405.3942753689        296.507806008337        296.507806008337        267.114624023438                       0     0.00112792936744357  -1.38596625823227E-008       0.519086280828827        9.57492574127691   -0.000113705467835424   4.15243845304368E-013                       0                       0                       0   1.83100000867853E-005   8.30779331260356E-005        0.75165164280906        61218.4212941589    -0.00612739331664173        9.01616537681835        11.0644657169666        10630.3977777136        10313.3977783892                       1                       1                       1 
       5.73886943471736                    0.15                       0        1.13851452311603        61152.5653171223   1.00000000362749E-015       -4405.56531393899        96919.4379564852       -4405.56531393899        296.507870019778        296.507870019778        267.114624023438                       0     0.00112787386784767  -1.38086912347294E-008       0.519109320661072        9.57440136183916   -0.000113155926778557   7.40290550067273E-013                       0                       0                       0   1.83100000867853E-005   8.30779505677691E-005       0.748492953249707        61215.2960727243    -0.00610321391129945         9.0159096168201        11.0644651454359         10630.697424413        10313.6974250885                       1                       1                       1 
       5.74287143571786                    0.15                       0        1.13851227271382        61149.5875780475   1.00000000362749E-015       -4405.73635250908         96919.267064227       -4405.73635250908        296.507934031219        296.507934031219        267.114624023438                       0     0.00112781836825177  -1.37577198871361E-008       0.519132360493316        9.57387698240141   -0.000112606385721689   1.06533725483025E-012                       0                       0                       0   1.83100000867853E-005   8.30779680095025E-005       0.745334263690353        61212.1708512896    -0.00607903450595716        9.01565385682186        11.0644645739051        10630.9970711123        10313.9970717879                       1                       1                       1 
       5.74687343671836                    0.15                       0        1.13850998689176         61146.718938851   1.00000000362749E-015       -4405.90710091987        96919.0961719687       -4405.90710091987        296.507988975181        296.507988975181        267.114624023438                       0     0.00112774948245063  -1.37640790444267E-008       0.519149892540954        9.57333730160077   -0.000113191314533797    4.3340710996603E-013                       0                       0                       0   1.83100000867853E-005   8.30779573470539E-005       0.745189298511245        61209.2905243029    -0.00545899467488456        9.01539101285922        11.0644637190157        10631.2967178117        10314.2967184872                       1                       1                       1 
       5.75087543771886                    0.15                       0        1.13850770076887        61143.8512262986   1.00000000362749E-015       -4406.07784686623        96918.9252797105       -4406.07784686623        296.508043842131        296.508043842131        267.114624023438                       0     0.00112768048295303  -1.37709249567504E-008        0.51916737780899        9.57279749083352     -0.0001137858792454  -2.06651895410493E-013                       0                       0                       0   1.83100000867853E-005   8.30779464459704E-005       0.745069937891951        61206.4122772962    -0.00483389159842581        9.01512810872695        11.0644628617196        10631.5963645111        10314.5963651866                       1                       1                       1 
       5.75487743871936                    0.15                       0        1.13850541464598        61140.9835137462   1.00000000362749E-015       -4406.24859281259        96918.7543874523       -4406.24859281259         296.50809870908         296.50809870908        267.114624023438                       0     0.00112761148345542  -1.37777708690741E-008       0.519184863077027        9.57225768006627   -0.000114380443957003  -8.46710900787159E-013                       0                       0                       0   1.83100000867853E-005    8.3077935544887E-005       0.744950577272658        61203.5340302895    -0.00420878852196692        9.01486520459467        11.0644620044236        10631.8960112104        10314.8960118859                       1                       1                       1 
