                    7.9                    0.15       0.167645096731154        1.13752800919509       0.656531795324247       0.255470559691166       -4495.89334589289        96829.1063637469       -71.3886163067179        296.488398084395        300.360942703569        1.51364982128143                       0                       0                       0                       0                       0                       0                       0         88.199517850423    -0.00071793401017921      0.0521613195923766   1.83100000867853E-005     0.00157386541822871      0.0104592285016127      0.0165065839456417    0.000204505580897164                       0                       0        1436271.63123397        1382735.73782738                       1                       1                       1 
                    7.9                    0.15       0.167878585723816        1.13752807068902       0.656537626805762        0.25547057709511        -4495.8933078734        96829.1063637469       -71.3879794801619         296.48838204492        300.360927258149        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995214890075   -0.000726000304557654      0.0520896753502968   1.83100000867853E-005     0.00157386542276099      0.0108021303389695      0.0164297127915529    0.000183861167797737                       0                       0        1436680.41685365        1383132.18201454                       1                       1                       1 
                    7.9                    0.15       0.168112074716478        1.13752813218296       0.656543458287277       0.255470594499054        -4495.8932698539        96829.1063637469       -71.3873426536059        296.488366005445        300.360911812729        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995251275921   -0.000734066598936099      0.0520180311082169   1.83100000867853E-005     0.00157386542729326      0.0111450321763263       0.016352841637464    0.000163216754698307                       0                       0        1437089.20247334        1383528.62620171                       1                       1                       1 
                    7.9                    0.15       0.168345563709139         1.1375281936769       0.656549289768792       0.255470611902998        -4495.8932318344        96829.1063637469         -71.38670582705         296.48834996597        300.360896367309        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995287661767   -0.000742132893314544      0.0519463868661371   1.83100000867853E-005     0.00157386543182554      0.0114879340136831      0.0162759704833751     0.00014257234159888                       0                       0        1437497.98809302        1383925.07038887                       1                       1                       1 
                    7.9                    0.15       0.168579052701801        1.13752825517083       0.656555121250307       0.255470629306942       -4495.89319381491        96829.1063637469        -71.386069000494        296.488333926495        300.360880921888        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995324047612   -0.000750199187692988      0.0518747426240573   1.83100000867853E-005     0.00157386543635782      0.0118308358510399      0.0161990993292862    0.000121927928499453                       0                       0         1437906.7737127        1384321.51457603                       1                       1                       1 
                    7.9                    0.15       0.168812541694463        1.13752831666477       0.656560952731822       0.255470646710886       -4495.89315579541        96829.1063637469       -71.3854321739381         296.48831788702        300.360865476468        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995360433458   -0.000758265482071434      0.0518030983819775   1.83100000867853E-005     0.00157386544089009      0.0121737376883967      0.0161222281751973    0.000101283515400023                       0                       0        1438315.55933239         1384717.9587632                       1                       1                       1 
                    7.9                    0.15       0.169046030687125         1.1375283781587       0.656566784213337        0.25547066411483       -4495.89311777592        96829.1063637469       -71.3847953473821        296.488301847545        300.360850031048        1.51364982128143                       0                       0                       0                       0                       0                       0                       0        88.1995396819304   -0.000766331776449878      0.0517314541398977   1.83100000867853E-005     0.00157386544542237      0.0125166395257534      0.0160453570211085   8.06391023005964E-005                       0                       0        1438724.34495207        1385114.40295036                       1                       1                       1 
                    7.9                    0.15       0.169279519679787        1.13752843216759       0.656617970480891       0.255470678867192       -4495.89306663141        96829.1064234863       -71.3842299064304         296.48828797174        300.360836020947        1.51383750783596                       0                       0                       0                       0                       0                       0                       0        88.1995427389326   -0.000770971929275363      0.0516613454791264   1.83100000867853E-005     0.00157386549691913      0.0125433408728027      0.0160147387025306   8.48388178391966E-005                       0                       0        1439113.67115988        1385491.97521457                       1                       1                       1 
                    7.9                    0.15       0.169513008672448        1.13752848467851       0.656678232780368         0.2554706930889       -4495.89301286023        96829.1064951813       -71.3836787517967        296.488274528944        300.360822298093        1.51406275562236                       0                       0                       0                       0                       0                       0                       0        88.1995456795442   -0.000774926561912236        0.05159154410579   1.83100000867853E-005     0.00157386555781436      0.0125067550675832      0.0159933760049453   9.40099879350464E-005                       0                       0        1439499.10300519        1385865.77068893                       1                       1                       1 
                    7.9                    0.15        0.16974649766511        1.13752853718943       0.656738495079845       0.255470707310608       -4495.89295908904        96829.1065668762        -71.383127597163        296.488261086148        300.360808575239        1.51428800340876                       0                       0                       0                       0                       0                       0                       0        88.1995486201558   -0.000778881194549111      0.0515217427324536   1.83100000867853E-005     0.00157386561870959      0.0124701692623637        0.01597201330736    0.000103181158030897                       0                       0         1439884.5348505        1386239.56616329                       1                       1                       1 
                    7.9                    0.15       0.169979986657772        1.13752858970035       0.656798757379322       0.255470721532316       -4495.89290531786        96829.1066385711       -71.3825764425293        296.488247643352        300.360794852384        1.51451325119516                       0                       0                       0                       0                       0                       0                       0        88.1995515607674   -0.000782835827185984      0.0514519413591172   1.83100000867853E-005     0.00157386567960483      0.0124335834571442      0.0159506506097747    0.000112352328126747                       0                       0         1440269.9666958        1386613.36163765                       1                       1                       1 
                    7.9                    0.15       0.170213475650434        1.13752864221127       0.656859019678799       0.255470735754024       -4495.89285154667         96829.106710266       -71.3820252878956        296.488234200556         300.36078112953        1.51473849898156                       0                       0                       0                       0                       0                       0                       0         88.199554501379   -0.000786790459822858      0.0513821399857808   1.83100000867853E-005     0.00157386574050006      0.0123969976519246      0.0159292879121894    0.000121523498222597                       0                       0        1440655.39854111          1386987.157112                       1                       1                       1 
                    7.9                    0.15       0.170446964643095         1.1375286947222       0.656919281978276       0.255470749975732       -4495.89279777549        96829.1067819609       -71.3814741332619         296.48822075776        300.360767406676        1.51496374676796                       0                       0                       0                       0                       0                       0                       0        88.1995574419906   -0.000790745092459733      0.0513123386124443   1.83100000867853E-005     0.00157386580139529      0.0123604118467051      0.0159079252146042    0.000130694668318448                       0                       0        1441040.83038642        1387360.95258636                       1                       1                       1 
                    7.9                    0.15       0.170680453635757        1.13752874723312       0.656979544277754        0.25547076419744       -4495.89274400431        96829.1068536558       -71.3809229786282        296.488207314964        300.360753683822        1.51518899455436                       0                       0                       0                       0                       0                       0                       0        88.1995603826023   -0.000794699725096607      0.0512425372391079   1.83100000867853E-005     0.00157386586229053      0.0123238260414856      0.0158865625170189    0.000139865838414299                       0                       0        1441426.26223173        1387734.74806072                       1                       1                       1 
                    7.9                    0.15       0.170913942628419        1.13752879974404        0.65703980657723       0.255470778419148       -4495.89269023312        96829.1069253507       -71.3803718239945        296.488193872168        300.360739960968        1.51541424234076                       0                       0                       0                       0                       0                       0                       0        88.1995633232139   -0.000798654357733481      0.0511727358657715   1.83100000867853E-005     0.00157386592318576      0.0122872402362661      0.0158651998194336    0.000149037008510149                       0                       0        1441811.69407703        1388108.54353508                       1                       1                       1 
                    7.9                    0.15       0.171147431621081        1.13752885225496       0.657100068876708       0.255470792640856       -4495.89263646194        96829.1069970456       -71.3798206693607        296.488180429373        300.360726238113        1.51563949012716                       0                       0                       0                       0                       0                       0                       0        88.1995662638255   -0.000802608990370355      0.0511029344924351   1.83100000867853E-005       0.001573865984081      0.0122506544310465      0.0158438371218483    0.000158208178605999                       0                       0        1442197.12592234        1388482.33900944                       1                       1                       1 
                    7.9                    0.15       0.171380920613742        1.13752890476588       0.657160331176185       0.255470806862564       -4495.89258269075        96829.1070687406        -71.379269514727        296.488166986576        300.360712515259        1.51586473791356                       0                       0                       0                       0                       0                       0                       0        88.1995692044371   -0.000806563623007228      0.0510331331190987   1.83100000867853E-005     0.00157386604497623       0.012214068625827       0.015822474424263    0.000167379348701849                       0                       0        1442582.55776765         1388856.1344838                       1                       1                       1 
                    7.9                    0.15       0.171614409606404         1.1375289572768       0.657220593475662       0.255470821084272       -4495.89252891957        96829.1071404355       -71.3787183600933        296.488153543781        300.360698792405        1.51608998569996                       0                       0                       0                       0                       0                       0                       0        88.1995721450487   -0.000810518255644103      0.0509633317457622   1.83100000867853E-005     0.00157386610587146      0.0121774828206075      0.0158011117266777      0.0001765505187977                       0                       0        1442967.98961295        1389229.92995815                       1                       1                       1 
                    7.9                    0.15       0.171847898599066        1.13752900978773       0.657280855775139        0.25547083530598       -4495.89247514839        96829.1072121304       -71.3781672054596        296.488140100985        300.360685069551        1.51631523348636                       0                       0                       0                       0                       0                       0                       0        88.1995750856603   -0.000814472888280977      0.0508935303724258   1.83100000867853E-005      0.0015738661667667      0.0121408970153879      0.0157797490290925    0.000185721688893551                       0                       0        1443353.42145826        1389603.72543251                       1                       1                       1 
                    7.9                    0.15       0.172081387591728        1.13752906229865       0.657341118074616       0.255470849527688        -4495.8924213772        96829.1072838253       -71.3776160508259        296.488126658189        300.360671346697        1.51654048127276                       0                       0                       0                       0                       0                       0                       0        88.1995780262719   -0.000818427520917851      0.0508237289990894   1.83100000867853E-005     0.00157386622766193      0.0121043112101684      0.0157583863315072    0.000194892858989401                       0                       0        1443738.85330357        1389977.52090687                       1                       1                       1 
                    7.9                    0.15        0.17231487658439        1.13752911480957       0.657401380374093       0.255470863749395       -4495.89236760602        96829.1073555202       -71.3770648961922        296.488113215393        300.360657623842        1.51676572905916                       0                       0                       0                       0                       0                       0                       0        88.1995809668835   -0.000822382153554725       0.050753927625753   1.83100000867853E-005     0.00157386628855716      0.0120677254049489      0.0157370236339219     0.00020406402908525                       0                       0        1444124.28514887        1390351.31638123                       1                       1                       1 
                    7.9                    0.15       0.172548365577051        1.13752916732049        0.65746164267357       0.255470877971103       -4495.89231383483        96829.1074272151       -71.3765137415585        296.488099772597        300.360643900988        1.51699097684556                       0                       0                       0                       0                       0                       0                       0        88.1995839074951   -0.000826336786191599      0.0506841262524166   1.83100000867853E-005      0.0015738663494524      0.0120311395997294      0.0157156609363366    0.000213235199181101                       0                       0        1444509.71699418        1390725.11185559                       1                       1                       1 
                    7.9                    0.15       0.172781854569713        1.13752921983141       0.657521904973047       0.255470892192811       -4495.89226006365          96829.10749891       -71.3759625869248        296.488086329801        300.360630178134        1.51721622463196                       0                       0                       0                       0                       0                       0                       0        88.1995868481068   -0.000830291418828473      0.0506143248790801   1.83100000867853E-005     0.00157386641034763      0.0119945537945098      0.0156942982387513    0.000222406369276952                       0                       0        1444895.14883949        1391098.90732995                       1                       1                       1 
                    7.9                    0.15       0.173015343562375        1.13752927234233       0.657582167272524       0.255470906414519       -4495.89220629247        96829.1075706049       -71.3754114322911        296.488072887005         300.36061645528        1.51744147241836                       0                       0                       0                       0                       0                       0                       0        88.1995897887184   -0.000834246051465347      0.0505445235057437   1.83100000867853E-005     0.00157386647124287      0.0119579679892903       0.015672935541166    0.000231577539372802                       0                       0         1445280.5806848         1391472.7028043                       1                       1                       1 
                    7.9                    0.15       0.173248832555037        1.13752932485326       0.657642429572001       0.255470920636227       -4495.89215252128        96829.1076422998       -71.3748602776574        296.488059444209        300.360602732426        1.51766672020476                       0                       0                       0                       0                       0                       0                       0          88.19959272933   -0.000838200684102221      0.0504747221324073   1.83100000867853E-005      0.0015738665321381      0.0119213821840708      0.0156515728435807    0.000240748709468652                       0                       0         1445666.0125301        1391846.49827866                       1                       1                       1 
                    7.9                    0.15       0.173482321547698        1.13752937736418       0.657702691871478       0.255470934857935        -4495.8920987501        96829.1077139947       -71.3743091230237        296.488046001413        300.360589009571        1.51789196799116                       0                       0                       0                       0                       0                       0                       0        88.1995956699416   -0.000842155316739095      0.0504049207590709   1.83100000867853E-005     0.00157386659303333      0.0118847963788513      0.0156302101459955    0.000249919879564503                       0                       0        1446051.44437541        1392220.29375302                       1                       1                       1 
                    7.9                    0.15        0.17371581054036         1.1375294298751       0.657762954170955       0.255470949079643       -4495.89204497892        96829.1077856896         -71.37375796839        296.488032558617        300.360575286717        1.51811721577756                       0                       0                       0                       0                       0                       0                       0        88.1995986105532   -0.000846109949375969      0.0503351193857345   1.83100000867853E-005     0.00157386665392857      0.0118482105736317      0.0156088474484102    0.000259091049660353                       0                       0        1446436.87622072        1392594.08922738                       1                       1                       1 
                    7.9                    0.15       0.173949299533022        1.13752948238602       0.657823216470433       0.255470963301351       -4495.89199120773        96829.1078573846       -71.3732068137563        296.488019115821        300.360561563863        1.51834246356396                       0                       0                       0                       0                       0                       0                       0        88.1996015511648   -0.000850064582012843       0.050265318012398   1.83100000867853E-005      0.0015738667148238      0.0118116247684122      0.0155874847508249    0.000268262219756204                       0                       0        1446822.30806602        1392967.88470174                       1                       1                       1 
                    7.9                    0.15       0.174182788525684        1.13752953489694        0.65788347876991       0.255470977523059       -4495.89193743655        96829.1079290795       -71.3726556591226        296.488005673025        300.360547841009        1.51856771135036                       0                       0                       0                       0                       0                       0                       0        88.1996044917765   -0.000854019214649717      0.0501955166390616   1.83100000867853E-005     0.00157386677571904      0.0117750389631927      0.0155661220532396    0.000277433389852054                       0                       0        1447207.73991133        1393341.68017609                       1                       1                       1 
                    7.9                    0.15       0.174416277518346        1.13752958740786       0.657943741069387       0.255470991744767       -4495.89188366536        96829.1080007744       -71.3721045044889        296.487992230229        300.360534118155        1.51879295913676                       0                       0                       0                       0                       0                       0                       0        88.1996074323881   -0.000857973847286591      0.0501257152657252   1.83100000867853E-005     0.00157386683661427      0.0117384531579732      0.0155447593556543    0.000286604559947904                       0                       0        1447593.17175664        1393715.47565045                       1                       1                       1 
                    7.9                    0.15       0.174649766511007        1.13752963991879       0.658004003368864       0.255471005966475       -4495.89182989418        96829.1080724693       -71.3715533498552        296.487978787433          300.3605203953        1.51901820692316                       0                       0                       0                       0                       0                       0                       0        88.1996103729997   -0.000861928479923465      0.0500559138923888   1.83100000867853E-005      0.0015738668975095      0.0117018673527536       0.015523396658069    0.000295775730043755                       0                       0        1447978.60360194        1394089.27112481                       1                       1                       1 
                    7.9                    0.15       0.174883255503669        1.13752969242971       0.658064265668341       0.255471020188183         -4495.891776123        96829.1081441642       -71.3710021952215        296.487965344637        300.360506672446        1.51924345470956                       0                       0                       0                       0                       0                       0                       0        88.1996133136113   -0.000865883112560339      0.0499861125190524   1.83100000867853E-005     0.00157386695840474      0.0116652815475341      0.0155020339604837    0.000304946900139604                       0                       0        1448364.03544725        1394463.06659917                       1                       1                       1 
                    7.9                    0.15       0.175116744496331        1.13752974494063       0.658124527967818       0.255471034409891       -4495.89172235181        96829.1082158591       -71.3704510405878        296.487951901841        300.360492949592        1.51946870249596                       0                       0                       0                       0                       0                       0                       0        88.1996162542229   -0.000869837745197213       0.049916311145716   1.83100000867853E-005     0.00157386701929997      0.0116286957423146      0.0154806712628985    0.000314118070235455                       0                       0        1448749.46729256        1394836.86207353                       1                       1                       1 
                    7.9                    0.15       0.175350233488993        1.13752979745155       0.658184026211303       0.255471048631599       -4495.89166615601         96829.108306951       -71.3698962490298        296.487938459045        300.360479302507        1.51969395028236                       0                       0                       0                       0                       0                       0                       0        88.1996191948345   -0.000873795723723773      0.0498465429954224   1.83100000867853E-005     0.00157386708106232      0.0115929693890962       0.015458911068069    0.000324937347774705                       0                       0        1449134.89913787        1395210.65754789                       1                       1                       1 
                    7.9                    0.15       0.175583722481654        1.13752984996247       0.658241464407775       0.255471062853307       -4495.89160342297        96829.1084503408       -71.3693316516001        296.487925016249        300.360465859711        1.51991919806876                       0                       0                       0                       0                       0                       0                       0        88.1996221354461   -0.000877762723434807      0.0497768644210642   1.83100000867853E-005     0.00157386714516256      0.0115595602895161      0.0154360791415614     0.00034020025097844                       0                       0        1449520.33098317        1395584.45302224                       1                       1                       1 
                    7.9                    0.15       0.175817211474316        1.13752990247339       0.658301477058538       0.255471077075015       -4495.89154885956        96829.1085283735       -71.3687793086327        296.487911573454        300.360452161614        1.52014444585516                       0                       0                       0                       0                       0                       0                       0        88.1996250760577   -0.000881718449312316      0.0497070739030709   1.83100000867853E-005     0.00157386720634112      0.0115232553028348      0.0154145865651755     0.00034990992598508                       0                       0        1449905.76282848         1395958.2484966                       1                       1                       1 
                    7.9                    0.15       0.176050700466978        1.13752995498432       0.658361739358015       0.255471091296723       -4495.89149508838        96829.1086000684        -71.368228153999        296.487898130658         300.36043843876        1.52036969364156                       0                       0                       0                       0                       0                       0                       0        88.1996280166693   -0.000885673081949189      0.0496372725297345   1.83100000867853E-005     0.00157386726723635      0.0114866694976153      0.0153932238675903    0.000359081096080929                       0                       0        1450291.19467379        1396332.04397096                       1                       1                       1 
                    7.9                    0.15        0.17628418945964        1.13753000749524       0.658422001657492       0.255471105518431       -4495.89144131719        96829.1086717633       -71.3676769993653        296.487884687862        300.360424715906        1.52059494142796                       0                       0                       0                       0                       0                       0                       0         88.199630957281   -0.000889627714586063       0.049567471156398   1.83100000867853E-005     0.00157386732813158      0.0114500836923958       0.015371861170005     0.00036825226617678                       0                       0        1450676.62651909        1396705.83944532                       1                       1                       1 
                    7.9                    0.15       0.176517678452302        1.13753006000616       0.658482263956969       0.255471119740139       -4495.89138754601        96829.1087434582       -71.3671258447316        296.487871245066        300.360410993051        1.52082018921436                       0                       0                       0                       0                       0                       0                       0        88.1996338978926   -0.000893582347222937      0.0494976697830616   1.83100000867853E-005     0.00157386738902682      0.0114134978871762      0.0153504984724197     0.00037742343627263                       0                       0         1451062.0583644        1397079.63491968                       1                       1                       1 
                    7.9                    0.15       0.176751167444963        1.13753011251708       0.658542526256446       0.255471133961847       -4495.89133377482        96829.1088151531       -71.3665746900979         296.48785780227        300.360397270197        1.52104543700076                       0                       0                       0                       0                       0                       0                       0        88.1996368385042   -0.000897536979859811      0.0494278684097252   1.83100000867853E-005     0.00157386744992205      0.0113769120819567      0.0153291357748344    0.000386594606368481                       0                       0        1451447.49020971        1397453.43039404                       1                       1                       1 
                    7.9                    0.15       0.176984656437625          1.137530165028       0.658602788555923       0.255471148183554       -4495.89128000364         96829.108886848       -71.3660235354642        296.487844359474        300.360383547343        1.52127068478716                       0                       0                       0                       0                       0                       0                       0        88.1996397791158   -0.000901491612496686      0.0493580670363888   1.83100000867853E-005     0.00157386751081729      0.0113403262767372      0.0153077730772491    0.000395765776464332                       0                       0        1451832.92205502        1397827.22586839                       1                       1                       1 
                    7.9                    0.15       0.177218145430287        1.13753021753892         0.6586630508554       0.255471162405262       -4495.89122623246        96829.1089585429       -71.3654723808305        296.487830916678        300.360369824489        1.52149593257356                       0                       0                       0                       0                       0                       0                       0        88.1996427197274   -0.000905446245133559      0.0492882656630524   1.83100000867853E-005     0.00157386757171252      0.0113037404715176      0.0152864103796638    0.000404936946560181                       0                       0        1452218.35390032        1398201.02134275                       1                       1                       1 
                    7.9                    0.15       0.177451634422949        1.13753027004985       0.658723313154877        0.25547117662697       -4495.89117246127        96829.1090302379       -71.3649212261968        296.487817473882        300.360356101635        1.52172118035996                       0                       0                       0                       0                       0                       0                       0         88.199645660339   -0.000909400877770433      0.0492184642897159   1.83100000867853E-005     0.00157386763260775      0.0112671546662981      0.0152650476820786    0.000414108116656032                       0                       0        1452603.78574563        1398574.81681711                       1                       1                       1 
                    7.9                    0.15        0.17768512341561        1.13753032256077       0.658783575454355       0.255471190848678       -4495.89111869009        96829.1091019328       -71.3643700715631        296.487804031086         300.36034237878        1.52194642814636                       0                       0                       0                       0                       0                       0                       0        88.1996486009506   -0.000913355510407307      0.0491486629163795   1.83100000867853E-005     0.00157386769350299      0.0112305688610786      0.0152436849844933    0.000423279286751882                       0                       0        1452989.21759094        1398948.61229147                       1                       1                       1 
                    7.9                    0.15       0.177918612408272        1.13753037507169       0.658843837753832       0.255471205070386       -4495.89106491891        96829.1091736277       -71.3638189169294         296.48779058829        300.360328655926        1.52217167593276                       0                       0                       0                       0                       0                       0                       0        88.1996515415622   -0.000917310143044181      0.0490788615430431   1.83100000867853E-005     0.00157386775439822      0.0111939830558591       0.015222322286908    0.000432450456847733                       0                       0        1453374.64943624        1399322.40776583                       1                       1                       1 
                    7.9                    0.15       0.178152101400934        1.13753042758261       0.658904100053309       0.255471219292094       -4495.89101114772        96829.1092453226       -71.3632677622957        296.487777145494        300.360314933072        1.52239692371916                       0                       0                       0                       0                       0                       0                       0        88.1996544821739   -0.000921264775681056      0.0490090601697067   1.83100000867853E-005     0.00157386781529345      0.0111573972506395      0.0152009595893227    0.000441621626943584                       0                       0        1453760.08128155        1399696.20324019                       1                       1                       1 
                    7.9                    0.15       0.178385590393596        1.13753048009353       0.658964362352786       0.255471233513802       -4495.89095737654        96829.1093170175        -71.362716607662        296.487763702698        300.360301210218        1.52262217150556                       0                       0                       0                       0                       0                       0                       0        88.1996574227855    -0.00092521940831793      0.0489392587963703   1.83100000867853E-005     0.00157386787618869        0.01112081144542      0.0151795968917374    0.000450792797039434                       0                       0        1454145.51312686        1400069.99871454                       1                       1                       1 
                    7.9                    0.15       0.178619079386257        1.13753053260445       0.659024624652263        0.25547124773551       -4495.89090360535        96829.1093887124       -71.3621654530283        296.487750259902        300.360287487364        1.52284741929196                       0                       0                       0                       0                       0                       0                       0        88.1996603633971   -0.000929174040954804      0.0488694574230338   1.83100000867853E-005     0.00157386793708392      0.0110842256402005      0.0151582341941521    0.000459963967135284                       0                       0        1454530.94497216         1400443.7941889                       1                       1                       1 
                    7.9                    0.15       0.178852568378919        1.13753058511538        0.65908488695174       0.255471261957218       -4495.89084983417        96829.1094604073       -71.3616142983946        296.487736817106        300.360273764509        1.52307266707836                       0                       0                       0                       0                       0                       0                       0        88.1996633040087   -0.000933128673591677      0.0487996560496974   1.83100000867853E-005     0.00157386799797916       0.011047639834981      0.0151368714965668    0.000469135137231133                       0                       0        1454916.37681747        1400817.58966326                       1                       1                       1 
                    7.9                    0.15       0.179086057371581         1.1375306376263       0.659145149251217       0.255471276178926       -4495.89079606299        96829.1095321022       -71.3610631437609         296.48772337431        300.360260041655        1.52329791486476                       0                       0                       0                       0                       0                       0                       0        88.1996662446203   -0.000937083306228552       0.048729854676361   1.83100000867853E-005     0.00157386805887439      0.0110110540297614      0.0151155087989816    0.000478306307326984                       0                       0        1455301.80866278        1401191.38513762                       1                       1                       1 
                    7.9                    0.15       0.179319546364243        1.13753069013722       0.659205411550694       0.255471290400634        -4495.8907422918        96829.1096037971       -71.3605119891272        296.487709931514        300.360246318801        1.52352316265116                       0                       0                       0                       0                       0                       0                       0        88.1996691852319   -0.000941037938865426      0.0486600533030246   1.83100000867853E-005     0.00157386811976962      0.0109744682245419      0.0150941461013963    0.000487477477422835                       0                       0        1455687.24050809        1401565.18061198                       1                       1                       1 
                    7.9                    0.15       0.179553035356905        1.13753074264814       0.659265673850171       0.255471304622342       -4495.89068852062        96829.1096754921       -71.3599608344935        296.487696488718        300.360232595947        1.52374841043756                       0                       0                       0                       0                       0                       0                       0        88.1996721258435     -0.0009449925715023      0.0485902519296882   1.83100000867853E-005     0.00157386818066486      0.0109378824193224       0.015072783403811    0.000496648647518685                       0                       0        1456072.67235339        1401938.97608633                       1                       1                       1 
                    7.9                    0.15       0.179786524349566        1.13753079515906       0.659325936149648        0.25547131884405       -4495.89063474943         96829.109747187       -71.3594096798598        296.487683045922        300.360218873093        1.52397365822396                       0                       0                       0                       0                       0                       0                       0        88.1996750664551   -0.000948947204139174      0.0485204505563517   1.83100000867853E-005     0.00157386824156009      0.0109012966141028      0.0150514207062257    0.000505819817614536                       0                       0         1456458.1041987        1402312.77156069                       1                       1                       1 
                    7.9                    0.15       0.180020013342228        1.13753084766998       0.659386198449125       0.255471333065758       -4495.89058097825        96829.1098188819       -71.3588585252261        296.487669603127        300.360205150238        1.52419890601036                       0                       0                       0                       0                       0                       0                       0        88.1996780070668   -0.000952901836776047      0.0484506491830153   1.83100000867853E-005     0.00157386830245533      0.0108647108088833      0.0150300580086404    0.000514990987710385                       0                       0        1456843.53604401        1402686.56703505                       1                       1                       1 
                    7.9                    0.15        0.18025350233489        1.13753090018091       0.659446460748602       0.255471347287466       -4495.89052720707        96829.1098905768       -71.3583073705923        296.487656160331        300.360191427384        1.52442415379676                       0                       0                       0                       0                       0                       0                       0        88.1996809476784   -0.000956856469412921      0.0483808478096789   1.83100000867853E-005     0.00157386836335056      0.0108281250036638      0.0150086953110551    0.000524162157806236                       0                       0        1457228.96788931        1403060.36250941                       1                       1                       1 
                    7.9                    0.15       0.180486991327552        1.13753095269183        0.65950672304808       0.255471361509174       -4495.89047343588        96829.1099622717       -71.3577562159586        296.487642717535         300.36017770453        1.52464940158316                       0                       0                       0                       0                       0                       0                       0          88.19968388829   -0.000960811102049796      0.0483110464363425   1.83100000867853E-005     0.00157386842424579      0.0107915391984443      0.0149873326134699    0.000533333327902087                       0                       0        1457614.39973462        1403434.15798377                       1                       1                       1 
