      0.080040020010005                    0.15                       0        1.11779163174775                       0                       0                       0                       0                       0       -4257.60729607968       -1969.14358051829   1.83613242295413E-005      0.0184243791412866        298.766117616914        300857.539848049       0.110101912712949                    1007       0.136401918275527   9.99999974737875E-005   9.84029046894252E-005        19.6944139870839 
     0.0840420210105053                    0.15                       0        1.11775939156855                       0                       0                       0                       0                       0       -4258.07772245498       -1996.06870781582   1.83616640475182E-005      0.0182967421753875        298.773278836073        300864.740745373        0.10994365054363                    1007       0.136243656158388   9.99999974737875E-005   9.82614569868562E-005        19.6369248447924 
     0.0880440220110055                    0.15                       0        1.11772745695634                       0                       0                       0                       0                       0       -4258.54577899301       -2022.82990256115   1.83620003494495E-005      0.0181699246596759        298.780365890953        300871.866792771       0.109786937863991                    1007       0.136086943478749   9.99999974737875E-005    9.8121394045705E-005        19.5797334549843 
     0.0920460230115058                    0.15                       0        1.11769552234413                       0                       0                       0                       0                       0       -4259.01383553105       -2049.59109730647   1.83623366513809E-005      0.0180431071439643        298.787452945833         300878.99284017       0.109630225184353                    1007        0.13593023079911   9.99999974737875E-005   9.79813311045538E-005        19.5225420651763 
      0.096048024012006                    0.15                       0        1.11766811005171                       0                       0                       0                       0                       0       -4259.43913851457       -2073.26386227782   1.83626217222354E-005      0.0179297463132582        298.793458298363        300885.035173837       0.109487516279069                    1007       0.135787519038827   9.99999974737875E-005   9.78537852746428E-005        19.4711476498213 
      0.100050025012506                    0.15                       0        1.11764324820596                       0                       0                       0                       0                       0       -4259.84032983288       -2095.19484962208   1.83628779003679E-005      0.0178239746312757        298.798853604659        300890.466326913       0.109352705063761                    1007       0.135652703358389   9.99999974737875E-005   9.77332987032901E-005        19.4230225464295 
      0.104052026013007                    0.15                       0        1.11761838636021                       0                       0                       0                       0                       0        -4260.2415211512       -2117.12583696634   1.83631340785004E-005      0.0177182029492933        298.804248910955         300895.89747999       0.109217893848454                    1007       0.135517887677951   9.99999974737875E-005   9.76128121319375E-005        19.3748974430376 
      0.108054027013507                    0.15                       0        1.11759478739347                       0                       0                       0                       0                       0       -4260.62838792443       -2138.01055776912    1.8363376257057E-005      0.0176166455862879         298.80934855245        300901.031531391       0.109084833258686                    1007       0.135384824646897   9.99999974737875E-005   9.74938902190538E-005        19.3287877650068 
      0.112056028014007                    0.15                       0        1.11757410490972                       0                       0                       0                       0                       0       -4260.98217370404       -2156.47903871369   1.83635861051017E-005      0.0175248207389309        298.813765387943        300905.479458479       0.108955815549998                    1007       0.135255809170774   9.99999974737875E-005   9.73785817163359E-005        19.2873324947157 
      0.116058029014507                    0.15                       0        1.11755342242597                       0                       0                       0                       0                       0       -4261.33595948365       -2174.94751965827   1.83637959531464E-005       0.017432995891574        298.818182223436        300909.927385568        0.10882679784131                    1007       0.135126793694651   9.99999974737875E-005    9.7263273213618E-005        19.2458772244246 
      0.120060030015007                    0.15                       0        1.11753273994223                       0                       0                       0                       0                       0       -4261.68974526326       -2193.41600060284    1.8364005801191E-005      0.0173411710442171        298.822599058929        300914.375312656       0.108697780132622                    1007       0.134997778218528   9.99999974737875E-005   9.71479647109001E-005        19.2044219541335 
      0.124062031015508                    0.15                       0        1.11751474601856                       0                       0                       0                       0                       0       -4262.00894099393       -2209.39569223088   1.83641872478864E-005      0.0172590200582882        298.826424686953        300918.217843297       0.108569107111124                    1007       0.134869107429596   9.99999974737875E-005   9.70329633635155E-005        19.1678667569411 
      0.128064032016008                    0.15                       0        1.11749684977615                       0                       0                       0                       0                       0       -4262.32687999273       -2225.28496071766   1.83643676626988E-005      0.0171772205448333        298.830228835121        300922.038378564       0.108440446612864                    1007       0.134740449163901   9.99999974737875E-005   9.69179731757537E-005        19.1314895900862 
      0.132066033016508                    0.15                       0        1.11747895353374                       0                       0                       0                       0                       0       -4262.64481899153       -2241.17422920444   1.83645480775113E-005      0.0170954210313783        298.834032983289        300925.858913832       0.108311786114603                    1007       0.134611790898205   9.99999974737875E-005   9.68029829879919E-005        19.0951124232313 
      0.136068034017009                    0.15                       0          1.117462290532                       0                       0                       0                       0                       0       -4262.94521601621       -2255.81654804453   1.83647151488217E-005        0.01701843781325        298.837555862892        300929.409063907       0.108182454341021                    1007       0.134482459955778   9.99999974737875E-005    9.6687394737625E-005        19.0612372550564 
      0.140070035017509                    0.15                       0        1.11744635894693                       0                       0                       0                       0                       0       -4263.23520915731       -2269.71931962075   1.83648743062997E-005      0.0169443110681478          298.8409119263        300932.798852551       0.108052724444043                    1007       0.134352730058801   9.99999974737875E-005   9.65714517852344E-005        19.0288459850348 
      0.144072036018009                    0.15                       0        1.11743042736187                       0                       0                       0                       0                       0       -4263.52520229841       -2283.62209119696   1.83650334637777E-005      0.0168701843230455        298.844267989708        300936.188641196       0.107922994547066                    1007       0.134223000161823   9.99999974737875E-005   9.64555088328438E-005        18.9964547150131 
      0.148074037018509                    0.15                       0        1.11741492120906                       0                       0                       0                       0                       0       -4263.80873517814       -2297.06777802964   1.83651881879809E-005       0.016797842966647        298.847528424246        300939.480505878        0.10779295660082                    1007       0.134092961567053   9.99999974737875E-005   9.63392897507641E-005        18.9649968225995 
      0.152076038019009                    0.15                       0        1.11740045418675                       0                       0                       0                       0                       0        -4264.0764886838       -2309.39702224159    1.8365332083783E-005      0.0167298624734616        298.850555282524        300942.533188469       0.107662166235386                    1007       0.133962168969054   9.99999974737875E-005   9.62223962139841E-005        18.9358187318146 
       0.15607803901951                    0.15                       0        1.11738598716444                       0                       0                       0                       0                       0       -4264.34424218945       -2321.72626645354   1.83654759795851E-005      0.0166618819802761        298.853582140802        300945.585871061       0.107531375869952                    1007       0.133831376371054   9.99999974737875E-005   9.61055026772041E-005        18.9066406410297 
       0.16008004002001                    0.15                       0        1.11737152014213                       0                       0                       0                       0                       0       -4264.61199569511       -2334.05551066549   1.83656198753871E-005      0.0165939014870906         298.85660899908        300948.638553652       0.107400585504518                    1007       0.133700583773055   9.99999974737875E-005   9.59886091404241E-005        18.8774625502449 
       0.16408204102051                    0.15                       0        1.11735817681199                       0                       0                       0                       0                       0        -4264.8625938946       -2345.16888998699   1.83657523404013E-005      0.0165307717048388        298.859391777798        300951.432372436       0.107269220523771                    1007       0.133569216559743   9.99999974737875E-005    9.5871200179029E-005        18.8508064332994 
      0.168084042021011                    0.15                       0        1.11734488858409                       0                       0                       0                       0                       0       -4265.11235085316       -2356.22264721228   1.83658842448866E-005      0.0164678797858202        298.862162587641        300954.213497374       0.107137827365741                    1007       0.133437821169148   9.99999974737875E-005   9.57537659428715E-005        18.8242739858241 
      0.172086043021511                    0.15                       0        1.11733160035619                       0                       0                       0                       0                       0       -4265.36210781172       -2367.27640443757   1.83660161493718E-005      0.0164049878668016        298.864933397485        300956.994622311        0.10700643420771                    1007       0.133306425778552   9.99999974737875E-005   9.56363317067141E-005        18.7977415383488 
      0.176088044022011                    0.15                       0        1.11731892827155                       0                       0                       0                       0                       0       -4265.60276134161       -2377.68097903932   1.83661413384284E-005      0.0163447554724076        298.867574641202        300959.648840045       0.106875001165406                    1007       0.133174994629642   9.99999974737875E-005   9.55188638934136E-005        18.7725758726684 
      0.180090045022511                    0.15                       0        1.11730664023284                       0                       0                       0                       0                       0       -4265.83774064767       -2387.68091406543   1.83662623417165E-005      0.0162861807762891        298.870135125546        300962.223955728       0.106743543262986                    1007       0.133043541192352   9.99999974737875E-005   9.54013751512706E-005        18.7482621305999 
      0.184092046023012                    0.15                       0        1.11729435219414                       0                       0                       0                       0                       0       -4266.07271995373       -2397.68084909154   1.83663833450046E-005      0.0162276060801706         298.87269560989        300964.799071411       0.106612085360566                    1007       0.132912087755063   9.99999974737875E-005   9.52838864091275E-005        18.7239483885314 
      0.188094047023512                    0.15                       0        1.11728229321141                       0                       0                       0                       0                       0       -4266.30427274184       -2407.43421759708   1.83665020688687E-005       0.016170070538779        298.875205104383        300967.324584167       0.106480749455346                    1007       0.132780753825234   9.99999974737875E-005   9.51665064714872E-005        18.7001611166683 
      0.192096048024012                    0.15                       0        1.11727082675669                       0                       0                       0                       0                       0       -4266.52696172305       -2416.54976133086    1.8366614896259E-005      0.0161152231102141        298.877582696988        300969.721782766         0.1063497291357                    1007       0.132649729040457   9.99999974737875E-005   9.50494079922012E-005        18.6777357318033 
      0.196098049024512                    0.15                       0        1.11725936030197                       0                       0                       0                       0                       0       -4266.74965070426       -2425.66530506464   1.83667277236492E-005      0.0160603756816492        298.879960289593        300972.118981366       0.106218708816053                    1007        0.13251870425568   9.99999974737875E-005   9.49323095129153E-005        18.6553103469383 
      0.200100050025012                    0.15                       0        1.11724789384725                       0                       0                       0                       0                       0       -4266.97233968547       -2434.78084879842   1.83668405510395E-005      0.0160055282530843        298.882337882198        300974.516179965       0.106087688496406                    1007       0.132387679470903   9.99999974737875E-005   9.48152110336294E-005        18.6328849620733 
      0.204102051025513                    0.15                       0        1.11723706643542                       0                       0                       0                       0                       0       -4267.18524740886       -2443.18814680778   1.83669467066787E-005      0.0159537562184509        298.884560490084        300976.763491121       0.105957473286722                    1007       0.132257466102434   9.99999974737875E-005   9.46988331034545E-005        18.6119905894491 
      0.208104052026013                    0.15                       0        1.11722627868051                       0                       0                       0                       0                       0        -4267.3975481393       -2451.55149339807   1.83670524482908E-005      0.0159021750327317        298.886773480124         300979.00150075       0.105827308039536                    1007       0.132127303087813   9.99999974737875E-005   9.45824998882068E-005        18.5911912264497 
      0.212106053026513                    0.15                       0         1.1172154909256                       0                       0                       0                       0                       0       -4267.60984886975       -2459.91483998835    1.8367158189903E-005      0.0158505938470125        298.888986470164         300981.23951038        0.10569714279235                    1007       0.131997140073192   9.99999974737875E-005   9.44661666729591E-005        18.5703918634503 
      0.216108054027014                    0.15                       0        1.11720507016118                       0                       0                       0                       0                       0       -4267.81684421312       -2467.88722376325   1.83672596492919E-005      0.0158007605883734        298.891122089976        300983.392633817       0.105567702081515                    1007       0.131867700245692   9.99999974737875E-005   9.43504804028131E-005        18.5504484085991 
      0.220110055027514                    0.15                       0        1.11719488966399                       0                       0                       0                       0                       0        -4268.0203661401       -2475.60364569492   1.83673583051259E-005      0.0157520716908337        298.893207055798        300985.490182591       0.105438735721826                    1007       0.131738733886003   9.99999974737875E-005   9.42352176851231E-005        18.5310653135024 
      0.224112056028014                    0.15                       0        1.11718470916681                       0                       0                       0                       0                       0       -4268.22388806708       -2483.32006762659   1.83674569609599E-005       0.015703382793294        298.895292021621        300987.587731366       0.105309769362137                    1007       0.131609767526314   9.99999974737875E-005   9.41199549674331E-005        18.5116822184057 
      0.228114057028514                    0.15                       0        1.11717468133385                       0                       0                       0                       0                       0       -4268.42541680997       -2490.88641452074   1.83675541608744E-005      0.0156553846864536        298.897345233286        300989.652763882       0.105181193608174                    1007       0.131481192368695   9.99999974737875E-005   9.40050410880512E-005        18.4926314733218 
      0.232116058029015                    0.15                       0        1.11716507237336                       0                       0                       0                       0                       0         -4268.621476754        -2498.0409930307   1.83676473661098E-005      0.0156092819365943        298.899311319478        300991.628579915       0.105053689578672                    1007       0.131353690571759   9.99999974737875E-005   9.38910843337769E-005        18.4744926135858 
      0.236118059029515                    0.15                       0        1.11715546341286                       0                       0                       0                       0                       0       -4268.81753669804       -2505.19557154065   1.83677405713452E-005      0.0155631791867349        298.901277405671        300993.604395948        0.10492618554917                    1007       0.131226188774822   9.99999974737875E-005   9.37771275795026E-005        18.4563537538499 
      0.240120060030015                    0.15                       0        1.11714585445236                       0                       0                       0                       0                       0       -4269.01359664207       -2512.35015005061   1.83678337765807E-005      0.0155170764368756        298.903243491863        300995.580211981       0.104798681519668                    1007       0.131098686977886   9.99999974737875E-005   9.36631708252283E-005        18.4382148941139 
      0.244122061030515                    0.15                       0          1.117136677305                       0                       0                       0                       0                       0       -4269.20353414012       -2519.04710973651   1.83679219133964E-005      0.0154731402783028        298.905107537289        300997.451538269       0.104672728280624                    1007       0.130972733895382   9.99999974737875E-005   9.35506007905836E-005         18.421100162279 
      0.248124062031016                    0.15                       0        1.11712753271806                       0                       0                       0                       0                       0       -4269.39300998155        -2525.7095631556   1.83680096680333E-005      0.0154293674892704        298.906963888438        300999.314985618       0.104546891977305                    1007       0.130846897592063   9.99999974737875E-005   9.34381353200761E-005        18.4040626537329 
      0.252126063031516                    0.15                       0        1.11711838813112                       0                       0                       0                       0                       0       -4269.58248582299       -2532.37201657469   1.83680974226701E-005      0.0153855947002381        298.908820239588        301001.178432966       0.104421055673986                    1007       0.130721061288744   9.99999974737875E-005   9.33256698495686E-005        18.3870251451867 
      0.256128064032016                    0.15                       0        1.11710949758699                       0                       0                       0                       0                       0       -4269.76875327312       -2538.77719169643    1.8368182916082E-005      0.0153430736012917        298.910616975358        301002.986383817       0.104296299052602                    1007        0.13059630466736   9.99999974737875E-005   9.32141695990811E-005        18.3705695640331 
      0.260130065032516                    0.15                       0        1.11710078165256                       0                       0                       0                       0                       0       -4269.95281551909       -2545.00553328422   1.83682668552999E-005      0.0153014128189115        298.912372736051        301004.756190595       0.104172284522463                    1007       0.130472290137221   9.99999974737875E-005   9.31033327674242E-005        18.3545139555099 
      0.264132066033017                    0.15                       0        1.11709206571813                       0                       0                       0                       0                       0       -4270.13687776505       -2551.23387487201   1.83683507945178E-005      0.0152597520365312        298.914128496743        301006.525997374       0.104048269992324                    1007       0.130348275607082   9.99999974737875E-005   9.29924959357674E-005        18.3384583469866 
      0.268134067033517                    0.15                       0         1.1170834501485                       0                       0                       0                       0                       0       -4270.31974410057       -2557.36370333604   1.83684334807349E-005      0.0152185831699761        298.915863235573        301008.274277764        0.10392474930262                    1007       0.130224753776868   9.99999974737875E-005   9.28821001603585E-005        18.3226278475847 
      0.272136068034017                    0.15                       0        1.11707512714554                       0                       0                       0                       0                       0       -4270.49912431802       -2563.20636282497   1.83685125144141E-005      0.0151788482541268        298.917536694983        301009.959808029       0.103802668173919                    1007       0.130102668183037   9.99999974737875E-005   9.27729900783264E-005         18.307453548628 
      0.276138069034517                    0.15                       0        1.11706680414258                       0                       0                       0                       0                       0       -4270.67850453547       -2569.04902231389   1.83685915480933E-005      0.0151391133382775        298.919210154394        301011.645338294       0.103680587045218                    1007       0.129980582589206   9.99999974737875E-005   9.26638799962942E-005        18.2922792496712 
      0.280140070035018                    0.15                       0        1.11705848113962                       0                       0                       0                       0                       0       -4270.85788475292       -2574.89168180282   1.83686705817724E-005      0.0150993784224282        298.920883613804        301013.330868559       0.103558505916518                    1007       0.129858496995375   9.99999974737875E-005    9.2554769914262E-005        18.2771049507145 
      0.284142071035518                    0.15                       0        1.11705045332725                       0                       0                       0                       0                       0        -4271.0332346349       -2580.41789278428   1.83687461121453E-005      0.0150612632111796        298.922473107892        301014.939016383       0.103438269728986                    1007       0.129738264542451   9.99999974737875E-005   9.24473093890037E-005        18.2626595757138 
      0.288144072036018                    0.15                       0        1.11704245181368                       0                       0                       0                       0                       0       -4271.20822545062       -2585.91591108054   1.83688213304055E-005      0.0150232923008863        298.924055121433        301016.540270135       0.103318197908939                    1007       0.129618197187535   9.99999974737875E-005   9.23399958242578E-005        18.2482791412109 
      0.292146073036518                    0.15                       0         1.1170344503001                       0                       0                       0                       0                       0       -4271.38321626634        -2591.4139293768   1.83688965486657E-005       0.014985321390593        298.925637134974        301018.141523887       0.103198126088893                    1007       0.129498129832619   9.99999974737875E-005    9.2232682259512E-005        18.2338987067081 
      0.296148074037018                    0.15                       0        1.11702665631445                       0                       0                       0                       0                       0       -4271.55616699952       -2596.73220790083   1.83689698669509E-005      0.0149482934353216         298.92718195951        301019.699255878        0.10307925274263                    1007       0.129379258357387   9.99999974737875E-005   9.21264402806237E-005        18.2199366485077 
      0.300150075037519                    0.15                       0        1.11701901201131                       0                       0                       0                       0                       0       -4271.72764629385       -2601.92084653166   1.83690418148519E-005      0.0149119455999079        298.928699960942        301021.225597174       0.102961243812802                    1007       0.129261249427559   9.99999974737875E-005   9.20209711984316E-005        18.2062763502265 
      0.304152076038019                    0.15                       0        1.11701136770816                       0                       0                       0                       0                       0       -4271.89912558818        -2607.1094851625    1.8369113762753E-005      0.0148755977644942        298.930217962375        301022.751938469       0.102843234882974                    1007       0.129143240497731   9.99999974737875E-005   9.19155021162395E-005        18.1926160519453 
      0.308154077038519                    0.15                       0        1.11700378435143                       0                       0                       0                       0                       0       -4272.06978464818       -2612.23002651228   1.83691850463907E-005      0.0148396153355193        298.931720361524        301024.262303027       0.102725736923579                    1007       0.129025741994172   9.99999974737875E-005   9.18104895157623E-005        18.1791155377646 
       0.31215607803902                    0.15                       0        1.11699639009559                       0                       0                       0                       0                       0       -4272.23789873452       -2617.13927972287   1.83692542689925E-005      0.0148047666676182        298.933174350847        301025.723095923       0.102609824372447                    1007       0.128909827210475   9.99999974737875E-005   9.17068932592364E-005        18.1661107920598 
       0.31615807903952                    0.15                       0        1.11698899583974                       0                       0                       0                       0                       0       -4272.40601282086       -2622.04853293346   1.83693234915942E-005      0.0147699179997171        298.934628340171        301027.183888819       0.102493911821315                    1007       0.128793912426778   9.99999974737875E-005   9.16032970027104E-005        18.1531060463551 
       0.32016008004002                    0.15                       0        1.11698160158389                       0                       0                       0                       0                       0        -4272.5741269072       -2626.95778614405    1.8369392714196E-005       0.014735069331816        298.936082329495        301028.644681716       0.102377999270183                    1007       0.128677997643081   9.99999974737875E-005   9.14997007461845E-005        18.1401013006503 
       0.32416208104052                    0.15                       0        1.11697446638015                       0                       0                       0                       0                       0       -4272.73972093469       -2631.63744872925   1.83694589721817E-005      0.0147014805071499         298.93747000148        301030.046054277       0.102263999252155                    1007       0.128563997416332   9.99999974737875E-005    9.1397814084912E-005        18.1276395281534 
      0.328164082041021                    0.15                       0        1.11696735789264                       0                       0                       0                       0                       0        -4272.9050550666       -2636.29343345989   1.83695249244243E-005       0.014668021611068        298.938850834109        301031.441298774        0.10215019647511                    1007       0.128450194639287   9.99999974737875E-005   9.12961037354889E-005        18.1152337528933 
      0.332166083041521                    0.15                       0        1.11696024940514                       0                       0                       0                       0                       0       -4273.07038919851       -2640.94941819054   1.83695908766669E-005      0.0146345627149861        298.940231666737        301032.836543272       0.102036393698065                    1007       0.128336391862241   9.99999974737875E-005   9.11943933860657E-005        18.1028279776332 
      0.336168084042021                    0.15                       0        1.11695328326509                       0                       0                       0                       0                       0       -4273.23430733922        -2645.4741322077   1.83696549671525E-005      0.0146018389100884        298.941586470115        301034.199803027       0.101923793248679                    1007       0.128223791412856   9.99999974737875E-005    9.1093756649868E-005        18.0907348787385 
      0.340170085042521                    0.15                       0        1.11694642482488                       0                       0                       0                       0                       0       -4273.39715414348       -2649.89952703402    1.8369717649036E-005      0.0145696712738875        298.942921579808        301035.538863182       0.101812102478286                    1007       0.128112100642463   9.99999974737875E-005   9.09939322075476E-005        18.0788783502316 
      0.344172086043021                    0.15                       0        1.11693956638468                       0                       0                       0                       0                       0       -4273.56000094774       -2654.32492186034   1.83697803309194E-005      0.0145375036376865        298.944256689502        301036.877923337       0.101700411707893                    1007        0.12800040987207   9.99999974737875E-005   9.08941077652272E-005        18.0670218217248 
      0.348174087043522                    0.15                       0        1.11693275767961                       0                       0                       0                       0                       0       -4273.72233846415       -2658.70145900587   1.83698426333539E-005      0.0145056155026183        298.945576944967        301038.203945723         0.1015892084455                    1007       0.127889206091603   9.99999974737875E-005   9.07947194363082E-005        18.0552828007784 
      0.352176088044022                    0.15                       0        1.11692611356566                       0                       0                       0                       0                       0       -4273.88299056755       -2662.91630886244   1.83699036800578E-005      0.0144746523353273        298.946848042552        301039.486821536       0.101479618518933                    1007       0.127779613932471   9.99999974737875E-005   9.06967743603723E-005        18.0439326537735 
      0.356178089044522                    0.15                       0        1.11691946945171                       0                       0                       0                       0                       0       -4274.04364267094       -2667.13115871901   1.83699647267617E-005      0.0144436891680363        298.948119140136        301040.769697349       0.101370028592367                    1007       0.127670021773339   9.99999974737875E-005   9.05988292844364E-005        18.0325825067685 
