VARIABLES = "X"
 "Y"
 "Z"
 "RHO"
 "U"
 "V"
 "W"
 "VelocityMagnitude"
 "Mach"
 "P"
 "P_tot"
 "Vislam"
 "SkinFrictionCoefficient"
 "T"
 "H0"
 "COND_TURB"
 "CP"
 "COND_eff"
 "Ywall"
 "VIS_T"
 "YPLUS"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15    0.000151050350116706        1.11319630491964        32.9273659061353   3.43178214881689E-005   4.65221463443451E-005        32.9273659061353       0.095079975415975        -4500.4233258613       -3892.20419192333   1.83837517127217E-005                       0        299.222864753057        301878.412893073       0.189296827394297                    1007       0.215596824747374       0.000152372604093    0.000169182860693154                       0 
                    7.9                    0.15    0.000152050683561187        1.11320373733773        32.9958544728437   3.43875973223972E-005   4.68391375779073E-005        32.9958544728437      0.0952780353090288       -4500.42332175458       -3889.81284959472   1.83836568757151E-005                       0        299.221240798278        301878.536686321       0.191220078684651                    1007       0.217520076100392    0.000153374818691911    0.000170901754527442                       0 
                    7.9                    0.15    0.000153051017005669        1.11321116975583        33.0643430395521   3.44573731566255E-005   4.71561288114695E-005        33.0643430395521      0.0954760952020825       -4500.42331764785       -3887.42150726611   1.83835620387085E-005                       0        299.219616843498         301878.66047957       0.193143329975005                    1007        0.21944332745341    0.000154377033290821     0.00017262064836173                       0 
                    7.9                    0.15     0.00015405135045015        1.11321860217392        33.1328316062605   3.45271489908537E-005   4.74731200450317E-005        33.1328316062605      0.0956741550951362       -4500.42331354112        -3885.0301649375   1.83834672017019E-005                       0        299.217992888719        301878.784272819       0.195066581265359                    1007       0.221366578806428    0.000155379247889731    0.000174339542196018                       0 
                    7.9                    0.15    0.000155051683894632        1.11322603459202        33.2013201729689    3.4596924825082E-005   4.77901112785939E-005        33.2013201729689      0.0958722149881899       -4500.42330943439       -3882.63882260889   1.83833723646953E-005                       0         299.21636893394        301878.908066068       0.196989832555713                    1007       0.223289830159445    0.000156381462488641    0.000176058436030306                       0 
                    7.9                    0.15    0.000156052017339113        1.11323346701012        33.2698087396773   3.46667006593103E-005    4.8107102512156E-005        33.2698087396773      0.0960702748812436       -4500.42330532766       -3880.24748028028   1.83832775276886E-005                       0         299.21474497916        301879.031859317       0.198913083846067                    1007       0.225213081512463    0.000157383677087552    0.000177777329864594                       0 
                    7.9                    0.15    0.000157052350783595        1.11324089942821        33.3382973063857   3.47364764935386E-005   4.84240937457182E-005        33.3382973063857      0.0962683347742973       -4500.42330122093       -3877.85613795167    1.8383182690682E-005                       0        299.213121024381        301879.155652566       0.200836335136421                    1007       0.227136332865481    0.000158385891686462    0.000179496223698882                       0 
                    7.9                    0.15    0.000158052684228076        1.11324833184631        33.4067858730941   3.48062523277668E-005   4.87410849792804E-005        33.4067858730941       0.096466394667351        -4500.4232971142       -3875.46479562307   1.83830878536754E-005                       0        299.211497069601        301879.279445815       0.202759586426775                    1007       0.229059584218498    0.000159388106285372    0.000181215117533169                       0 
                    7.9                    0.15    0.000159053017672558         1.1132557642644        33.4752744398025   3.48760281619951E-005   4.90580762128426E-005        33.4752744398025      0.0966644545604047       -4500.42329300747       -3873.07345329446   1.83829930166688E-005                       0        299.209873114822        301879.403239064       0.204682837717129                    1007       0.230982835571516    0.000160390320884283    0.000182934011367457                       0 
                    7.9                    0.15    0.000160053351117039         1.1132631966825        33.5437630065109   3.49458039962234E-005   4.93750674464048E-005        33.5437630065109      0.0968625144534585       -4500.42328890074       -3870.68211096585   1.83828981796622E-005                       0        299.208249160043        301879.527032313       0.206606089007483                    1007       0.232906086924534    0.000161392535483193    0.000184652905201745                       0 
                    7.9                    0.15    0.000161053684561521         1.1132706291006        33.6122515732193   3.50155798304517E-005    4.9692058679967E-005        33.6122515732193      0.0970605743465122       -4500.42328479401       -3868.29076863724   1.83828033426556E-005                       0        299.206625205264        301879.650825562       0.208529340297837                    1007       0.234829338277551    0.000162394750082103    0.000186371799036033                       0 
                    7.9                    0.15    0.000162054018006002        1.11327806151869        33.6807401399277   3.50853556646799E-005   5.00090499135291E-005        33.6807401399277      0.0972586342395659       -4500.42328068728       -3865.89942630863    1.8382708505649E-005                       0        299.205001250484        301879.774618811       0.210452591588191                    1007       0.236752589630569    0.000163396964681013    0.000188090692870321                       0 
                    7.9                    0.15    0.000163054351450484        1.11328549393679        33.7492287066361   3.51551314989082E-005   5.03260411470913E-005        33.7492287066361      0.0974566941326196       -4500.42327658055       -3863.50808398002   1.83826136686424E-005                       0        299.203377295705         301879.89841206       0.212375842878545                    1007       0.238675840983587    0.000164399179279924    0.000189809586704609                       0 
                    7.9                    0.15    0.000164054684894965        1.11329277283532        33.8160457718185   3.52231035883385E-005   5.06435448831309E-005        33.8160457718185      0.0976499235868571       -4500.42327270508       -3861.16594303549   1.83825207942289E-005                       0         299.20177819132         301880.01976711       0.214288739529951                    1007       0.240588737694128     0.00016540139365091    0.000191519226161237                       0 
                    7.9                    0.15    0.000165055018339447        1.11329747897787        33.8548509959946    3.5260847639258E-005   5.09696373866294E-005        33.8548509959946      0.0977622021822368       -4500.42327270508       -3859.64834297637   1.83824608099125E-005                       0         299.20059554202        301880.100261634       0.216028108071825                    1007       0.242328106236002    0.000166403604202237    0.000193073776225727                       0 
                    7.9                    0.15    0.000166055351783928        1.11330218512041        33.8936562201707   3.52985916901775E-005   5.12957298901279E-005        33.8936562201707      0.0978744807776164       -4500.42327270508       -3858.13074291724   1.83824008255962E-005                       0        299.199412892719        301880.180756158       0.217767476613699                    1007       0.244067474777875    0.000167405814753563    0.000194628326290218                       0 
                    7.9                    0.15    0.000167055685228409        1.11330689126296        33.9324614443468    3.5336335741097E-005   5.16218223936263E-005        33.9324614443468       0.097986759372996       -4500.42327270508       -3856.61314285811   1.83823408412798E-005                       0        299.198230243419        301880.261250682       0.219506845155572                    1007       0.245806843319749     0.00016840802530489    0.000196182876354709                       0 
                    7.9                    0.15    0.000168056018672891         1.1133115974055        33.9712666685229   3.53740797920166E-005   5.19479148971248E-005        33.9712666685229      0.0980990379683757       -4500.42327270508       -3855.09554279899   1.83822808569634E-005                       0        299.197047594118        301880.341745206       0.221246213697446                    1007       0.247546211861623    0.000169410235856217      0.0001977374264192                       0 
                    7.9                    0.15    0.000169056352117372        1.11331630354804         34.010071892699   3.54118238429361E-005   5.22740074006232E-005         34.010071892699      0.0982113165637553       -4500.42327270508       -3853.57794273986    1.8382220872647E-005                       0        299.195864944818         301880.42223973        0.22298558223932                    1007       0.249285580403497    0.000170412446407543    0.000199291976483691                       0 
                    7.9                    0.15    0.000170056685561854        1.11332100969059        34.0488771168751   3.54495678938556E-005   5.26000999041217E-005        34.0488771168751       0.098323595159135       -4500.42327270508       -3852.06034268074   1.83821608883306E-005                       0        299.194682295517        301880.502734254       0.224724950781194                    1007       0.251024948945371     0.00017141465695887    0.000200846526548181                       0 
                    7.9                    0.15    0.000171057019006335        1.11332571583313        34.0876823410512   3.54873119447751E-005   5.29261924076202E-005        34.0876823410512      0.0984358737545147       -4500.42327270508       -3850.54274262161   1.83821009040142E-005                       0        299.193499646217        301880.583228778       0.226464319323068                    1007       0.252764317487244    0.000172416867510197    0.000202401076612672                       0 
                    7.9                    0.15    0.000172057352450817        1.11333042197568        34.1264875652273   3.55250559956946E-005   5.32522849111186E-005        34.1264875652273      0.0985481523498943       -4500.42327270508       -3849.02514256248   1.83820409196978E-005                       0        299.192316996916        301880.663723302       0.228203687864941                    1007       0.254503686029118    0.000173419078061523    0.000203955626677163                       0 
                    7.9                    0.15    0.000173057685895298        1.11333512811822        34.1652927894034   3.55628000466142E-005   5.35783774146171E-005        34.1652927894034      0.0986604309452739       -4500.42327270508       -3847.50754250336   1.83819809353814E-005                       0        299.191134347616        301880.744217826       0.229943056406815                    1007       0.256243054570992     0.00017442128861285    0.000205510176741654                       0 
                    7.9                    0.15     0.00017405801933978        1.11333983426077        34.2040980135795   3.56005440975337E-005   5.39044699181156E-005        34.2040980135795      0.0987727095406536       -4500.42327270508       -3845.98994244423   1.83819209510651E-005                       0        299.189951698315         301880.82471235       0.231682424948689                    1007       0.257982423112866    0.000175423499164177    0.000207064726806145                       0 
                    7.9                    0.15    0.000175058352784261        1.11334454040331        34.2429032377556   3.56382881484532E-005    5.4230562421614E-005        34.2429032377556      0.0988849881360332       -4500.42327270508        -3844.4723423851   1.83818609667487E-005                       0        299.188769049015        301880.905206874       0.233421793490563                    1007        0.25972179165474    0.000176425709715503    0.000208619276870636                       0 
                    7.9                    0.15    0.000176058686228743        1.11334924654586        34.2817084619317   3.56760321993727E-005   5.45566549251125E-005        34.2817084619317      0.0989972667314129       -4500.42327270508       -3842.95474232598   1.83818009824323E-005                       0        299.187586399714        301880.985701398       0.235161162032436                    1007       0.261461160196613     0.00017742792026683    0.000210173826935126                       0 
                    7.9                    0.15    0.000177059019673224         1.1133539526884        34.3205136861079   3.57137762502923E-005    5.4882747428611E-005        34.3205136861079      0.0991095453267925       -4500.42327270508       -3841.43714226685   1.83817409981159E-005                       0        299.186403750414        301881.066195922        0.23690053057431                    1007       0.263200528738487    0.000178430130818157    0.000211728376999617                       0 
                    7.9                    0.15    0.000178059353117706        1.11335865883095         34.359318910284   3.57515203012118E-005   5.52088399321094E-005         34.359318910284      0.0992218239221722       -4500.42327270508       -3839.91954220773   1.83816810137995E-005                       0        299.185221101113        301881.146690446       0.238639899116184                    1007       0.264939897280361    0.000179432341369483    0.000213282927064108                       0 
                    7.9                    0.15    0.000179059686562187        1.11336336497349        34.3981241344601   3.57892643521313E-005   5.55349324356079E-005        34.3981241344601      0.0993341025175518       -4500.42327270508        -3838.4019421486   1.83816210294831E-005                       0        299.184038451813         301881.22718497       0.240379267658058                    1007       0.266679265822235     0.00018043455192081    0.000214837477128599                       0 
                    7.9                    0.15    0.000180060020006669        1.11336807111603        34.4369293586362   3.58270084030508E-005   5.58610249391063E-005        34.4369293586362      0.0994463811129314       -4500.42327270508       -3836.88434208947   1.83815610451667E-005                       0        299.182855802512        301881.307679494       0.242118636199932                    1007       0.268418634364109    0.000181436762472137     0.00021639202719309                       0 
                    7.9                    0.15     0.00018106035345115        1.11337277725858        34.4757345828123   3.58647524539703E-005   5.61871174426048E-005        34.4757345828123      0.0995586597083111       -4500.42327270508       -3835.36674203035   1.83815010608504E-005                       0        299.181673153212        301881.388174018       0.243858004741805                    1007       0.270158002905982    0.000182438973023463     0.00021794657725758                       0 
                    7.9                    0.15    0.000182060686895632        1.11337748340112        34.5145398069884   3.59024965048899E-005   5.65132099461033E-005        34.5145398069884      0.0996709383036908       -4500.42327270508       -3833.84914197122    1.8381441076534E-005                       0        299.180490503911        301881.468668542       0.245597373283679                    1007       0.271897371447856     0.00018344118357479    0.000219501127322071                       0 
                    7.9                    0.15    0.000183061020340113        1.11338218954367        34.5533450311645   3.59402405558094E-005   5.68393024496017E-005        34.5533450311645      0.0997832168990704       -4500.42327270508       -3832.33154191209   1.83813810922176E-005                       0        299.179307854611        301881.549163066       0.247336741825553                    1007        0.27363673998973    0.000184443394126117    0.000221055677386562                       0 
                    7.9                    0.15    0.000184061353784595        1.11338689568621        34.5921502553406   3.59779846067289E-005   5.71653949531002E-005        34.5921502553406        0.09989549549445       -4500.42327270508       -3830.81394185297   1.83813211079012E-005                       0         299.17812520531         301881.62965759       0.249076110367427                    1007       0.275376108531604    0.000185445604677443    0.000222610227451053                       0 
                    7.9                    0.15    0.000185061687229076        1.11339160182876        34.6309554795167   3.60157286576484E-005   5.74914874565986E-005        34.6309554795167        0.10000777408983       -4500.42327270508       -3829.29634179384   1.83812611235848E-005                       0         299.17694255601        301881.710152114       0.250815478909301                    1007       0.277115477073478     0.00018644781522877    0.000224164777515544                       0 
                    7.9                    0.15    0.000186062020673558         1.1133963079713        34.6697607036928    3.6053472708568E-005   5.78175799600971E-005        34.6697607036928       0.100120052685209       -4500.42327270508       -3827.77874173472   1.83812011392684E-005                       0        299.175759906709        301881.790646638       0.252554847451174                    1007       0.278854845615351    0.000187450025780097    0.000225719327580034                       0 
                    7.9                    0.15    0.000187062354118039        1.11340101411385        34.7085659278689   3.60912167594875E-005   5.81436724635956E-005        34.7085659278689       0.100232331280589       -4500.42327270508       -3826.26114167559    1.8381141154952E-005                       0        299.174577257409        301881.871141162       0.254294215993048                    1007       0.280594214157225    0.000188452236331423    0.000227273877644525                       0 
                    7.9                    0.15    0.000188062687562521        1.11340572025639         34.747371152045    3.6128960810407E-005    5.8469764967094E-005         34.747371152045       0.100344609875969       -4500.42327270508       -3824.74354161646   1.83810811706356E-005                       0        299.173394608108        301881.951635686       0.256033584534922                    1007       0.282333582699099     0.00018945444688275    0.000228828427709016                       0 
                    7.9                    0.15    0.000189063021007002        1.11341042639894        34.7861763762211   3.61667048613265E-005   5.87958574705925E-005        34.7861763762211       0.100456888471348       -4500.42327270508       -3823.22594155734   1.83810211863193E-005                       0        299.172211958808         301882.03213021       0.257772953076796                    1007       0.284072951240973    0.000190456657434077    0.000230382977773507                       0 
                    7.9                    0.15    0.000190063354451484        1.11341513254148        34.8249816003972   3.62044489122461E-005    5.9121949974091E-005        34.8249816003972       0.100569167066728       -4500.42327270508       -3821.70834149821   1.83809612020029E-005                       0        299.171029309507        301882.112624734        0.25951232161867                    1007       0.285812319782847    0.000191458867985404    0.000231937527837998                       0 
                    7.9                    0.15    0.000191063687895965        1.11341983868402        34.8637868245733   3.62421929631656E-005   5.94480424775894E-005        34.8637868245733       0.100681445662108       -4500.42327270508       -3820.19074143908   1.83809012176865E-005                       0        299.169846660207        301882.193119258       0.261251690160543                    1007        0.28755168832472     0.00019246107853673    0.000233492077902488                       0 
                    7.9                    0.15    0.000192064021340447        1.11342454482657        34.9025920487494   3.62799370140851E-005   5.97741349810879E-005        34.9025920487494       0.100793724257487       -4500.42327270508       -3818.67314137996   1.83808412333701E-005                       0        299.168664010906        301882.273613782       0.262991058702417                    1007       0.289291056866594    0.000193463289088057    0.000235046627966979                       0 
                    7.9                    0.15    0.000193064354784928        1.11342925096911        34.9413972729255   3.63176810650046E-005   6.01002274845864E-005        34.9413972729255       0.100906002852867       -4500.42327270508       -3817.15554132083   1.83807812490537E-005                       0        299.167481361606        301882.354108306       0.264730427244291                    1007       0.291030425408468    0.000194465499639383     0.00023660117803147                       0 
                    7.9                    0.15     0.00019406468822941        1.11343395711166        34.9802024971017   3.63554251159241E-005   6.04263199880848E-005        34.9802024971017       0.101018281448247       -4500.42327270508       -3815.63794126171   1.83807212647373E-005                       0        299.166298712305         301882.43460283       0.266469795786165                    1007       0.292769793950342     0.00019546771019071    0.000238155728095961                       0 
                    7.9                    0.15    0.000195065021673891         1.1134386632542        35.0190077212778   3.63931691668437E-005   6.07524124915833E-005        35.0190077212778       0.101130560043626       -4500.42327270508       -3814.12034120258   1.83806612804209E-005                       0        299.165116063005        301882.515097354       0.268209164328039                    1007       0.294509162492215    0.000196469920742037    0.000239710278160452                       0 
                    7.9                    0.15    0.000196065355118373        1.11344336898311        35.0578120056593   3.64309809294227E-005   6.10785740069465E-005        35.0578120056593       0.101242835898628       -4500.42327270508       -3812.60282331592   1.83806012961046E-005                       0        299.163933519597        301882.595591878       0.269948494401207                    1007       0.296248492461973    0.000197472131293363    0.000241264793838932                       0 
                    7.9                    0.15    0.000197065688562854         1.1134480742063        35.0966151410767   3.64688754742024E-005   6.14048198941015E-005        35.0966151410767       0.101355108403327       -4500.42327270508       -3811.08540589079   1.83805413117882E-005                       0        299.162751105649        301882.676086402       0.271687777443714                    1007       0.297987775274644     0.00019847434184469    0.000242819267478129                       0 
                    7.9                    0.15    0.000198066022007336        1.11345278019172        35.1354200082623   3.65066452460812E-005   6.17309386124554E-005        35.1354200082623       0.101467385957746       -4500.42327270508       -3809.56783704571   1.83804813274718E-005                       0        299.161568496573        301882.756580926       0.273427131372861                    1007       0.299727129164509    0.000199476552396017    0.000244373804480746                       0 
                    7.9                    0.15    0.000199066355451817        1.11345748633426        35.1742252324384   3.65443892970008E-005   6.20570311159539E-005        35.1742252324384       0.101579664553125       -4500.42327270508       -3808.05023698658   1.83804213431554E-005                       0        299.160385847272         301882.83707545       0.275166499914735                    1007       0.301466497706382    0.000200478762947343    0.000245928354545236                       0 
                    7.9                    0.15    0.000200066688896299        1.11346219247681        35.2130304566145   3.65821333479203E-005   6.23831236194523E-005        35.2130304566145       0.101691943148505       -4500.42327270508       -3806.53263692746    1.8380361358839E-005                       0        299.159203197972        301882.917569974       0.276905868456608                    1007       0.303205866248256     0.00020148097349867    0.000247482904609727                       0 
                    7.9                    0.15     0.00020106702234078        1.11346689861935        35.2518356807906   3.66198773988398E-005   6.27092161229508E-005        35.2518356807906       0.101804221743885       -4500.42327270508       -3805.01503686833   1.83803013745226E-005                       0        299.158020548672        301882.998064498       0.278645236998482                    1007        0.30494523479013    0.000202483184049997    0.000249037454674218                       0 
                    7.9                    0.15    0.000202067355785262         1.1134716047619        35.2906409049667   3.66576214497593E-005   6.30353086264492E-005        35.2906409049667       0.101916500339264       -4500.42327270508        -3803.4974368092   1.83802413902062E-005                       0        299.156837899371        301883.078559022       0.280384605540356                    1007       0.306684603332004    0.000203485394601323    0.000250592004738709                       0 
                    7.9                    0.15    0.000203067689229743        1.11347631090444        35.3294461291428   3.66953655006789E-005   6.33614011299477E-005        35.3294461291428       0.102028778934644       -4500.42327270508       -3801.97983675008   1.83801814058899E-005                       0        299.155655250071        301883.159053546        0.28212397408223                    1007       0.308423971873878     0.00020448760515265      0.0002521465548032                       0 
                    7.9                    0.15    0.000204068022674225        1.11348101704699        35.3682513533189   3.67331095515984E-005   6.36874936334462E-005        35.3682513533189       0.102141057530024       -4500.42327270508       -3800.46223669095   1.83801214215735E-005                       0         299.15447260077         301883.23954807       0.283863342624104                    1007       0.310163340415751    0.000205489815703977     0.00025370110486769                       0 
                    7.9                    0.15    0.000205068356118706        1.11348572318953         35.407056577495   3.67708536025179E-005   6.40135861369446E-005         35.407056577495       0.102253336125403       -4500.42327270508       -3798.94463663183   1.83800614372571E-005                       0        299.153289951469        301883.320042594       0.285602711165977                    1007       0.311902708957625    0.000206492026255303    0.000255255654932181                       0 
                    7.9                    0.15    0.000206068689563188        1.11349042933208        35.4458618016711   3.68085976534374E-005   6.43396786404431E-005        35.4458618016711       0.102365614720783       -4500.42327270508        -3797.4270365727   1.83800014529407E-005                       0        299.152107302169        301883.400537118       0.287342079707851                    1007       0.313642077499499     0.00020749423680663    0.000256810204996672                       0 
                    7.9                    0.15    0.000207069023007669        1.11349513547462        35.4846670258472    3.6846341704357E-005   6.46657711439416E-005        35.4846670258472       0.102477893316163       -4500.42327270508       -3795.90943651357   1.83799414686243E-005                       0        299.150924652869        301883.481031642       0.289081448249725                    1007       0.315381446041373    0.000208496447357957    0.000258364755061163                       0 
                    7.9                    0.15    0.000208069356452151        1.11349984161717        35.5234722500233   3.68840857552765E-005     6.499186364744E-005        35.5234722500233       0.102590171911542       -4500.42327270508       -3794.39183645445   1.83798814843079E-005                       0        299.149742003568        301883.561526166       0.290820816791599                    1007       0.317120814583247    0.000209498657909283    0.000259919305125654                       0 
                    7.9                    0.15    0.000209069689896632        1.11350454775971        35.5622774741994    3.6921829806196E-005   6.53179561509385E-005        35.5622774741994       0.102702450506922       -4500.42327270508       -3792.87423639532   1.83798214999915E-005                       0        299.148559354267         301883.64202069       0.292560185333473                    1007        0.31886018312512     0.00021050086846061    0.000261473855190145                       0 
                    7.9                    0.15    0.000210070023341114        1.11350925390225        35.6010826983755   3.69595738571155E-005   6.56440486544369E-005        35.6010826983755       0.102814729102302       -4500.42327270508        -3791.3566363362   1.83797615156752E-005                       0        299.147376704967        301883.722515214       0.294299553875346                    1007       0.320599551666994    0.000211503079011937    0.000263028405254635                       0 
                    7.9                    0.15    0.000211070356785595         1.1135139600448        35.6398879225517    3.6997317908035E-005   6.59701411579354E-005        35.6398879225517       0.102927007697681       -4500.42327270508       -3789.83903627707   1.83797015313588E-005                       0        299.146194055666        301883.803009738        0.29603892241722                    1007       0.322338920208868    0.000212505289563263    0.000264582955319126                       0 
                    7.9                    0.15    0.000212070690230077        1.11351866618734        35.6786931467278   3.70350619589546E-005   6.62962336614339E-005        35.6786931467278       0.103039286293061       -4500.42327270508       -3788.32143621794   1.83796415470424E-005                       0        299.145011406366        301883.883504262       0.297778290959094                    1007       0.324078288750742     0.00021350750011459    0.000266137505383617                       0 
                    7.9                    0.15    0.000213071023674558        1.11352337232989        35.7174983709039   3.70728060098741E-005   6.66223261649323E-005        35.7174983709039       0.103151564888441       -4500.42327270508       -3786.80383615882    1.8379581562726E-005                       0        299.143828757066        301883.963998786       0.299517659500968                    1007       0.325817657292616    0.000214509710665917    0.000267692055448108                       0 
                    7.9                    0.15     0.00021407135711904        1.11352807847243          35.75630359508   3.71105500607936E-005   6.69484186684308E-005          35.75630359508        0.10326384348382       -4500.42327270508       -3785.28623609969   1.83795215784096E-005                       0        299.142646107765         301884.04449331       0.301257028042841                    1007       0.327557025834489    0.000215511921217243    0.000269246605512599                       0 
                    7.9                    0.15    0.000215071690563521        1.11353278461498        35.7951088192561   3.71482941117131E-005   6.72745111719293E-005        35.7951088192561         0.1033761220792       -4500.42327270508       -3783.76863604056   1.83794615940932E-005                       0        299.141463458465        301884.124987834       0.302996396584715                    1007       0.329296394376363     0.00021651413176857    0.000270801155577089                       0 
                    7.9                    0.15    0.000216072024008003        1.11353749075752        35.8339140434322   3.71860381626326E-005   6.76006036754277E-005        35.8339140434322       0.103488400674579       -4500.42327270508       -3782.25103598144   1.83794016097768E-005                       0        299.140280809164        301884.205482358       0.304735765126589                    1007       0.331035762918237    0.000217516342319897     0.00027235570564158                       0 
                    7.9                    0.15    0.000217072357452484        1.11354219690007        35.8727192676083   3.72237822135522E-005   6.79266961789262E-005        35.8727192676083       0.103600679269959       -4500.42327270508       -3780.73343592231   1.83793416254605E-005                       0        299.139098159864        301884.285976883       0.306475133668463                    1007       0.332775131460111    0.000218518552871223    0.000273910255706071                       0 
                    7.9                    0.15    0.000218072690896966        1.11354690304261        35.9115244917844   3.72615262644717E-005   6.82527886824246E-005        35.9115244917844       0.103712957865339       -4500.42327270508       -3779.21583586319   1.83792816411441E-005                       0        299.137915510563        301884.366471406       0.308214502210337                    1007       0.334514500001984     0.00021952076342255    0.000275464805770562                       0 
                    7.9                    0.15    0.000219073024341447        1.11355160918516        35.9503297159605   3.72992703153912E-005   6.85788811859231E-005        35.9503297159605       0.103825236460718       -4500.42327270508       -3777.69823580406   1.83792216568277E-005                       0        299.136732861263        301884.446965931        0.30995387075221                    1007       0.336253868543858    0.000220522973973877    0.000277019355835053                       0 
                    7.9                    0.15    0.000220073357785929         1.1135563153277        35.9891349401366   3.73370143663107E-005   6.89049736894216E-005        35.9891349401366       0.103937515056098       -4500.42327270508       -3776.18063574493   1.83791616725113E-005                       0        299.135550211962        301884.527460455       0.311693239294084                    1007       0.337993237085732    0.000221525184525203    0.000278573905899543                       0 
                    7.9                    0.15     0.00022107369123041        1.11356102147024        36.0279401643127   3.73747584172303E-005     6.923106619292E-005        36.0279401643127       0.104049793651478       -4500.42327270508       -3774.66303568581   1.83791016881949E-005                       0        299.134367562661        301884.607954978       0.313432607835958                    1007       0.339732605627606     0.00022252739507653    0.000280128455964034                       0 
                    7.9                    0.15    0.000222074024674892        1.11356572761279        36.0667453884888   3.74125024681498E-005   6.95571586964185E-005        36.0667453884888       0.104162072246857       -4500.42327270508       -3773.14543562668   1.83790417038785E-005                       0        299.133184913361        301884.688449503       0.315171976377832                    1007        0.34147197416948    0.000223529605627857    0.000281683006028525                       0 
                    7.9                    0.15    0.000223074358119373        1.11357043375533        36.1055506126649   3.74502465190693E-005    6.9883251199917E-005        36.1055506126649       0.104274350842237       -4500.42327270508       -3771.62783556755   1.83789817195621E-005                       0         299.13200226406        301884.768944027       0.316911344919706                    1007       0.343211342711354    0.000224531816179183    0.000283237556093016                       0 
                    7.9                    0.15    0.000224074691563855        1.11357513989788         36.144355836841   3.74879905699888E-005   7.02093437034154E-005         36.144355836841       0.104386629437617       -4500.42327270508       -3770.11023550843   1.83789217352457E-005                       0         299.13081961476        301884.849438551       0.318650713461579                    1007       0.344950711253227     0.00022553402673051    0.000284792106157507                       0 
                    7.9                    0.15    0.000225075025008336        1.11357984604042        36.1831610610171   3.75257346209083E-005   7.05354362069139E-005        36.1831610610171       0.104498908032996       -4500.42327270508        -3768.5926354493   1.83788617509294E-005                       0        299.129636965459        301884.929933075       0.320390082003453                    1007       0.346690079795101    0.000226536237281837    0.000286346656221997                       0 
                    7.9                    0.15    0.000226075358452818        1.11358455218297        36.2219662851932   3.75634786718279E-005   7.08615287104123E-005        36.2219662851932       0.104611186628376       -4500.42327270508       -3767.07503539017    1.8378801766613E-005                       0        299.128454316159        301885.010427598       0.322129450545327                    1007       0.348429448336975    0.000227538447833163    0.000287901206286488                       0 
                    7.9                    0.15    0.000227075691897299        1.11358925832551        36.2607715093693   3.76012227227474E-005   7.11876212139108E-005        36.2607715093693       0.104723465223756       -4500.42327270508       -3765.55743533105   1.83787417822966E-005                       0        299.127271666859        301885.090922123       0.323868819087201                    1007       0.350168816878849     0.00022854065838449    0.000289455756350979                       0 
                    7.9                    0.15    0.000228076025341781        1.11359396446806        36.2995767335455   3.76389667736669E-005   7.15137137174092E-005        36.2995767335455       0.104835743819135       -4500.42327270508       -3764.03983527192   1.83786817979802E-005                       0        299.126089017558        301885.171416647       0.325608187629075                    1007       0.351908185420722    0.000229542868935817     0.00029101030641547                       0 
                    7.9                    0.15    0.000229076358786262        1.11359838700846        36.3358380081758   3.76738221580745E-005   7.18466248755023E-005        36.3358380081758       0.104940667328765       -4500.42327193608       -3762.60556159998    1.8378625429651E-005                       0        299.124970390636        301885.254064517       0.327323529627636                    1007       0.353623527372348     0.00023054507949495     0.00029254338279427                       0 
                    7.9                    0.15    0.000230076692230744        1.11360181972657        36.3632204431071   3.76985955788105E-005   7.22033343597883E-005        36.3632204431071       0.105019920271361       -4500.42326848313       -3761.46211194838   1.83785816817648E-005                       0        299.124075213286        301885.344227954       0.328955014685343                    1007       0.355255012219304     0.00023154729008133      0.0002940015121627                       0 
                    7.9                    0.15    0.000231077025675225        1.11360525244468        36.3906028780384   3.77233689995465E-005   7.25600438440743E-005        36.3906028780384       0.105099173213958       -4500.42326503018       -3760.31866229679   1.83785379338787E-005                       0        299.123180035936        301885.434391391       0.330586499743051                    1007        0.35688649706626    0.000232549500667711     0.00029545964153113                       0 
                    7.9                    0.15    0.000232077359119707        1.11360868516279        36.4179853129697   3.77481424202825E-005   7.29167533283603E-005        36.4179853129697       0.105178426156554       -4500.42326157723       -3759.17521264519   1.83784941859925E-005                       0        299.122284858587        301885.524554827       0.332217984800759                    1007       0.358517981913217    0.000233551711254091    0.000296917770899559                       0 
                    7.9                    0.15    0.000233077692564188         1.1136121178809         36.445367747901   3.77729158410185E-005   7.32734628126463E-005         36.445367747901        0.10525767909915       -4500.42325812428        -3758.0317629936   1.83784504381064E-005                       0        299.121389681237        301885.614718264       0.333849469858466                    1007       0.360149466760173    0.000234553921840471    0.000298375900267989                       0 
                    7.9                    0.15     0.00023407802600867        1.11361555059901        36.4727501828323   3.77976892617545E-005   7.36301722969323E-005        36.4727501828323       0.105336932041746       -4500.42325467133         -3756.888313342   1.83784066902202E-005                       0        299.120494503887        301885.704881701       0.335480954916174                    1007       0.361780951607129    0.000235556132426851    0.000299834029636418                       0 
