VARIABLES = "X"
 "Y"
 "Z"
 "RHO"
 "U"
 "V"
 "W"
 "VelocityMagnitude"
 "Mach"
 "P"
 "P_tot"
 "Vislam"
 "SkinFrictionCoefficient"
 "T"
 "H0"
 "COND_TURB"
 "CP"
 "COND_eff"
 "D"
 "K"
 "VIS_T"
 "YPLUS"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15   3.00100033344448E-005         1.1123932272797        4.20423296540035   2.01903522243876E-009   2.82238571826783E-006        4.20423296540035       0.012137052808333       -4495.36514892578       -4160.15023201908   1.83947530807101E-005     0.00294097443915174        299.457575977194        301627.078484625       0.095480503617048                    1007       0.121780503317814        440376.638758625        5.05320694335945   8.53351072263555E-005         18.170642982232 
                    7.9                    0.15   3.10103367789263E-005         1.1123951704428        4.34437406424703   2.08633639652005E-009   2.91646524221009E-006        4.34437406424703      0.0125416212352775       -4495.36514892578       -4159.48922982466   1.83947282796175E-005     0.00292366777717748        299.456621145367        301628.559759633      0.0971703288445385                    1007       0.123470328535988        440012.428683392        5.22164717480476   8.68453780121726E-005        18.0637148883452 
                    7.9                    0.15   3.20106702234078E-005        1.11239711360589        4.48451516309371   2.15363757060134E-009   3.01054476615235E-006        4.48451516309371      0.0129461896622219       -4495.36514892578       -4158.82822763024   1.83947034785249E-005     0.00290636111520322         299.45566631354        301630.041034642      0.0988601540720291                    1007       0.125160153754162        439648.218608158        5.39008740625007   8.83556487979897E-005        17.9567867944584 
                    7.9                    0.15   3.30110036678893E-005        1.11239905676899        4.62465626194039   2.22093874468263E-009   3.10462429009461E-006        4.62465626194039      0.0133507580891663       -4495.36514892578       -4158.16722543583   1.83946786774322E-005     0.00288905445322896        299.454711481713         301631.52230965        0.10054997929952                    1007       0.126849978972337        439284.008532925        5.55852763769539   8.98659195838068E-005        17.8498587005716 
                    7.9                    0.15   3.40113371123708E-005        1.11240099993208        4.76479736078707   2.28823991876393E-009   3.19870381403687E-006        4.76479736078707      0.0137553265161108       -4495.36514892578       -4157.50622324141   1.83946538763396E-005      0.0028717477912547        299.453756649886        301633.003584658        0.10223980452701                    1007       0.128539804190511        438919.798457692         5.7269678691407    9.1376190369624E-005        17.7429306066849 
                    7.9                    0.15   3.50116705568523E-005        1.11240294309517        4.90493845963374   2.35554109284522E-009   3.29278333797913E-006        4.90493845963374      0.0141598949430552       -4495.36514892578       -4156.84522104699   1.83946290752471E-005     0.00285444112928044        299.452801818059        301634.484859667       0.103929629754501                    1007       0.130229629408685        438555.588382458        5.89540810058602   9.28864611554411E-005        17.6360025127981 
                    7.9                    0.15   3.60120040013338E-005        1.11240488625827        5.04507955848042   2.42284226692651E-009   3.38686286192139E-006        5.04507955848042      0.0145644633699996       -4495.36514892578       -4156.18421885258   1.83946042741544E-005     0.00283713446730618        299.451846986232        301635.966134675       0.105619454981991                    1007       0.131919454626859        438191.378307225        6.06384833203133   9.43967319412582E-005        17.5290744189113 
                    7.9                    0.15   3.70123374458153E-005        1.11240682942136         5.1852206573271    2.4901434410078E-009   3.48094238586366E-006         5.1852206573271      0.0149690317969441       -4495.36514892578       -4155.52321665816   1.83945794730618E-005     0.00281982780533192        299.450892154405        301637.447409683       0.107309280209482                    1007       0.133609279845034        437827.168231992        6.23228856347665   9.59070027270753E-005        17.4221463250245 
                    7.9                    0.15   3.80126708902968E-005        1.11240877258446        5.32536175617378    2.5574446150891E-009   3.57502190980592E-006        5.32536175617378      0.0153736002238885       -4495.36514892578       -4154.86221446375   1.83945546719692E-005     0.00280252114335766        299.449937322578        301638.928684692       0.108999105436972                    1007       0.135299105063208        437462.958156759        6.40072879492197   9.74172735128925E-005        17.3152182311377 
                    7.9                    0.15   3.90130043347783E-005        1.11241071574755        5.46550285502046   2.62474578917039E-009   3.66910143374818E-006        5.46550285502046      0.0157781686508329       -4495.36514892578       -4154.20121226933   1.83945298708766E-005      0.0027852144813834        299.448982490751          301640.4099597       0.110688930664463                    1007       0.136988930281382        437098.748081525        6.56916902636728   9.89275442987096E-005        17.2082901372509 
                    7.9                    0.15   4.00133377792598E-005        1.11241265891065        5.60564395386714   2.69204696325168E-009   3.76318095769044E-006        5.60564395386714      0.0161827370777774       -4495.36514892578       -4153.54021007491    1.8394505069784E-005     0.00276790781940914        299.448027658924        301641.891234708       0.112378755891954                    1007       0.138678755499556        436734.538006292         6.7376092578126    0.000100437815084527        17.1013620433641 
                    7.9                    0.15   4.10136712237413E-005        1.11241460207374        5.74578505271382   2.75934813733297E-009    3.8572604816327E-006        5.74578505271382      0.0165873055047218       -4495.36514892578        -4152.8792078805   1.83944802686914E-005     0.00275060115743488        299.447072827097        301643.372509717       0.114068581119444                    1007        0.14036858071773        436370.327931059        6.90604948925791    0.000101948085870344        16.9944339494773 
                    7.9                    0.15   4.20140046682227E-005        1.11241654523683        5.88592615156049   2.82664931141426E-009   3.95134000557496E-006        5.88592615156049      0.0169918739316662       -4495.36514892578       -4152.21820568608   1.83944554675988E-005     0.00273329449546061        299.446117995269        301644.853784725       0.115758406346935                    1007       0.142058405935905        436006.117855825        7.07448972070322    0.000103458356656161        16.8875058555905 
                    7.9                    0.15   4.30143381127042E-005        1.11241848839993        6.02606725040717   2.89395048549556E-009   4.04541952951722E-006        6.02606725040717      0.0173964423586107       -4495.36514892578       -4151.55720349167   1.83944306665062E-005     0.00271598783348635        299.445163163442        301646.335059733       0.117448231574425                    1007       0.143748231154079        435641.907780592        7.24292995214854    0.000104968627441978        16.7805777617037 
                    7.9                    0.15   4.40146715571857E-005        1.11242043156302        6.16620834925385   2.96125165957685E-009   4.13949905345948E-006        6.16620834925385      0.0178010107855551       -4495.36514892578       -4150.89620129725   1.83944058654136E-005     0.00269868117151209        299.444208331615        301647.816334742       0.119138056801916                    1007       0.145438056372253        435277.697705359        7.41137018359385    0.000106478898227795        16.6736496678169 
                    7.9                    0.15   4.50150050016672E-005        1.11242237472612        6.30634944810053   3.02855283365814E-009   4.23357857740174E-006        6.30634944810053      0.0182055792124996       -4495.36514892578       -4150.23519910283    1.8394381064321E-005     0.00268137450953783        299.443253499788         301649.29760975       0.120827882029406                    1007       0.147127881590427        434913.487630125        7.57981041503917    0.000107989169013612        16.5667215739302 
                    7.9                    0.15   4.60153384461487E-005        1.11242431788921        6.44649054694721   3.09585400773943E-009     4.327658101344E-006        6.44649054694721       0.018610147639444       -4495.36514892578       -4149.57419690842   1.83943562632284E-005     0.00266406784756357        299.442298667961        301650.778884758       0.122517707256897                    1007       0.148817706808602        434549.277554892        7.74825064648448    0.000109499439799429        16.4597934800434 
                    7.9                    0.15   4.70156718906302E-005        1.11242626105231        6.58663164579388   3.16315518182072E-009   4.42173762528626E-006        6.58663164579388      0.0190147160663884       -4495.36514892578         -4148.913194714   1.83943314621358E-005     0.00264676118558931        299.441343836134        301652.260159767       0.124207532484387                    1007       0.150507532026776        434185.067479659         7.9166908779298    0.000111009710585247        16.3528653861566 
                    7.9                    0.15   4.80160053351117E-005         1.1124282042154        6.72677274464056   3.23045635590202E-009   4.51581714922853E-006        6.72677274464056      0.0194192844933329       -4495.36514892578       -4148.25219251958   1.83943066610432E-005     0.00262945452361505        299.440389004307        301653.741434775       0.125897357711878                    1007        0.15219735724495        433820.857404425        8.08513110937512    0.000112519981371064        16.2459372922698 
                    7.9                    0.15   4.90163387795932E-005        1.11243014737849        6.86691384348724   3.29775752998331E-009   4.60989667317079E-006        6.86691384348724      0.0198238529202773       -4495.36514892578       -4147.59119032517   1.83942818599506E-005     0.00261214786164079         299.43943417248        301655.222709783       0.127587182939368                    1007       0.153887182463124        433456.647329192        8.25357134082043    0.000114030252156881         16.139009198383 
                    7.9                    0.15   5.00166722240747E-005        1.11243209054159        7.00705494233392    3.3650587040646E-009   4.70397619711305E-006        7.00705494233392      0.0202284213472217       -4495.36514892578       -4146.93018813075    1.8394257058858E-005     0.00259484119966653        299.438479340653        301656.703984792       0.129277008166859                    1007       0.155577007681298        433092.437253959        8.42201157226574    0.000115540522942698        16.0320811044962 
                    7.9                    0.15   5.10170056685562E-005        1.11243403370468         7.1471960411806   3.43235987814589E-009   4.79805572105531E-006         7.1471960411806      0.0206329897741662       -4495.36514892578       -4146.26918593634   1.83942322577654E-005     0.00257753453769227        299.437524508826          301658.1852598        0.13096683339435                    1007       0.157266832899473        432728.227178725        8.59045180371106    0.000117050793728515        15.9251530106094 
                    7.9                    0.15   5.20173391130377E-005        1.11243597686778        7.28733714002728   3.49966105222718E-009   4.89213524499757E-006        7.28733714002728      0.0210375582011106       -4495.36514892578       -4145.60818374192   1.83942074566728E-005     0.00256022787571801        299.436569676999        301659.666534808        0.13265665862184                    1007       0.158956658117647        432364.017103492        8.75889203515637    0.000118561064514332        15.8182249167226 
                    7.9                    0.15   5.30176725575192E-005        1.11243792003087        7.42747823887395   3.56696222630847E-009   4.98621476893983E-006        7.42747823887395       0.021442126628055       -4495.36514892578        -4144.9471815475   1.83941826555802E-005     0.00254292121374374        299.435614845172        301661.147809817       0.134346483849331                    1007       0.160646483335821        431999.807028259        8.92733226660169    0.000120071335300149        15.7112968228358 
                    7.9                    0.15   5.40180060020007E-005        1.11243986319397        7.56761933772063   3.63426340038977E-009   5.08029429288209E-006        7.56761933772063      0.0218466950549995       -4495.36514892578       -4144.28617935309   1.83941578544876E-005     0.00252561455176948        299.434660013344        301662.629084825       0.136036309076821                    1007       0.162336308553995        431635.596953025          9.095772498047    0.000121581606085966         15.604368728949 
                    7.9                    0.15   5.50183394464822E-005        1.11244180635706        7.70776043656731   3.70156457447106E-009   5.17437381682435E-006        7.70776043656731      0.0222512634819439       -4495.36514892578       -4143.62517715867    1.8394133053395E-005     0.00250830788979522        299.433705181518        301664.110359834       0.137726134304312                    1007        0.16402613377217        431271.386877792        9.26421272949232    0.000123091876871784        15.4974406350623 
                    7.9                    0.15   5.60186728909637E-005        1.11244374952015        7.84790153541399   3.76886574855235E-009   5.26845334076662E-006        7.84790153541399      0.0226558319088883       -4495.36514892578       -4142.96417496425   1.83941082523024E-005     0.00249100122782096         299.43275034969        301665.591634842       0.139415959531802                    1007       0.165715958990344        430907.176802559        9.43265296093763    0.000124602147657601        15.3905125411755 
                    7.9                    0.15   5.70190063354451E-005        1.11244569268325        7.98804263426067   3.83616692263364E-009   5.36253286470887E-006        7.98804263426067      0.0230604003358328       -4495.36514892578       -4142.30317276984   1.83940834512098E-005      0.0024736945658467        299.431795517863         301667.07290985       0.141105784759293                    1007       0.167405784208518        430542.966727325        9.60109319238295    0.000126112418443418        15.2835844472887 
                    7.9                    0.15   5.80193397799266E-005        1.11244763584634        8.12818373310735   3.90346809671494E-009   5.45661238865114E-006        8.12818373310735      0.0234649687627772       -4495.36514892578       -4141.64217057542   1.83940586501172E-005     0.00245638790387244        299.430840686036        301668.554184858       0.142795609986784                    1007       0.169095609426692        430178.756652092        9.76953342382826    0.000127622689229235        15.1766563534019 
                    7.9                    0.15   5.90196732244081E-005        1.11244957900944        8.26832483195403   3.97076927079623E-009    5.5506919125934E-006        8.26832483195403      0.0238695371897216       -4495.36514892578       -4140.98116838101   1.83940338490246E-005     0.00243908124189818        299.429885854209        301670.035459867       0.144485435214274                    1007       0.170785434644866        429814.546576859        9.93797365527358    0.000129132960015052        15.0697282595151 
                    7.9                    0.15   6.00200066688896E-005        1.11245152217253        8.40846593080071   4.03807044487752E-009   5.64477143653566E-006        8.40846593080071      0.0242741056166661       -4495.36514892578       -4140.32016618659    1.8394009047932E-005     0.00242177457992392        299.428931022382        301671.516734875       0.146175260441765                    1007       0.172475259863041        429450.336501625        10.1064138867189    0.000130643230800869        14.9628001656283 
                    7.9                    0.15   6.10203401133711E-005        1.11245346533562        8.54860702964738   4.10537161895881E-009   5.73885096047792E-006        8.54860702964738      0.0246786740436105       -4495.36514892578       -4139.65916399217   1.83939842468394E-005     0.00240446791794966        299.427976190555        301672.998009883       0.147865085669255                    1007       0.174165085081215        429086.126426392        10.2748541181642    0.000132153501586686        14.8558720717415 
                    7.9                    0.15   6.20206735578526E-005        1.11245540849872        8.68874812849406    4.1726727930401E-009   5.83293048442018E-006        8.68874812849406      0.0250832424705549       -4495.36514892578       -4138.99816179776   1.83939594457468E-005      0.0023871612559754        299.427021358728        301674.479284892       0.149554910896746                    1007       0.175854910299389        428721.916351159        10.4432943496095    0.000133663772372503        14.7489439778547 
                    7.9                    0.15   6.30210070023341E-005        1.11245735166181        8.82888922734074   4.23997396712139E-009   5.92701000836244E-006        8.82888922734074      0.0254878108974994       -4495.36514892578       -4138.33715960334   1.83939346446542E-005     0.00236985459400114        299.426066526901          301675.9605599       0.151244736124236                    1007       0.177544735517563        428357.706275925        10.6117345810548     0.00013517404315832        14.6420158839679 
                    7.9                    0.15   6.40213404468156E-005        1.11245929482491        8.96903032618742   4.30727514120269E-009    6.0210895323047E-006        8.96903032618742      0.0258923793244438       -4495.36514892578       -4137.67615740893   1.83939098435616E-005     0.00235254793202688        299.425111695074        301677.441834909       0.152934561351727                    1007       0.179234560735738        427993.496200692        10.7801748125002    0.000136684313944138        14.5350877900811 
                    7.9                    0.15   6.50216738912971E-005          1.112461237988         9.1091714250341   4.37457631528398E-009   6.11516905624696E-006         9.1091714250341      0.0262969477513883       -4495.36514892578       -4137.01515521451    1.8393885042469E-005     0.00233524127005261        299.424156863247        301678.923109917       0.154624386579217                    1007       0.180924385953912        427629.286125459        10.9486150439455    0.000138194584729955        14.4281596961943 
                    7.9                    0.15   6.60220073357786E-005         1.1124631811511        9.24931252388078   4.44187748936527E-009   6.20924858018922E-006        9.24931252388078      0.0267015161783327       -4495.36514892578       -4136.35415302009   1.83938602413764E-005     0.00231793460807835         299.42320203142        301680.404384925       0.156314211806708                    1007       0.182614211172086        427265.076050225        11.1170552753908    0.000139704855515772        14.3212316023075 
                    7.9                    0.15   6.70223407802601E-005        1.11246512431419        9.38945362272745   4.50917866344656E-009   6.30332810413148E-006        9.38945362272745      0.0271060846052771       -4495.36514892578       -4135.69315082568   1.83938354402838E-005     0.00230062794610409        299.422247199592        301681.885659934       0.158004037034198                    1007        0.18430403639026        426900.865974992        11.2854955068361    0.000141215126301589        14.2143035084208 
                    7.9                    0.15   6.80226742247416E-005        1.11246706747728        9.52959472157413   4.57647983752785E-009   6.39740762807375E-006        9.52959472157413      0.0275106530322215       -4495.36514892578       -4135.03214863126   1.83938106391912E-005     0.00228332128412983        299.421292367765        301683.366934942       0.159693862261689                    1007       0.185993861608434        426536.655899759        11.4539357382814    0.000142725397087406         14.107375414534 
                    7.9                    0.15   6.90230076692231E-005        1.11246901064038        9.66973582042081   4.64378101160915E-009   6.49148715201601E-006        9.66973582042081       0.027915221459166       -4495.36514892578       -4134.37114643684   1.83937858380986E-005     0.00226601462215557        299.420337535938         301684.84820995        0.16138368748918                    1007       0.187683686826609        426172.445824525        11.6223759697267    0.000144235667873223        14.0004473206472 
                    7.9                    0.15   7.00233411137046E-005        1.11247095380347        9.80987691926749   4.71108218569044E-009   6.58556667595827E-006        9.80987691926749      0.0283197898861104       -4495.36514892578       -4133.71014424243    1.8393761037006E-005     0.00224870796018131        299.419382704111        301686.329484959        0.16307351271667                    1007       0.189373512044783        425808.235749292         11.790816201172     0.00014574593865904        13.8935192267604 
