                    7.9                    0.15     0.00326884589726484        1.11608588591887        52.7949873635724   4.90618994926138E-006     0.00164659158349678        52.7949873635724       0.152646241070842       -4500.49567977321       -2935.80416864337   1.83469578278011E-005                       0        298.462757845731        301946.721914142        5.70886421520607                    1007        5.73516416866676        25942.6756866457        36.2172288892883     0.00510226184170717                       0 
                    7.9                    0.15     0.00350233488992662        1.11618291088533        53.3421495684398   4.61562194900924E-006     0.00178589690455076        53.3421495684398       0.154234926029275       -4500.49500738052       -2902.94945194575    1.8345725039358E-005                       0         298.43682701964        301949.565934245        6.10729423764577                    1007        6.13359419110646          24175.81630966        36.1977533259781     0.00545835628424414                       0 
                    7.9                    0.15     0.00373582388258839        1.11627236857568        53.8391605887832   4.33334132319087E-006     0.00192775721381151        53.8391605887832       0.155678268020713       -4500.49469566227       -2872.65430517925    1.8344588184445E-005                       0        298.412912766598        301952.179380055        6.50256541132066                    1007        6.52886536478135        22725.9673682977        36.1758865359353     0.00581162746417955                       0 
                    7.9                    0.15     0.00396931287525017        1.11635865897158         54.315519462154   4.05572764242436E-006     0.00207080998244043         54.315519462154        0.15706174459198       -4500.49426603698       -2843.43047321782   1.83434921202478E-005                       0        298.389855293189        301954.699317148        6.89622576025601                    1007        6.92252577697586        21394.3239776911        36.1530270190502      0.0061634589746966                       0 
                    7.9                    0.15     0.00420280186791194        1.11644112275039         54.766934801482   3.78364762653249E-006      0.0022153191235968         54.766934801482        0.15837291589178       -4500.49369402744       -2815.50081609152   1.83424453375648E-005                       0        298.367832925598          301957.1059427        7.28794230251429                    1007        7.31424246484537        20205.4477150382        36.1289736250877     0.00651355321634825                       0 
                    7.9                    0.15     0.00443629086057372        1.11651885220769        55.1879605927043   3.52025015254034E-006     0.00236183425873267        55.1879605927043       0.159595994595926       -4500.49325502906       -2789.17272917654    1.8341458866023E-005                       0        298.347072464088        301959.377532575        7.67674257329113                    1007        7.70304248445614        19174.2769259094        36.1034403756524     0.00686104103735909                       0 
                    7.9                    0.15     0.00466977985323549        1.11659496743434        55.5986221169412   3.25974558571318E-006      0.0025090439786408        55.5986221169412       0.160789029513892       -4500.49285527912       -2763.39100155534   1.83404929661294E-005                       0        298.326742647917        301961.603337655         8.0645497276381                    1007        8.09084924842231        18196.8897408807        36.0774058572108     0.00720764126167808                       0 
                    7.9                    0.15     0.00490326884589726        1.11666594976313        55.9769655107027   3.01047256507379E-006      0.0026586852164782        55.9769655107027        0.16188835191993       -4500.49238375598       -2739.33875324436   1.83395919271745E-005                       0         298.30778139429        301963.666507438        8.44855362895339                    1007        8.47485352188807        17371.7365442855        36.0497600470052     0.00755084232921097                       0 
                    7.9                    0.15     0.00513675783855904        1.11673626591769        56.3511122865122   2.76259654350666E-006     0.00280865149228472        56.3511122865122       0.162975505514693        -4500.4919021256       -2715.51121587746   1.83386993062103E-005                       0         298.28899780935        301965.708229637        8.83206529014272                    1007        8.85836565341956        16566.3499162209        36.0219081609282     0.00789360345497159                       0 
                    7.9                    0.15     0.00537024683122081        1.11680205970979        56.6971490256391   2.52626257062939E-006     0.00296102695667635        56.6971490256391        0.16398114864656        -4500.4913597281       -2693.21028260452   1.83378640257196E-005                       0        298.271433099328        301967.624432477        9.21154286514835                    1007        9.23784311038058          15881.27823916        35.9926102216568     0.00823275921616141                       0 
                    7.9                    0.15     0.00560373582388259         1.1168671005182        57.0385123616302   2.29178082062666E-006     0.00311381299528502        57.0385123616302       0.164973240068343       -4500.49081333627       -2671.16329224327   1.83370382736554E-005                       0        298.254070933152        301969.519712504        9.59035185245548                    1007        9.61665189379014        15216.2078894879        35.9630753957346     0.00857131744462246                       0 
                    7.9                    0.15     0.00583722481654436        1.11692903037081        57.3607675213556   2.06637627106131E-006      0.0032684620446756        57.3607675213556       0.165909911161562        -4500.4903560016       -2650.16906443374   1.83362523553887E-005                       0        298.237539345477        301971.314011997        9.96582736121367                    1007        9.99212732659529        14625.5283615404        35.9325188940154     0.00890689635597932                       0 
                    7.9                    0.15     0.00607071380920614         1.1169892685394        57.6726429957207   1.84581091988555E-006     0.00342413683610172        57.6726429957207       0.166816477401443       -4500.48995034334       -2629.74688413321   1.83354880913491E-005                       0        298.221459179631        301973.053474654        10.3394954368502                    1007          10.36579537839        14075.2563789938        35.9014123780266     0.00924085986138953                       0 
                    7.9                    0.15     0.00630420280186791        1.11704845404327         57.978124254944   1.62872937831569E-006     0.00358051621410549         57.978124254944       0.167704497174439        -4500.4895078902       -2609.68183611743   1.83347371613213E-005                       0        298.205660127557        301974.764284978        10.7118116359309                    1007        10.7381115774707         13547.644679116        35.8699463045764     0.00957361514308399                       0 
                    7.9                    0.15     0.00653769179452969        1.11710431447657        58.2634300771511   1.42244963932704E-006     0.00373914721043629        58.2634300771511       0.168533997905813       -4500.48894937677       -2590.74399547938   1.83340283618542E-005                       0        298.190748982571        301976.384718606        11.0798698039768                    1007        11.1061697455166        13091.5291021542        35.8373561733146     0.00990256485334877                       0 
                    7.9                    0.15     0.00677118078719146        1.11716017490986        58.5487338012747   1.21610829201994E-006     0.00389778787505956        58.5487338012747       0.169363492490457       -4500.48839086334       -2571.80639593021   1.83333195623871E-005                       0        298.175838219055        301978.005152235        11.4479303562085                    1007        11.4742303215901         12635.419238083        35.8047694752802      0.0102315166940139                       0 
                    7.9                    0.15     0.00700466977985323        1.11721356447801        58.8192225625328   1.01869605443074E-006     0.00405830331808571        58.8192225625328       0.170150005596131       -4500.48786066364       -2553.70773580068   1.83326425644116E-005                       0        298.161593883954        301979.546817805        11.8122153798701                    1007        11.8385153452517        12227.1436772527        35.7713092571316      0.0105570942068358                       0 
                    7.9                    0.15     0.00723815877251501        1.11726542650463        59.0805489548157   8.26702178900446E-007     0.00421999383618986        59.0805489548157       0.170909936501444       -4500.48734796807       -2536.12812215822   1.83319852495339E-005                       0        298.147761784949        301981.040177905          12.17417069772                    1007        12.2004706392598        11848.4490108666        35.7373148520358      0.0108805895745957                       0 
                    7.9                    0.15     0.00747164776517678        1.11731728853124        59.3418774928659   6.34772019868892E-007     0.00438167428436867        59.3418774928659       0.171669873739749       -4500.48683527251       -2518.54826132338   1.83313279119189E-005                       0        298.133929685945        301982.533147381        12.5361230830214                    1007        12.5624230245612        11469.7491686992          35.70331672761      0.0112040823230109                       0 
                    7.9                    0.15     0.00770513675783856        1.11736634037211        59.5867205655249   4.53732047241721E-007       0.004545745454199        59.5867205655249       0.172381976667621       -4500.48635453526       -2501.91426245456   1.83307057677493E-005                       0         298.12084415534        301983.944513826        12.8930294284903                    1007        12.9193294866027        11139.5744484152        35.6682931741899      0.0115230651728706                       0 
                    7.9                    0.15     0.00793862575050033         1.1174145072857        59.8263788668279   2.76050000681613E-007     0.00471057863102607        59.8263788668279        0.17307903542012       -4500.48588384472       -2485.57787024217   1.83300947100687E-005                       0        298.107993704662        301985.330226754        13.2483529926266                    1007        13.2746532158795        10824.6592663241        35.6329512624332      0.0118406334022903                       0 
                    7.9                    0.15     0.00817211474316211        1.11746267568942        60.0660394092654   9.84335722990661E-008     0.00487540137121953        60.0660394092654       0.173776100691876       -4500.48541315419       -2469.24122168213   1.83294836296508E-005                       0        298.095142872514        301986.715939683         13.603673016247                    1007        13.6299733927195        10509.7393723189        35.5976053452443      0.0121581984768548                       0 
                    7.9                    0.15     0.00840560373582388        1.11750866365159        60.2929803922736  -7.00045321945266E-008     0.00504232691976324        60.2929807573175       0.174436256773583       -4500.48492072341       -2453.64377968612   1.83289004611012E-005                       0        298.082877821413        301988.037067002        13.9543254471752                    1007        13.9806256949511        10228.9743601651        35.5614164612087      0.0124715918086985                       0 
                    7.9                    0.15     0.00863909272848566        1.11755347083077        60.5130333027358  -2.33472263213316E-007     0.00521039121030093        60.5130342305072       0.175076425277884       -4500.48441651955       -2438.44664309909   1.83283324077744E-005                       0        298.070929990603        301989.323219026        14.3024502184577                    1007        14.3287501848698        9966.70537417495        35.5247710820543      0.0127827260004623                       0 
                    7.9                    0.15     0.00887258172114743        1.11759827800995        60.7330839720633  -3.97007271704583E-007     0.00537846625761436        60.7330854148785       0.175716587076661        -4500.4839184192       -2423.24976896324   1.83277643317103E-005                       0        298.058982159792        301990.608980425        14.6505792693537                    1007        14.6768789544021        9704.44068505981         35.488130042118      0.0130938640339317                       0 
                    7.9                    0.15      0.0091060707138092        1.11764229104282        60.9485327265831  -5.56879719474604E-007     0.00554739995514264         60.948534452289       0.176343393273536       -4500.48340774786       -2408.32351161668   1.83272063937121E-005                       0          298.0472477376        301991.871183341        14.9966851422078                    1007        15.0229846858108        9453.45804597617        35.4511575423763      0.0134031939280072                       0 
                    7.9                    0.15     0.00933955970647098        1.11768403478193        61.1508249856254  -7.06478551755606E-007     0.00571881800578216         61.150826194581       0.176932016329046        -4500.4828785955       -2394.17129875228   1.83266773605285E-005                       0        298.036123136091        301993.064951059        15.3370219602393                    1007        15.3633217622175        9234.72643702569        35.4132502870399      0.0137073679944623                       0 
                    7.9                    0.15     0.00957304869913275        1.11772577703093         61.353114860482   -8.5614607859776E-007     0.00589024703438652        61.3531156003709       0.177520632306503       -4500.48234944314       -2380.01936359785   1.83261483500824E-005                       0        298.024998916052        301994.258718777        15.6773639161912                    1007        15.7036639765446        9015.99874653223        35.3753477523913      0.0140115466593226                       0 
                    7.9                    0.15     0.00980653769179453        1.11776752077004        61.5554071195243  -1.00574491087877E-006     0.00606166508502604        61.5554073426629       0.178109255362013       -4500.48182029078       -2365.86715073345   1.83256193168989E-005                       0        298.013874314543        301995.452486495        16.0177007342228                    1007        16.0440010529513        8797.26713758174        35.3374404970548      0.0143157207257776                       0 
                    7.9                    0.15      0.0100400266844563        1.11780764151805        61.7485476639803  -1.14767535966451E-006     0.00623505770382759         61.748548203302       0.178671313584588        -4500.4812811476       -2352.25987543349   1.83251108178355E-005                       0        298.003181194576        301996.595342227        16.3532564288961                    1007         16.379556859194        8599.02448830127         35.298832791267      0.0146156217596639                       0 
                    7.9                    0.15      0.0102735156771181        1.11784652882798        61.9347331036334  -1.28377800313833E-006     0.00640995095165096        61.9347345921495       0.179213183109691        -4500.4807344116       -2339.06674087579   1.83246179242583E-005                       0        297.992815991233        301997.699505955         16.685178573406                    1007        16.7114790037038        8416.35300445276        35.2596927583123       0.014912275381378                       0 
                    7.9                    0.15      0.0105070046697799        1.11788541613792        62.1209160637332  -1.41995051001609E-006     0.00658485528221298        62.1209185014437       0.179755045370478       -4500.48018157208       -2325.87389013156   1.83241250306812E-005                       0         297.98245078789        301998.803669682         17.017106892957                    1007        17.0434073232549        8233.68510336793         35.220557875199      0.0152089345211784                       0 
                    7.9                    0.15      0.0107404936624416        1.11792430344785        62.3071015033862  -1.55605315348991E-006     0.00675974853003635        62.3071048902912       0.180296914895581       -4500.47963483608       -2312.68075557386   1.83236321371041E-005                       0        297.972085584546        301999.907833409        17.3490290374668                    1007        17.3753294677647        8051.01361951944        35.1814178422443      0.0155055881428925                       0 
                    7.9                    0.15      0.0109739826551034        1.11796177308062        62.4852565887147  -1.68498896931422E-006     0.00693662379503877        62.4852599244682       0.180815470277101       -4500.47911255612       -2299.97135305318   1.83231572945219E-005                       0        297.962101648586        302000.970453825        17.6759659102676                    1007        17.7022663405654        7884.77274529175        35.1416113520901      0.0157977858452171                       0 
                    7.9                    0.15      0.0112074716477652        1.11799807955882        62.6568230490093  -1.80804465355811E-006     0.00711512523585808        62.6568255128624       0.181314897218723       -4500.47861034148       -2287.65883576072     1.832269726215E-005                       0        297.952430529186        302001.998989405        17.9988125418839                    1007        18.0251129721818        7732.01261194996        35.1012580570986      0.0160863276214328                       0 
                    7.9                    0.15      0.0114409606404269        1.11803438454691        62.8283869343833  -1.93117112917476E-006       0.007293637660463        62.8283885263359       0.181814316896029       -4500.47811423035       -2275.34661754052   1.83222372525154E-005                       0        297.942759791257        302003.027524985        18.3216665406344                    1007        18.3479669709322        7579.25575619606        35.0609102934182      0.0163748759867557                       0 
                    7.9                    0.15      0.0116744496330887        1.11807069102511        62.9999533946779  -2.05422681341865E-006      0.0074721391012823        62.9999541147302       0.182313743837651       -4500.47761201571       -2263.03410024806   1.83217772201435E-005                       0        297.933088671857        302004.056060566        18.6445131722507                    1007        18.6708136025486        7426.49562285428        35.0205569984267      0.0166634177629714                       0 
                    7.9                    0.15      0.0119079386257505        1.11810657952901        63.1692068586256  -2.17509901648862E-006     0.00765129450508817        63.1692069283792        0.18280645551305       -4500.47710798101        -2250.8624765017   1.83213225017157E-005                       0        297.923528211092        302005.071752416        18.9656586430231                    1007        18.9919590733209        7278.06216288039        34.9799945344244      0.0169504392075296                       0 
                    7.9                    0.15      0.0121414276184123        1.11814048603122        63.3274922737493  -2.28561732161408E-006      0.0078335509505257        63.3274927440227       0.183267323918181        -4500.4765953157       -2239.35895899541   1.83208929815979E-005                       0        297.914492484965        302006.026540293        19.2787373413512                    1007        19.3050377716491         7150.1454515855        34.9384402072369      0.0172302513575847                       0 
                    7.9                    0.15       0.012374916611074        1.11817439253343         63.485777688873  -2.39613562673954E-006     0.00801580739596324        63.4857785596662       0.183728192323312       -4500.47608265039       -2227.85544148913     1.832046346148E-005                       0        297.905456758839         302006.98132817        19.5918160396794                    1007        19.6181164699773         7022.2287402906        34.8968858800494      0.0175100635076398                       0 
                    7.9                    0.15      0.0126084056037358        1.11820829754553        63.6440604337086  -2.50672536130514E-006      0.0081980744468366        63.6440617527053        0.18418905271907       -4500.47556998507        -2216.3522383139   1.83200339640995E-005                       0        297.896421032712        302007.935725422        19.9049035118113                    1007        19.9312039421092        6894.31503802891        34.8553376086938      0.0177898835040876                       0 
                    7.9                    0.15      0.0128418945963976        1.11824220404774        63.8023458488323   -2.6172436664306E-006     0.00838033089227413        63.8023475683487       0.184649921124201       -4500.47505731976       -2204.84872080762   1.83196044439817E-005                       0        297.887385306586          302008.8905133        20.2179822101395                    1007        20.2442826404374        6766.39832673402        34.8137832815063      0.0180696956541428                       0 
                    7.9                    0.15      0.0130753835890594        1.11827521443848        63.9556563154212  -2.72282607538433E-006     0.00856420026292454        63.9556581188334       0.185096343315802       -4500.47454237827       -2193.65154777625   1.83191863124632E-005                       0        297.878592082723        302009.818364324        20.5267362141492                    1007        20.5530366444471        6646.99336278738        34.7717359260608      0.0183456426659006                       0 
                    7.9                    0.15      0.0133088725817211         1.1183069457771        64.1018658589965  -2.82136330216716E-006     0.00875037181975499        64.1018672943758       0.185522145907139       -4500.47402418792       -2182.89163123444   1.83187844363023E-005                       0        297.870144991065        302010.707767408        20.8293174263806                    1007        20.8556178566784        6539.73752203428        34.7289848536465      0.0186160728267216                       0 
                    7.9                    0.15      0.0135423615743829        1.11833867711571        64.2480754025718     -2.91990052895E-006     0.00893654337658544        64.2480764699182       0.185947948498477       -4500.47350599756       -2172.13171469262   1.83183825601414E-005                       0        297.861697899408        302011.597170492        21.1318986386119                    1007        21.1581990689098        6432.48168128118        34.6862337812322      0.0188865029875426                       0 
                    7.9                    0.15      0.0137758505670447        1.11837040696421        64.3942821328079  -3.01850954328651E-006     0.00912272481707671        64.3942827844377       0.186373742894175       -4500.47298170369       -2161.37212468889   1.83179806839805E-005                       0         297.85325118922        302012.486964201        21.4344902458933                    1007        21.4607906761912        6325.22860542065        34.6434893368544      0.0191569424150232                       0 
                    7.9                    0.15      0.0140093395597065        1.11840213830282        64.5404916763832  -3.11704677006935E-006     0.00930889637390716          64.54049195998       0.186799545485513       -4500.47246351333       -2150.61220814708   1.83175788078196E-005                       0        297.844804097562        302013.376367285        21.7370714581247                    1007        21.7633718884226        6217.97276466755        34.6007382644401      0.0194273725758442                       0 
                    7.9                    0.15      0.0142428285523682        1.11843340904717        64.6841806216295  -3.21297159309159E-006     0.00949600703505897        64.6841806216295       0.187218027674495       -4500.47193507729       -2140.00912906374   1.83171828387264E-005                       0        297.836480310167        302014.251800598        22.0370705463975                    1007        22.0633709378937        6114.66325158994        34.5577122357238      0.0196954949301826                       0 
                    7.9                    0.15        0.01447631754503        1.11846313278614        64.8194035925817  -3.30012209343463E-006     0.00968627188105364        64.8194035925817       0.187611922709924       -4500.47137222891       -2129.93282248381   1.83168067097971E-005                       0        297.828570666788        302015.080313417        22.3283970132507                    1007        22.3546972356218        6024.60833297621         34.513762706838      0.0199558660176365                       0 
                    7.9                    0.15      0.0147098065376918         1.1184928565251        64.9546265635339  -3.38727259377767E-006     0.00987653672704831        64.9546265635339       0.188005817745352       -4500.47080938053       -2119.85651590388   1.83164305808678E-005                       0         297.82066102341        302015.908826237        22.6197234801039                    1007          22.64602353335        5934.55341436249        34.4698131779521      0.0202162371050903                       0 
                    7.9                    0.15      0.0149432955303536        1.11852258026406        65.0898466734632  -3.47449494420215E-006      0.0100668102227014        65.0898466734632       0.188399704212613       -4500.47025263566       -2109.78054806906   1.83160544519385E-005                       0        297.812751761501        302016.736948431        22.9110622493558                    1007        22.9373621096349        5844.50106532884         34.425870896991      0.0204766191821505                       0 
                    7.9                    0.15      0.0151767845230153        1.11855230400302        65.2250696444154   -3.5616454445452E-006      0.0102570750686961        65.2250696444154       0.188793599248041       -4500.46968978728       -2099.70424148913   1.83156783230092E-005                       0        297.804842118122        302017.565461251        23.2023887162091                    1007         23.228688407363        5754.44614671512        34.3819213681052      0.0207369902696043                       0 
                    7.9                    0.15      0.0154102735156771        1.11858202774198        65.3602926153676  -3.64879594488824E-006      0.0104473399146907        65.3602926153676        0.18918749428347        -4500.4691269389        -2089.6279349092   1.83153021940798E-005                       0        297.796932474744         302018.39397407        23.4937151830623                    1007        23.5200147050911        5664.39122810139        34.3379718392193      0.0209973613570582                       0 
                    7.9                    0.15      0.0156437625083389            1.1186106501        65.4896083482491  -3.72958810474904E-006      0.0106401368679425        65.4896083482491       0.189564231152415       -4500.46861442748       -2079.92287326316   1.83149398806351E-005                       0         297.78931469687        302019.189007065         23.777927612817                    1007        23.8042271574141        5582.80222330484        34.2933077468518      0.0212513745048892                       0 
                    7.9                    0.15      0.0158772515010007        1.11863850885119        65.6148284888918  -3.80597191512053E-006      0.0108346893757711        65.6148284888918       0.189929071962214       -4500.46813681557       -2070.47520227107   1.83145871457093E-005                       0        297.781899274495        302019.960827907        24.0572077553031                    1007        24.0835074553728        5507.08278572582        34.2481482350319      0.0215009795811537                       0 
                    7.9                    0.15      0.0161107404936624        1.11866636760238        65.7400486295344  -3.88235572549202E-006      0.0110292418835996        65.7400486295344       0.190293912772013       -4500.46765920367       -2061.02753127897   1.83142344107835E-005                       0        297.774483852119         302020.73264875        24.3364878977892                    1007        24.3627877533316         5431.3633481468        34.2029887232121      0.0217505846574183                       0 
                    7.9                    0.15      0.0163442294863242        1.11869422486346        65.8652657184192  -3.95881116709778E-006      0.0112238011551583        65.8652657184192       0.190658744641115       -4500.46718159176       -2051.58022192017   1.83138816985951E-005                       0        297.767068811213        302021.504860217        24.6157825361249                    1007        24.6420825709817        5355.64628483535        34.1578371745727      0.0220002027023498                       0 
                    7.9                    0.15       0.016577718478986        1.11872208361466        65.9904858590619  -4.03519497746927E-006      0.0114183536629868        65.9904858590619       0.191023585450914       -4500.46670397985       -2042.13255092808   1.83135289636693E-005                       0        297.759653388838         302022.27668106         24.895062678611                    1007        24.9213628689405        5279.92684725633        34.1126776627529      0.0222498077786143                       0 
                    7.9                    0.15      0.0168112074716478        1.11874994236585        66.1157059997045  -4.11157878784076E-006      0.0116129061708153        66.1157059997045       0.191388426260712       -4500.46622636794       -2032.68487993598   1.83131762287435E-005                       0        297.752237966462        302023.048501902        25.1743428210971                    1007        25.2006431668992        5204.20740967731         34.067518150933      0.0224994128548789                       0 
                    7.9                    0.15      0.0170446964643095        1.11877703421973        66.2367665092707  -4.18333798671322E-006      0.0118095143391608        66.2367665092707       0.191741183517039       -4500.46571618743       -2023.50116230052   1.83128333456194E-005                       0        297.745030336264        302023.795164445        25.4477500869417                    1007        25.4740505172396        5133.94716847228        34.0217981066257      0.0227437689678027                       0 
                    7.9                    0.15      0.0172781854569713         1.1188032131054        66.3528751029688  -4.24959172448954E-006      0.0120085697096131        66.3528751029688        0.19207955566587       -4500.46516723496       -2014.63167320869   1.83125021907692E-005                       0        297.738070076413        302024.511876789        25.7141658695279                    1007        25.7404662998257        5070.18593659148        33.9754107652269      0.0229818763475142                       0 
                    7.9                    0.15      0.0175116744496331        1.11882939199106         66.468983696667  -4.31584546226586E-006      0.0122076250800653         66.468983696667         0.1924179278147       -4500.46461828249       -2005.76218411685   1.83121710359191E-005                       0        297.731109816562        302025.228589133         25.980581652114                    1007        26.0068820824118        5006.42470471067        33.9290234238281      0.0232199837272258                       0 
                    7.9                    0.15      0.0177451634422949        1.11885557087672        66.5850891432398  -4.38217027705313E-006      0.0124066844668461        66.5850891432398        0.19275629046404       -4500.46407543353       -1996.89307496886   1.83118399038063E-005                       0        297.724149938181        302025.945301477        26.2470145054704                    1007        26.2733149357682        4942.66568840603        33.8826448085494      0.0234581063573445                       0 
                    7.9                    0.15      0.0179786524349566        1.11888174976239         66.701197736938  -4.44842401482945E-006      0.0126057398372983         66.701197736938       0.193094662612871       -4500.46352648107       -1988.02358587703   1.83115087489562E-005                       0         297.71718967833        302026.662013821        26.5134302880565                    1007        26.5397307183544        4878.90445652522        33.8362574671506       0.023696213737056                       0 
                    7.9                    0.15      0.0182121414276184        1.11890792864805        66.8173063306361  -4.51467775260578E-006      0.0128047952077506        66.8173063306361       0.193433034761701        -4500.4629775286        -1979.1540967852   1.83111775941061E-005                       0        297.710229418478        302027.378726165        26.7798460706427                    1007        26.8061465009405        4815.14322464442        33.7898701257518      0.0239343211167675                       0 
                    7.9                    0.15      0.0184456304202802        1.11893410753372        66.9334149243342   -4.5809314903821E-006      0.0130038505782028        66.9334149243342       0.193771406910532       -4500.46242857613       -1970.28460769336   1.83108464392559E-005                       0        297.703269158627        302028.095438509        27.0462618532288                    1007        27.0725622835267        4751.38199276361         33.743482784353      0.0241724284964791                       0 
                    7.9                    0.15       0.018679119412942         1.1189590554039        67.0429990052185  -4.63973640151499E-006      0.0132066282561308        67.0429990052185        0.19409082673524        -4500.4619142345       -1961.83287168295   1.83105308451126E-005                       0        297.696637030041        302028.777114786        27.3019079734898                    1007        27.3282084037876         4695.4624506355        33.6961113464079      0.0244009106519114                       0 
                    7.9                    0.15      0.0189126084056037        1.11898366698866        67.1508007376731  -4.69650646271345E-006      0.0134104227837568        67.1508007376731       0.194405069216273       -4500.46140934776       -1953.49525630804   1.83102195018003E-005                       0        297.690094539448        302029.449220006        27.5546120670766                    1007        27.5809124973745        4641.68507970332        33.6484710756802      0.0246267634151011                       0 
