                    7.9                    0.15   3.00100033344448E-005        1.11392973535217        3.66630339232992   3.34309097910526E-009   1.01421089514061E-005        3.66630339232992      0.0105998534665751       -4498.60374145508       -2543.51604404023   1.83746772697804E-005      0.0172907306173214        299.033695644265        301252.897856317       0.344616994196653                    1007       0.370916985432088    0.000265546683217787    0.000307999301406031        28.0804690567446 
                    7.9                    0.15   3.10103367789263E-005        1.11393413909994        3.78851350540759   3.45452734507543E-009   1.04801792497863E-005        3.78851350540759      0.0109531819154609       -4498.60374145508        -2543.2046765792   1.83746213135662E-005       0.017253927201852        299.032059509287        301255.449112986       0.345072218162115                    1007       0.371372209427362    0.000266064905595901    0.000308406155021878        28.0207014583269 
                    7.9                    0.15   3.20106702234078E-005        1.11393854284771        3.91072361848525   3.56596371104561E-009   1.08182495481665E-005        3.91072361848525      0.0113065103643468       -4498.60374145508       -2542.89330911817    1.8374565357352E-005      0.0172171237863827         299.03042337431        301258.000369654       0.345527442127577                    1007       0.371827433422637    0.000266583127974015    0.000308813008637726        27.9609338599091 
                    7.9                    0.15   3.30110036678893E-005        1.11394294659548        4.03293373156292   3.67740007701579E-009   1.11563198465467E-005        4.03293373156292      0.0116598388132326       -4498.60374145508       -2542.58194165715   1.83745094011378E-005      0.0171803203709133        299.028787239332        301260.551626323       0.345982666093039                    1007       0.372282657417911     0.00026710135035213    0.000309219862253574        27.9011662614914 
                    7.9                    0.15   3.40113371123708E-005        1.11394735034325        4.15514384464058   3.78883644298596E-009   1.14943901449269E-005        4.15514384464058      0.0120131672621184       -4498.60374145508       -2542.27057419612   1.83744534449236E-005       0.017143516955444        299.027151104354        301263.102882992       0.346437890058501                    1007       0.372737881413185    0.000267619572730244    0.000309626715869421        27.8413986630736 
                    7.9                    0.15   3.50116705568523E-005        1.11395175409102        4.27735395771824   3.90027280895614E-009   1.18324604433071E-005        4.27735395771824      0.0123664957110043       -4498.60374145508       -2541.95920673509   1.83743974887094E-005      0.0171067135399746        299.025514969376        301265.654139661       0.346893114023963                    1007        0.37319310540846    0.000268137795108358    0.000310033569485269        27.7816310646559 
                    7.9                    0.15   3.60120040013338E-005        1.11395615783879        4.39956407079591   4.01170917492632E-009   1.21705307416873E-005        4.39956407079591      0.0127198241598901       -4498.60374145508       -2541.64783927406   1.83743415324952E-005      0.0170699101245053        299.023878834398         301268.20539633       0.347348337989425                    1007       0.373648329403734    0.000268656017486472    0.000310440423101117        27.7218634662381 
                    7.9                    0.15   3.70123374458153E-005        1.11396056158656        4.52177418387357   4.12314554089649E-009   1.25086010400675E-005        4.52177418387357       0.013073152608776       -4498.60374145508       -2541.33647181303   1.83742855762809E-005      0.0170331067090359         299.02224269942        301270.756652999       0.347803561954887                    1007       0.374103553399008    0.000269174239864586    0.000310847276716964        27.6620958678203 
                    7.9                    0.15   3.80126708902968E-005        1.11396496533433        4.64398429695124   4.23458190686667E-009   1.28466713384477E-005        4.64398429695124      0.0134264810576618       -4498.60374145508         -2541.025104352   1.83742296200667E-005      0.0169963032935666        299.020606564442        301273.307909668       0.348258785920349                    1007       0.374558777394283      0.0002696924622427    0.000311254130332812        27.6023282694026 
                    7.9                    0.15   3.90130043347783E-005         1.1139693690821         4.7661944100289   4.34601827283685E-009   1.31847416368279E-005         4.7661944100289      0.0137798095065476       -4498.60374145508       -2540.71373689097   1.83741736638525E-005      0.0169594998780972        299.018970429464        301275.859166337       0.348714009885812                    1007       0.375014001389557    0.000270210684620815     0.00031166098394866        27.5425606709848 
                    7.9                    0.15   4.00133377792597E-005        1.11397377282987        4.88840452310656   4.45745463880702E-009   1.35228119352081E-005        4.88840452310656      0.0141331379554335       -4498.60374145508       -2540.40236942994   1.83741177076383E-005      0.0169226964626279        299.017334294486        301278.410423006       0.349169233851274                    1007       0.375469225384831    0.000270728906998929    0.000312067837564507        27.4827930725671 
                    7.9                    0.15   4.10136712237413E-005        1.11397817657764        5.01061463618423    4.5688910047772E-009   1.38608822335883E-005        5.01061463618423      0.0144864664043193       -4498.60374145508       -2540.09100196892   1.83740617514241E-005      0.0168858930471585        299.015698159508        301280.961679674       0.349624457816736                    1007       0.375924449380106    0.000271247129377043    0.000312474691180355        27.4230254741493 
                    7.9                    0.15   4.20140046682227E-005        1.11398258032541        5.13282474926189   4.68032737074738E-009   1.41989525319685E-005        5.13282474926189      0.0148397948532051       -4498.60374145508       -2539.77963450789   1.83740057952099E-005      0.0168490896316892         299.01406202453        301283.512936343       0.350079681782198                    1007        0.37637967337538    0.000271765351755157    0.000312881544796203        27.3632578757316 
                    7.9                    0.15   4.30143381127042E-005        1.11398698407318        5.25503486233956   4.79176373671755E-009   1.45370228303487E-005        5.25503486233956       0.015193123302091       -4498.60374145508       -2539.46826704686   1.83739498389957E-005      0.0168122862162198        299.012425889552        301286.064193012        0.35053490574766                    1007       0.376834897370654    0.000272283574133271     0.00031328839841205        27.3034902773138 
                    7.9                    0.15   4.40146715571857E-005        1.11399138782095        5.37724497541722   4.90320010268773E-009   1.48750931287289E-005        5.37724497541722      0.0155464517509768       -4498.60374145508       -2539.15689958583   1.83738938827815E-005      0.0167754828007505        299.010789754574        301288.615449681       0.350990129713122                    1007       0.377290121365928    0.000272801796511385    0.000313695252027898         27.243722678896 
                    7.9                    0.15   4.50150050016672E-005        1.11399579156872        5.49945508849489   5.01463646865791E-009   1.52131634271091E-005        5.49945508849489      0.0158997801998627       -4498.60374145508        -2538.8455321248   1.83738379265673E-005      0.0167386793852811        299.009153619596         301291.16670635       0.351445353678584                    1007       0.377745345361203    0.000273320018889499    0.000314102105643745        27.1839550804783 
                    7.9                    0.15   4.60153384461487E-005        1.11400019531649        5.62166520157255   5.12607283462808E-009   1.55512337254893E-005        5.62166520157255      0.0162531086487485       -4498.60374145508       -2538.53416466377   1.83737819703531E-005      0.0167018759698118        299.007517484619        301293.717963019       0.351900577644046                    1007       0.378200569356477    0.000273838241267614    0.000314508959259593        27.1241874820605 
                    7.9                    0.15   4.70156718906302E-005        1.11400459906426        5.74387531465021   5.23750920059826E-009   1.58893040238695E-005        5.74387531465021      0.0166064370976343       -4498.60374145508       -2538.22279720274   1.83737260141388E-005      0.0166650725543424        299.005881349641        301296.269219688       0.352355801609508                    1007       0.378655793351751    0.000274356463645728    0.000314915812875441        27.0644198836428 
                    7.9                    0.15   4.80160053351117E-005        1.11400900281203        5.86608542772788   5.34894556656843E-009   1.62273743222497E-005        5.86608542772788      0.0169597655465202       -4498.60374145508       -2537.91142974172   1.83736700579246E-005      0.0166282691388731        299.004245214663        301298.820476357        0.35281102557497                    1007       0.379111017347026    0.000274874686023842    0.000315322666491288         27.004652285225 
                    7.9                    0.15   4.90163387795932E-005         1.1140134065598        5.98829554080554   5.46038193253861E-009   1.65654446206299E-005        5.98829554080554       0.017313093995406       -4498.60374145508       -2537.60006228069   1.83736141017104E-005      0.0165914657234037        299.002609079685        301301.371733026       0.353266249540432                    1007         0.3795662413423    0.000275392908401956    0.000315729520107136        26.9448846868072 
                    7.9                    0.15   5.00166722240747E-005        1.11401781030757        6.11050565388321   5.57181829850879E-009   1.69035149190101E-005        6.11050565388321      0.0176664224442918       -4498.60374145508       -2537.28869481966   1.83735581454962E-005      0.0165546623079344        299.000972944707        301303.922989695       0.353721473505894                    1007       0.380021465337574     0.00027591113078007    0.000316136373722984        26.8851170883895 
                    7.9                    0.15   5.10170056685562E-005        1.11402221405534        6.23271576696087   5.68325466447896E-009   1.72415852173903E-005        6.23271576696087      0.0180197508931777       -4498.60374145508       -2536.97732735863    1.8373502189282E-005       0.016517858892465        298.999336809729        301306.474246364       0.354176697471356                    1007       0.380476689332848    0.000276429353158184    0.000316543227338831        26.8253494899717 
                    7.9                    0.15   5.20173391130377E-005        1.11402661780311        6.35492588003853   5.79469103044914E-009   1.75796555157705E-005        6.35492588003853      0.0183730793420635       -4498.60374145508        -2536.6659598976   1.83734462330678E-005      0.0164810554769957        298.997700674751        301309.025503032       0.354631921436818                    1007       0.380931913328123    0.000276947575536298    0.000316950080954679         26.765581891554 
                    7.9                    0.15   5.30176725575192E-005        1.11403102155088         6.4771359931162   5.90612739641932E-009   1.79177258141507E-005         6.4771359931162      0.0187264077909493       -4498.60374145508       -2536.35459243657   1.83733902768536E-005      0.0164442520615263        298.996064539773        301311.576759701        0.35508714540228                    1007       0.381387137323397    0.000277465797914413    0.000317356934570527        26.7058142931362 
                    7.9                    0.15   5.40180060020007E-005        1.11403542529865        6.59934610619386    6.0175637623895E-009   1.82557961125309E-005        6.59934610619386      0.0190797362398352       -4498.60374145508       -2536.04322497554   1.83733343206394E-005       0.016407448646057        298.994428404795         301314.12801637       0.355542369367742                    1007       0.381842361318671    0.000277984020292527    0.000317763788186374        26.6460466947185 
                    7.9                    0.15   5.50183394464822E-005        1.11403982904642        6.72155621927153   6.12900012835967E-009   1.85938664109111E-005        6.72155621927153       0.019433064688721       -4498.60374145508       -2535.73185751452   1.83732783644252E-005      0.0163706452305876        298.992792269817        301316.679273039       0.355997593333204                    1007       0.382297585313946    0.000278502242670641    0.000318170641802222        26.5862790963007 
                    7.9                    0.15   5.60186728909637E-005        1.11404423279419        6.84376633234919   6.24043649432985E-009   1.89319367092913E-005        6.84376633234919      0.0197863931376069       -4498.60374145508       -2535.42049005349    1.8373222408211E-005      0.0163338418151183        298.991156134839        301319.230529708       0.356452817298666                    1007        0.38275280930922    0.000279020465048755    0.000318577495418069         26.526511497883 
                    7.9                    0.15   5.70190063354452E-005        1.11404863654196        6.96597644542686   6.35187286030003E-009   1.92700070076715E-005        6.96597644542686      0.0201397215864927       -4498.60374145508       -2535.10912259246   1.83731664519968E-005      0.0162970383996489        298.989519999861        301321.781786377       0.356908041264128                    1007       0.383208033304494    0.000279538687426869    0.000318984349033917        26.4667438994652 
                    7.9                    0.15   5.80193397799266E-005        1.11405304028973        7.08818655850452    6.4633092262702E-009   1.96080773060517E-005        7.08818655850452      0.0204930500353785       -4498.60374145508       -2534.79775513143   1.83731104957825E-005      0.0162602349841796        298.987883864883        301324.333043046        0.35736326522959                    1007       0.383663257299769    0.000280056909804983    0.000319391202649765        26.4069763010474 
                    7.9                    0.15   5.90196732244081E-005         1.1140574440375        7.21039667158218   6.57474559224038E-009   1.99461476044319E-005        7.21039667158218      0.0208463784842644       -4498.60374145508        -2534.4863876704   1.83730545395683E-005      0.0162234315687102        298.986247729905        301326.884299715       0.357818489195052                    1007       0.384118481295043    0.000280575132183097    0.000319798056265612        26.3472087026297 
                    7.9                    0.15   6.00200066688896E-005        1.11406184778527        7.33260678465985   6.68618195821055E-009   2.02842179028121E-005        7.33260678465985      0.0211997069331502       -4498.60374145508       -2534.17502020937   1.83729985833541E-005      0.0161866281532409        298.984611594927        301329.435556383       0.358273713160514                    1007       0.384573705290317    0.000281093354561212     0.00032020490988146        26.2874411042119 
                    7.9                    0.15   6.10203401133711E-005        1.11406625153304        7.45481689773751   6.79761832418073E-009   2.06222882011923E-005        7.45481689773751       0.021553035382036       -4498.60374145508       -2533.86365274834   1.83729426271399E-005      0.0161498247377715         298.98297545995        301331.986813052       0.358728937125976                    1007       0.385028929285591    0.000281611576939326    0.000320611763497308        26.2276735057942 
                    7.9                    0.15   6.20206735578526E-005        1.11407065528081        7.57702701081517   6.90905469015091E-009   2.09603584995725E-005        7.57702701081517      0.0219063638309219       -4498.60374145508       -2533.55228528731   1.83728866709257E-005      0.0161130213223022        298.981339324971        301334.538069721       0.359184161091438                    1007       0.385484153280866     0.00028212979931744    0.000321018617113155        26.1679059073764 
                    7.9                    0.15   6.30210070023341E-005        1.11407505902858        7.69923712389284   7.02049105612108E-009   2.12984287979527E-005        7.69923712389284      0.0222596922798077       -4498.60374145508       -2533.24091782629   1.83728307147115E-005      0.0160762179068328        298.979703189994         301337.08932639         0.3596393850569                    1007        0.38593937727614    0.000282648021695554    0.000321425470729003        26.1081383089587 
                    7.9                    0.15   6.40213404468156E-005        1.11407946277635         7.8214472369705   7.13192742209126E-009   2.16364990963329E-005         7.8214472369705      0.0226130207286935       -4498.60374145508       -2532.92955036526   1.83727747584973E-005      0.0160394144913635        298.978067055016        301339.640583059       0.360094609022362                    1007       0.386394601271414    0.000283166244073668    0.000321832324344851        26.0483707105409 
                    7.9                    0.15   6.50216738912971E-005        1.11408386652412        7.94365735004817   7.24336378806144E-009   2.19745693947131E-005        7.94365735004817      0.0229663491775794       -4498.60374145508       -2532.61818290423   1.83727188022831E-005      0.0160026110758941        298.976430920038        301342.191839728       0.360549832987825                    1007       0.386849825266689    0.000283684466451782    0.000322239177960698        25.9886031121231 
                    7.9                    0.15   6.60220073357786E-005        1.11408827027189        8.06586746312583   7.35480015403161E-009   2.23126396930933E-005        8.06586746312583      0.0233196776264652       -4498.60374145508        -2532.3068154432   1.83726628460689E-005      0.0159658076604248         298.97479478506        301344.743096397       0.361005056953287                    1007       0.387305049261963    0.000284202688829897    0.000322646031576546        25.9288355137054 
                    7.9                    0.15   6.70223407802601E-005        1.11409267401966        8.18807757620349   7.46623652000179E-009   2.26507099914735E-005        8.18807757620349      0.0236730060753511       -4498.60374145508       -2531.99544798217   1.83726068898547E-005      0.0159290042449554        298.973158650082        301347.294353066       0.361460280918748                    1007       0.387760273257237    0.000284720911208011    0.000323052885192394        25.8690679152876 
                    7.9                    0.15   6.80226742247416E-005        1.11409707776743        8.31028768928116   7.57767288597197E-009   2.29887802898537E-005        8.31028768928116      0.0240263345242369       -4498.60374145508       -2531.68408052114   1.83725509336405E-005      0.0158922008294861        298.971522515104        301349.845609735       0.361915504884211                    1007       0.388215497252512    0.000285239133586125    0.000323459738808241        25.8093003168699 
                    7.9                    0.15   6.90230076692231E-005         1.1141014815152        8.43249780235882   7.68910925194214E-009   2.33268505882339E-005        8.43249780235882      0.0243796629731227       -4498.60374145508       -2531.37271306011   1.83724949774262E-005      0.0158553974140167        298.969886380126        301352.396866403       0.362370728849673                    1007       0.388670721247786    0.000285757355964239    0.000323866592424089        25.7495327184521 
                    7.9                    0.15   7.00233411137046E-005        1.11410588526296        8.55470791543649   7.80054561791232E-009   2.36649208866141E-005        8.55470791543649      0.0247329914220086       -4498.60374145508       -2531.06134559908    1.8372439021212E-005      0.0158185939985474        298.968250245148        301354.948123072       0.362825952815135                    1007        0.38912594524306    0.000286275578342353    0.000324273446039937        25.6897651200344 
                    7.9                    0.15   7.10236745581861E-005        1.11411028901073        8.67691802851416    7.9119819838825E-009   2.40029911849943E-005        8.67691802851416      0.0250863198708944       -4498.60374145508       -2530.74997813806   1.83723830649978E-005       0.015781790583078         298.96661411017        301357.499379741       0.363281176780597                    1007       0.389581169238334    0.000286793800720467    0.000324680299655784        25.6299975216166 
                    7.9                    0.15   7.20240080026676E-005         1.1141146927585        8.79912814159182   8.02341834985267E-009   2.43410614833745E-005        8.79912814159182      0.0254396483197802       -4498.60374145508       -2530.43861067703   1.83723271087836E-005      0.0157449871676087        298.964977975192         301360.05063641       0.363736400746059                    1007       0.390036393233609    0.000287312023098581    0.000325087153271632        25.5702299231988 
                    7.9                    0.15    7.3024341447149E-005        1.11411909650627        8.92133825466948   8.13485471582285E-009   2.46791317817547E-005        8.92133825466948      0.0257929767686661       -4498.60374145508         -2530.127243216   1.83722711525694E-005      0.0157081837521393        298.963341840214        301362.601893079       0.364191624711521                    1007       0.390491617228883    0.000287830245476695    0.000325494006887479        25.5104623247811 
                    7.9                    0.15   7.40246748916305E-005        1.11412350025404        9.04354836774714   8.24629108179303E-009   2.50172020801349E-005        9.04354836774714      0.0261463052175519       -4498.60374145508       -2529.81587575497   1.83722151963552E-005        0.01567138033667        298.961705705236        301365.153149748       0.364646848676983                    1007       0.390946841224157     0.00028834846785481    0.000325900860503327        25.4506947263633 
                    7.9                    0.15    7.5025008336112E-005        1.11412790400181        9.16575848082481    8.3577274477632E-009   2.53552723785151E-005        9.16575848082481      0.0264996336664378       -4498.60374145508       -2529.50450829394    1.8372159240141E-005      0.0156345769212006        298.960069570258        301367.704406417       0.365102072642445                    1007       0.391402065219432    0.000288866690232924    0.000326307714119175        25.3909271279456 
                    7.9                    0.15   7.60253417805935E-005        1.11413230774958        9.28796859390247   8.46916381373338E-009   2.56933426768953E-005        9.28796859390247      0.0268529621153236       -4498.60374145508       -2529.19314083291   1.83721032839268E-005      0.0155977735057313         298.95843343528        301370.255663086       0.365557296607907                    1007       0.391857289214706    0.000289384912611038    0.000326714567735022        25.3311595295278 
                    7.9                    0.15    7.7025675225075E-005        1.11413671149735        9.41017870698013   8.58060017970355E-009   2.60314129752755E-005        9.41017870698013      0.0272062905642094       -4498.60374145508       -2528.88177337188   1.83720473277126E-005      0.0155609700902619        298.956797300302        301372.806919754       0.366012520573369                    1007        0.39231251320998    0.000289903134989152     0.00032712142135087          25.27139193111 
