VARIABLES = "X"
 "Y"
 "Z"
 "RHO"
 "U"
 "V"
 "W"
 "VelocityMagnitude"
 "Mach"
 "P"
 "P_tot"
 "Vislam"
 "SkinFrictionCoefficient"
 "T"
 "H0"
 "COND_TURB"
 "CP"
 "COND_eff"
 "Ywall"
 "VIS_T"
 "YPLUS"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15     0.00466977985323549        1.12022584464339        71.8991084695595   6.57099339442769E-008     0.00178789103338351        71.8991084695595       0.208265166548463       -4498.60062353645       -1571.33563482137      1.82947886842E-005                       0        297.364472166689        302033.063156729        4.18536367381569                    1007        4.21166362727638     0.00468378869293242     0.00374064284382153                       0 
                    7.9                    0.15     0.00490326884589726        1.12028803745205        72.1528961576709   6.55823498323185E-008      0.0018875041159263        72.1528961576709       0.209006095223561       -4498.60048349151       -1550.25841633777   1.82940024701641E-005                       0        297.348086908812        302034.703363056        4.35826898174147                    1007        4.38456893520216     0.00491755383432104     0.00389517600789921                       0 
                    7.9                    0.15     0.00513675783855904         1.1203502536998        72.4067063473184   6.54479018700952E-008     0.00198748979775662        72.4067063473184       0.209747091286071       -4498.60034344657       -1529.17855767393   1.82932162561281E-005                       0        297.331695650525        302036.343569383        4.53113148987059                    1007        4.55743144333128     0.00515131897570967      0.0040496708774316                       0 
                    7.9                    0.15     0.00537024683122081         1.1204059207136        72.6315694794114   6.53561638050363E-008     0.00209079205465501        72.6315694794114       0.210403727603602       -4498.60021145568       -1510.30157853663   1.82925130274708E-005                       0        297.317007675153        302037.814162151        4.69362579947879                    1007        4.71992575293948     0.00538508395714144     0.00419489913131441                       0 
                    7.9                    0.15     0.00560373582388259        1.12046049733944        72.8515867036642   6.52714793645807E-008     0.00219408636226217        72.8515867036642       0.211046241928404       -4498.60008080351       -1491.79461794684   1.82918238285076E-005                       0        297.302603273632        302039.260616998        4.85446811291072                    1007        4.88076806637141     0.00561884891198549     0.00433865081167761                       0 
                    7.9                    0.15     0.00583722481654436        1.12051507396528        73.0716031762364   6.51867818351791E-008     0.00229736845633913        73.0716031762364       0.211688754073262       -4498.59995015134       -1473.28774154526   1.82911346349752E-005                       0         297.28819887211        302040.707165145        5.01531199376746                    1007        5.04161194722816     0.00585261386682955     0.00448240389065337                       0 
                    7.9                    0.15     0.00607071380920614         1.1205689300786        73.2884838839923   6.51068452153506E-008     0.00240166551736869        73.2884838839923       0.212322126160538       -4498.59980589839       -1455.02044277677   1.82904543570216E-005                       0         297.27398424007        302042.131380109        5.17462463077122                    1007        5.20092459138687     0.00608637862930274     0.00462478853504349                       0 
                    7.9                    0.15     0.00630420280186791         1.1206175104898        73.4821647577805   6.50565086226857E-008     0.00250932338968845        73.4821647577805       0.212887879237933       -4498.59956210585       -1438.53455731619   1.82898411346869E-005                       0         297.26115911045        302043.421846718        5.32325357731403                    1007        5.34955358739914      0.0063201419838781     0.00475762473146388                       0 
                    7.9                    0.15     0.00653769179452969        1.12066607853365        73.6758179286717    6.5001326727434E-008     0.00261652277577948        73.6758179286717       0.213453550381536       -4498.59931831332       -1422.05177458006   1.82892281010632E-005                       0        297.248337146876        302044.709071297        5.47194619105024                    1007        5.49824620113535     0.00655390533845347     0.00489051783708584                       0 
                    7.9                    0.15     0.00677118078719146        1.12071464755743        73.8694732946352   6.49465287555487E-008     0.00272375849057718        73.8694732946352       0.214019228017261       -4498.59907452079       -1405.56874599584   1.82886150524868E-005                       0        297.235514932436        302045.996552761        5.62063376003997                    1007        5.64693377404484     0.00678766869302883     0.00502340643343891                       0 
                    7.9                    0.15     0.00700466977985324        1.12076267841913        74.0607407543797   6.48994005482633E-008     0.00283198721049437        74.0607407543797       0.214577947259807       -4498.59883259712       -1389.26936852651   1.82880087730827E-005                       0        297.222834279917         302047.27236305        5.76786355558774                    1007         5.7941636159385     0.00702143189078962     0.00515499214826971                       0 
                    7.9                    0.15     0.00723815877251501        1.12080643985412         74.233297108054   6.48687018903472E-008     0.00294385748128336         74.233297108054       0.215082131691196       -4498.59860512651       -1374.41759198543   1.82874565041157E-005                       0        297.211275929737        302048.429733494        5.90438066545806                    1007        5.93068067554316     0.00725519387580944     0.00527700348416018                       0 
                    7.9                    0.15     0.00747164776517678        1.12085020128911        74.4058229002083   6.48306568769524E-008     0.00305522404011291        74.4058229002083       0.215586228157685       -4498.59837765591       -1359.56913539052   1.82869044268969E-005                       0        297.199717579557        302049.587103939         6.0409717663765                    1007        6.06727177646161     0.00748895586082925     0.00539908094098904                       0 
                    7.9                    0.15     0.00770513675783856         1.1208939627241        74.5783486923628   6.47926118635576E-008     0.00316659059894245        74.5783486923628       0.216090324624174        -4498.5981501853        -1344.7206787956   1.82863523496781E-005                       0        297.188159229377        302050.744474383        6.17756286729495                    1007        6.20386287738006     0.00772271784584907     0.00552115839781791                       0 
                    7.9                    0.15     0.00793862575050034        1.12093772415909        74.7509028804593   6.47613926456679E-008     0.00327842517689232        74.7509028804593       0.216594502822404       -4498.59792271469       -1329.86913750465   1.82858000942983E-005                       0        297.176600879197        302051.901844828        6.31408522014299                    1007        6.34038518352424     0.00795647983086889     0.00564317441901309                       0 
                    7.9                    0.15     0.00817211474316211        1.12097821979867        74.9092510848328   6.47384116791652E-008     0.00339396251760082        74.9092510848328       0.217057262940921       -4498.59770773939       -1316.12382625673   1.82852890219193E-005                       0        297.165898096555        302052.967744659        6.44076491116981                    1007         6.4670648646305     0.00819024142135698      0.0057563936053187                       0 
                    7.9                    0.15     0.00840560373582388        1.12101799572643        75.0644849260393   6.47104598059894E-008     0.00350987651442142        75.0644849260393       0.217510940956613       -4498.59749548167       -1302.62185343024   1.82847869136819E-005                       0        297.155383806358        302054.013750714        6.56536941077482                    1007        6.59166936423551     0.00842400292603909     0.00586775816062599                       0 
                    7.9                    0.15     0.00863909272848565          1.121057768139        75.2197099933264   6.46800942420011E-008      0.0036256380603848        75.2197099933264       0.217964592608365       -4498.59728322394       -1289.12085608358   1.82842848054445E-005                       0        297.144870416049         302055.05975677        6.68999723719411                    1007         6.7162971906548      0.0086577644307212     0.00597914358738592                       0 
                    7.9                    0.15     0.00887258172114743        1.12109754460948        75.3749451891798   6.46525150300086E-008     0.00374157559481699        75.3749451891798       0.218418274694512       -4498.59707096622       -1275.61873264812   1.82837826972071E-005                       0        297.134355986914        302056.105762825        6.81459813526153                    1007        6.84089808872222     0.00889152593540331     0.00609050492025055                       0 
                    7.9                    0.15     0.00910607071380921        1.12113659714336        75.5270190446562   6.46313482326859E-008     0.00385891570242301        75.5270190446562       0.218862742178619        -4498.5968618359       -1262.36355273172    1.8283289899071E-005                       0        297.124033819697        302057.130765779        6.93654216243635                    1007        6.96284211589704     0.00912528694858354     0.00619949163038875                       0 
                    7.9                    0.15     0.00933955970647098         1.1211730582459        75.6678389813203   6.46108151321946E-008     0.00397982125273366        75.6678389813203       0.219274399834974       -4498.59666375953       -1249.99010568762   1.82828300170283E-005                       0         297.11439941443        302058.081532389        7.04930849501371                    1007         7.0756084484744     0.00935904622452972     0.00630027582116819                       0 
                    7.9                    0.15     0.00957304869913276        1.12120949636848        75.8086295036216   6.45818932244461E-008     0.00410018742452979        75.8086295036216       0.219685969880191       -4498.59646568315       -1237.61998834936   1.82823703103088E-005                       0        297.104767950599        302059.032298998        7.16215989944308                    1007        7.18845985290377     0.00959280550047591     0.00640113595356998                       0 
                    7.9                    0.15     0.00980653769179453        1.12124593449105         75.949420025923   6.45529713166976E-008     0.00422055359632593         75.949420025923       0.220097539925408       -4498.59626760677        -1225.2498710111   1.82819106035894E-005                       0        297.095136486768        302059.983065608        7.27501130387244                    1007        7.30131125733314     0.00982656477642209     0.00650199608597177                       0 
                    7.9                    0.15      0.0100400266844563        1.12128238376576        76.0902248229548   6.45281204800505E-008      0.0043411815274182        76.0902248229548       0.220509152488132        -4498.5960695304       -1212.87813777337   1.82814508117859E-005                       0        297.085503595464        302060.933832217        7.38782142310505                    1007        7.41412137656574      0.0100603240523683     0.00660281936405869                       0 
                    7.9                    0.15      0.0102735156771181         1.1213180251291        76.2274944489978   6.45072217777493E-008      0.0044635098608746        76.2274944489978       0.220910458505396        -4498.5958752909        -1200.7843096184   1.82810012783777E-005                       0        297.076084173696        302061.861030074        7.49722529515511                    1007        7.52352522241259      0.0102940831381754     0.00670059838633957                       0 
                    7.9                    0.15      0.0105070046697799         1.1213516591065        76.3560796175583   6.44840589215503E-008     0.00458922727119119        76.3560796175583       0.221286442977493       -4498.59569043156       -1189.37462416439   1.82805770670919E-005                       0        297.067190809628        302062.730608382        7.59842296203101                    1007        7.62472279902514      0.0105278417591414     0.00679104317681526                       0 
                    7.9                    0.15      0.0107404936624416        1.12138528220319         76.484634842429    6.4452778934546E-008     0.00471439159336191         76.484634842429       0.221662339043893       -4498.59550557223       -1177.96822555262   1.82801528558062E-005                       0        297.058300231019        302063.600186691        7.69970972008873                    1007        7.72600946681951      0.0107616003801074     0.00688156761742431                       0 
                    7.9                    0.15      0.0109739826551034        1.12141890529988        76.6131900672996   6.44214989475416E-008     0.00483955591553263        76.6131900672996       0.222038235110293       -4498.59532071289       -1166.56182694084   1.82797286445204E-005                       0         297.04940965241           302064.469765        7.80099647814644                    1007        7.82729613461388      0.0109953590010734     0.00697209205803335                       0 
                    7.9                    0.15      0.0112074716477652        1.12145253135511        76.7417534340549   6.43924260613616E-008     0.00496487062597871        76.7417534340549       0.222414155214779       -4498.59513585356       -1155.15453461522   1.82793044332347E-005                       0        297.040518316416        302065.339343308        7.90225901173057                    1007        7.92855857793466      0.0112291176220394     0.00706259484125148                       0 
                    7.9                    0.15       0.011440960640427        1.12148614734351        76.8702601517348   6.43695343031919E-008     0.00509064610150297        76.8702601517348       0.222789910975303       -4498.59495043484       -1143.75102728852   1.82788804540549E-005                       0        297.031629741029        302066.208357909        8.00336753221876                    1007        8.02966700884229      0.0114628762236658     0.00715295995671853                       0 
                    7.9                    0.15      0.0116744496330887        1.12151735044835        76.9883290778194    6.4342842976598E-008     0.00522135719146806        76.9883290778194        0.22313523156634       -4498.59469162705       -1133.17401629386   1.82784869266213E-005                       0        297.023382938392        302067.003415464        8.09321233905009                    1007        8.11951181567363      0.0116966322879764     0.00723325819310584                       0 
                    7.9                    0.15      0.0119079386257505         1.1215485465678        77.1063783330464   6.43108759312102E-008     0.00535168389398912        77.1063783330464       0.223480495401085       -4498.59443281925       -1122.59920128222   1.82780935057762E-005                       0        297.015137924015        302067.798473018        8.18312001438935                    1007        8.20941949101288      0.0119303883522871     0.00731361264005144                       0 
                    7.9                    0.15      0.0121414276184123        1.12157973914173        77.2244176040709   6.42762311253398E-008     0.00548181549560586        77.2244176040709       0.223825730428427       -4498.59417401145       -1112.02550087065   1.82777001390316E-005                       0        297.006893817292        302068.593530573        8.27305959946692                    1007        8.29935907609045      0.0121641444165977     0.00739399561740543                       0 
                    7.9                    0.15       0.012374916611074        1.12161093171565        77.3424568750954   6.42415863194693E-008     0.00561194709722259        77.3424568750954        0.22417096545577       -4498.59391520365       -1101.45180045908    1.8277306772287E-005                       0         296.99864971057        302069.388588128        8.36299918454448                    1007        8.38929866116802      0.0123979004809084     0.00747437859475942                       0 
                    7.9                    0.15      0.0126084056037358        1.12164213157528        77.4605166626511   6.42124440418344E-008     0.00574247961155792        77.4605166626511       0.224516259679425       -4498.59365639585       -1090.87580965656   1.82769132943715E-005                       0        296.990403738708        302070.183645682        8.45287319832201                    1007        8.47917267494554       0.012631656545219     0.00755470294499619                       0 
                    7.9                    0.15      0.0128418945963976        1.12167259575425        77.5754035226306   6.41841771418102E-008     0.00587496836271652        77.5754037413119       0.224852301016264       -4498.59340357523       -1080.55203823711   1.82765290792105E-005                       0        296.982352962984        302070.954936351        8.53884854088186                    1007        8.56514804484055      0.0128654122167483     0.00763154286916006                       0 
                    7.9                    0.15      0.0130753835890594        1.12170167304608        77.6843179748558   6.41529530540151E-008     0.00601079359939939        77.6843188226604        0.22517092615624       -4498.59316199188       -1070.70357121194   1.82761623422187E-005                       0        296.974670109428        302071.681619042        8.61756130068659                    1007         8.6438608832857      0.0130991671510676       0.007701891900282                       0 
                    7.9                    0.15      0.0133088725817211        1.12173075033791        77.7932067349057   6.41148117331795E-008     0.00614608752016781        77.7932076408963       0.225489474353503       -4498.59292040854       -1060.85799084541   1.82757957413489E-005                       0         296.96698953962        302072.408301733        8.69636198482471                    1007        8.72266157469707       0.013332922085387     0.00777231951193697                       0 
                    7.9                    0.15      0.0135423615743829        1.12175982762974        77.9020928765831   6.40759654548059E-008     0.00628132729281707        77.9020937825737       0.225808014709286        -4498.5926788252       -1051.01270466757   1.82754291543517E-005                       0        296.959309202556        302073.134984424        8.77517162961533                    1007         8.8014712194877      0.0135666770197064      0.0078427551319876                       0 
                    7.9                    0.15      0.0137758505670447        1.12178890492157        78.0109790182604   6.40371191764323E-008     0.00641656706546632         78.010979924251       0.226126555065069       -4498.59243724186       -1041.16741848973   1.82750625673545E-005                       0        296.951628865493        302073.861667115        8.85398127440596                    1007        8.88028086427832      0.0138004319540258     0.00791319075203824                       0 
                    7.9                    0.15      0.0140093395597065         1.1218179822134        78.1198856615337   6.40037926454051E-008     0.00655223081249835        78.1198870231153       0.226445156818861       -4498.59219565852       -1031.31982884369    1.8274695871736E-005                       0        296.943946706065        302074.588349806        8.93272075817945                    1007        8.95902040500069      0.0140341868883452     0.00798356366714802                       0 
                    7.9                    0.15      0.0142428285523682        1.12184652874169        78.2265096017178   6.39711385434984E-008     0.00668953875188723        78.2265115805441       0.226757102484914       -4498.59195863654       -1021.65457711282   1.82743359000383E-005                       0        296.936403574447        302075.298578313        9.00833076926311                    1007        9.03463049323994       0.014267941147542     0.00805113965619423                       0 
                    7.9                    0.15        0.01447631754503        1.12187373769881        78.3273612485004    6.3934880679257E-008     0.00683058323353931        78.3273638146365       0.227052215284536       -4498.59173310962        -1012.4510441659   1.82739929774816E-005                       0          296.9292125545        302075.967340819        9.07612157850581                    1007        9.10242137589635      0.0145016937053702      0.0081117273333748                       0 
                    7.9                    0.15      0.0147098065376918        1.12190093985165        78.4281928634819   6.38932498672256E-008     0.00697118939727462        78.4281964524016        0.22734726939724        -4498.5915075827       -1003.24977916727     1.827365015875E-005                       0         296.92202327645        302076.636103325        9.14398543850199                    1007        9.17028536374049      0.0147354462631984     0.00817238028911965                       0 
                    7.9                    0.15      0.0149432955303536        1.12192813963205        78.5290174940184   6.38497456810937E-008     0.00711164273364865        78.5290222575575       0.227642303047703       -4498.59128205577       -994.049304929265   1.82733073762188E-005                       0        296.914834605742        302077.304865831        9.21187476894659                    1007        9.23817484101251      0.0149691988210266      0.0082330560054005                       0 
                    7.9                    0.15      0.0151767845230153        1.12195533941246         78.629842124555   6.38062414949619E-008     0.00725209607002269        78.6298480627135       0.227937336698166       -4498.59105652885       -984.848830691261   1.82729645936876E-005                       0        296.907645935034        302077.973628337        9.27976409939119                    1007        9.30606431828453      0.0152029513788548     0.00829373172168135                       0 
                    7.9                    0.15      0.0154102735156771        1.12198254223485        78.7306757106922   6.37651393881124E-008      0.0073927453648218        78.7306826287831        0.22823239658574       -4498.59083100192       -975.647342523512   1.82726217647395E-005                       0        296.900456485578        302078.642390842        9.34762077109643                    1007        9.37392111248133       0.015436703936683     0.00835437825392898                       0 
                    7.9                    0.15      0.0156437625083389        1.12200975119196        78.8315273574749   6.37288815238712E-008     0.00753378984647388        78.8315348628755       0.228527509385362         -4498.590605475       -966.443809576598   1.82722788421828E-005                       0        296.893265465631        302079.311153348        9.41541158033913                    1007        9.44171199513774      0.0156704564945112     0.00841496593110954                       0 
                    7.9                    0.15      0.0158772515010007        1.12203565073128          78.92671641887   6.36888122822175E-008     0.00767900281415287        78.9267231831214       0.228806104180384       -4498.59036406925       -957.695726649731   1.82719526331516E-005                       0        296.886426653261        302079.937820586        9.47474678329637                    1007        9.50104715952277      0.0159042073170723     0.00846799634893438                       0 
                    7.9                    0.15      0.0161107404936624        1.12206119749914        79.0203865962115   6.36467872268238E-008     0.00782524990216956        79.0203922637875       0.229080268281857       -4498.59011361917       -949.069929369205   1.82716309149054E-005                       0        296.879682399397        302080.553222165        9.53183273526844                    1007        9.55813303358779      0.0161379576752362     0.00851901647977107                       0 
                    7.9                    0.15      0.0163442294863242        1.12208672947265        79.1140349962789   6.35988487428011E-008     0.00797098222215012        79.1140395671795       0.229354368582723       -4498.58983287028       -940.446639315708   1.82713093095311E-005                       0        296.872940039208        302081.168623743        9.58900502703082                    1007        9.61530518826576         0.0163717080334     0.00857011376079897                       0 
                    7.9                    0.15       0.016577718478986        1.12211226144616        79.2076833963464   6.35509102587783E-008     0.00811671454213067        79.2076868705716       0.229628468883589       -4498.58955212138        -931.82334926221   1.82709877041567E-005                       0        296.866197679019        302081.784025322        9.64617731879321                    1007        9.67247734294372      0.0166054583915639     0.00862121104182688                       0 
                    7.9                    0.15      0.0168112074716478        1.12213779341967        79.3013317964138   6.35029717747555E-008     0.00826244686211123        79.3013341739637       0.229902569184455       -4498.58927137249       -923.200059208713   1.82706660987824E-005                       0         296.85945531883          302082.3994269         9.7033496105556                    1007        9.72964949762169      0.0168392087497278     0.00867230832285478                       0 
                    7.9                    0.15      0.0170446964643095        1.12216333369173        79.3949924119361   6.34583502908299E-008     0.00840846792923544        79.3949936928105       0.230176705272787       -4498.58900761901       -914.575362784594   1.82703444300952E-005                       0        296.852711896427        302083.014828479          9.760473472023                    1007        9.78677325519884      0.0170729591078916     0.00872336232827935                       0 
                    7.9                    0.15      0.0172781854569713        1.12218888280079        79.4886660355371   6.34172610371175E-008     0.00855479647943321        79.4886662197362       0.230450879470724       -4498.58876196372       -905.949168734711    1.8270022693987E-005                       0        296.845967342888        302083.630230058        9.81754576069988                    1007        9.84384547533351      0.0173067094660555     0.00877437025007739                       0 
                    7.9                    0.15      0.0175116744496331        1.12221317682942         79.576962828459    6.3375175529206E-008       0.008705528266538         79.576962828459       0.230709374655301       -4498.58852984812       -897.757857592606   1.82697166594756E-005                       0        296.839551924586        302084.197753119        9.86586333778756                    1007        9.89216304090874      0.0175404582817743     0.00881755377286469                       0 
                    7.9                    0.15      0.0177451634422949        1.12223721699777          79.66417274142   6.33324819373572E-008     0.00885711134966758          79.66417274142       0.230964700442393       -4498.58830251625       -889.654506295688   1.82694138022414E-005                       0        296.833203204232        302084.755611074        9.91241995286629                    1007        9.93871965598747       0.017774206786124     0.00885916346092075                       0 
                    7.9                    0.15      0.0179786524349566        1.12226124966651        79.7513605755325   6.32836915553498E-008     0.00900813155199693        79.7513605755325       0.231219961545358       -4498.58810590278       -881.553719984998   1.82691110594422E-005                       0        296.826858323677        302085.313469029        9.95907136300116                    1007        9.98537106612234      0.0180079552904736     0.00890085787112078                       0 
                    7.9                    0.15      0.0182121414276184        1.12228528233525        79.8385484096449   6.32349011733424E-008     0.00915915175432628        79.8385484096449       0.231475222648323       -4498.58790928931       -873.452933674308    1.8268808316643E-005                       0        296.820513443123        302085.871326984         10.005722773136                    1007        10.0320224762572      0.0182417037948233     0.00894255228132082                       0 
                    7.9                    0.15      0.0184456304202802        1.12230931500399        79.9257362437574   6.31861107913349E-008     0.00931017195665563        79.9257362437574       0.231730483751288       -4498.58771267584       -865.352147363618   1.82685055738438E-005                       0        296.814168562569        302086.429184939        10.0523741832709                    1007        10.0786738863921      0.0184754522991729     0.00898424669152085                       0 
                    7.9                    0.15       0.018679119412942        1.12233334888179        80.0129276373593   6.31383033165706E-008      0.0094612829050335        80.0129276373593       0.231985755282445       -4498.58751111004       -857.250947533113   1.82682028125957E-005                       0        296.807823062973        302086.987042894        10.0990103108153                    1007        10.1253100139365      0.0187092008035226     0.00902592744305677                       0 
