VARIABLES = "X"
 "Y"
 "Z"
 "RHO"
 "U"
 "V"
 "W"
 "VelocityMagnitude"
 "Mach"
 "P"
 "P_tot"
 "Vislam"
 "SkinFrictionCoefficient"
 "T"
 "H0"
 "COND_TURB"
 "CP"
 "COND_eff"
 "Ywall"
 "VIS_T"
 "YPLUS"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
                    7.9                    0.15      0.0298865910607071        1.12330512050711          83.41825630409   6.15509980687834E-008      0.0174342691415211         83.418257960533       0.241963672255977        -4498.5751613084       -532.638634064303   1.82559697712081E-005                       0        296.551568687645        302106.699026866        10.8596247152359                    1007        10.8859244183571      0.0299286797530122     0.00970572176058478                       0 
                    7.9                    0.15      0.0301200800533689        1.12332214538598        83.4754835542609   6.15337036862944E-008      0.0176116097183084        83.4754848703127        0.24213151104829       -4498.57489988795       -527.034973806042   1.82557556827684E-005                       0        296.547089139387         302106.96532716        10.8471552493201                    1007        10.8734549524413      0.0301624078448399     0.00969457727275315                       0 
                    7.9                    0.15      0.0303535690460307        1.12333917026484        83.5327108044317   6.15164093038054E-008      0.0177889502950957        83.5327117800923       0.242299349840602       -4498.57463846751       -521.431313547781   1.82555415943287E-005                       0        296.542609591129        302107.231627454        10.8346857834043                    1007        10.8609854865255      0.0303961359366677     0.00968343278492152                       0 
                    7.9                    0.15      0.0305870580386925        1.12335619091369        83.5899331816211   6.14975784486649E-008      0.0179658375328548        83.5899340876117       0.242467174356602       -4498.57437704706       -515.828453541366   1.82553275058891E-005                       0        296.538130042871        302107.499036621         10.822296789363                    1007        10.8485964924842      0.0306298640284954     0.00967236020740665                       0 
                    7.9                    0.15      0.0308205470313542        1.12337321047394        83.6471543047502    6.1478352182778E-008      0.0181426081039597        83.6471552107408       0.242634995198597       -4498.57411562662       -510.225799479507   1.82551134174494E-005                       0        296.533650494613        302107.766731158        10.8099285047329                    1007         10.836228207854      0.0308635921203231     0.00966130613598885                       0 
                    7.9                    0.15       0.031054036024016        1.12339023003419        83.7043754278793   6.14591259168911E-008      0.0183193786750645        83.7043763338699       0.242802816040592       -4498.57385420617       -504.623145417648   1.82548993290097E-005                       0        296.529170946355        302108.034425694        10.7975602201028                    1007        10.8238599232239      0.0310973202121509     0.00965025206457105                       0 
                    7.9                    0.15      0.0312875250166778        1.12340724959444        83.7615965510085   6.14398996510042E-008      0.0184961492461694        83.7615974569991       0.242970636882587       -4498.57359278572        -499.02049135579     1.825468524057E-005                       0        296.524691398097         302108.30212023        10.7851919354727                    1007        10.8114916385938      0.0313310483039786     0.00963919799315325                       0 
                    7.9                    0.15      0.0315210140093396        1.12342426915469        83.8188176741376   6.14206733851173E-008      0.0186729198172743        83.8188185801282       0.243138457724582       -4498.57333136528       -493.417837293931   1.82544711521304E-005                       0        296.520211849839        302108.569814766        10.7728236508426                    1007        10.7991233539637      0.0315647763958064     0.00962814392173545                       0 
                    7.9                    0.15      0.0317545030020013        1.12344128871494        83.8760387972668   6.14014471192304E-008      0.0188496903883792        83.8760397032574       0.243306278566577       -4498.57306994483       -487.815183232072   1.82542570636907E-005                       0        296.515732301581        302108.837509302        10.7604553662125                    1007        10.7867550693336      0.0317985044876341     0.00961708985031765                       0 
                    7.9                    0.15      0.0319879919946631        1.12345831312445        83.9332655067384    6.1383982251874E-008      0.0190269806632987        83.9332661023766        0.24347411577481       -4498.57280852439       -482.211611768643    1.8254042975251E-005                       0        296.511252753322        302109.103932635        10.7479948293439                    1007        10.7742945324651      0.0320322325794619     0.00960595334155471                       0 
                    7.9                    0.15      0.0322214809873249        1.12347533800331        83.9904927569092   6.13666878693849E-008       0.019204321240086        83.9904930121562       0.243641954567123       -4498.57254710394       -476.607951510382   1.82538288868114E-005                       0        296.506773205064        302109.370232929        10.7355253634281                    1007        10.7618250665493      0.0322659606712896     0.00959480885372307                       0 
                    7.9                    0.15      0.0324549699799867        1.12349210381407        84.0466381155836   6.13494486338629E-008      0.0193820086249985        84.0466381155836       0.243806634018989       -4498.57228485413       -471.099211310531   1.82536180630269E-005                       0        296.502362591739        302109.623712965        10.7207951173498                    1007        10.7470948304199      0.0324996879362064     0.00958164380560442                       0 
                    7.9                    0.15      0.0326884589726484        1.12350809298482        84.0995401564037   6.13323747191176E-008      0.0195607356788501        84.0995401564037       0.243961842331363       -4498.57202011801       -465.875024525862   1.82534170260968E-005                       0        296.498158633052        302109.838760152        10.6992874553385                    1007        10.7255872081827      0.0327334127221916     0.00956242147791934                       0 
                    7.9                    0.15      0.0329219479653102        1.12352408215558        84.1524421972238   6.13153008043724E-008      0.0197394627327016        84.1524421972238       0.244117050643738       -4498.57175538188       -460.650837741193   1.82532159891668E-005                       0        296.493954674365        302110.053807339        10.6777797933273                    1007        10.7040795859455      0.0329671375081768     0.00954319915023426                       0 
                    7.9                    0.15       0.033155436957972        1.12354007132633         84.205343725331     6.129787091259E-008      0.0199179704190537         84.205343725331       0.244272257454024       -4498.57148244236       -455.426857579804   1.82530149522367E-005                       0        296.489751228392        302110.268329508        10.6563121229187                    1007        10.6826119713333       0.033200862294162     0.00952401257538344                       0 
                    7.9                    0.15      0.0333889259506337        1.12355606049708        84.2582444933813   6.12799133125182E-008      0.0200961529101382        84.2582444933813       0.244427462037581       -4498.57119734192       -450.203183721369   1.82528139153066E-005                       0        296.485548542475         302110.48207338        10.6349037369528                    1007        10.6612036649155      0.0334345870801472     0.00950487900133052                       0 
                    7.9                    0.15      0.0336224149432955        1.12357204966784        84.3111452614316   6.12619557124465E-008      0.0202743354012226        84.3111452614316       0.244582666621138       -4498.57091224148       -444.979509862934   1.82526128783765E-005                       0        296.481345856558        302110.695817251        10.6134953509868                    1007        10.6397953584976      0.0336683118661324      0.0094857454272776                       0 
                    7.9                    0.15      0.0338559039359573        1.12358803883859        84.3640460294819   6.12439981123747E-008       0.020452517892307        84.3640460294819       0.244737871204695       -4498.57062714105       -439.755836004499   1.82524118414465E-005                       0        296.477143170641        302110.909561121        10.5920869650209                    1007        10.6183870520798      0.0339020366521176     0.00946661185322468                       0 
                    7.9                    0.15      0.0340893929286191        1.12360402800935        84.4169467975321    6.1226040512303E-008      0.0206307003833915        84.4169467975321       0.244893075788251       -4498.57034204061       -434.532162146064   1.82522108045164E-005                       0        296.472940484724        302111.123304993        10.5706785790549                    1007         10.596978745662      0.0341357614381028     0.00944747827917176                       0 
                    7.9                    0.15      0.0343228819212808         1.1236200171801        84.4698475655824   6.12080829122313E-008      0.0208088828744759        84.4698475655824       0.245048280371808       -4498.57005694017       -429.308488287628   1.82520097675863E-005                       0        296.468737798808        302111.337048864         10.549270193089                    1007        10.5755704392441       0.034369486224088     0.00942834470511885                       0 
                    7.9                    0.15      0.0345563709139426        1.12363600635085        84.5227484721002   6.11902214502557E-008      0.0209871246097575        84.5227484721002       0.245203485361031       -4498.56977405521       -424.084758626805   1.82518087306563E-005                       0        296.464534974423        302111.550934525        10.5278510066608                    1007        10.5541513280369      0.0346032110100732     0.00940920147536048                       0 
                    7.9                    0.15      0.0347898599066044        1.12365199552161        84.5756505129202   6.11731475355104E-008       0.021165851663609        84.5756505129202       0.245358693673406       -4498.56950931909       -418.860571842136   1.82516076937262E-005                       0        296.460331015737        302111.765981713        10.5063433446496                    1007        10.5326437057998      0.0348369357960584     0.00938997914767539                       0 
                    7.9                    0.15      0.0350233488992662        1.12366798469236        84.6285525537403    6.1156073620765E-008      0.0213445787174606        84.6285525537403        0.24551390198578       -4498.56924458297       -413.636385057467   1.82514066567961E-005                       0         296.45612705705          302111.9810289        10.4848356826384                    1007        10.5111360835626      0.0350706605820437     0.00937075681999031                       0 
                    7.9                    0.15      0.0352568378919279        1.12368369710702        84.6803214673305    6.1138733701025E-008      0.0215231994174812        84.6803215451233       0.245665799579571       -4498.56898434866       -408.513630879924   1.82512090941182E-005                       0        296.451995830893        302112.181585498        10.4610493940687                    1007        10.4873498146425      0.0353043838827634     0.00934949797278834                       0 
                    7.9                    0.15      0.0354903268845897        1.12369862788995        84.7288901328065   6.11206425135012E-008      0.0217015197464241        84.7288905080993       0.245808346836853       -4498.56873682863       -403.677348954648   1.82510213436383E-005                       0         296.44807002045        302112.341216876        10.4308276672238                    1007        10.4571280506101      0.0355381029887043     0.00932248746101495                       0 
                    7.9                    0.15      0.0357238158772515        1.12371355867288        84.7774587982824   6.11025513259774E-008      0.0218798400753671        84.7774594710753       0.245950894094136        -4498.5684893086       -398.841067029371   1.82508335931584E-005                       0        296.444144210008        302112.500848254        10.4006059403789                    1007        10.4269062865777      0.0357718220946453     0.00929547694924157                       0 
                    7.9                    0.15      0.0359573048699133        1.12372848945582        84.8260284925951   6.10844504967785E-008      0.0220580505754842        84.8260293985857       0.246093443988818       -4498.56823767323       -394.004768642707   1.82506458580094E-005                       0        296.440218656774        302112.660743014        10.3704050233649                    1007        10.3967053404139      0.0360055412005863     0.00926848504839916                       0 
                    7.9                    0.15       0.036190793862575        1.12374342023875        84.8746019180717   6.10663147012267E-008      0.0222358627720456        84.8746028240623        0.24623600344825        -4498.5679711132       -389.168410557423    1.8250458178459E-005                       0        296.436294036332        302112.821592952        10.3402795749684                    1007        10.3665798920174      0.0362392603065272       0.009241560641677                       0 
                    7.9                    0.15      0.0364242828552368        1.12375835102168        84.9231753435482   6.10481789056748E-008      0.0224136749686071        84.9231762495388       0.246378562907683       -4498.56770455317       -384.332052472138   1.82502704989087E-005                       0        296.432369415889         302112.98244289        10.3101541265718                    1007        10.3364544436208      0.0364729794124682     0.00921463623495483                       0 
                    7.9                    0.15      0.0366577718478986        1.12377328180462        84.9717487690246    6.1030043110123E-008      0.0225914871651685        84.9717496750152       0.246521122367115       -4498.56743799314       -379.495694386854   1.82500828193583E-005                       0        296.428444795447        302113.143292828        10.2800286781753                    1007        10.3063289952243      0.0367066985184091     0.00918771182823266                       0 
                    7.9                    0.15      0.0368912608405604        1.12378821258755        85.0203221945012   6.10119073145711E-008        0.02276929936173        85.0203231004918       0.246663681826548       -4498.56717143311       -374.659336301569    1.8249895139808E-005                       0        296.424520175004        302113.304142767        10.2499032297787                    1007        10.2762035468277      0.0369404176243501     0.00916078742151049                       0 
                    7.9                    0.15      0.0371247498332222        1.12380314337048        85.0688956199777   6.09937715190193E-008      0.0229471115582915        85.0688965259683        0.24680624128598       -4498.56690487308       -369.822978216284   1.82497074602576E-005                       0        296.420595554562        302113.464992705        10.2197777813822                    1007        10.2460780984312      0.0371741367302911     0.00913386301478832                       0 
                    7.9                    0.15      0.0373582388258839        1.12381807415342        85.1174690454542   6.09756357234675E-008      0.0231249237548529        85.1174699514448       0.246948800745413       -4498.56663831305          -364.986620131   1.82495197807073E-005                       0        296.416670934119        302113.625842643        10.1896523329856                    1007        10.2159526500346       0.037407855836232     0.00910693860806616                       0 
                    7.9                    0.15      0.0375917278185457        1.12383300493635        85.1660401655472   6.09575215326634E-008      0.0233029820522265        85.1660412156243       0.247091354295049       -4498.56638097455       -360.150298931851    1.8249332066804E-005                       0        296.412745737331        302113.786102403         10.159480254606                    1007        10.1857805536442       0.037641574942173     0.00907997249858344                       0 
                    7.9                    0.15      0.0378252168112075        1.12384793571928        85.2146088310232   6.09394303451396E-008      0.0234813023811695        85.2146101786003       0.247233901552332       -4498.56613345452       -355.314017006575   1.82491443163241E-005                       0        296.408819926888        302113.945733781        10.1292585277611                    1007        10.1555587896118      0.0378752940481139     0.00905296198681006                       0 
                    7.9                    0.15      0.0380587058038692        1.12386286650222        85.2631774964991   6.09213391576158E-008      0.0236596227101124        85.2631791415763       0.247376448809614       -4498.56588593449       -350.477735081299   1.82489565658442E-005                       0        296.404894116446        302114.105365159        10.0990368009162                    1007        10.1253370255794      0.0381090131540549     0.00902595147503668                       0 
                    7.9                    0.15       0.038292194796531        1.12387732279603        85.3098055795553    6.0901377423007E-008      0.0238367039512084        85.3098075136668       0.247513322677187       -4498.56562982528       -345.818987152548   1.82487748277508E-005                       0        296.401096140937        302114.240444212         10.065169181969                    1007        10.0914693857692      0.0383427300809238      0.0089956824878479                       0 
                    7.9                    0.15      0.0385256837891928        1.12389117268397        85.3539535623264   6.08790250945686E-008      0.0240122016150797        85.3539557746528       0.247642945847603       -4498.56536273893       -341.387130960478   1.82486007735987E-005                       0        296.397461540842        302114.344144939        10.0266420453687                    1007        10.0529422491689      0.0385764442228983     0.00896124910870938                       0 
                    7.9                    0.15      0.0387591727818546        1.12390502257191        85.3981015450975   6.08566727661301E-008       0.024187699278951        85.3981040356389       0.247772569018018       -4498.56509565258       -336.955274768409   1.82484267194466E-005                       0        296.393826940746        302114.447845667        9.98811490876842                    1007        10.0144151125686      0.0388101583648728     0.00892681572957086                       0 
                    7.9                    0.15      0.0389926617745163        1.12391887245984        85.4422515084636   6.08344548313752E-008      0.0243631135005383        85.4422543280044       0.247902197941363       -4498.56482531602       -332.523275770363   1.82482526652944E-005                       0        296.390192340651        302114.551754407         9.9496045183526                    1007        9.97590470945668      0.0390438725068473     0.00889239730309126                       0 
                    7.9                    0.15      0.0392261507671781        1.12393272234778        85.4864103416177   6.08128387579286E-008      0.0245381540387729        85.4864137175883       0.248031852628316       -4498.56454042391       -328.090637237857   1.82480786111423E-005                       0        296.386557740556        302114.656594703        9.91116912313177                    1007        9.93746924468211      0.0392775866488218     0.00885804583978005                       0 
                    7.9                    0.15      0.0394596397598399        1.12394657223571        85.5305691747718    6.0791222684482E-008      0.0247131945770076        85.5305731071724       0.248161507315268       -4498.56425553181        -323.65799870535   1.82479045569902E-005                       0         296.38292314046        302114.761434999        9.87273372791095                    1007        9.89903377990755      0.0395113007907963     0.00882369437646884                       0 
                    7.9                    0.15      0.0396931287525017        1.12396042212365        85.5747280079259   6.07696066110354E-008      0.0248882351152423        85.5747324967564       0.248291162002221        -4498.5639706397       -319.225360172844   1.82477305028381E-005                       0        296.379288540365        302114.866275294        9.83429833269012                    1007        9.86059831513299      0.0397450149327708     0.00878934291315762                       0 
                    7.9                    0.15      0.0399266177451634        1.12397427201159          85.61888684108   6.07479905375888E-008       0.025063275653477        85.6188918863404       0.248420816689173       -4498.56368574759       -314.792721640337   1.82475564486859E-005                       0         296.37565394027         302114.97111559         9.7958629374693                    1007        9.82216285035843      0.0399787290747452     0.00875499144984641                       0 
                    7.9                    0.15      0.0401601067378252        1.12398812189952        85.6630456742341   6.07263744641422E-008      0.0252383161917116        85.6630512759244       0.248550471376126       -4498.56340085548       -310.360083107831   1.82473823945338E-005                       0        296.372019340175        302115.075955886        9.75742754224847                    1007        9.78372738558387      0.0402124432167197      0.0087206399865352                       0 
                    7.9                    0.15       0.040393595730487        1.12400197178746        85.7072045073882   6.07047583906957E-008      0.0254133567299463        85.7072106655084       0.248680126063078       -4498.56311596337       -305.927444575324   1.82472083403817E-005                       0        296.368384740079        302115.180796181        9.71899214702764                    1007         9.7452919208093      0.0404461573586942     0.00868628852322399                       0 
                    7.9                    0.15      0.0406270847231488        1.12401582167539        85.7513633405423   6.06831423172491E-008       0.025588397268181        85.7513700550924        0.24880978075003       -4498.56283107127       -301.494806042818   1.82470342862295E-005                       0        296.364750139984        302115.285636477        9.68055675180682                    1007        9.70685645603474      0.0406798715006687     0.00865193705991277                       0 
                    7.9                    0.15      0.0408605737158105        1.12402967156333        85.7955114959638   6.06608017040409E-008      0.0257638876583058        85.7955184931558       0.248939404421934       -4498.56256370159        -297.06293740221   1.82468602320774E-005                       0        296.361115539889        302115.389355337          9.642031074988                    1007        9.66833077810918      0.0409135856426432     0.00861750498421233                       0 
                    7.9                    0.15      0.0410940627084723        1.12404352145126        85.8396594787349   6.06384493756024E-008      0.0259393853221771        85.8396667541418        0.24906902759235       -4498.56229661524       -292.631081210141   1.82466861779253E-005                       0        296.357480939793        302115.493056064         9.6035039383877                    1007        9.62980364150889      0.0411472997846177     0.00858307160507382                       0 
                    7.9                    0.15      0.0413275517011341         1.1240573713392         85.883807461506   6.06160970471639E-008      0.0261148829860483        85.8838150151279       0.249198650762765       -4498.56202952889       -288.199225018071   1.82465121237732E-005                       0        296.353846339698        302115.596756792         9.5649768017874                    1007        9.59127650490859      0.0413810139265922      0.0085486382259353                       0 
                    7.9                    0.15      0.0415610406937959        1.12407037193825        85.9246127449742   6.05905045417869E-008      0.0262859815189645        85.9246203743688       0.249318496211478        -4498.5617628783       -284.080259255344   1.82463488248997E-005                       0        296.350436372402        302115.656025411        9.52079978423514                    1007        9.54709951102684      0.0416147243168248     0.00850915532425362                       0 
                    7.9                    0.15      0.0417945296864576        1.12408305465456        85.9641668800594   6.05636992614129E-008      0.0264554334887045         85.964174509454       0.249434681929061        -4498.5614963908          -280.078406137   1.82461895516499E-005                       0        296.347110483551         302115.69866341        9.47450805675033                    1007        9.50080781607224      0.0418484333028073     0.00846778242248744                       0 
                    7.9                    0.15      0.0420280186791194        1.12409573737087        86.0037210151446   6.05368939810389E-008      0.0266248854584445        86.0037286445391       0.249550867646644        -4498.5612299033       -276.076553018655   1.82460302784001E-005                       0          296.3437845947        302115.741301409        9.42821632926552                    1007        9.45451612111764      0.0420821422887897     0.00842640952072125                       0 
                    7.9                    0.15      0.0422615076717812        1.12410842108872         86.043279765326   6.05104224634342E-008      0.0267942419845535        86.0432873947205       0.249667066885017       -4498.56095521119        -272.07429864333    1.8245870989868E-005                       0        296.340458449456        302115.783939408         9.3819454498371                    1007        9.40824528223175      0.0423158512747722     0.00838505525698829                       0 
                    7.9                    0.15       0.042494996664443        1.12412110787131        86.0828526378131    6.0484972267941E-008       0.026963306450853        86.0828602672077       0.249783307497332       -4498.56065541276       -268.070816411981   1.82457116545717E-005                       0        296.337131519638        302115.826577407         9.3357383659633                    1007        9.36203826341837      0.0425495602607547     0.00834375802608579                       0 
                    7.9                    0.15      0.0427284856571047         1.1241337946539        86.1224255103003   6.04595220724478E-008      0.0271323709171525        86.1224331396948       0.249899548109648       -4498.56035561433       -264.067334180631   1.82455523192755E-005                       0        296.333804589821        302115.869215406        9.28953128208949                    1007        9.31583124460499      0.0427832692467372     0.00830246079518329                       0 
                    7.9                    0.15      0.0429619746497665        1.12414648143648        86.1619983827875   6.04340718769547E-008       0.027301435383452         86.162006012182       0.250015788721963        -4498.5600558159       -260.063851949282   1.82453929839792E-005                       0        296.330477660004        302115.911853405        9.24332419821569                    1007        9.26962422579161      0.0430169782327197      0.0082611635642808                       0 
                    7.9                    0.15      0.0431954636424283        1.12415916821907        86.2015712552746   6.04086216814615E-008      0.0274704998497515        86.2015788846691       0.250132029334278       -4498.55975601747       -256.060369717932    1.8245233648683E-005                       0        296.327150730187        302115.954491405        9.19711711434188                    1007        9.22341720697823      0.0432506872187022      0.0082198663333783                       0 
                    7.9                    0.15      0.0434289526350901        1.12417185500166        86.2411441277617   6.03831714859683E-008       0.027639564316051        86.2411517571563       0.250248269946594       -4498.55945621904       -252.056887486583   1.82450743133867E-005                       0        296.323823800369        302115.997129404        9.15091003046808                    1007        9.17721018816485      0.0434843962046847     0.00817856910247581                       0 
                    7.9                    0.15      0.0436624416277518        1.12418454178425        86.2807170002489   6.03577212904751E-008      0.0278086287823505        86.2807246296434       0.250364510558909        -4498.5591564206       -248.053405255233   1.82449149780904E-005                       0        296.320496870552        302116.039767403        9.10470294659427                    1007        9.13100316935146      0.0437181051906672     0.00813727187157331                       0 
                    7.9                    0.15      0.0438959306204136        1.12419722856683         86.320289872736   6.03322710949819E-008        0.02797769324865        86.3202975021306       0.250480751171225       -4498.55885662217       -244.049923023884   1.82447556427942E-005                       0        296.317169940735        302116.082405402        9.05849586272047                    1007        9.08479615053808      0.0439518141766497     0.00809597464067082                       0 
                    7.9                    0.15      0.0441294196130754        1.12420991311011        86.3598524264677   6.03060746493159E-008      0.0281469711145037        86.3598600558623       0.250596961552811        -4498.5585751682       -240.047337950992   1.82445963416671E-005                       0        296.313843584182        302116.125043401         9.0122421653022                    1007        9.03854250026573      0.0441855231626322     0.00805463573754845                       0 
                    7.9                    0.15      0.0443629086057372        1.12422259582642        86.3994065615529   6.02792693689419E-008      0.0283164230842437        86.3994141909474       0.250713147270394        -4498.5583086807       -236.045484832647   1.82444370684173E-005                       0        296.310517695331          302116.1676814        8.96595043781739                    1007        8.99225080531114      0.0444192321486147     0.00801326283578226                       0 
                    7.9                    0.15      0.0445963975983989        1.12423527854273        86.4389606966381   6.02524640885679E-008      0.0284858750539837        86.4389683260326       0.250829332987977       -4498.55804219321       -232.043631714303   1.82442777951675E-005                       0        296.307191806481          302116.2103194        8.91965871033258                    1007        8.94595911035654      0.0446529411345972     0.00797188993401608                       0 
                    7.9                    0.15      0.0448298865910607        1.12424787349122        86.4781776424615   6.02251715745122E-008      0.0286546113963072        86.4781852718561       0.250944531532035       -4498.55777581474       -228.074076961034   1.82441196196364E-005                       0        296.303889212319        302116.248685668        8.87288070802122                    1007          8.899181136208      0.0448866496508131     0.00793008242225251                       0 
                    7.9                    0.15      0.0450633755837225        1.12425929082387        86.5128703851951   6.01913416514151E-008      0.0288137458795657        86.5128780145897       0.251046484774349       -4498.55751089914       -224.537882280798   1.82439761726351E-005                       0        296.300899172309        302116.229736411         8.8195781620105                    1007        8.84587855976121      0.0451203518639825     0.00788244357445171                       0 
                    7.9                    0.15      0.0452968645763843        1.12427070815651        86.5475631279287    6.0157511728318E-008      0.0289728803628242        86.5475707573232       0.251148438016664       -4498.55724598355       -221.001687600562   1.82438327256339E-005                       0        296.297909132298        302116.210787154        8.76627561599979                    1007        8.79257598331442       0.045354054077152     0.00783480472665091                       0 
                    7.9                    0.15       0.045530353569046        1.12428212548915        86.5822558706623   6.01236818052208E-008      0.0291320148460827        86.5822635000568       0.251250391258979       -4498.55698106795       -217.465492920326   1.82436892786327E-005                       0        296.294919092288        302116.191837897        8.71297306998907                    1007        8.73927340686763      0.0455877562903214     0.00778716587885011                       0 
                    7.9                    0.15      0.0457638425617078        1.12429354414762        86.6169584562655   6.00905258063432E-008      0.0292910466820594          86.61696608566       0.251352373006371        -4498.5567107218       -213.928378780305    1.8243545811401E-005                       0        296.291928373459        302116.173236195        8.65969622362605                    1007        8.68599654067508      0.0458214585034909     0.00773955000498182                       0 
                    7.9                    0.15      0.0459973315543696        1.12430496528477        86.6516794436766   6.00586297473613E-008      0.0294498866130684        86.6516870730712       0.251454408045637       -4498.55643022294       -210.389545657597   1.82434023063476E-005                       0        296.288936385539        302116.155284268        8.60646742422512                    1007        8.63276774127414      0.0460551607166603     0.00769197708219508                       0 
                    7.9                    0.15      0.0462308205470314        1.12431638642192        86.6864004310878   6.00267336883794E-008      0.0296087265440774        86.6864080604824       0.251556443084903       -4498.55614972407        -206.85071253489   1.82432588012942E-005                       0         296.28594439762         302116.13733234        8.55323862482418                    1007        8.57953894187321      0.0462888629298297     0.00764440415940835                       0 
                    7.9                    0.15      0.0464643095396931        1.12432780755907         86.721121418499   5.99948376293975E-008      0.0297675664750864        86.7211290478936        0.25165847812417        -4498.5558692252       -203.311879412182   1.82431152962407E-005                       0        296.282952409701        302116.119380413        8.50000982542326                    1007        8.52631014247229      0.0465225651429992     0.00759683123662162                       0 
                    7.9                    0.15      0.0466977985323549        1.12433922869623        86.7558424059102   5.99629415704155E-008      0.0299264064060954        86.7558500353048       0.251760513163436       -4498.55558872633       -199.773046289474   1.82429717911873E-005                       0        296.279960421782        302116.101428485        8.44678102602232                    1007        8.47308134307135      0.0467562673561686     0.00754925831383489                       0 
                    7.9                    0.15      0.0469312875250167        1.12435064983338        86.7905633933214   5.99310455114336E-008      0.0300852463371044        86.7905710227159       0.251862548202702       -4498.55530822747       -196.234213166767   1.82428282861338E-005                       0        296.276968433862        302116.083476558        8.39355222662139                    1007        8.41985254367042      0.0469899695693381     0.00750168539104816                       0 
                    7.9                    0.15      0.0471647765176785        1.12436207097053        86.8252843807326   5.98991494524517E-008      0.0302440862681134        86.8252920101272       0.251964583241968        -4498.5550277286       -192.695380044059   1.82426847810804E-005                       0        296.273976445943         302116.06552463        8.34032342722046                    1007        8.36662374426949      0.0472236717825075     0.00745411246826142                       0 
                    7.9                    0.15      0.0473982655103402        1.12437349210769        86.8600053681438   5.98672533934698E-008      0.0304029261991224        86.8600129975383       0.252066618281235       -4498.55474722973       -189.156546921351   1.82425412760269E-005                       0        296.270984458024        302116.047572703        8.28709462781953                    1007        8.31339494486856       0.047457373995677     0.00740653954547469                       0 
                    7.9                    0.15       0.047631754503002        1.12438491277539        86.8947228703279   5.98351187070289E-008      0.0305618024761467        86.8947304997224       0.252168643227238       -4498.55446865375       -185.618039366928   1.82423977781368E-005                       0        296.267992710465        302116.029497711        8.23385672852065                    1007        8.26015704181405      0.0476910762088464     0.00735895848792892                       0 
                    7.9                    0.15      0.0478652434956638        1.12439633010803        86.9294156130615   5.98012887839317E-008      0.0307209369594052         86.929423242456       0.252270596469553       -4498.55420373815       -182.081844686692   1.82422543311355E-005                       0        296.265002670455        302116.010548454        8.18055418250993                    1007        8.20685446536725      0.0479247784220158     0.00731131964012812                       0 
                    7.9                    0.15      0.0480987324883256        1.12440774744067         86.964108355795   5.97674588608345E-008      0.0308800714426637        86.9641159851896       0.252372549711867       -4498.55393882255       -178.545650006457   1.82421108841343E-005                       0        296.262012630444        302115.991599197        8.12725163649922                    1007        8.15355188892046      0.0481584806351853     0.00726368079232732                       0 
                    7.9                    0.15      0.0483322214809873        1.12441916477332        86.9988010985286   5.97336289377373E-008      0.0310392059259222        86.9988087279231       0.252474502954182       -4498.55367390695       -175.009455326221    1.8241967437133E-005                       0        296.259022590434         302115.97264994         8.0739490904885                    1007        8.10024931247367      0.0483921828483547     0.00721604194452652                       0 
                    7.9                    0.15      0.0485657104736491        1.12443001511997        87.0313897754605   5.96963353405867E-008      0.0311919612092626        87.0313973131306       0.252570292695866       -4498.55341582878       -171.679315480232   1.82418311258734E-005                       0        296.256182001615        302115.927514816        8.01827320052023                    1007        8.04457341005321      0.0486258825279185     0.00716628194779274                       0 
                    7.9                    0.15      0.0487991994663109        1.12444002385931        87.0608552762009   5.96539004287821E-008      0.0313352475086532         87.060862585995       0.252656933627465       -4498.55316789973       -168.655033726682   1.82417054065725E-005                       0        296.253563251106        302115.843510623        7.95907443054668                    1007        7.98537465432191      0.0488595784467172     0.00711337341747182                       0 
                    7.9                    0.15      0.0490326884589726        1.12445003259865        87.0903207769412   5.96114655169775E-008      0.0314785338080439        87.0903278588594       0.252743574559064       -4498.55291997069       -165.630751973132   1.82415796872716E-005                       0        296.250944500598        302115.759506429        7.89987566057313                    1007        7.92617589859061      0.0490932743655159      0.0070604648871509                       0 
                    7.9                    0.15      0.0492661774516344        1.12446004133799        87.1197862776816    5.9569030605173E-008      0.0316218201074345        87.1197931317238       0.252830215490663       -4498.55267204165       -162.606470219581   1.82414539679707E-005                       0        296.248325750089        302115.675502236        7.84067689059959                    1007        7.86697714285932      0.0493269702843146     0.00700755635682999                       0 
                    7.9                    0.15      0.0494996664442962        1.12447005463534        87.1492684060691   5.95275980530507E-008      0.0317650325052214        87.1492749349976       0.252916905041113       -4498.55241788939        -159.58055759528   1.82413282023032E-005                       0        296.245705832728        302115.591498043        7.78150208364243                    1007        7.80780234406705      0.0495606662031133      0.0069546692396946                       0 
                    7.9                    0.15       0.049733155436958        1.12448007405637        87.1787728735983    5.9487512164991E-008      0.0319081456166587        87.1787789467749       0.253003659910691       -4498.55215537629       -156.552453906163   1.82412023743426E-005                       0        296.243084347708         302115.50749385        7.72235947085027                    1007        7.74865973127488      0.0497943621219121     0.00690181089104215                       0 
