                    7.9                    0.15   2.50083361120373E-005        1.11187856473369        9.98588842835824   8.46680541486568E-006   6.68944741066378E-006        9.98588842835824      0.0288198740184229       -4500.49627685547       -4312.69822909416   1.84005646050623E-005     0.00464868140579559        299.580105548845        301793.472636712      0.0584473126497063                    1007      0.0847473108138833        2698686.73584175         17.004306201853   5.22369221386743E-005        2.47148956009351 
                    7.9                    0.15   2.60086695565188E-005        1.11188515535034        10.3852995808715   8.80651514591938E-006   6.95734364333522E-006        10.3852995808715      0.0299725985751929       -4500.49627685547       -4311.01674153837   1.84004803871835E-005     0.00446262677961393        299.577811459233        301795.814281974      0.0590272671867546                    1007      0.0853272653509316        2678160.90547382        17.6844311920354   5.27552528911262E-005        2.37256743186112 
                    7.9                    0.15   2.70090030010003E-005        1.11189174743723         10.784736162678   9.14514291390623E-006   7.22490790178037E-006         10.784736162678      0.0311253965521367       -4500.49627685547       -4309.33508235249   1.84003961580876E-005     0.00427655478046403        299.575516993239        301798.156312651      0.0596072491989369                    1007      0.0859072473631138        2657632.95532378        18.3646054647053   5.32736082089192E-005        2.27364186032538 
                    7.9                    0.15   2.80093364454818E-005        1.11189833952411        11.1841727444845   9.48377068189308E-006   7.49247216022553E-006        11.1841727444845      0.0322781945290806       -4500.49627685547       -4307.65342316662   1.84003119289918E-005     0.00409048278131412        299.573222527245        301800.498343328      0.0601872312111191                    1007       0.086487229375296        2637105.00517373        19.0447797373754   5.37919635267122E-005        2.17471628878964 
                    7.9                    0.15   2.90096698899633E-005          1.111904931611         11.583609326291   9.82239844987994E-006   7.76003641867069E-006         11.583609326291      0.0334309925060245       -4500.49627685547       -4305.97176398075   1.84002276998959E-005     0.00390441078216422        299.570928061251        301802.840374005      0.0607672132233013                    1007      0.0870672113874783        2616577.05502369        19.7249540100454   5.43103188445052E-005         2.0757907172539 
                    7.9                    0.15   3.00100033344448E-005        1.11191152369789        11.9830459080974   1.01610262178668E-005   8.02760067711585E-006        11.9830459080974      0.0345837904829683       -4500.49627685547       -4304.29010479487      1.84001434708E-005     0.00371833878301432        299.568633595257        301805.182404682      0.0613471952354836                    1007      0.0876471933996605        2596049.10487364        20.4051282827153   5.48286741622982E-005        1.97686514571817 
                    7.9                    0.15   3.10103367789263E-005        1.11191811578478        12.3824824899039   1.04996539858536E-005     8.295164935561E-006        12.3824824899039      0.0357365884599122       -4500.49627685547         -4302.608445609   1.84000592417042E-005     0.00353226678386442        299.566339129263        301807.524435359      0.0619271772476658                    1007      0.0882271754118427        2575521.15472359        21.0853025553854   5.53470294800913E-005        1.87793957418243 
                    7.9                    0.15   3.20106702234078E-005        1.11192470787167        12.7819190717104   1.08382817538405E-005   8.56272919400616E-006        12.7819190717104       0.036889386436856       -4500.49627685547       -4300.92678642312   1.83999750126083E-005     0.00334619478471452        299.564044663269        301809.866466036       0.062507159259848                    1007       0.088807157424025        2554993.20457355        21.7654768280553   5.58653847978843E-005        1.77901400264669 
                    7.9                    0.15   3.30110036678893E-005        1.11193129995856        13.1813556535169   1.11769095218273E-005   8.83029345245131E-006        13.1813556535169      0.0380421844137999       -4500.49627685547       -4299.24512723725   1.83998907835125E-005     0.00316012278556462        299.561750197275        301812.208496712      0.0630871412720303                    1007      0.0893871394362072         2534465.2544235        22.4456511007253   5.63837401156773E-005        1.68008843111095 
                    7.9                    0.15   3.40113371123708E-005        1.11193789204545        13.5807922353233   1.15155372898142E-005   9.09785771089647E-006        13.5807922353233      0.0391949823907437       -4500.49627685547       -4297.56346805137   1.83998065544166E-005     0.00297405078641471        299.559455731282        301814.550527389      0.0636671232842125                    1007      0.0899671214483894        2513937.30427346        23.1258253733953   5.69020954334703E-005        1.58116285957521 
                    7.9                    0.15   3.50116705568523E-005        1.11194448413234        13.9802288171298   1.18541650578011E-005   9.36542196934163E-006        13.9802288171298      0.0403477803676876       -4500.49627685547        -4295.8818088655   1.83997223253208E-005     0.00278797878726481        299.557161265288        301816.892558066      0.0642471052963947                    1007      0.0905471034605717        2493409.35412341        23.8059996460653   5.74204507512633E-005        1.48223728803947 
                    7.9                    0.15   3.60120040013338E-005        1.11195107621922        14.3796653989363   1.21927928257879E-005   9.63298622778678E-006        14.3796653989363      0.0415005783446315       -4500.49627685547       -4294.20014967963   1.83996380962249E-005     0.00260190678811491        299.554866799294        301819.234588743       0.064827087308577                    1007      0.0911270854727539        2472881.40397337        24.4861739187353   5.79388060690563E-005        1.38331171650373 
                    7.9                    0.15   3.70123374458153E-005        1.11195766830611        14.7791019807428   1.25314205937748E-005   9.90055048623194E-006        14.7791019807428      0.0426533763215753       -4500.49627685547       -4292.51849049375   1.83995538671291E-005     0.00241583478896501          299.5525723333         301821.57661942      0.0654070693207592                    1007      0.0917070674849362        2452353.45382332        25.1663481914053   5.84571613868494E-005        1.28438614496799 
                    7.9                    0.15   3.80126708902968E-005          1.111964260393        15.1785385625492   1.28700483617616E-005   1.01681147446771E-005        15.1785385625492      0.0438061742985192       -4500.49627685547       -4290.83683130788   1.83994696380332E-005     0.00222976278981511        299.550277867306        301823.918650097      0.0659870513329414                    1007      0.0922870494971184        2431825.50367328        25.8465224640753   5.89755167046424E-005        1.18546057343225 
                    7.9                    0.15   3.90130043347783E-005        1.11197085247989        15.5779751443557   1.32086761297485E-005   1.04356790031223E-005        15.5779751443557       0.044958972275463       -4500.49627685547         -4289.155172122   1.83993854089373E-005      0.0020436907906652        299.547983401312        301826.260680774      0.0665670333451237                    1007      0.0928670315093006        2411297.55352323        26.5266967367453   5.94938720224354E-005        1.08653500189652 
                    7.9                    0.15   4.00133377792598E-005        1.11197744456678        15.9774117261622   1.35473038977353E-005   1.07032432615674E-005        15.9774117261622      0.0461117702524069       -4500.49627685547       -4287.47351293613   1.83993011798415E-005      0.0018576187915153        299.545688935318        301828.602711451      0.0671470153573059                    1007      0.0934470135214828        2390769.60337319        27.2068710094153   6.00122273402284E-005       0.987609430360777 
                    7.9                    0.15   4.10136712237413E-005        1.11198403665367        16.3768483079687   1.38859316657222E-005   1.09708075200126E-005        16.3768483079687      0.0472645682293507       -4500.49627685547       -4285.79185375026   1.83992169507456E-005      0.0016715467923654        299.543394469324        301830.944742128      0.0677269973694881                    1007      0.0940269955336651        2370241.65322314        27.8870452820853   6.05305826580214E-005       0.888683858825038 
                    7.9                    0.15   4.20140046682227E-005        1.11199062874056        16.7762848897751    1.4224559433709E-005   1.12383717784577E-005        16.7762848897751      0.0484173662062946       -4500.49627685547       -4284.11019456438   1.83991327216498E-005      0.0014854747932155        299.541100003331        301833.286772804      0.0683069793816704                    1007      0.0946069775458473         2349713.7030731        28.5672195547553   6.10489379758145E-005         0.7897582872893 
                    7.9                    0.15   4.30143381127042E-005        1.11199722082744        17.1757214715816   1.45631872016959E-005   1.15059360369029E-005        17.1757214715816      0.0495701641832385       -4500.49627685547       -4282.42853537851   1.83990484925539E-005      0.0012994027940656        299.538805537337        301835.628803481      0.0688869613938526                    1007      0.0951869595580295        2329185.75292305        29.2473938274253   6.15672932936075E-005       0.690832715753561 
                    7.9                    0.15   4.40146715571857E-005        1.11200381291433        17.5751580533881   1.49018149696827E-005    1.1773500295348E-005        17.5751580533881      0.0507229621601823       -4500.49627685547       -4280.74687619263   1.83989642634581E-005     0.00111333079491569        299.536511071343        301837.970834158      0.0694669434060348                    1007      0.0957669415702118        2308657.80277301        29.9275681000954   6.20856486114005E-005       0.591907144217822 
                    7.9                    0.15   4.50150050016672E-005        1.11201040500122        17.9745946351946   1.52404427376696E-005   1.20410645537932E-005        17.9745946351946      0.0518757601371262       -4500.49627685547       -4279.06521700676   1.83988800343622E-005    0.000927258795765792        299.534216605349        301840.312864835      0.0700469254182171                    1007       0.096346923582394        2288129.85262296        30.6077423727653   6.26040039291935E-005       0.492981572682083 
                    7.9                    0.15   4.60153384461487E-005        1.11201699708811         18.374031217001   1.55790705056564E-005   1.23086288122383E-005         18.374031217001        0.05302855811407       -4500.49627685547       -4277.38355782089   1.83987958052664E-005    0.000741186796615891        299.531922139355        301842.654895512      0.0706269074303993                    1007      0.0969269055945762        2267601.90247291        31.2879166454353   6.31223592469865E-005       0.394056001146345 
                    7.9                    0.15   4.70156718906302E-005          1.112023589175        18.7734677988075   1.59176982736433E-005   1.25761930706835E-005        18.7734677988075      0.0541813560910139       -4500.49627685547       -4275.70189863501   1.83987115761705E-005     0.00055511479746599        299.529627673361        301844.996926189      0.0712068894425815                    1007      0.0975068876067585        2247073.95232287        31.9680909181053   6.36407145647795E-005       0.295130429610607 
                    7.9                    0.15   4.80160053351117E-005        1.11203018126189         19.172904380614   1.62563260416301E-005   1.28437573291287E-005         19.172904380614      0.0553341540679577       -4500.49627685547       -4274.02023944914   1.83986273470746E-005    0.000369042798316087        299.527333207367        301847.338956866      0.0717868714547638                    1007      0.0980868696189407        2226546.00217282        32.6482651907753   6.41590698825726E-005       0.196204858074867 
                    7.9                    0.15   4.90163387795932E-005        1.11203677334878        19.5723409624205    1.6594953809617E-005   1.31113215875738E-005        19.5723409624205      0.0564869520449016       -4500.49627685547       -4272.33858026326   1.83985431179788E-005    0.000182970799166186        299.525038741373        301849.680987543       0.072366853466946                    1007      0.0986668516311229        2206018.05202278        33.3284394634453   6.46774252003656E-005      0.0972792865391286 
                    7.9                    0.15   5.00166722240747E-005        1.11204341708594        19.9669762177577   1.69294949421766E-005     1.338044387978E-005        19.9669762177577      0.0576258985604493       -4500.49627685547       -4270.63885502064   1.83984582299439E-005                       0        299.522742697995        301851.981500187      0.0729598216295818                    1007      0.0992598197937587         2185441.4639106        33.9969749932288    6.5207386810451E-005   2.47377128216842E-006 
                    7.9                    0.15   5.10170056685562E-005        1.11205310818956        20.0783332112122   1.70229245843583E-005   1.37414901639515E-005        20.0783332112122      0.0579476088530577       -4500.49627685547       -4267.87323242883    1.8398334464505E-005                       0        299.520353588917        301851.832448892      0.0743189726695088                    1007       0.100618970833686        2161995.23603068        33.9788246922312   6.64221196662612E-005   2.42837656180156E-006 
                    7.9                    0.15   5.20173391130377E-005        1.11206279929318        20.1896902046666   1.71163542265401E-005   1.41025364481229E-005        20.1896902046666      0.0582693191456661       -4500.49627685547       -4265.10760983703   1.83982106990662E-005                       0        299.517964479839        301851.683397597       0.075678123709436                    1007       0.101978121873613        2138549.00815076        33.9606743912335   6.76368525220715E-005   2.38298184143471E-006 
                    7.9                    0.15   5.30176725575192E-005         1.1120724903968        20.3010471981211   1.72097838687218E-005   1.44635827322944E-005        20.3010471981211      0.0585910294382745       -4500.49627685547       -4262.34198724522   1.83980869336273E-005                       0         299.51557537076        301851.534346302       0.077037274749363                    1007        0.10333727291354        2115102.78027083        33.9425240902358   6.88515853778818E-005   2.33758712106785E-006 
                    7.9                    0.15   5.40180060020007E-005        1.11208218150041        20.4124041915756   1.73032135109036E-005   1.48246290164658E-005        20.4124041915756      0.0589127397308829       -4500.49627685547       -4259.57636465341   1.83979631681884E-005                       0        299.513186261682        301851.385295007      0.0783964257892901                    1007       0.104696423953467        2091656.55239091        33.9243737892382    7.0066318233692E-005     2.292192400701E-006 
                    7.9                    0.15   5.50183394464821E-005        1.11209187260403        20.5237611850301   1.73966431530853E-005   1.51856753006372E-005        20.5237611850301      0.0592344500234913       -4500.49627685547       -4256.81074206161   1.83978394027496E-005                       0        299.510797152604        301851.236243712      0.0797555768292172                    1007       0.106055574993394        2068210.32451099        33.9062234882405   7.12810510895023E-005   2.24679768033414E-006 
                    7.9                    0.15   5.60186728909637E-005        1.11210156370765        20.6351181784845   1.74900727952671E-005   1.55467215848087E-005        20.6351181784845      0.0595561603160997       -4500.49627685547        -4254.0451194698   1.83977156373107E-005                       0        299.508408043526        301851.087192417      0.0811147278691443                    1007       0.107414726033321        2044764.09663107        33.8880731872429   7.24957839453125E-005   2.20140295996729E-006 
                    7.9                    0.15   5.70190063354451E-005        1.11211125481127         20.746475171939   1.75835024374488E-005   1.59077678689801E-005         20.746475171939       0.059877870608708       -4500.49627685547         -4251.279496878   1.83975918718719E-005                       0        299.506018934448        301850.938141122      0.0824738789090713                    1007       0.108773877073248        2021317.86875115        33.8699228862452   7.37105168011228E-005   2.15600823960043E-006 
                    7.9                    0.15   5.80193397799266E-005        1.11212094591488        20.8578321653935   1.76769320796306E-005   1.62688141531516E-005        20.8578321653935      0.0601995809013164       -4500.49627685547       -4248.51387428619    1.8397468106433E-005                       0         299.50362982537        301850.789089828      0.0838330299489984                    1007       0.110133028113175        1997871.64087122        33.8517725852476   7.49252496569331E-005   2.11061351923358E-006 
                    7.9                    0.15   5.90196732244081E-005         1.1121306370185         20.969189158848   1.77703617218124E-005    1.6629860437323E-005         20.969189158848      0.0605212911939248       -4500.49627685547       -4245.74825169438   1.83973443409941E-005                       0        299.501240716291        301850.640038533      0.0851921809889255                    1007       0.111492179153102         1974425.4129913        33.8336222842499   7.61399825127433E-005   2.06521879886672E-006 
                    7.9                    0.15   6.00200066688896E-005        1.11214032812212        21.0805461523025   1.78637913639941E-005   1.69909067214945E-005        21.0805461523025      0.0608430014865332       -4500.49627685547       -4242.98262910258   1.83972205755553E-005                       0        299.498851607213        301850.490987238      0.0865513320288526                    1007       0.112851330193029        1950979.18511138        33.8154719832523   7.73547153685536E-005   2.01982407849987E-006 
                    7.9                    0.15   6.10203401133711E-005        1.11215001922574        21.1919031457569   1.79572210061759E-005   1.73519530056659E-005        21.1919031457569      0.0611647117791416       -4500.49627685547       -4240.21700651077   1.83970968101164E-005                       0        299.496462498135        301850.341935943      0.0879104830687796                    1007       0.114210481232957        1927532.95723146        33.7973216822546   7.85694482243638E-005   1.97442935813301E-006 
                    7.9                    0.15   6.20206735578526E-005        1.11215971032935        21.3032601392114   1.80506506483576E-005   1.77129992898374E-005        21.3032601392114        0.06148642207175       -4500.49627685547       -4237.45138391897   1.83969730446776E-005                       0        299.494073389057        301850.192884648      0.0892696341087068                    1007       0.115569632272884        1904086.72935154        33.7791713812569   7.97841810801741E-005   1.92903463776616E-006 
                    7.9                    0.15   6.30210070023341E-005        1.11216940143297        21.4146171326659   1.81440802905394E-005   1.80740455740088E-005        21.4146171326659      0.0618081323643584       -4500.49627685547       -4234.68576132716   1.83968492792387E-005                       0        299.491684279979        301850.043833353      0.0906287851486338                    1007       0.116928783312811        1880640.50147161        33.7610210802593   8.09989139359844E-005    1.8836399173993E-006 
                    7.9                    0.15   6.40213404468156E-005        1.11217909253659        21.5259741261204   1.82375099327212E-005   1.84350918581803E-005        21.5259741261204      0.0621298426569668       -4500.49627685547       -4231.92013873536   1.83967255137998E-005                       0          299.4892951709        301849.894782058      0.0919879361885609                    1007       0.118287934352738        1857194.27359169        33.7428707792616   8.22136467917946E-005   1.83824519703245E-006 
                    7.9                    0.15   6.50216738912971E-005         1.1121887836402        21.6373311195748   1.83309395749029E-005   1.87961381423517E-005        21.6373311195748      0.0624515529495752       -4500.49627685547       -4229.15451614355    1.8396601748361E-005                       0        299.486906061822        301849.745730763       0.093347087228488                    1007       0.119647085392665        1833748.04571177         33.724720478264   8.34283796476049E-005   1.79285047666559E-006 
                    7.9                    0.15   6.60220073357786E-005        1.11219847474382        21.7486881130293   1.84243692170847E-005   1.91571844265232E-005        21.7486881130293      0.0627732632421835       -4500.49627685547       -4226.38889355174   1.83964779829221E-005                       0        299.484516952744        301849.596679468       0.094706238268415                    1007       0.121006236432592        1810301.81783185        33.7065701772663   8.46431125034151E-005   1.74745575629874E-006 
                    7.9                    0.15   6.70223407802601E-005        1.11220816584744        21.8600451064838   1.85177988592664E-005   1.95182307106946E-005        21.8600451064838      0.0630949735347919       -4500.49627685547       -4223.62327095994   1.83963542174833E-005                       0        299.482127843666        301849.447628174      0.0960653893083421                    1007       0.122365387472519        1786855.58995193        33.6884198762687   8.58578453592254E-005   1.70206103593188E-006 
                    7.9                    0.15   6.80226742247416E-005        1.11221785695106        21.9714020999383   1.86112285014482E-005    1.9879276994866E-005        21.9714020999383      0.0634166838274003       -4500.49627685547       -4220.85764836813   1.83962304520444E-005                       0        299.479738734588        301849.298576879      0.0974245403482692                    1007       0.123724538512446          1763409.362072         33.670269575271   8.70725782150356E-005   1.65666631556503E-006 
                    7.9                    0.15   6.90230076692231E-005        1.11222754805467        22.0827590933927   1.87046581436299E-005   2.02403232790375E-005        22.0827590933927      0.0637383941200087       -4500.49627685547       -4218.09202577633   1.83961066866055E-005                       0         299.47734962551        301849.149525584      0.0987836913881963                    1007       0.125083689552373        1739963.13419208        33.6521192742733   8.82873110708459E-005   1.61127159519817E-006 
                    7.9                    0.15   7.00233411137046E-005        1.11223723915829        22.1941160868472   1.87980877858117E-005   2.06013695632089E-005        22.1941160868472      0.0640601044126171       -4500.49627685547       -4215.32640318452   1.83959829211667E-005                       0        299.474960516431        301849.000474289       0.100142842428123                    1007         0.1264428405923        1716516.90631216        33.6339689732757   8.95020439266562E-005   1.56587687483132E-006 
                    7.9                    0.15   7.10236745581861E-005        1.11224693026191        22.3054730803017   1.88915174279935E-005   2.09624158473804E-005        22.3054730803017      0.0643818147052255       -4500.49627685547       -4212.56078059271   1.83958591557278E-005                       0        299.472571407353        301848.851422994        0.10150199346805                    1007       0.127801991632227        1693070.67843224         33.615818672278   9.07167767824664E-005   1.52048215446447E-006 
                    7.9                    0.15   7.20240080026676E-005        1.11225662136553        22.4168300737562   1.89849470701752E-005   2.13234621315518E-005        22.4168300737562      0.0647035249978339       -4500.49627685547       -4209.79515800091    1.8395735390289E-005                       0        299.470182298275        301848.702371699       0.102861144507978                    1007       0.129161142672154        1669624.45055232        33.5976683712804   9.19315096382767E-005   1.47508743409761E-006 
                    7.9                    0.15    7.3024341447149E-005        1.11226631246914        22.5281870672106    1.9078376712357E-005   2.16845084157233E-005        22.5281870672106      0.0650252352904423       -4500.49627685547        -4207.0295354091   1.83956116248501E-005                       0        299.467793189197        301848.553320404       0.104220295547905                    1007       0.130520293712082        1646178.22267239        33.5795180702827   9.31462424940869E-005   1.42969271373076E-006 
