                    7.9                    0.15     0.00513675783855904        1.11732803315014        59.3517794605176   2.36424081714492E-008     0.00122086154129741        59.3517794605176       0.171695887273861       -4496.65333631671       -2514.04027047168   1.83317593043092E-005                       0        298.143023192186        301992.271827709        7.40801291845922                    1007        7.43431287191991     0.00514730036683542     0.00662086555749221                       0 
                    7.9                    0.15     0.00537024683122081        1.11739420107284        59.6817572892312   2.19729970492553E-008     0.00129006430809646        59.6817572892312       0.172655601032076       -4496.65311249476       -2491.59743472666   1.83309203356268E-005                       0        298.125377765941        301994.174804017        7.71203719064063                    1007        7.73833732916694     0.00538121344057577     0.00689258538133488                       0 
                    7.9                    0.15     0.00560373582388259        1.11745961956361         60.007392345611   2.03366427095583E-008     0.00135954791047608         60.007392345611       0.173602712835137       -4496.65289149662       -2469.40676232461     1.833009090153E-005                       0        298.107932725463        301996.055940163        8.01512615378244                    1007        8.04142650812725      0.0056151263337538     0.00716346928709996                       0 
                    7.9                    0.15     0.00583722481654436        1.11752197115898        60.3152942863585   1.89431784181451E-008     0.00143046627302632        60.3152942863585       0.174498357688254       -4496.65268227326       -2448.25766320879   1.83293002516838E-005                       0          298.0913062481        301997.845261997        8.31353213914372                    1007        8.33983256944157     0.00584903831504365     0.00743016789662494                       0 
                    7.9                    0.15     0.00607071380920614        1.11758265499706        60.6135639995414   1.76577435774134E-008     0.00150214982877752        60.6135639995414       0.175366046945548       -4496.65247944413       -2427.67441098884   1.83285306529876E-005                       0        298.075124667687        301999.584724654        8.60939901786319                    1007        8.63569944816104     0.00608294980113846      0.0076945972387905                       0 
                    7.9                    0.15     0.00630420280186791        1.11764230471234        60.9059107743254   1.64755617537739E-008     0.00157441814498348        60.9059107743254       0.176216543574888       -4496.65228062486       -2407.44296818304   1.83277742879223E-005                       0        298.059220604153        302001.295534978        8.90336749448204                    1007        8.92966788101563     0.00631686081584404     0.00795732977210512                       0 
                    7.9                    0.15     0.00653769179452969        1.11769868784293        61.1795699916287   1.55684361553718E-008     0.00164850125496701        61.1795699916287       0.177012796212728       -4496.65209445372       -2388.32170242634    1.8327059593352E-005                       0        298.044193102203        302002.915968607        9.19135661737251                    1007        9.21765682209835     0.00655077034366898     0.00821471788973285                       0 
                    7.9                    0.15     0.00677118078719146        1.11775507246364         61.453227540002   1.46439185802223E-008     0.00172257373623165         61.453227540002       0.177809043821425       -4496.65190828257       -2369.20060146457   1.83263449215191E-005                       0        298.029165218783        302004.536402235        9.47934911388587                    1007        9.50564912488303     0.00678467987149391      0.0084721090225174                       0 
                    7.9                    0.15     0.00700466977985323         1.1178090097979        61.7131902255514   1.39576418478207E-008      0.0017982628971973        61.7131902255514       0.178565536509174       -4496.65162594047       -2350.90183513318   1.83256611470203E-005                       0         298.01478732347        302006.074688322        9.76206867505138                    1007        9.78836861659115     0.00701858814983022     0.00872478782384508                       0 
                    7.9                    0.15     0.00723815877251501        1.11786143359856        61.9646835632833   1.33896235592605E-008     0.00187493293471921        61.9646835632833       0.179297443345809       -4496.65128414343        -2333.1117324969   1.83249964879694E-005                       0        298.000811410308        302007.562189044        10.0415345576875                    1007        10.0678345230692       0.007252495655706     0.00897455886916005                       0 
                    7.9                    0.15     0.00747164776517678        1.11791385888934        62.2161787606801   1.28398803077391E-008     0.00195161499066791        62.2161787606801       0.180029355584114       -4496.65094234639       -2315.32145285867   1.83243318289184E-005                       0        297.986835115677        302009.049689767         10.320996363366                    1007        10.3472963287476     0.00748640316158177     0.00922432627067544                       0 
                    7.9                    0.15     0.00770513675783856        1.11796358459976        62.4524687049557   1.25485830949278E-008     0.00203044945867403        62.4524687049557       0.180717120261145       -4496.65074122529       -2298.45377327608   1.83237019303077E-005                       0        297.973584535117        302010.459748201        10.5934843051944                    1007         10.619784270576     0.00772030951406473     0.00946786075828101                       0 
                    7.9                    0.15     0.00793862575050033        1.11801246164401        62.6839765761952   1.23199862572417E-008     0.00210994697951621        62.6839765761952       0.181391000509955       -4496.65058432845        -2281.8763264758   1.83230829593248E-005                       0        297.960562097046        302011.845461129        10.8637847872077                    1007        10.8900847287475     0.00795421550395597     0.00970944019569048                       0 
                    7.9                    0.15     0.00817211474316211        1.11806133868825        62.9154864501507   1.21099366388716E-008     0.00218945810057836        62.9154864501507       0.182064886532965       -4496.65042743161       -2265.29868436302   1.83224639883419E-005                       0        297.947539658975        302013.231174058        11.1340803577983                    1007        11.1603802993381     0.00818812149384721     0.00995101524424232                       0 
                    7.9                    0.15     0.00840560373582388        1.11810810034323        63.1352916664808   1.20962314582799E-008     0.00227096591480771        63.1352916664808       0.182704786381232       -4496.65018541198        -2249.4381606498   1.83218716074124E-005                       0        297.935082907689        302014.555291817        11.3980272967464                    1007        11.4243271470252      0.0084220256325305      0.0101869161977295                       0 
                    7.9                    0.15     0.00863909272848566        1.11815371644323        63.3487584139905   1.21888534456182E-008     0.00235355500606275        63.3487584139905       0.183326281563951       -4496.64989729549       -2233.96598085584   1.83212936258981E-005                       0        297.922932494969        302015.846053705        11.6585362364803                    1007        11.6848359460772     0.00865592876872193       0.010419744436422                       0 
                    7.9                    0.15     0.00887258172114743        1.11819933254322        63.5622229203656   1.22634238838126E-008     0.00243612868683956        63.5622229203656       0.183947770227412         -4496.649609179       -2218.49401163317   1.83207156443837E-005                       0         297.91078246372        302017.136815592        11.9190509817066                    1007        11.9453505625425     0.00888983190491337      0.0106525778672379                       0 
                    7.9                    0.15     0.00910607071380921        1.11824417922579        63.7714619833356   1.24222943879444E-008     0.00251958510302045        63.7714619833356       0.184556988814981       -4496.64932716494        -2203.2833188768    1.8320147541345E-005                       0        297.898839033675        302018.402433341        12.1768706676797                    1007         12.203170177793     0.00912373440617417      0.0108830025856029                       0 
                    7.9                    0.15     0.00933955970647098        1.11828682727801        63.9686203276626   1.27704717536389E-008     0.00260551992275836        63.9686203276626       0.185131126712275       -4496.64906258876        -2188.8198321383   1.83196076663077E-005                       0        297.887487062013        302019.596201059        12.4270057410147                    1007        12.4533053803156     0.00935763509310415      0.0111065591820548                       0 
                    7.9                    0.15     0.00957304869913276        1.11832947384012        64.1657762401202   1.31019477679206E-008     0.00269143723654225        64.1657762401202       0.185705257531519       -4496.64879801259       -2174.35657428163   1.83190678140078E-005                       0         297.87613509035        302020.789968777        12.6771476331211                    1007        12.7034474135305     0.00959153578003413      0.0113301218786695                       0 
                    7.9                    0.15     0.00980653769179453        1.11837212189234        64.3629345844473   1.34501251336151E-008     0.00277737205628016        64.3629345844473       0.186279395428813       -4496.64853343641       -2159.89308754313   1.83185279389705E-005                       0        297.864783118688        302021.983736495        12.9272827064562                    1007        12.9535826160532     0.00982543646696411      0.0115536784751214                       0 
                    7.9                    0.15      0.0100400266844563        1.11841322301594        64.5517063536516   1.39113037279946E-008     0.00286537048515338        64.5517063536516       0.186829175670521       -4496.64828112311       -2145.95284403785   1.83180074289679E-005                       0        297.853842964966        302023.135428473         13.171210978846                    1007        13.1975109442276      0.0100593354227922       0.011771687809292                       0 
                    7.9                    0.15      0.0102735156771181         1.1184531485073        64.7341045074676   1.44583608078712E-008     0.00295493721225892        64.7341045074676       0.187360444621721       -4496.64803812933       -2132.41025405315   1.83175016359721E-005                       0        297.843215783955        302024.255143803        13.4104222169949                    1007        13.4367221823766      0.0102932330630204      0.0119854813443168                       0 
                    7.9                    0.15      0.0105070046697799        1.11849307399866         64.916500086363   1.49909225272803E-008     0.00304448399741984         64.916500086363       0.187891705936075       -4496.64779513555       -2118.86791431258   1.83169958657137E-005                       0        297.832588984415        302025.374859132        13.6496414183245                    1007        13.6759413598642      0.0105271307032487      0.0121992819806762                       0 
                    7.9                    0.15      0.0107404936624416        1.11853299949001         65.098898240179   1.55379796071568E-008     0.00313405072452538         65.098898240179       0.188422974887275       -4496.64755214177       -2105.32532432788   1.83164900727179E-005                       0        297.821961803405        302026.494574461        13.8888526564734                    1007        13.9151525980132      0.0107610283434769       0.012413075515701                       0 
                    7.9                    0.15      0.0109739826551034        1.11857156563428        65.2739488764157   1.61605524453283E-008     0.00322578013464277        65.2739488764157       0.188932902439154       -4496.64732001735       -2092.24510041495   1.83160015374515E-005                       0        297.811695040118        302027.570089086        14.1217846917315                    1007        14.1480846931393      0.0109949241548283      0.0126212570839183                       0 
                    7.9                    0.15      0.0112074716477652        1.11860901648178        65.4429711313003   1.68450833236377E-008     0.00331928395057794        65.4429711313003       0.189425320118849       -4496.64709681084        -2079.5442317026   1.83155271615488E-005                       0        297.801723986976        302028.609338579        14.3495648604981                    1007        14.3758649708934      0.0112288184656501      0.0128248342295283                       0 
                    7.9                    0.15       0.011440960640427        1.11864646583916        65.6119906205294    1.7518115577672E-008      0.0034127650073177        65.6119906205294       0.189917729416641       -4496.64687360433       -2066.84363459669    1.8315052785646E-005                       0        297.791753315304        302029.648197446         14.577354196459                    1007        14.6036544277628      0.0114627127764719      0.0130284195824184                       0 
                    7.9                    0.15      0.0116744496330887        1.11868391668666         65.781012875414   1.82026464559815E-008     0.00350626882325287         65.781012875414       0.190410147096335       -4496.64665039783       -2054.14276588433   1.83145784097433E-005                       0        297.781782262161        302030.687446939        14.8051343652256                    1007        14.8314347055169      0.0116966070872937      0.0132319967280284                       0 
                    7.9                    0.15      0.0119079386257505        1.11872097477854        65.9479212288173   1.88990115701916E-008     0.00360051452045485        65.9479212288173       0.190896424460983       -4496.64641249369       -2041.57597067032    1.8314109085149E-005                       0        297.771917184484        302031.714272477        15.0308436598972                    1007        15.0571440901951       0.011930500929335      0.0134337230421222                       0 
                    7.9                    0.15      0.0121414276184123        1.11875617045377        66.1048056257676   1.96514937108415E-008     0.00369827816093713        66.1048056257676       0.191353584929134        -4496.6461048945       -2029.64494156024   1.83136637134661E-005                       0        297.762554634221        302032.682184586        15.2467330306366                    1007        15.2730334609345      0.0121643925484555      0.0136266728570829                       0 
                    7.9                    0.15       0.012374916611074        1.11879136612901         66.261690022718   2.04039758514913E-008     0.00379604180141941         66.261690022718       0.191810745397285       -4496.64579729531       -2017.71391245016   1.83132183417831E-005                       0        297.753192083958        302033.650096695         15.462622401376                    1007        15.4889228316739       0.012398284167576      0.0138196226720435                       0 
                    7.9                    0.15      0.0126084056037358        1.11882656180425        66.4185712725431   2.11486217049665E-008     0.00389377939397343        66.4185712725431       0.192267897111004       -4496.64548969612       -2005.78317936059   1.83127729701002E-005                       0        297.743829533695         302034.61839943        15.6785222863748                    1007        15.7048227166726      0.0126321757866965      0.0140125818933621                       0 
                    7.9                    0.15      0.0128418945963976        1.11886175747949        66.5754556694935   2.19011038456164E-008     0.00399154303445571        66.5754556694935       0.192725057579154       -4496.64518209694       -1993.85215025051   1.83123275984173E-005                       0        297.734466983432        302035.586311539        15.8944116571142                    1007        15.9207120874121       0.012866067405817      0.0142055317083227                       0 
                    7.9                    0.15      0.0130753835890594         1.1188960945125        66.7277947750105   2.26547393749441E-008     0.00409120020562335        66.7277947750105       0.193169013936238       -4496.64488477647       -1982.21158741114   1.83118931328555E-005                       0        297.725333597355         302036.52933238        16.1052308641636                    1007        16.1315312944615      0.0130999570805982      0.0143939501252037                       0 
                    7.9                    0.15      0.0133088725817211        1.11892920597458        66.8736462225513   2.34100211774239E-008     0.00419356008125648        66.8736462225513       0.193594123590587       -4496.64460212718       -1970.98561752925   1.83114742339926E-005                       0        297.716527305564        302037.436825018        16.3088132441832                    1007        16.3351136744811      0.0133338439801541      0.0145759007145922                       0 
                    7.9                    0.15      0.0135423615743829        1.11896231743665        67.0194976700922   2.41653029799037E-008      0.0042959199568896        67.0194976700922       0.194019233244935        -4496.6443194779       -1959.75964764736   1.83110553351297E-005                       0        297.707721013773        302038.344317656        16.5123956242028                    1007        16.5386960545007        0.01356773087971      0.0147578513039807                       0 
                    7.9                    0.15      0.0137758505670447        1.11899542740861        67.1653458751403   2.49168361143409E-008     0.00439824992542655        67.1653458751403        0.19444433321353       -4496.64403682861       -1948.53399667416   1.83106364590041E-005                       0        297.698915103452         302039.25141967        16.7159899966769                    1007        16.7422904269748      0.0138016177792659      0.0149398126035788                       0 
                    7.9                    0.15      0.0140093395597065        1.11902853887069        67.3111973226812   2.56721179168206E-008     0.00450060980105968        67.3111973226812       0.194869442867878       -4496.64375417933       -1937.30802679226   1.83102175601412E-005                       0        297.690108811661        302040.158912308        16.9195723766965                    1007        16.9458728069944      0.0140355046788219      0.0151217631929673                       0 
                    7.9                    0.15      0.0142428285523682         1.1190612198924        67.4547448921158   2.64147254455453E-008     0.00460410490817227        67.4547448921158       0.195287858535087        -4496.6434668445       -1926.23035025793   1.83098041073042E-005                       0        297.681417593237         302041.05273505        17.1202466043691                    1007        17.1465469958654       0.014269390650978      0.0153011145775179                       0 
                    7.9                    0.15        0.01447631754503        1.11909245518707        67.5905543889669   2.71147636864253E-008     0.00471141293557944        67.5905543889669       0.195683790999635        -4496.6431637723       -1915.65074898376    1.8309408946122E-005                       0         297.67311287359         302041.90064449        17.3111531738114                    1007        17.3374533961825      0.0145032735082615      0.0154717359708238                       0 
                    7.9                    0.15      0.0147098065376918        1.11912369048175        67.7263638858179   2.78148019273053E-008     0.00481872096298661        67.7263638858179       0.196079723464183       -4496.64286070009       -1905.07114770958   1.83090137849398E-005                       0        297.664808153943        302042.748553931        17.5020597432537                    1007        17.5283597964997       0.014737156365545      0.0156423573641298                       0 
                    7.9                    0.15      0.0149432955303536        1.11915492428631         67.862169854074   2.85152902081906E-008     0.00492599456056235         67.862169854074       0.196475645497919        -4496.6425637314        -1894.4918943358   1.83086186237576E-005                       0        297.656503815765        302043.596463372        17.6929799263968                    1007        17.7192797866759      0.0149710392228286      0.0158129908995539                       0 
                    7.9                    0.15      0.0151767845230153        1.11918615958099         67.997979350925   2.92153284490706E-008     0.00503330258796952         67.997979350925       0.196871577962467        -4496.6422606592       -1883.91229306163   1.83082234625754E-005                       0        297.648199096118        302044.444372812        17.8838864958391                    1007         17.910186186993      0.0152049220801121      0.0159836122928599                       0 
                    7.9                    0.15      0.0154102735156771        1.11921739487567         68.133788847776   2.99153666899507E-008     0.00514061061537669         68.133788847776       0.197267510427015       -4496.64195758699       -1873.33269178745   1.83078283013933E-005                       0        297.639894376471        302045.292282253        18.0747930652814                    1007        18.1010925873102      0.0154388049373956      0.0161542336861658                       0 
                    7.9                    0.15      0.0156437625083389        1.11924759445328        68.2641901659371   3.05558238213645E-008     0.00525105592673004        68.2641901659371       0.197647729808042       -4496.64164545816       -1863.10355208644   1.83074462868896E-005                       0        297.631866568423        302046.107291492        18.2580195396073                    1007        18.2843190842043      0.0156726848651141      0.0163179912185694                       0 
                    7.9                    0.15      0.0158772515010007        1.11927707595001        68.3908418985211   3.11549723197754E-008     0.00536367637232174        68.3908418985211         0.1980170550314       -4496.64132705023       -1853.11739356919   1.83070733872097E-005                       0        297.624030748066        302046.899490443        18.4359212686669                    1007        18.4622209687366      0.0159065627617135      0.0164769899152691                       0 
                    7.9                    0.15      0.0161107404936624        1.11930655744674         68.517493631105   3.17541208181864E-008     0.00547629681791344         68.517493631105       0.198386380254759       -4496.64100864229       -1843.13123505193   1.83067004875299E-005                       0         297.61619492771        302047.691689393        18.6138229977266                    1007        18.6401228532689       0.016140440658313      0.0166359886119689                       0 
                    7.9                    0.15      0.0163442294863242        1.11933603894347        68.6441415489918    3.2357700527551E-008      0.0055888775134935        68.6441415489918       0.198755694302247       -4496.64069023435       -1833.14545342677   1.83063276105874E-005                       0        297.608359107353        302048.484278969         18.791740033259                    1007        18.8180400681158      0.0163743185549124      0.0167950009991105                       0 
                    7.9                    0.15       0.016577718478986         1.1193655204402        68.7707932815757   3.29568490259619E-008      0.0057014979590852        68.7707932815757       0.199125019525605       -4496.64037182641       -1823.15929490951   1.83059547109075E-005                       0        297.600523286996        302049.276477919        18.9696417623186                    1007        18.9959419526481      0.0166081964515119      0.0169539996958102                       0 
                    7.9                    0.15      0.0168112074716478        1.11939500193693        68.8974450141597   3.35559975243728E-008      0.0058141184046769        68.8974450141597       0.199494344748964       -4496.64005341847       -1813.17313639226   1.83055818112277E-005                       0         297.59268746664         302050.06867687        19.1475434913783                    1007        19.1738438371803      0.0168420743481113      0.0171129983925099                       0 
                    7.9                    0.15      0.0170446964643095        1.11942375887015        69.0202771230085   3.40916297467507E-008     0.00592933513603339        69.0202771230085       0.199852572374943       -4496.63973000543       -1803.43608342055   1.83052181351785E-005                       0        297.585046695441        302050.837107115        19.3193759227706                    1007        19.3456763530685      0.0170759500071151      0.0172665726502297                       0 
                    7.9                    0.15      0.0172781854569713        1.11945165323228        69.1385620845175   3.45516477501292E-008     0.00604764266761723        69.1385620845175       0.200197588644542       -4496.63940063394        -1793.9955831193   1.83048654395847E-005                       0        297.577638124407        302051.577241431        19.4839830375726                    1007        19.5102834678705      0.0173098230023286      0.0174136892762589                       0 
                    7.9                    0.15      0.0175116744496331        1.11947954759441        69.2568470460264   3.50116657535076E-008     0.00616595019920105        69.2568470460264       0.200542604914141       -4496.63907126246       -1784.55508281805   1.83045127439909E-005                       0        297.570229553372        302052.317375747        19.6485901523746                    1007        19.6748905826724       0.017543695997542      0.0175608059022881                       0 
                    7.9                    0.15      0.0177451634422949        1.11950743897631        69.3751279067358   3.54796060419362E-008     0.00628421172927046        69.3751279067358       0.200887609262811       -4496.63873578746       -1775.11498840059   1.83041600711345E-005                       0        297.562821363808        302053.057510063         19.813214480998                    1007        19.8395149112958      0.0177775689927555      0.0177079379417059                       0 
                    7.9                    0.15      0.0179786524349566        1.11953533333844        69.4934128682447   3.59396240453147E-008     0.00640251926085429        69.4934128682447        0.20123262553241       -4496.63840641598       -1765.67448809934   1.83038073755407E-005                       0        297.555412792773        302053.797644379           19.9778215958                    1007        20.0041220260978      0.0180114419879689      0.0178550545677351                       0 
                    7.9                    0.15      0.0182121414276184        1.11956322770057        69.6116978297536   3.63996420486931E-008     0.00652082679243812        69.6116978297536        0.20157764180201        -4496.6380770445       -1756.23398779809   1.83034546799469E-005                       0        297.548004221739        302054.537778695        20.1424287106019                    1007        20.1687291408998      0.0182453149831823      0.0180021711937643                       0 
                    7.9                    0.15      0.0184456304202802        1.11959112206271        69.7299827912626   3.68596600520716E-008     0.00663913432402195        69.7299827912626       0.201922658071609       -4496.63774767302       -1746.79348749684   1.83031019843532E-005                       0        297.540595650705        302055.277913011        20.3070358254039                    1007        20.3333362557018      0.0184791879783958      0.0181492878197936                       0 
                    7.9                    0.15       0.018679119412942        1.11961785797284        69.8422524921323   3.71938029940952E-008     0.00676220760291332        69.8422524921323           0.20225019505       -4496.63741263094       -1737.74779377096   1.83027639424109E-005                       0        297.533492254571        302055.981534531        20.4609987250448                    1007        20.4872991553427      0.0187130561137559      0.0182868912041827                       0 
                    7.9                    0.15      0.0189126084056037        1.11964427742026         69.952878960678   3.74935597337543E-008     0.00688658277552036         69.952878960678       0.202572957083789       -4496.63707603978        -1728.8099522173   1.83024299035128E-005                       0        297.526472225276        302056.675181585        20.6120538673221                    1007          20.63835429762      0.0189469229215147       0.018421895787438                       0 
                    7.9                    0.15      0.0191460973982655        1.11967069686768        70.0635054292237   3.77933164734135E-008      0.0070109579481274        70.0635054292237       0.202895719117579       -4496.63673944863       -1719.87211066364   1.83020958646147E-005                       0        297.519452195981        302057.368828639        20.7631090095994                    1007        20.7894094398973      0.0191807897292734      0.0185569003706933                       0 
                    7.9                    0.15      0.0193795863909273        1.11969711482498         70.174127606235   3.81037203851054E-008     0.00713527975595092         70.174127606235       0.203218468671646       -4496.63640285747       -1710.93470551134   1.83017618257167E-005                       0        297.512432548155        302058.062475693        20.9141834399398                    1007        20.9404838702377      0.0194146565370322      0.0186919221601331                       0 
                    7.9                    0.15      0.0196130753835891         1.1197235342724        70.2847540747807   3.84034771247646E-008     0.00725965492855795        70.2847540747807       0.203541230705435       -4496.63606626632       -1701.99686395768   1.83014277868186E-005                       0         297.50541251886        302058.756122747        21.0652385822171                    1007         21.091539012515       0.019648523344791      0.0188269267433884                       0 
