                    7.9                    0.15     0.00233488992661774        1.11743203038849        59.7288681553498   1.76816631781605E-008    0.000758040947127919        59.7288681553498       0.172795584983441       -4497.50584214947       -2489.09042265892   1.83303143203292E-005                       0        298.110897161561        301984.231485723        3.02671190340279                    1007        3.05301186825461     0.00234480438589365     0.00270510494340626                       0 
                    7.9                    0.15     0.00256837891927952        1.11755257637537        60.3229526819854   1.71642430119433E-008    0.000841203044089339        60.3229526819854       0.174523730076411       -4497.50571594956        -2448.3255223896     1.832878544179E-005                       0        298.078929347781        301987.584583591        3.31384141186473                    1007        3.34014143833761     0.00257882113165829     0.00296172527072001                       0 
                    7.9                    0.15     0.00280186791194129        1.11766783285787        60.8879777152173   1.66164388758276E-008    0.000925018379377754        60.8879777152173       0.176167484902932       -4497.50554783551       -2409.33974172084   1.83273240497778E-005                       0        298.048354058104        301990.793194694        3.59898830495554                    1007        3.62528835521026     0.00281283708521411     0.00321657357430713                       0 
                    7.9                    0.15     0.00303535690460307        1.11777239950113         61.394270992509    1.6004250754319E-008     0.00101010602377505         61.394270992509       0.177640679535217       -4497.50530734984       -2373.94997886479   1.83259990448584E-005                       0        298.020592994057        301993.709414224        3.88013120199745                    1007        3.90643119652008     0.00304685143775321     0.00346784317833945                       0 
                    7.9                    0.15     0.00326884589726484        1.11787308492583        61.8795723140815   1.53783994154226E-008     0.00109583837635281        61.8795723140815       0.179052898191652        -4497.5050734474       -2339.86863682991   1.83247232858758E-005                       0        297.993860891832        301996.523052222         4.1591979230913                    1007         4.1854979086383     0.00328086510869011     0.00371725728441375                       0 
                    7.9                    0.15     0.00350233488992662        1.11796473957621        62.3160332087308    1.4716726766002E-008     0.00118301226114885        62.3160332087308       0.180323248682018       -4497.50485486018       -2308.83178136107   1.83235620928601E-005                       0         297.96952295245        301999.097135332        4.43343903368863                    1007        4.45973913192814     0.00351487719394461     0.00396235869870471                       0 
                    7.9                    0.15     0.00373582388258839        1.11805568310231        62.7487154850706   1.40556541231238E-008     0.00127035779214687        62.7487154850706       0.181582621535402       -4497.50463760137       -2278.03420568616   1.83224098857617E-005                       0        297.945373204378        302001.650476494        4.70715476317516                    1007        4.73345496749807     0.00374888915791627     0.00420699054819784                       0 
                    7.9                    0.15     0.00396931287525017        1.11813667452199        63.1286070125247   1.33836130832908E-008     0.00135983729138386        63.1286070125247       0.182688624984113       -4497.50443889465       -2250.58083673576   1.83213831726252E-005                       0        297.923856993264        302003.914143352        4.97355652410386                    1007        4.99985682545153     0.00398289942809724     0.00444508552293851                       0 
                    7.9                    0.15     0.00420280186791194        1.11821766445155        63.5084969187324   1.27099065423874E-008     0.00144929586060118        63.5084969187324       0.183794623589946       -4497.50424018794       -2223.12765394259   1.83203564594887E-005                       0        297.902341163619        302006.177810211        5.23996056789045                    1007        5.26626096030242     0.00421690969827822     0.00468318253494732                       0 
                    7.9                    0.15     0.00443629086057372        1.11829327085995        63.8600397856824   1.20487388841401E-008     0.00154031108886465        63.8600397856824       0.184818251628024       -4497.50399742632       -2197.49667085896   1.83193986956144E-005                       0        297.882253718709        302008.287950719        5.50101576463942                    1007        5.52731614117056      0.0044509178760957     0.00491649898072874                       0 
                    7.9                    0.15     0.00466977985323549        1.11836542749212        64.1934200099141    1.1392593813842E-008     0.00163228687744195        64.1934200099141       0.185789102651578       -4497.50372033849       -2173.03335933236   1.83184851251419E-005                       0        297.863081578046        302010.299738314        5.75864881943049                    1007        5.78494911371105     0.00468492471349149     0.00514675686177083                       0 
                    7.9                    0.15     0.00490326884589727         1.1184375841243        64.5268019984432    1.0738391922495E-008     0.00172428593307649        64.5268019984432       0.186759958890538       -4497.50344935417       -2148.56984333798    1.8317571531932E-005                       0        297.843909437382        302012.311525908        6.01627887014746                    1007        6.04257907621698     0.00491893155088729     0.00537701205943975                       0 
                    7.9                    0.15     0.00513675783855904        1.11850298821626        64.8250910184345   1.01229155319038E-008     0.00181881141253716        64.8250910184345       0.187628819376314       -4497.50320065637       -2126.39274294106   1.83167433401259E-005                       0        297.826537484019        302014.138793542        6.26513889262766                    1007        6.29143909046739     0.00515293655324171     0.00559942909352282                       0 
                    7.9                    0.15     0.00537024683122081        1.11856769600581        65.1197670944451   9.50920409947211E-009     0.00191357096268386        65.1197670944451       0.188487178902505       -4497.50296035529       -2104.45112627865   1.83159239358196E-005                       0        297.809350763508        302015.947074731        6.51310036095037                    1007        6.53940055879011     0.00538694136677693     0.00582104305442992                       0 
                    7.9                    0.15     0.00560373582388259        1.11863240528548        65.4144451731717    8.8977124247514E-009     0.00200835640214294        65.4144451731717        0.18934554438916       -4497.50271395069       -2082.50928988967   1.83151045315133E-005                       0        297.792164042996         302017.75535592        6.76105797881303                    1007        6.78735817665276     0.00562094618031215      0.0060426535694435                       0 
                    7.9                    0.15     0.00583722481654436        1.11869117902396        65.6787134565453   8.34487332346142E-009     0.00210602162083363        65.6787134565453       0.190115519651171        -4497.5024883962       -2062.57300140834   1.83143604423876E-005                       0        297.776545019035        302019.392759986         6.9991853807766                    1007        7.02548551046605     0.00585494699267192     0.00625547844188786                       0 
                    7.9                    0.15     0.00607071380920614        1.11874953515409        65.9408399015251   7.79368839482148E-009     0.00220386061679658        65.9408399015251       0.190879269500786       -4497.50225820514       -2042.77805579973   1.83136216749681E-005                       0        297.761036293892        302021.018141607        7.23662598375839                    1007         7.2629260345422        0.00608894752352     0.00646768948804806                       0 
                    7.9                    0.15     0.00630420280186791        1.11880789128422        66.2029686353232   7.24497592730624E-009     0.00230172844883475        66.2029686353232        0.19164302586966        -4497.5020341176       -2022.98287215402   1.83128828848113E-005                       0        297.745527568749        302022.643523228        7.47406175876394                    1007        7.50036173660259     0.00632294805436807     0.00667989622684135                       0 
                    7.9                    0.15     0.00653769179452969        1.11886262423028        66.4467139142494   6.74852216407038E-009     0.00240186488811147        66.4467139142494       0.192353331140159         -4497.501823519       -2004.41390943483    1.8312190082751E-005                       0        297.730983490383        302024.159484565        7.70397891637785                    1007        7.73027895819109      0.0065569466286353     0.00688538337239452                       0 
                    7.9                    0.15     0.00677118078719146         1.1189155385452        66.6812317503484   6.27829928122772E-009     0.00250314003845948        66.6812317503484       0.193036807016634       -4497.50161969107       -1986.46043948192   1.83115203640845E-005                       0        297.716923609521        302025.620523179        7.93012215811991                    1007        7.95642233263363     0.00679094422081085     0.00708749766649638                       0 
                    7.9                    0.15     0.00700466977985324        1.11896845286011        66.9157472022616   5.80536871985923E-009     0.00260438301743329        66.9157472022616       0.193720275628793       -4497.50142196665       -1968.50723198018    1.8310850645418E-005                       0        297.702864110129        302027.081561792        8.15627131264273                    1007        8.18257161985693     0.00702494181298641     0.00728961725167461                       0 
                    7.9                    0.15     0.00723815877251501        1.11902102876612        67.1485537725977   5.34147364649115E-009     0.00270593033353916        67.1485537725977       0.194398775851559       -4497.50121051285       -1950.66908737875   1.83101852233336E-005                       0        297.688894782283        302028.533045085         8.3815466806076                    1007        8.40784709340756     0.00725893907255119      0.0074909558605619                       0 
                    7.9                    0.15     0.00747164776517678        1.11906927344796        67.3594582136706    4.9585668708348E-009      0.0028109610417277        67.3594582136706       0.195013593732839       -4497.50090145715       -1934.30696760663   1.83095747922957E-005                       0        297.676084423373        302029.862231855        8.59571431529997                    1007        8.62201448665016     0.00749293207510084     0.00768236663812947                       0 
                    7.9                    0.15     0.00770513675783856        1.11911751663969        67.5703598890879   4.57281478785536E-009     0.00291595580668564        67.5703598890879       0.195628403791009       -4497.50058629793       -1917.94513469976   1.83089643839952E-005                       0        297.663274064462        302031.191418625        8.80988907870785                    1007        8.83618900860827     0.00772692507765048     0.00787378377779438                       0 
                    7.9                    0.15     0.00793862575050033        1.11916576132153        67.7812643301608   4.18990801219894E-009     0.00302098651487419        67.7812643301608       0.196243221672289       -4497.50027724222       -1901.58301492764   1.83083539529574E-005                       0        297.650463705551        302032.520605395        9.02405671340022                    1007        9.05035640185087     0.00796091808020013     0.00806519455536196                       0 
                    7.9                    0.15     0.00817211474316211        1.11921350498006        67.9896736246547   3.81830665629929E-009     0.00312652346762452        67.9896736246547       0.196850783647301       -4497.49997160113       -1885.39063850777   1.83077498806851E-005                       0        297.637786256557        302033.835106617        9.23668329917751                    1007        9.26298280275603     0.00819491049761872     0.00825522807109887                       0 
                    7.9                    0.15     0.00840560373582388        1.11925766589661        68.1802405028092   3.52754864960446E-009     0.00323568049877725        68.1802405028092       0.197406459732463       -4497.49969037738       -1870.41207116318   1.83071912789854E-005                       0          297.6260592263        302035.044593709        9.43829007691017                    1007        9.46458980019474     0.00842889873085348      0.0084354129954948                       0 
                    7.9                    0.15     0.00863909272848565        1.11930182681316        68.3708072010563   3.23661557714563E-009     0.00334483508177118        68.3708072010563       0.197962135284884       -4497.49940952505       -1855.43352276109   1.83066326772856E-005                       0         297.61433224247        302036.254080801        9.63989736897473                    1007        9.66619731196536     0.00866288696408823     0.00861559838037059                       0 
                    7.9                    0.15     0.00887258172114743        1.11934598772971        68.5613713027277   2.94315580688448E-009     0.00345395433085788        68.5613713027277       0.198517803148353        -4497.4991340334       -1840.45524775328   1.83060740755859E-005                       0        297.602605928724        302037.463567893        9.84151208431411                    1007        9.86781224701079     0.00889687519732299      0.0087957904112826                       0 
                    7.9                    0.15      0.0091060707138092        1.11939014864626        68.7519381808822   2.65239780018965E-009     0.00356311136201061        68.7519381808822       0.199073479233514       -4497.49885280966       -1825.47668040869   1.83055154738861E-005                       0        297.590878898467        302038.673054984        10.0431188620468                    1007        10.0694192444495     0.00913086343055775     0.00897597533567854                       0 
                    7.9                    0.15     0.00933955970647098        1.11943151958862        68.9287199883356   2.43416856760533E-009     0.00367579922843969        68.9287199883356       0.199589063162665       -4497.49859134454       -1811.44422485796   1.83049923909947E-005                       0        297.579890735571        302039.797564138         10.234521505066                    1007        10.2608218571766     0.00936484819753682     0.00914704021324025                       0 
                    7.9                    0.15     0.00957304869913276        1.11947211277991        69.1016589812276   2.23615792042551E-009     0.00378947137311501        69.1016589812276       0.200093470745733       -4497.49833538748       -1797.67551348796   1.83044792095537E-005                       0        297.569108544071        302040.898384297        10.4230795781651                    1007        10.4493798302925     0.00959883199824028     0.00931556272815938                       0 
                    7.9                    0.15     0.00980653769179453        1.11951270299097        69.2745947316269   2.03534811511821E-009     0.00390309840685312        69.2745947316269        0.20059786882931       -4497.49807332689       -1783.90714238896     1.830396605085E-005                       0        297.558326352572        302041.999204456        10.6116475575561                    1007        10.6379477216212     0.00983281579894372     0.00948409409064296                       0 
                    7.9                    0.15      0.0100400266844563        1.11955329618226        69.4475337245189   1.83733746793841E-009     0.00401677055152844        69.4475337245189       0.201102276412379       -4497.49781736982       -1770.13843101895    1.8303452869409E-005                       0        297.547544161072        302043.100024615        10.8002056306552                    1007         10.826505694737      0.0100667995996472     0.00965261660556208                       0 
                    7.9                    0.15      0.0102735156771181         1.1195938494035        69.6202753996739   1.64047232721931E-009     0.00413050579313189        69.6202753996739       0.201606110082081       -4497.49756051108       -1756.38337088122     1.830294019352E-005                       0        297.536772725581         302044.19965527        10.9885911207268                    1007        11.0148910861084      0.0103007833172466      0.0098209848776761                       0 
                    7.9                    0.15      0.0105070046697799        1.11963132778786        69.7778377132666   1.53172930371454E-009     0.00424909498806318        69.7778377132666       0.202065793445711       -4497.49723428757       -1743.67847984441   1.83024664089955E-005                       0           297.526828734        302045.207779117        11.1637000538379                    1007        11.1900000192195       0.010534760641779     0.00997748747900007                       0 
                    7.9                    0.15      0.0107404936624416        1.11966880617221        69.9354000268592   1.42298628020978E-009     0.00436768418299446        69.9354000268592        0.20252547680934       -4497.49690806406        -1730.9735888076   1.83019926244711E-005                       0        297.516884742418        302046.215902964        11.3388089869489                    1007        11.3651089523305      0.0107687379663115       0.010133990080324                       0 
                    7.9                    0.15      0.0109739826551034        1.11970628455656        70.0929588118569   1.31161954642818E-009     0.00448622269069462        70.0929588118569       0.202985149555892       -4497.49658794407       -1718.26906703349   1.83015188626841E-005                       0        297.506940750837        302047.224026811        11.5139293999145                    1007        11.5402293414543      0.0110027152908439      0.0102905029378379                       0 
                    7.9                    0.15      0.0112074716477652        1.11974376294091        70.2505211254495   1.20287652292338E-009     0.00460481188562591        70.2505211254495       0.203444832919521       -4497.49626172056       -1705.56417599668   1.83010450781597E-005                       0        297.496996759255        302048.232150659        11.6890383330256                    1007        11.7153382745653      0.0112366926153763      0.0104470055391618                       0 
                    7.9                    0.15       0.011440960640427        1.11978124132527        70.4080834390421   1.09413349941859E-009      0.0047234010805572        70.4080834390421       0.203904516283151       -4497.49593549705       -1692.85928495987   1.83005712936353E-005                       0        297.487052767674        302049.240274506        11.8641472661366                    1007        11.8904472076764      0.0114706699399087      0.0106035081404858                       0 
                    7.9                    0.15      0.0116744496330887        1.11981657592579        70.5552052302997   1.04695100855079E-009     0.00484611720172516        70.5552052302997       0.204333828073669       -4497.49566469667        -1680.8822018523   1.83001245357548E-005                       0        297.477675606733        302050.182856314        12.0285979606771                    1007        12.0548979022169      0.0117046427567349      0.0107504848935971                       0 
                    7.9                    0.15      0.0119079386257505        1.11985128506666        70.6992809468893   1.01772911131912E-009     0.00497003737428656        70.6992809468893       0.204754278805658       -4497.49541006627       -1669.11746035229   1.82996856630329E-005                       0         297.46846382147        302051.106315904        12.1899390607478                    1007        12.2162390022876      0.0119386142584153      0.0108946824327956                       0 
                    7.9                    0.15      0.0121414276184123        1.11988599420752         70.843356663479   9.88507214087451E-010     0.00509395754684797         70.843356663479       0.205174729537648       -4497.49515543587       -1657.35271885228   1.82992467903111E-005                       0        297.459252036206        302052.029775495        12.3512801608186                    1007        12.3775801023583      0.0121725857600957      0.0110388799719941                       0 
                    7.9                    0.15       0.012374916611074        1.11992070334838        70.9874285653714   9.56995676156497E-010     0.00521782065843939        70.9874285653714       0.205595169280031       -4497.49490080547       -1645.58837865842   1.82988079175893E-005                       0        297.450040632413        302052.953235085        12.5126344335158                    1007        12.5389343988974      0.0124065572617761      0.0111830892924232                       0 
                    7.9                    0.15      0.0126084056037358        1.11995541248925         71.131504281961   9.27773778924802E-010      0.0053417408310008         71.131504281961       0.206015620012021       -4497.49464617507       -1633.82363715841   1.82983690448675E-005                       0        297.440828847149        302053.876694675        12.6739755335866                    1007        12.7002754989682      0.0126405287634565      0.0113272868316217                       0 
                    7.9                    0.15      0.0128418945963976        1.11999006978544        71.2753263971149    8.9998182448358E-010     0.00546578357728447        71.2753263971149       0.206435332884406       -4497.49439038021       -1622.07669999471   1.82979308369129E-005                       0        297.431630953801        302054.798558436        12.8350177224395                    1007        12.8613176878211      0.0128745001045993       0.011471217223374                       0 
                    7.9                    0.15      0.0130753835890594        1.12002234686131        71.4075055151561   9.37839418618803E-010      0.0055954537581672        71.4075055151561       0.206821170170812       -4497.49408112429       -1611.14717080698    1.8297523148831E-005                       0        297.423070846775        302055.647156661        12.9823367143618                    1007        13.0086366797434      0.0131084640753648      0.0116028827123904                       0 
                    7.9                    0.15      0.0133088725817212        1.12005462393718        71.5396846331975   9.75697012754026E-010     0.00572512393904992        71.5396846331975       0.207207007457218       -4497.49377186838       -1600.21764161925   1.82971154607492E-005                       0         297.41451073975        302056.495754885        13.1296557062841                    1007        13.1559556716657      0.0133424280461302      0.0117345482014068                       0 
                    7.9                    0.15      0.0135423615743829        1.12008690101305        71.6718637512387   1.01355460688925E-009     0.00585479411993264        71.6718637512387       0.207592844743624       -4497.49346261247       -1589.28811243152   1.82967077726673E-005                       0        297.405950632724         302057.34435311        13.2769746982064                    1007         13.303274663588      0.0135763920168957      0.0118662136904231                       0 
                    7.9                    0.15      0.0137758505670447        1.12011917510868        71.8040386731131    1.0495938992653E-009     0.00598439992896316        71.8040386731131       0.207978669922836       -4497.49315335655       -1578.35901964516   1.82963001073227E-005                       0        297.397390907168         302058.19256071        13.4243087224201                    1007        13.4506086639599      0.0138103559876612      0.0119978926137676                       0 
                    7.9                    0.15      0.0140093395597065        1.12015145218455        71.9362177911544   1.08745149340051E-009     0.00611407010984589        71.9362177911544       0.208364507209242       -4497.49284410064       -1567.42949045743   1.82958924192409E-005                       0        297.388830800142        302059.041158935        13.5716277143424                    1007        13.5979276558822      0.0140443199584266       0.012129558102784                       0 
                    7.9                    0.15      0.0142428285523682        1.12018372926042        72.0683969091957   1.12530908753571E-009     0.00624374029072861        72.0683969091957       0.208750344495648       -4497.49253484473        -1556.4999612697    1.8295484731159E-005                       0        297.380270693116         302059.88975716        13.7189467062647                    1007        13.7452466478045      0.0142782839291921      0.0122612235918003                       0 
                    7.9                    0.15        0.01447631754503        1.12021446296019        72.1931288693823   1.20014154940704E-009     0.00637776555347896        72.1931288693823       0.209114517311168       -4497.49219525095       -1546.09668986322   1.82950965738147E-005                       0        297.372121207303        302060.689945662        13.8562292573894                    1007        13.8825291989292      0.0145122421289161      0.0123839190288055                       0 
                    7.9                    0.15      0.0147098065376918        1.12024455319138        72.3147559401911   1.29038967404833E-009     0.00651360654884764        72.3147559401911       0.209469657716359       -4497.49184300864       -1535.91282728718   1.82947165592788E-005                       0        297.364142918805        302061.469951051        13.9893273882249                    1007        14.0156273297646      0.0147461979225617      0.0125028746472447                       0 
                    7.9                    0.15      0.0149432955303536        1.12027464342258        72.4363830109998   1.38063779868961E-009     0.00664944754421631        72.4363830109998        0.20982479812155       -4497.49149076632       -1525.72896471114   1.82943365447429E-005                       0        297.356164630308        302062.249956439        14.1224255190603                    1007        14.1487254606001      0.0149801537162073      0.0126218302656838                       0 
                    7.9                    0.15      0.0151767845230153        1.12030473216366        72.5580056949067   1.46963180985117E-009     0.00678521579165038        72.5580056949067       0.210179925488225         -4497.491138524       -1515.54557057993   1.82939565302071E-005                       0         297.34818710475        302063.029961828        14.2555406849033                    1007         14.281840626443      0.0152141095098529      0.0127408010996055                       0 
                    7.9                    0.15      0.0154102735156771        1.12033482239486        72.6796327657155   1.55987993449246E-009     0.00692105678701906        72.6796327657155       0.210535065893416       -4497.49078628168        -1505.3617080039   1.82935765156712E-005                       0        297.340208816253        302063.809967216        14.3886388157387                    1007        14.4149387572785      0.0154480653034985      0.0128597567180447                       0 
                    7.9                    0.15      0.0156437625083389        1.12036491262606        72.8012598365243   1.65012805913375E-009     0.00705689778238774        72.8012598365243       0.210890206298607       -4497.49043403937       -1495.17784542786   1.82931965011353E-005                       0        297.332230527755        302064.589972605        14.5217369465742                    1007         14.548036888114      0.0156820210971442      0.0129787123364839                       0 
                    7.9                    0.15      0.0158772515010007        1.12039500285726         72.922886907333   1.74037618377503E-009     0.00719273877775642         72.922886907333       0.211245346703798       -4497.49008179705       -1484.99398285182   1.82928164865994E-005                       0        297.324252239258        302065.369977993        14.6548350774097                    1007        14.6811350189494      0.0159159768907898       0.013097667954923                       0 
                    7.9                    0.15      0.0161107404936624        1.12042358342421        73.0372246885952   1.85913233787783E-009     0.00733368175269897        73.0372246885952       0.211579277397252       -4497.48975369638       -1475.32852325351   1.82924555672873E-005                       0        297.316676176161        302066.101300009        14.7767960245188                    1007        14.8030959660585      0.0161499260711489      0.0132066697648846                       0 
                    7.9                    0.15      0.0163442294863242        1.12045172497972        73.1494427392299   1.98617864739158E-009     0.00747610838696032        73.1494427392299       0.211907040291323       -4497.48943261613       -1465.81381561289   1.82921002008799E-005                       0        297.309217080499        302066.818464866        14.8955182706136                    1007        14.9218182121534      0.0163838733283595      0.0133127770002028                       0 
                    7.9                    0.15       0.016577718478986        1.12047986653523        73.2616607898646   2.11322495690534E-009     0.00761853502122168        73.2616607898646       0.212234803185395       -4497.48911153587       -1456.29910797226   1.82917448344726E-005                       0        297.301757984837        302067.535629722        15.0142405167084                    1007        15.0405404582482      0.0166178205855701       0.013418884235521                       0 
                    7.9                    0.15      0.0168112074716478        1.12050800809074        73.3738771714185   2.24003688955127E-009     0.00776093224548372        73.3738771714185       0.212562561156317       -4497.48879045562       -1446.78458072861   1.82913894761864E-005                       0        297.294299025426          302068.2529341        15.1329696307304                    1007        15.1592695722702      0.0168517678427807      0.0135249976081444                       0 
                    7.9                    0.15      0.0170446964643095        1.12053614964625        73.4860922181299   2.36666138000192E-009     0.00790330594918725        73.4860922181299       0.212890315189964       -4497.48846937536       -1437.27019775692   1.82910341243952E-005                       0        297.286840174982         302068.97035006        15.2517042373565                    1007        15.2780041788962      0.0170857150999913       0.013631115889059                       0 
                    7.9                    0.15      0.0172781854569713        1.12056429120175        73.5983102687647   2.49370768951567E-009      0.0080457325834486        73.5983102687647       0.213218078084036       -4497.48814829511       -1427.75549011629   1.82906787579878E-005                       0        297.279381079319        302069.687514916        15.3704264834513                    1007        15.3967264249911       0.017319662357202      0.0137372231243772                       0 
                    7.9                    0.15      0.0175116744496331        1.12059243275726        73.7105283193994   2.62075399902942E-009     0.00818815921770995        73.7105283193994       0.213545840978107       -4497.48782721486       -1418.24078247566   1.82903233915804E-005                       0        297.271921983657        302070.404679773        15.4891487295461                    1007        15.5154486710859      0.0175536096144126      0.0138433303596954                       0 
                    7.9                    0.15      0.0177451634422949        1.12062027499782        73.8213038837364   2.75098307937695E-009     0.00833177999990927        73.8213038837364       0.213869406439247       -4497.48751097203       -1408.82933395016   1.82899718125664E-005                       0        297.264542726546        302071.111360146        15.6053922430651                    1007        15.6316921748269      0.0177875550473179      0.0139472222441279                       0 
                    7.9                    0.15      0.0179786524349566        1.12064666604056         73.925085701456   2.89664349712266E-009     0.00848119048570228         73.925085701456        0.21417262107805         -4497.487218183       -1399.91852663582   1.82896385963401E-005                       0        297.257550558446        302071.767207581        15.7096178763486                    1007        15.7359177509251      0.0180214916352664      0.0140403732273901                       0 
                    7.9                    0.15      0.0182121414276184         1.1206730570833        74.0288675191757   3.04230391486837E-009     0.00863060097149529        74.0288675191757       0.214475835716852       -4497.48692539397       -1391.00771932147   1.82893053801139E-005                       0        297.250558390347        302072.423055015        15.8138435096321                    1007        15.8401433270232      0.0182554282232149      0.0141335242106523                       0 
                    7.9                    0.15      0.0184456304202802        1.12069944812604        74.1326493368953   3.18796433261408E-009      0.0087800114572883        74.1326493368953       0.214779050355655       -4497.48663260493       -1382.09691200712   1.82889721638876E-005                       0        297.243566222247        302073.078902449        15.9180691429155                    1007        15.9443689031213      0.0184893648111635      0.0142266751939145                       0 
                    7.9                    0.15       0.018679119412942        1.12072583765346        74.2364286331261     3.333632177767E-009     0.00892937448285316        74.2364286331261       0.215082257607283        -4497.4863398159       -1373.18637856526   1.82886389592223E-005                       0        297.236574248109        302073.734749884        16.0223057531614                    1007        16.0486054743656       0.018723301399112      0.0143198359971465                       0 
                    7.9                    0.15      0.0189126084056037        1.12075222723128        74.3402080132282   3.47929977586494E-009     0.00907873908706928        74.3402080132282       0.215385465104628       -4497.48604702687       -1364.27583601368   1.82883057541724E-005                       0        297.229582267518        302074.390597318        16.1265419982848                    1007        16.1528416798826      0.0189572379870605      0.0144129964737407                       0 
                    7.9                    0.15      0.0191460973982655        1.12077861827402        74.4439898309479   3.62496019361064E-009     0.00922814957286229        74.4439898309479       0.215688679743431       -4497.48575423783       -1355.36502869934   1.82879725379461E-005                       0        297.222590099419        302075.046444753        16.2307676315683                    1007        16.2570672559808       0.019191174575009      0.0145061474570029                       0 
                    7.9                    0.15      0.0193795863909273        1.12080500931676        74.5477716486675   3.77062061135635E-009      0.0093775600586553        74.5477716486675       0.215991894382234        -4497.4854614488       -1346.45422138499   1.82876393217199E-005                       0        297.215597931319        302075.702292187        16.3349932648518                    1007        16.3612928320789      0.0194251111629576      0.0145992984402651                       0 
                    7.9                    0.15      0.0196130753835891         1.1208314003595        74.6515534663871   3.91628102910205E-009     0.00952697054444831        74.6515534663871       0.216295109021037       -4497.48516865977       -1337.54341407064   1.82873061054936E-005                       0         297.20860576322        302076.358139621        16.4392188981352                    1007         16.465518408177      0.0196590477509061      0.0146924494235273                       0 
