                    7.9                    0.15   1.00033344448149E-005        1.11196294179824        4.10249893885434    2.9455799364601E-009   1.12900778342764E-006        4.10249893885434      0.0118410427815174        -4496.6567199707       -4363.12589530577   1.84000568080098E-005     0.00199464785141485        299.572950942678        301726.402394548     0.00450432817367261                    1007      0.0308043280181708   3.02282207152407E-005   4.02571521472565E-006        3.61400865485678 
                    7.9                    0.15   1.10036678892964E-005        1.11197069417828        4.51274883273977   3.24013793010611E-009    1.2419085617704E-006        4.51274883273977      0.0130251470596692        -4496.6567199707       -4359.92646945548   1.83999578037949E-005     0.00194476077979193        299.569920452534        301728.995759003     0.00494018110131881                    1007      0.0312401809274755   3.07510428499201E-005    4.4152560504589E-006        3.52362074740183 
                    7.9                    0.15   1.20040013337779E-005        1.11197844655832         4.9229987266252   3.53469592375212E-009   1.35480934011316E-006         4.9229987266252      0.0142092513378209        -4496.6567199707        -4356.7270436052   1.83998587995801E-005     0.00189487370816901         299.56688996239        301731.589123458     0.00537603402896501                    1007      0.0316760338367802   3.12738649845994E-005   4.80479688619214E-006        3.43323283994687 
                    7.9                    0.15   1.30043347782594E-005        1.11198619893836        5.33324862051064   3.82925391739813E-009   1.46771011845593E-006        5.33324862051064      0.0153933556159726        -4496.6567199707       -4353.52761775492   1.83997597953652E-005     0.00184498663654609        299.563859472246        301734.182487913     0.00581188695661121                    1007      0.0321118867460848   3.17966871192788E-005   5.19433772192538E-006        3.34284493249191 
                    7.9                    0.15   1.40046682227409E-005         1.1119939513184        5.74349851439607   4.12381191104414E-009   1.58061089679869E-006        5.74349851439607      0.0165774598941244        -4496.6567199707       -4350.32819190464   1.83996607911504E-005     0.00179509956492316        299.560828982102        301736.775852367      0.0062477398842574                    1007      0.0325477396553895   3.23195092539582E-005   5.58387855765862E-006        3.25245702503696 
                    7.9                    0.15   1.50050016672224E-005        1.11200170369844         6.1537484082815   4.41836990469015E-009   1.69351167514145E-006         6.1537484082815      0.0177615641722761        -4496.6567199707       -4347.12876605435   1.83995617869355E-005     0.00174521249330024        299.557798491958        301739.369216822      0.0066835928119036                    1007      0.0329835925646942   3.28423313886376E-005   5.97341939339186E-006          3.162069117582 
                    7.9                    0.15   1.60053351117039E-005        1.11200945607848        6.56399830216694   4.71292789833616E-009   1.80641245348422E-006        6.56399830216694      0.0189456684504279        -4496.6567199707       -4343.92934020407   1.83994627827207E-005     0.00169532542167732        299.554768001815        301741.962581277      0.0071194457395498                    1007      0.0334194454739988    3.3365153523317E-005    6.3629602291251E-006        3.07168121012704 
                    7.9                    0.15   1.70056685561854E-005        1.11201720845852        6.97424819605237   5.00748589198217E-009   1.91931323182698E-006        6.97424819605237      0.0201297727285796        -4496.6567199707       -4340.72991435379   1.83993637785058E-005      0.0016454383500544        299.551737511671        301744.555945732       0.007555298667196                    1007      0.0338552983833035   3.38879756579963E-005   6.75250106485835E-006        2.98129330267208 
                    7.9                    0.15   1.80060020006669E-005        1.11202496083856         7.3844980899378   5.30204388562818E-009   2.03221401016975E-006         7.3844980899378      0.0213138770067313        -4496.6567199707       -4337.53048850351    1.8399264774291E-005     0.00159555127843148        299.548707021527        301747.149310187     0.00799115159484219                    1007      0.0342911512926082   3.44107977926757E-005   7.14204190059159E-006        2.89090539521713 
                    7.9                    0.15   1.90063354451484E-005         1.1120327132186        7.79474798382324   5.59660187927419E-009   2.14511478851251E-006        7.79474798382324      0.0224979812848831        -4496.6567199707       -4334.33106265322   1.83991657700761E-005     0.00154566420680856        299.545676531383        301749.742674642     0.00842700452248839                    1007      0.0347270042019129   3.49336199273551E-005   7.53158273632483E-006        2.80051748776217 
                    7.9                    0.15   2.00066688896299E-005        1.11204046559864        8.20499787770867    5.8911598729202E-009   2.25801556685527E-006        8.20499787770867      0.0236820855630348        -4496.6567199707       -4331.13163680294   1.83990667658613E-005     0.00149577713518564        299.542646041239        301752.336039096     0.00886285745013459                    1007      0.0351628571112175   3.54564420620345E-005   7.92112357205807E-006        2.71012958030721 
                    7.9                    0.15   2.10070023341114E-005        1.11204821797869        8.61524777159411   6.18571786656622E-009   2.37091634519804E-006        8.61524777159411      0.0248661898411866        -4496.6567199707       -4327.93221095266   1.83989677616464E-005     0.00144589006356272        299.539615551095        301754.929403551     0.00929871037778079                    1007      0.0355987100205222   3.59792641967139E-005   8.31066440779131E-006        2.61974167285226 
                    7.9                    0.15   2.20073357785929E-005        1.11205597035873        9.02549766547954   6.48027586021223E-009    2.4838171235408E-006        9.02549766547954      0.0260502941193383        -4496.6567199707       -4324.73278510237   1.83988687574316E-005      0.0013960029919398        299.536585060952        301757.522768006     0.00973456330542699                    1007      0.0360345629298269   3.65020863313933E-005   8.70020524352456E-006         2.5293537653973 
                    7.9                    0.15   2.30076692230744E-005        1.11206372273877        9.43574755936497   6.77483385385824E-009   2.59671790188356E-006        9.43574755936497        0.02723439839749        -4496.6567199707       -4321.53335925209   1.83987697532167E-005     0.00134611592031687        299.533554570808        301760.116132461      0.0101704162330732                    1007      0.0364704158391315   3.70249084660726E-005    9.0897460792578E-006        2.43896585794234 
                    7.9                    0.15   2.40080026675559E-005        1.11207147511881        9.84599745325041   7.06939184750425E-009   2.70961868022633E-006        9.84599745325041      0.0284185026756418        -4496.6567199707       -4318.33393340181   1.83986707490019E-005     0.00129622884869395        299.530524080664        301762.709496916      0.0106062691607194                    1007      0.0369062687484362    3.7547730600752E-005   9.47928691499104E-006        2.34857795048738 
                    7.9                    0.15   2.50083361120373E-005        1.11207922674385        10.2562371033572   7.39643970512765E-009    2.8224797883583E-006        10.2562371033572      0.0296025774145954        -4496.6567199707       -4315.13460032537   1.83985717563073E-005      0.0012463435819821        299.527493783799        301765.302465535      0.0110420916605363                    1007      0.0373420912337824   3.80705527354314E-005   9.86880055692655E-006        2.25819178556112 
                    7.9                    0.15   2.60086695565188E-005        1.11208697838877        10.6664770231258   7.72263228498978E-009   2.93534194078672E-006        10.6664770231258      0.0307866529311521        -4496.6567199707       -4311.93526480671   1.83984727633095E-005     0.00119645826775696        299.524463481846        301767.895444575       0.011477914961349                    1007      0.0377779145200226   3.85933748701108E-005   1.02583149147238E-005        2.16780557476375 
                    7.9                    0.15   2.70090030010003E-005        1.11209473076881        11.0767269170112   8.01719027863577E-009   3.04824271912948E-006        11.0767269170112      0.0319707572093038        -4496.6567199707       -4308.73583895643   1.83983737590947E-005     0.00114657119613404        299.521432991702         301770.48880903      0.0119137678889952                    1007      0.0382137674293272   3.91161970047902E-005    1.0647855750457E-005        2.07741766730879 
                    7.9                    0.15   2.80093364454818E-005        1.11210248314885        11.4869768108966   8.31174827228177E-009   3.16114349747224E-006        11.4869768108966      0.0331548614874556        -4496.6567199707       -4305.53641310615   1.83982747548798E-005     0.00109668412451112        299.518402501558        301773.082173485      0.0123496208166414                    1007      0.0386496203386319   3.96390191394695E-005   1.10373965861903E-005        1.98702975985384 
                    7.9                    0.15   2.90096698899633E-005        1.11211023552889        11.8972267047821   8.60630626592777E-009   3.27404427581501E-006        11.8972267047821      0.0343389657656073        -4496.6567199707       -4302.33698725586    1.8398175750665E-005      0.0010467970528882        299.515372011414         301775.67553794      0.0127854737442876                    1007      0.0390854732479366   4.01618412741489E-005   1.14269374219235E-005        1.89664185239888 
                    7.9                    0.15   3.00100033344448E-005        1.11211798790893        12.3074765986675   8.90086425957376E-009   3.38694505415777E-006        12.3074765986675      0.0355230700437591        -4496.6567199707       -4299.13756140558   1.83980767464501E-005    0.000996909981265274         299.51234152127        301778.268902395      0.0132213266719338                    1007      0.0395213261572413   4.06846634088283E-005   1.18164782576568E-005        1.80625394494392 
                    7.9                    0.15   3.10103367789263E-005        1.11212574028897        12.7177264925529   9.19542225321976E-009   3.49984583250053E-006        12.7177264925529      0.0367071743219108        -4496.6567199707        -4295.9381355553   1.83979777422353E-005    0.000947022909642353        299.509311031127        301780.862266849        0.01365717959958                    1007      0.0399571790665459   4.12074855435077E-005     1.220601909339E-005        1.71586603748897 
                    7.9                    0.15   3.20106702234078E-005        1.11213349266901        13.1279763864384   9.48998024686576E-009    3.6127466108433E-006        13.1279763864384      0.0378912786000625        -4496.6567199707       -4292.73870970502   1.83978787380204E-005    0.000897135838019432        299.506280540983        301783.455631304      0.0140930325272262                    1007      0.0403930319758506   4.17303076781871E-005   1.25955599291232E-005        1.62547813003401 
                    7.9                    0.15   3.30110036678893E-005        1.11214124504905        13.5382262803238   9.78453824051175E-009   3.72564738918606E-006        13.5382262803238      0.0390753828782143        -4496.6567199707       -4289.53928385473   1.83977797338056E-005    0.000847248766396511        299.503250050839        301786.048995759      0.0145288854548724                    1007      0.0408288848851553   4.22531298128664E-005   1.29851007648565E-005        1.53509022257905 
                    7.9                    0.15   3.40113371123708E-005        1.11214899742909        13.9484761742092   1.00790962341578E-008   3.83854816752882E-006        13.9484761742092       0.040259487156366        -4496.6567199707       -4286.33985800445   1.83976807295907E-005     0.00079736169477359        299.500219560695        301788.642360214      0.0149647383825186                    1007      0.0412647377944599   4.27759519475458E-005   1.33746416005897E-005        1.44470231512409 
                    7.9                    0.15   3.50116705568523E-005        1.11215674980913        14.3587260680947   1.03736542278037E-008   3.95144894587159E-006        14.3587260680947      0.0414435914345178        -4496.6567199707       -4283.14043215417   1.83975817253759E-005    0.000747474623150669        299.497189070551        301791.235724669      0.0154005913101648                    1007      0.0417005907037646   4.32987740822252E-005    1.3764182436323E-005        1.35431440766914 
                    7.9                    0.15   3.60120040013338E-005        1.11216450218917        14.7689759619801   1.06682122214497E-008   4.06434972421435E-006        14.7689759619801      0.0426276957126695        -4496.6567199707       -4279.94100630388    1.8397482721161E-005    0.000697587551527747        299.494158580407        301793.829089123       0.015836444237811                    1007      0.0421364436130693   4.38215962169046E-005   1.41537232720562E-005        1.26392650021418 
                    7.9                    0.15   3.70123374458153E-005        1.11217225456921        15.1792258558655   1.09627702150957E-008   4.17725050255712E-006        15.1792258558655      0.0438117999908212        -4496.6567199707        -4276.7415804536   1.83973837169462E-005    0.000647700479904826        299.491128090263        301796.422453578      0.0162722971654572                    1007      0.0425722965223739    4.4344418351584E-005   1.45432641077895E-005        1.17353859275922 
                    7.9                    0.15   3.80126708902968E-005        1.11218000694926         15.589475749751   1.12573282087417E-008   4.29015128089988E-006         15.589475749751       0.044995904268973        -4496.6567199707       -4273.54215460332   1.83972847127313E-005    0.000597813408281905         299.48809760012        301799.015818033      0.0167081500931034                    1007      0.0430081494316786   4.48672404862633E-005   1.49328049435227E-005        1.08315068530426 
                    7.9                    0.15   3.90130043347783E-005         1.1121877593293        15.9997256436364   1.15518862023877E-008   4.40305205924264E-006        15.9997256436364      0.0461800085471247        -4496.6567199707       -4270.34272875304   1.83971857085165E-005    0.000547926336658984        299.485067109976        301801.609182488      0.0171440030207496                    1007      0.0434440023409833   4.53900626209427E-005   1.53223457792559E-005       0.992762777849308 
                    7.9                    0.15   4.00133377792598E-005        1.11219551170934        16.4099755375218   1.18464441960337E-008   4.51595283758541E-006        16.4099755375218      0.0473641128252765        -4496.6567199707       -4267.14330290275   1.83970867043016E-005    0.000498039265036063        299.482036619832        301804.202546943      0.0175798559483958                    1007       0.043879855250288   4.59128847556221E-005   1.57118866149892E-005        0.90237487039435 
                    7.9                    0.15   4.10136712237412E-005        1.11220326408938        16.8202254314073   1.21410021896797E-008   4.62885361592817E-006        16.8202254314073      0.0485482171034282        -4496.6567199707       -4263.94387705247   1.83969877000867E-005    0.000448152193413142        299.479006129688        301806.795911397       0.018015708876042                    1007      0.0443157081595926   4.64357068903015E-005   1.61014274507224E-005       0.811986962939393 
                    7.9                    0.15   4.20140046682227E-005        1.11221101646942        17.2304753252927   1.24355601833257E-008   4.74175439427093E-006        17.2304753252927      0.0497323213815799        -4496.6567199707       -4260.74445120219   1.83968886958719E-005    0.000398265121790221        299.475975639544        301809.389275852      0.0184515618036882                    1007      0.0447515610688973   4.69585290249809E-005   1.64909682864557E-005       0.721599055484436 
                    7.9                    0.15   4.30143381127042E-005        1.11221876884946        17.6407252191781   1.27301181769717E-008    4.8546551726137E-006        17.6407252191781      0.0509164256597317        -4496.6567199707       -4257.54502535191    1.8396789691657E-005      0.0003483780501673          299.4729451494        301811.982640307      0.0188874147313344                    1007       0.045187413978202   4.74813511596602E-005   1.68805091221889E-005       0.631211148029479 
                    7.9                    0.15   4.40146715571857E-005         1.1122265212295        18.0509751130636   1.30246761706177E-008   4.96755595095646E-006        18.0509751130636      0.0521005299378834        -4496.6567199707       -4254.34559950162   1.83966906874422E-005    0.000298490978544378        299.469914659257        301814.576004762      0.0193232676589806                    1007      0.0456232668875067   4.80041732943396E-005   1.72700499579222E-005       0.540823240574521 
                    7.9                    0.15   4.50150050016672E-005        1.11223427360954         18.461225006949   1.33192341642637E-008   5.08045672929922E-006         18.461225006949      0.0532846342160352        -4496.6567199707       -4251.14617365134   1.83965916832273E-005    0.000248603906921457        299.466884169113        301817.169369217      0.0197591205866268                    1007      0.0460591197968113    4.8526995429019E-005   1.76595907936554E-005       0.450435333119564 
                    7.9                    0.15   4.60153384461487E-005        1.11224202598958        18.8714749008344   1.36137921579097E-008   5.19335750764199E-006        18.8714749008344      0.0544687384941869        -4496.6567199707       -4247.94674780106   1.83964926790125E-005    0.000198716835298536        299.463853678969        301819.762733672       0.020194973514273                    1007       0.046494972706116   4.90498175636984E-005   1.80491316293886E-005       0.360047425664607 
                    7.9                    0.15   4.70156718906302E-005        1.11224977836962        19.2817247947199   1.39083501515557E-008   5.30625828598475E-006        19.2817247947199      0.0556528427723387        -4496.6567199707       -4244.74732195078   1.83963936747976E-005    0.000148829763675615        299.460823188825        301822.356098126      0.0206308264419192                    1007      0.0469308256154207   4.95726396983778E-005   1.84386724651219E-005       0.269659518209651 
                    7.9                    0.15   4.80160053351117E-005        1.11225753074966        19.6919746886053   1.42029081452017E-008   5.41915906432752E-006        19.6919746886053      0.0568369470504904        -4496.6567199707       -4241.54789610049   1.83962946705828E-005   9.89426920526938E-005        299.457792698681        301824.949462581      0.0210666793695654                    1007      0.0473666785247253   5.00954618330571E-005   1.88282133008551E-005       0.179271610754693 
                    7.9                    0.15   4.90163387795932E-005         1.1122652831297        20.1022245824907   1.44974661388477E-008   5.53205984267028E-006        20.1022245824907      0.0580210513286421        -4496.6567199707       -4238.34847025021   1.83961956663679E-005   4.90556204297729E-005        299.454762208537        301827.542827036      0.0215025322972116                    1007        0.04780253143403   5.06182839677365E-005   1.92177541365884E-005      0.0888837032997357 
                    7.9                    0.15   5.00166722240747E-005        1.11227310836997        20.5085792428383    1.4792275211458E-008   5.64560972672681E-006        20.5085792428383       0.059193920691542        -4496.6567199707        -4235.1263758155   1.83960957328034E-005                       0        299.451731990424        301830.106278266      0.0219557663055153                    1007      0.0482557654228742   5.11490959259462E-005   1.96228292053621E-005    2.2602767171962E-006 
                    7.9                    0.15   5.10170056685562E-005        1.11228523236375        20.6851151242907   1.51018979429694E-008   5.79745684792223E-006        20.6851151242907      0.0597039300541213        -4496.6567199707       -4230.56683489848   1.83959409676092E-005                       0        299.448717822111        301830.904849242      0.0234344840733233                    1007      0.0497344831052576   5.21513074727674E-005    2.0944424024162E-005   2.21879973690456E-006 
                    7.9                    0.15   5.20173391130377E-005        1.11229735635754        20.8616510057431   1.54115206744808E-008   5.94930396911765E-006        20.8616510057431      0.0602139394167005        -4496.6567199707       -4226.00729398145   1.83957862024149E-005                       0        299.445703653797        301831.703420219      0.0249132018411312                    1007      0.0512132007876411   5.31535190195887E-005   2.22660188429618E-005   2.17732275661291E-006 
                    7.9                    0.15   5.30176725575192E-005        1.11230948035132        21.0381868871956   1.57211434059922E-008   6.10115109031306E-006        21.0381868871956      0.0607239487792798        -4496.6567199707       -4221.44775306443   1.83956314372207E-005                       0        299.442689485484        301832.501991195      0.0263919196089392                    1007      0.0526919184700245     5.415573056641E-005   2.35876136617616E-005   2.13584577632126E-006 
                    7.9                    0.15   5.40180060020007E-005        1.11232160434511         21.214722768648   1.60307661375036E-008   6.25299821150848E-006         21.214722768648       0.061233958141859        -4496.6567199707       -4216.88821214741   1.83954766720265E-005                       0        299.439675317171        301833.300562171      0.0278706373767472                    1007       0.054170636152408   5.51579421132312E-005   2.49092084805615E-005   2.09436879602961E-006 
                    7.9                    0.15   5.50183394464822E-005        1.11233372833889        21.3912586501004   1.63403888690151E-008    6.4048453327039E-006        21.3912586501004      0.0617439675044383        -4496.6567199707       -4212.32867123039   1.83953219068322E-005                       0        299.436661148858        301834.099133147      0.0293493551445552                    1007      0.0556493538347914   5.61601536600525E-005   2.62308032993613E-005   2.05289181573797E-006 
                    7.9                    0.15   5.60186728909637E-005        1.11234585233267        21.5677945315529   1.66500116005265E-008   6.55669245389932E-006        21.5677945315529      0.0622539768670176        -4496.6567199707       -4207.76913031337    1.8395167141638E-005                       0        299.433646980544        301834.897704123      0.0308280729123631                    1007      0.0571280715171749   5.71623652068738E-005   2.75523981181612E-005   2.01141483544632E-006 
                    7.9                    0.15   5.70190063354451E-005        1.11235797632646        21.7443304130053   1.69596343320379E-008   6.70853957509473E-006        21.7443304130053      0.0627639862295968        -4496.6567199707       -4203.20958939635   1.83950123764437E-005                       0        299.430632812231        301835.696275099      0.0323067906801711                    1007      0.0586067891995583    5.8164576753695E-005    2.8873992936961E-005   1.96993785515467E-006 
                    7.9                    0.15   5.80193397799267E-005        1.11237010032024        21.9208662944577   1.72692570635493E-008   6.86038669629015E-006        21.9208662944577      0.0632739955921761        -4496.6567199707       -4198.65004847933   1.83948576112495E-005                       0        299.427618643918        301836.494846075      0.0337855084479791                    1007      0.0600855068819418   5.91667883005163E-005   3.01955877557608E-005   1.92846087486302E-006 
                    7.9                    0.15   5.90196732244081E-005        1.11238222431403        22.0974021759101   1.75788797950608E-008   7.01223381748557E-006        22.0974021759101      0.0637840049547553        -4496.6567199707       -4194.09050756231   1.83947028460553E-005                       0        299.424604475605        301837.293417051       0.035264226215787                    1007      0.0615642245643253   6.01689998473376E-005   3.15171825745607E-005   1.88698389457138E-006 
                    7.9                    0.15   6.00200066688896E-005        1.11239434830781        22.2739380573626   1.78885025265722E-008   7.16408093868099E-006        22.2739380573626      0.0642940143173346        -4496.6567199707       -4189.53096664528    1.8394548080861E-005                       0        299.421590307291        301838.091988027       0.036742943983595                    1007      0.0630429422467087   6.11712113941588E-005   3.28387773933605E-005   1.84550691427973E-006 
                    7.9                    0.15   6.10203401133711E-005         1.1124064723016         22.450473938815   1.81981252580836E-008    7.3159280598764E-006         22.450473938815      0.0648040236799138        -4496.6567199707       -4184.97142572826   1.83943933156668E-005                       0        299.418576138978        301838.890559004       0.038221661751403                    1007      0.0645216599290922   6.21734229409801E-005   3.41603722121604E-005   1.80402993398808E-006 
                    7.9                    0.15   6.20206735578526E-005        1.11241859629538        22.6270098202674    1.8507747989595E-008   7.46777518107182E-006        22.6270098202674      0.0653140330424931        -4496.6567199707       -4180.41188481124   1.83942385504725E-005                       0        299.415561970665         301839.68912998       0.039700379519211                    1007      0.0660003776114756   6.31756344878014E-005   3.54819670309602E-005   1.76255295369643E-006 
                    7.9                    0.15   6.30210070023341E-005        1.11243072028916        22.8035457017198   1.88173707211064E-008   7.61962230226724E-006        22.8035457017198      0.0658240424050724        -4496.6567199707       -4175.85234389422   1.83940837852783E-005                       0        299.412547802351        301840.487700956      0.0411790972870189                    1007      0.0674790952938591   6.41778460346226E-005     3.680356184976E-005   1.72107597340479E-006 
                    7.9                    0.15   6.40213404468156E-005        1.11244284428295        22.9800815831723   1.91269934526179E-008   7.77146942346265E-006        22.9800815831723      0.0663340517676516        -4496.6567199707        -4171.2928029772   1.83939290200841E-005                       0        299.409533634038        301841.286271932      0.0426578150548269                    1007      0.0689578129762425   6.51800575814439E-005   3.81251566685599E-005   1.67959899311314E-006 
                    7.9                    0.15   6.50216738912971E-005        1.11245496827673        23.1566174646247   1.94366161841293E-008   7.92331654465807E-006        23.1566174646247      0.0668440611302309        -4496.6567199707       -4166.73326206018   1.83937742548898E-005                       0        299.406519465725        301842.084842908      0.0441365328226349                    1007       0.070436530658626   6.61822691282652E-005   3.94467514873597E-005   1.63812201282149E-006 
                    7.9                    0.15   6.60220073357786E-005        1.11246709227052        23.3331533460771   1.97462389156407E-008   8.07516366585349E-006        23.3331533460771      0.0673540704928101        -4496.6567199707       -4162.17372114315   1.83936194896956E-005                       0        299.403505297412        301842.883413884      0.0456152505904428                    1007      0.0719152483410094   6.71844806750864E-005   4.07683463061595E-005   1.59664503252984E-006 
                    7.9                    0.15   6.70223407802601E-005         1.1124792162643        23.5096892275296   2.00558616471521E-008   8.22701078704891E-006        23.5096892275296      0.0678640798553894        -4496.6567199707       -4157.61418022613   1.83934647245013E-005                       0        299.400491129098         301843.68198486      0.0470939683582508                    1007      0.0733939660233929   6.81866922219077E-005   4.20899411249594E-005    1.5551680522382E-006 
                    7.9                    0.15   6.80226742247416E-005        1.11249134025808         23.686225108982   2.03654843786636E-008   8.37885790824433E-006         23.686225108982      0.0683740892179687        -4496.6567199707       -4153.05463930911   1.83933099593071E-005                       0        299.397476960785        301844.480555836      0.0485726861260588                    1007      0.0748726837057764    6.9188903768729E-005   4.34115359437592E-005   1.51369107194655E-006 
                    7.9                    0.15   6.90230076692231E-005        1.11250346425187        23.8627609904344    2.0675107110175E-008   8.53070502943974E-006        23.8627609904344      0.0688840985805479        -4496.6567199707       -4148.49509839209   1.83931551941129E-005                       0        299.394462792472        301845.279126813      0.0500514038938668                    1007      0.0763514013881598   7.01911153155502E-005   4.47331307625591E-005    1.4722140916549E-006 
                    7.9                    0.15   7.00233411137046E-005        1.11251558824565        24.0392968718868   2.09847298416864E-008   8.68255215063516E-006        24.0392968718868      0.0693941079431272        -4496.6567199707       -4143.93555747507   1.83930004289186E-005                       0        299.391448624159        301846.077697789      0.0515301216616747                    1007      0.0778301190705433   7.11933268623715E-005   4.60547255813589E-005   1.43073711136325E-006 
                    7.9                    0.15   7.10236745581861E-005        1.11252771223944        24.2158327533393   2.12943525731978E-008   8.83439927183058E-006        24.2158327533393      0.0699041173057064        -4496.6567199707       -4139.37601655805   1.83928456637244E-005                       0        299.388434455845        301846.876268765      0.0530088394294827                    1007      0.0793088367529267   7.21955384091928E-005   4.73763204001588E-005   1.38926013107161E-006 
                    7.9                    0.15   7.20240080026676E-005        1.11253983623322        24.3923686347917   2.16039753047093E-008   8.98624639302599E-006        24.3923686347917      0.0704141266682857        -4496.6567199707       -4134.81647564103   1.83926908985302E-005                       0        299.385420287532        301847.674839741      0.0544875571972906                    1007      0.0807875544353102    7.3197749956014E-005   4.86979152189586E-005   1.34778315077996E-006 
                    7.9                    0.15    7.3024341447149E-005        1.11255196022701        24.5689045162441   2.19135980362207E-008   9.13809351422141E-006        24.5689045162441      0.0709241360308649        -4496.6567199707       -4130.25693472401   1.83925361333359E-005                       0        299.382406119219        301848.473410717      0.0559662749650986                    1007      0.0822662721176936   7.41999615028353E-005   5.00195100377584E-005   1.30630617048831E-006 
                    7.9                    0.15   7.40246748916305E-005        1.11256408422079        24.7454403976966   2.22232207677321E-008   9.28994063541683E-006        24.7454403976966      0.0714341453934442        -4496.6567199707       -4125.69739380698   1.83923813681417E-005                       0        299.379391950905        301849.271981693      0.0574449927329066                    1007      0.0837449898000771   7.52021730496566E-005   5.13411048565583E-005   1.26482919019666E-006 
