     0.0400200100050025                    0.15                       0        1.11940977351555                       0                       0                       0                       0                       0       -3991.66038768896       -3069.15743333093   1.83801620314052E-005     0.00900760168473367        299.163769277827        301257.124656078      0.0802012467910613                    1007       0.106501244981328        1181716.59457854                       0   7.16793704620135E-005        34.7363056432849 
     0.0440220110055027                    0.15                       0        1.11926474387554                       0                       0                       0                       0                       0       -3995.87079269615       -3114.63185218098   1.83813789990127E-005     0.00883733887941002        299.189151460496        301282.952757629      0.0805853983017431                    1007        0.10688539646592        1191989.47017259                       0   7.20227034543823E-005        34.3966306559499 
      0.048024012006003                    0.15                       0        1.11912207403083                       0                       0                       0                       0                       0       -4000.04401639296       -3159.36680571731   1.83825715899782E-005     0.00866782355479608        299.214043026152        301308.263803777      0.0809525324813481                    1007       0.107252530645525        1201849.03564282                       0   7.23508273076295E-005        34.0583472373546 
     0.0520260130065033                    0.15                       0        1.11897940418612                       0                       0                       0                       0                       0       -4004.21724008977       -3204.10175925365   1.83837641809438E-005     0.00849830823018214        299.238934591808        301333.574849925      0.0813196666609532                    1007        0.10761966482513        1211708.60111306                       0   7.26789511608767E-005        33.7200638187593 
     0.0560280140070035                    0.15                       0        1.11888145839888                       0                       0                       0                       0                       0        -4007.2881816885       -3235.12277452203   1.83845529180439E-005      0.0083523114468565        299.255466875283        301350.313797524      0.0812923328512129                    1007        0.10759233101539        1211357.49249625                       0   7.26545212359767E-005        33.4249335570953 
     0.0600300150075038                    0.15                       0        1.11880748011936                       0                       0                       0                       0                       0       -4009.76841313723       -3258.79452543655    1.8385125230893E-005     0.00821891818950329        299.267519440873         301362.45897949      0.0810536046574389                    1007       0.107353602821616        1205534.50981741                       0   7.24411586453517E-005        33.1529289615816 
      0.064032016008004                    0.15                       0        1.11873350183984                       0                       0                       0                       0                       0       -4012.24864458596       -3282.46627635107   1.83856975437421E-005     0.00808552493215009        299.279572006462        301374.604161456      0.0808148764636649                    1007       0.107114874627842        1199711.52713857                       0   7.22277960547266E-005        32.8809243660679 
     0.0680340170085043                    0.15                       0        1.11866835804806                       0                       0                       0                       0                       0       -4014.49538868555       -3303.33982982702   1.83861920194958E-005     0.00796135352097969        299.289991492328        301385.097642571       0.080524201510011                    1007       0.106824199674188         1192549.6440095                       0   7.19680062883262E-005        32.6262771621712 
     0.0720360180090045                    0.15                       0        1.11862252795022                       0                       0                       0                       0                       0       -4016.23168969739       -3318.09604741336   1.83865163301103E-005     0.00785734263524084        299.296840787948        301391.980224487      0.0801199620972579                    1007       0.106419960261435         1182460.6965983                       0   7.16067188131828E-005        32.4095761707987 
     0.0760380190095048                    0.15                       0        1.11857669785239                       0                       0                       0                       0                       0       -4017.96799070922       -3332.85226499969   1.83868406407248E-005       0.007753331749502        299.303690083567        301398.862806403      0.0797157226845048                    1007       0.106015720848682        1172371.74918709                       0   7.12454313380395E-005        32.1928751794262 
      0.080040020010005                    0.15                       0        1.11853086775455                       0                       0                       0                       0                       0       -4019.70429172106       -3347.60848258602   1.83871649513393E-005     0.00764932086376315        299.310539379187        301405.745388319      0.0793114832717517                    1007       0.105611481435929        1162282.80177589                       0   7.08841438628961E-005        31.9761741880538 
     0.0840420210105053                    0.15                       0        1.11849798042217                       0                       0                       0                       0                       0       -4021.06728290903       -3358.02916204196     1.838738120088E-005     0.00756613538041897        299.315093444549        301410.341670835      0.0788898749119523                    1007       0.105189875256514         1151835.0333917                       0   7.05073360494816E-005          31.79962577171 
     0.0880440220110055                    0.15                       0        1.11846540283119                       0                       0                       0                       0                       0        -4022.4213401867       -3368.34608502982   1.83875948643436E-005     0.00748344828277311        299.319592581325        301414.883238494      0.0784678508850441                    1007       0.104767853462171        1141378.67783892                       0   7.01301568091682E-005        31.6240382716917 
     0.0920460230115058                    0.15                       0        1.11843282524021                       0                       0                       0                       0                       0       -4023.77539746436       -3378.66300801768   1.83878085278073E-005     0.00740076118512726          299.3240917181        301419.424806153      0.0780458268581359                    1007       0.104345831667828        1130922.32228614                       0   6.97529775688549E-005        31.4484507716734 
      0.096048024012006                    0.15                       0        1.11840476996902                       0                       0                       0                       0                       0        -4024.9778994722       -3387.38453113276   1.83879869916876E-005     0.00732750334907854         299.32785412787        301423.205977989      0.0776375924805929                    1007        0.10393759809535        1120879.71785893                       0    6.9388120273775E-005        31.2913592855235 
      0.100050025012506                    0.15                       0         1.1183792651445                       0                       0                       0                       0                       0       -4026.09492905633       -3395.20629870599   1.83881456041058E-005     0.00725956332113681         299.33120104669        301426.558310405      0.0772371350332401                    1007       0.103537140647998        1111070.45610305                       0   6.90302121697407E-005        31.1446989716858 
      0.104052026013007                    0.15                       0        1.11835376031999                       0                       0                       0                       0                       0       -4027.21195864045       -3403.02806627923    1.8388304216524E-005     0.00719162329319508        299.334547965511        301429.910642821      0.0768366775858873                    1007       0.103136683200645        1101261.19434717                       0   6.86723040657063E-005        30.9980386578482 
      0.108054027013507                    0.15                       0         1.1183295831375                       0                       0                       0                       0                       0       -4028.27955970173       -3410.38167765523   1.83884532762905E-005     0.00712685762327341        299.337693169094        301433.064907454      0.0764454542666211                    1007       0.102745459206764         1091710.7902076                       0   6.83226494527452E-005        30.8576910983568 
      0.112056028014007                    0.15                       0        1.11830847200124                       0                       0                       0                       0                       0       -4029.23301091464       -3416.65413273043    1.8388580275237E-005     0.00706942279121022        299.340372533068        301435.761755878       0.076075556171334                    1007       0.102375558878911        1082758.18984492                       0   6.79920553882292E-005        30.7319221649246 
      0.116058029014507                    0.15                       0        1.11828736086498                       0                       0                       0                       0                       0       -4030.18646212755       -3422.92658780562   1.83887072741835E-005     0.00701198795914702        299.343051897042        301438.458604302      0.0757056580760468                    1007       0.102005658551059        1073805.58948224                       0   6.76614613237133E-005        30.6061532314925 
      0.120060030015007                    0.15                       0        1.11826624972872                       0                       0                       0                       0                       0       -4031.13991334046       -3429.19904288081     1.838883427313E-005     0.00695455312708383        299.345731261016        301441.155452726      0.0753357599807597                    1007       0.101635758223207        1064852.98911956                       0   6.73308672591974E-005        30.4803842980603 
      0.124062031015508                    0.15                       0        1.11824796502742                       0                       0                       0                       0                       0       -4031.97886443222       -3434.46683351441   1.83889423378437E-005     0.00690467434987918        299.348004721355        301443.454727364      0.0749957031789812                    1007       0.101295703497453        1056714.33072787                       0   6.70269452173856E-005         30.369830132962 
      0.128064032016008                    0.15                       0        1.11822978301666                       0                       0                       0                       0                       0       -4032.81365548497       -3439.69812249875   1.83890497146353E-005     0.00685507010061922        299.350263434329        301445.739557279      0.0746567305764477                    1007       0.100956733127485        1048605.24462231                       0   6.67239922283019E-005        30.2598287535644 
      0.132066033016508                    0.15                       0        1.11821160100591                       0                       0                       0                       0                       0       -4033.64844653772       -3444.92941148309    1.8389157091427E-005     0.00680546585135926        299.352522147304        301448.024387194      0.0743177579739143                    1007       0.100617762757517        1040496.15851676                       0   6.64210392392181E-005        30.1498273741668 
      0.136068034017009                    0.15                       0        1.11819476434861                       0                       0                       0                       0                       0       -4034.42748901306       -3449.69372576913   1.83892555725507E-005     0.00675967221067713        299.354602914861        301450.115245123      0.0739968075021438                    1007       0.100296811715492          1032869.227989                       0   6.61341915149771E-005         30.047586352304 
      0.140070035017509                    0.15                       0        1.11817872560042                       0                       0                       0                       0                       0       -4035.17346783743       -3454.18108431657   1.83893487777861E-005     0.00671613858518876         299.35657814564        301452.091061156      0.0736865456877142                    1007      0.0999865476684967        1025528.25675338                       0   6.58568955834486E-005        29.9499478829152 
      0.144072036018009                    0.15                       0        1.11816268685223                       0                       0                       0                       0                       0       -4035.91944666181       -3458.66844286401   1.83894419830215E-005     0.00667260495970038         299.35855337642        301454.066877189      0.0733762838732845                    1007      0.0996762836215018        1018187.28551776                       0   6.55795996519201E-005        29.8523094135263 
      0.148074037018509                    0.15                       0        1.11814711504188                       0                       0                       0                       0                       0        -4036.6455346814       -3462.99389111059   1.83895321799633E-005     0.00663048017321862        299.360462198262         301455.98013069      0.0730735196537707                    1007      0.0993735178179476        1011043.80515258                       0   6.53090049319513E-005        29.7575716865009 
      0.152076038019009                    0.15                       0        1.11813268374061                       0                       0                       0                       0                       0       -4037.32303883875       -3466.92386879475   1.83896150290615E-005     0.00659179651649439        299.362208814368        301457.740573412      0.0727890685252871                    1007      0.0990890666894641        1004382.70191346                       0   6.50547781137805E-005        29.6699191060527 
       0.15607803901951                    0.15                       0        1.11811825243934                       0                       0                       0                       0                       0       -4038.00054299611        -3470.8538464789   1.83896978781596E-005     0.00655311285977016        299.363955430474        301459.501016133      0.0725046173968036                    1007      0.0988046155609806        997721.598674338                       0   6.48005512956096E-005        29.5822665256044 
       0.16008004002001                    0.15                       0        1.11810382113807                       0                       0                       0                       0                       0       -4038.67804715346       -3474.78382416306   1.83897807272578E-005     0.00651442920304593         299.36570204658        301461.261458854      0.0722201662683201                    1007       0.098520164432497        991060.495435218                       0   6.45463244774388E-005        29.4946139451562 
       0.16408204102051                    0.15                       0        1.11809064973409                       0                       0                       0                       0                       0       -4039.30394591827       -3478.30061002181    1.8389855782637E-005     0.00647952550418373        299.367283037271        301462.852301151      0.0719575590345489                    1007      0.0982575593269307        984966.946629565                       0   6.43116214448945E-005        29.4148225789073 
      0.168084042021011                    0.15                       0         1.1180775401114                       0                       0                       0                       0                       0       -4039.92731412093       -3481.79713428492   1.83899304558373E-005     0.00644480716227449        299.368855906225        301464.434826788      0.0716960229549842                    1007      0.0979960254799312        978901.228864433                       0   6.40778757958837E-005        29.3354167012706 
      0.172086043021511                    0.15                       0        1.11806443048871                       0                       0                       0                       0                       0       -4040.55068232358       -3485.29365854802   1.83900051290376E-005     0.00641008882036525        299.370428775179        301466.017352426      0.0714344868754196                    1007      0.0977344916329317          972835.5110993                       0   6.38441301468728E-005        29.2560108236339 
      0.176088044022011                    0.15                       0        1.11805193700929                       0                       0                       0                       0                       0       -4041.14719090502       -3488.57647756984   1.83900754372093E-005     0.00637740414662323        299.371911511175        301467.513350425      0.0711854318228586                    1007      0.0974854360622964        967090.176338169                       0   6.36215388247887E-005        29.1808753469218 
      0.180090045022511                    0.15                       0         1.1180398275758                       0                       0                       0                       0                       0       -4041.72695771714       -3491.72609278272   1.83901430246315E-005     0.00634598707092582        299.373338066738        301468.955415208      0.0709441562722241                    1007      0.0972441582790967          961544.5383004                       0   6.34059000642038E-005        29.1084016377238 
      0.184092046023012                    0.15                       0        1.11802771814231                       0                       0                       0                       0                       0       -4042.30672452926        -3494.8757079956   1.83902106120537E-005     0.00631456999522841        299.374764622301         301470.39747999      0.0707028807215896                    1007       0.097002880495897        955998.900262631                       0   6.31902613036189E-005        29.0359279285257 
      0.188094047023512                    0.15                       0         1.1180158576827                       0                       0                       0                       0                       0       -4042.87651772664       -3497.94608498097   1.83902766798599E-005     0.00628393057388081        299.376158034462        301471.802995248      0.0704665977196612                    1007      0.0967665965062729        950580.052526263                       0   6.29790847433387E-005         28.965101510182 
      0.192096048024012                    0.15                       0        1.11800464127528                       0                       0                       0                       0                       0       -4043.42051091464       -3500.81148643169   1.83903388166835E-005     0.00625530280929437        299.377465710394        301473.113963232      0.0702432295742662                    1007       0.096543230593443        945489.189282141                       0   6.27794511203739E-005        28.8985363472218 
      0.196098049024512                    0.15                       0        1.11799342486786                       0                       0                       0                       0                       0       -4043.96450410264       -3503.67688788242   1.83904009535071E-005     0.00622667504470794        299.378773386327        301474.424931216      0.0700198614288712                    1007      0.0963198646806132        940398.326038019                       0   6.25798174974091E-005        28.8319711842616 
      0.200100050025012                    0.15                       0        1.11798220846044                       0                       0                       0                       0                       0       -4044.50849729064       -3506.54228933314   1.83904630903307E-005      0.0061980472801215         299.38008106226          301475.7358992      0.0697964932834762                    1007      0.0960964987677834        935307.462793897                       0   6.23801838744442E-005        28.7654060213014 
      0.204102051025513                    0.15                       0        1.11797169836358                       0                       0                       0                       0                       0       -4045.02445546504       -3509.18458167072   1.83905200950382E-005     0.00617166575656579        299.381285415046        301476.958698099      0.0695880669699781                    1007      0.0958880704826209        930592.164582291                       0   6.21939019649231E-005        28.7036383887897 
      0.208104052026013                    0.15                       0        1.11796123209806                       0                       0                       0                       0                       0       -4045.53867387795        -3511.8130285846   1.83905767812632E-005     0.00614542362740028        299.382483355936        301478.176025513      0.0693805678978212                    1007      0.0956805691778988        925900.172711356                       0   6.20084486191795E-005        28.6421684753662 
      0.212106053026513                    0.15                       0        1.11795076583254                       0                       0                       0                       0                       0       -4046.05289229087       -3514.44147549849   1.83906334674883E-005     0.00611918149823477        299.383681296825        301479.393352926      0.0691730688256643                    1007      0.0954730678731767         921208.18084042                       0    6.1822995273436E-005        28.5806985619427 
      0.216108054027014                    0.15                       0        1.11794066655749                       0                       0                       0                       0                       0       -4046.55199035064        -3516.9486501063   1.83906878479009E-005     0.00609418504539245        299.384829499711        301480.548430465      0.0689740901390811                    1007       0.095274088303258        916728.472361181                       0   6.16451603321281E-005        28.5219110466946 
      0.220110055027514                    0.15                       0        1.11793080754969                       0                       0                       0                       0                       0       -4047.04118917369       -3519.37642820434   1.83907407187069E-005     0.00607000413202141        299.385945139318        301481.662753252      0.0687806897159813                    1007      0.0950806878801582        912387.744997499                       0   6.14723131307408E-005         28.464879687158 
      0.224112056028014                    0.15                       0         1.1179209485419                       0                       0                       0                       0                       0       -4047.53038799673       -3521.80420630237    1.8390793589513E-005     0.00604582321865036        299.387060778925        301482.777076038      0.0685872892928815                    1007      0.0948872874570585        908047.017633817                       0   6.12994659293535E-005        28.4078483276215 
      0.228114057028514                    0.15                       0        1.11791123265681                       0                       0                       0                       0                       0       -4048.01395900587        -3524.1860630022   1.83908454411754E-005     0.00602212225088385        299.388154434884        301483.871388819      0.0683972498680604                    1007      0.0946972480322374        903789.286768384                       0    6.1129621416307E-005        28.3518578327555 
      0.232116058029015                    0.15                       0        1.11790190946465                       0                       0                       0                       0                       0        -4048.4820887006       -3526.44192286573   1.83908944965625E-005     0.00599973813386978        299.389187773208         301484.91079915      0.0682164321822664                    1007      0.0945164303464434        899759.277545022                       0   6.09680155293959E-005        28.2987232103295 
      0.236118059029515                    0.15                       0         1.1178925862725                       0                       0                       0                       0                       0       -4048.95021839533       -3528.69778272926   1.83909435519495E-005     0.00597735401685571        299.390221111532         301485.95020948      0.0680356144964725                    1007      0.0943356126606494        895729.268321661                       0   6.08064096424847E-005        28.2455885879036 
      0.240120060030015                    0.15                       0        1.11788326308034                       0                       0                       0                       0                       0       -4049.41834809006       -3530.95364259278   1.83909926073366E-005     0.00595496989984164        299.391254449857         301486.98961981      0.0678547968106785                    1007      0.0941547949748554        891699.259098299                       0   6.06448037555735E-005        28.1924539654776 
      0.244122061030515                    0.15                       0        1.11787440491772                       0                       0                       0                       0                       0       -4049.86974309909       -3533.07106714979   1.83910386216719E-005     0.00593405379179964        299.392219761004        301487.968077789      0.0676844547455641                    1007      0.0939844529097411        887925.928933216                       0   6.04925612672138E-005        28.1425251237985 
      0.248124062031016                    0.15                       0        1.11786558182017                       0                       0                       0                       0                       0       -4050.31987624672        -3535.1780531379   1.83910844066998E-005     0.00591324837743237        299.393179942632         301488.94193972      0.0675149025836248                    1007      0.0938149007478018        884171.953382941                       0   6.03410248160877E-005        28.0928380106496 
      0.252126063031516                    0.15                       0        1.11785675872261                       0                       0                       0                       0                       0       -4050.77000939435       -3537.28503912601   1.83911301917277E-005      0.0058924429630651        299.394140124261        301489.915801651      0.0673453504216856                    1007      0.0936453485858625        880417.977832666                       0   6.01894883649616E-005        28.0431508975008 
      0.256128064032016                    0.15                       0        1.11784816849762                       0                       0                       0                       0                       0       -4051.21095093445       -3539.31493700952   1.83911740385628E-005     0.00587246508983753        299.395067788411        301490.850816033       0.067181802667368                    1007       0.093481800831545        876810.013569285                       0   6.00433181236655E-005        27.9952827308582 
      0.260130065032516                    0.15                       0        1.11783973833154                       0                       0                       0                       0                       0       -4051.64557486263       -3541.29185039297   1.83912165532316E-005     0.00585305600544962        299.395973102518        301491.759129565      0.0670223818861764                    1007      0.0933223800503534         873302.40635943                       0   5.99008362068721E-005        27.9486647697017 
      0.264132066033017                    0.15                       0        1.11783130816545                       0                       0                       0                       0                       0        -4052.0801987908       -3543.26876377642   1.83912590679004E-005     0.00583364692106172        299.396878416625        301492.667443097      0.0668629611049848                    1007      0.0931629592691618        869794.799149575                       0   5.97583542900787E-005        27.9020468085453 
      0.268134067033517                    0.15                       0        1.11782296924009                       0                       0                       0                       0                       0       -4052.51140316252       -3545.21643341202     1.839130102568E-005     0.00581455521896787        299.397767380394        301493.561405703      0.0667058755161465                    1007      0.0930058736803235        866343.581509505                       0   5.96179598724594E-005        27.8561307440524 
      0.272136068034017                    0.15                       0        1.11781489628443                       0                       0                       0                       0                       0       -4052.93263941541       -3547.07885656696   1.83913413601094E-005     0.00579638869663316        299.398608682393        301494.413534892      0.0665555970893316                    1007      0.0928555952535086        863056.741308154                       0   5.94836505831512E-005         27.812260731272 
      0.276138069034517                    0.15                       0        1.11780682332877                       0                       0                       0                       0                       0        -4053.3538756683       -3548.94127972189   1.83913816945387E-005     0.00577822217429844        299.399449984392        301495.265664082      0.0664053186625168                    1007      0.0927053168266937        859769.901106803                       0    5.9349341293843E-005        27.7683907184916 
      0.280140070035018                    0.15                       0        1.11779875037311                       0                       0                       0                       0                       0       -4053.77511192119       -3550.80370287683   1.83914220289681E-005     0.00576005565196373         299.40029128639        301496.117793272      0.0662550402357019                    1007      0.0925550383998788        856483.060905452                       0   5.92150320045348E-005        27.7245207057111 
      0.284142071035518                    0.15                       0        1.11779097260804                       0                       0                       0                       0                       0       -4054.18573495732       -3552.57289093766   1.83914598610358E-005      0.0057429101251964        299.401090605728        301496.918334167      0.0661123691163044                    1007      0.0924123672804813          853378.6885005                       0   5.90875201303059E-005        27.6829219549045 
      0.288144072036018                    0.15                       0        1.11778322114176                       0                       0                       0                       0                       0       -4054.59541245232       -3554.33377259919   1.83914974701659E-005     0.00572585555985234        299.401886184792        301497.714279015      0.0659703757388404                    1007      0.0922703739030174        850290.572317408                       0   5.89606138439659E-005        27.6415255528918 
      0.292146073036518                    0.15                       0        1.11777546967549                       0                       0                       0                       0                       0       -4055.00508994732       -3556.09465426072    1.8391535079296E-005     0.00570880099450829        299.402681763856        301498.510223862      0.0658283823613765                    1007      0.0921283805255534        847202.456134317                       0   5.88337075576259E-005        27.6001291508791 
      0.296148074037018                    0.15                       0        1.11776790498435                       0                       0                       0                       0                       0       -4055.40885970329        -3557.8029612951   1.83915717384386E-005     0.00569232734523084        299.403450779345        301499.284407829      0.0656907639320401                    1007      0.0919907620962171        844218.639851175                       0    5.8710712053006E-005        27.5600327038061 
      0.300150075037519                    0.15                       0        1.11776047500746                       0                       0                       0                       0                       0       -4055.80836841761       -3559.47334812426   1.83916077123892E-005     0.00567627269001291        299.404200635474        301500.042896448      0.0655563009968992                    1007      0.0918562991610761        841310.051369434                       0   5.85905372558911E-005        27.5208738679108 
      0.304152076038019                    0.15                       0        1.11775304503057                       0                       0                       0                       0                       0       -4056.20787713192       -3561.14373495341   1.83916436863397E-005     0.00566021803479498        299.404950491603        301500.801385068      0.0654218380617582                    1007      0.0917218362259352        838401.462887694                       0   5.84703624587763E-005        27.4817150320155 
      0.308154077038519                    0.15                       0        1.11774566729347                       0                       0                       0                       0                       0       -4056.60521044214       -3562.79432917142   1.83916789960269E-005     0.00564438356212403        299.405691432142        301501.548461731      0.0652890500648431                    1007        0.09158904822902        835532.551494497                       0   5.83516843796477E-005         27.443051150705 
       0.31215607803902                    0.15                       0        1.11773845164283                       0                       0                       0                       0                       0        -4056.9957940396       -3564.38351206853   1.83917122446782E-005     0.00562923225858857        299.406404709923        301502.260130065      0.0651614589652996                    1007      0.0914614571294765         832786.74778014                       0   5.82376502268738E-005        27.4059229846475 
       0.31615807903952                    0.15                       0         1.1177312359922                       0                       0                       0                       0                       0       -4057.38637763706       -3565.97269496565   1.83917454933294E-005      0.0056140809550531        299.407117987705        301502.971798399      0.0650338678657561                    1007      0.0913338660299331        830040.944065783                       0      5.81236160741E-005          27.36879481859 
       0.32016008004002                    0.15                       0        1.11772402034157                       0                       0                       0                       0                       0       -4057.77696123452       -3567.56187786276   1.83917787419806E-005     0.00559892965151764        299.407831265486        301503.683466733      0.0649062767662126                    1007      0.0912062749303896        827295.140351425                       0   5.80095819213261E-005        27.3316666525325 
       0.32416208104052                    0.15                       0        1.11771703136152                       0                       0                       0                       0                       0       -4058.16038255944       -3569.08467710418   1.83918110024265E-005     0.00558452109893362        299.408503094931         301504.36118059      0.0647843868367788                    1007      0.0910843850009557        824683.626594547                       0   5.79006429553306E-005        27.2962181803106 
      0.328164082041021                    0.15                       0        1.11771006575819                       0                       0                       0                       0                       0       -4058.54306523379       -3570.60063014906    1.8391843160958E-005     0.00557018914681605        299.409170649778        301505.035392696       0.064663084873323                    1007         0.0909630830375        822085.962262381                       0   5.77922294597948E-005        27.2609429361821 
      0.332166083041521                    0.15                       0        1.11770310015485                       0                       0                       0                       0                       0       -4058.92574790813       -3572.11658319394   1.83918753194895E-005     0.00555585719469847        299.409838204625        301505.709604802      0.0645417829098673                    1007      0.0908417810740442        819488.297930215                       0    5.7683815964259E-005        27.2256676920537 
      0.336168084042021                    0.15                       0        1.11769625656363                       0                       0                       0                       0                       0       -4059.30451578328       -3573.59488753166   1.83919062368497E-005     0.00554195006078425        299.410490141922        301506.367824537      0.0644237663766454                    1007      0.0907237645408224        816967.620872937                       0   5.75783390801583E-005         27.191356831637 
      0.340170085042521                    0.15                       0        1.11768950528655                       0                       0                       0                       0                       0       -4059.68032172825       -3575.04470692377   1.83919362151418E-005     0.00552836434357521        299.411130263007        301507.013944472      0.0643082355941576                    1007      0.0906082337583346        814505.192252376                       0   5.74750840311024E-005        27.1577756222395 
