     0.0440220110055027                    0.15                       0         1.1194226276642                       0                       0                       0                       0                       0       -4364.25523943612        -468.72068059176   1.83248556358416E-005      0.0299751799965483        297.994617929692        300084.670710355        0.38872131308715                    1007       0.415021326152488    0.000250000011874363    0.000347417272009927        35.5651781083107 
      0.048024012006003                    0.15                       0        1.11913882946598                       0                       0                       0                       0                       0       -4364.66928996725       -499.066451026416   1.83283846281561E-005       0.029306619794757        298.070500276994        300159.402138569       0.381052438246125                    1007       0.407352451311463    0.000250000011874363    0.000340563260594089        35.4925438621868 
     0.0520260130065033                    0.15                       0        1.11892977829514                       0                       0                       0                       0                       0       -4364.97011494028       -525.645923181317   1.83309879832615E-005      0.0290101410102671        298.125683950984        300214.554402201       0.378205769401362                    1007       0.404505775161479    0.000250000011874363    0.000338019065961559        35.4283401924351 
     0.0560280140070035                    0.15                       0        1.11872210002888                       0                       0                       0                       0                       0       -4365.26886026021       -552.156218429038   1.83335743368671E-005      0.0287204963742583        298.180487445261        300269.347048524       0.375447671687144                    1007       0.401747670007861    0.000250000011874363    0.000335554031229132        35.3642913700045 
     0.0600300150075038                    0.15                       0        1.11851442176262                       0                       0                       0                       0                       0       -4365.56760558013        -578.66651367676   1.83361606904727E-005      0.0284308517382496        298.235290939537        300324.139694847       0.372689573972925                    1007       0.398989564854244    0.000250000011874363    0.000333088996496705        35.3002425475738 
      0.064032016008004                    0.15                       0        1.11830674349636                       0                       0                       0                       0                       0       -4365.86635090006       -605.176808924481   1.83387470440784E-005      0.0281412071022408        298.290094433814        300378.932341171       0.369931476258707                    1007       0.396231459700626    0.000250000011874363    0.000330623961764277        35.2361937251432 
     0.0680340170085043                    0.15                       0        1.11815067283388                       0                       0                       0                       0                       0       -4366.12905256339       -628.549298666667   1.83406872915559E-005      0.0279668496093299        298.331046993223        300420.044100175       0.368608234016939                    1007       0.394908224540451    0.000250000011874363    0.000329441326274222        35.1792608855545 
     0.0720360180090045                    0.15                       0        1.11799587381667                       0                       0                       0                       0                       0       -4366.39086608734       -651.844470819394   1.83426116185539E-005      0.0277953328673782        298.371658256496        300460.818753127       0.367320347556834                    1007       0.393620345519745    0.000250000011874363    0.000328290289944143        35.1225033884588 
     0.0760380190095047                    0.15                       0        1.11784107479947                       0                       0                       0                       0                       0       -4366.65267961129        -675.13964297212   1.83445359455519E-005      0.0276238161254266         298.41226951977        300501.593406078       0.366032461096729                    1007       0.392332466499039    0.000250000011874363    0.000327139253614064         35.065745891363 
      0.080040020010005                    0.15                       0        1.11768627578226                       0                       0                       0                       0                       0       -4366.91449313524       -698.434815124847   1.83464602725499E-005       0.027452299383475        298.452880783043         300542.36805903       0.364744574636623                    1007       0.391044587478332    0.000250000011874363    0.000325988217283985        35.0089883942673 
     0.0840420210105052                    0.15                       0        1.11756873900083                       0                       0                       0                       0                       0        -4367.1365836727       -719.113856213995   1.83479186397971E-005      0.0273266199178595        298.483627800228        300573.291411331       0.363978106925462                    1007       0.390278119990801    0.000250000011874363     0.00032530319003126        34.9581577573913 
     0.0880440220110055                    0.15                       0        1.11745235704076                       0                       0                       0                       0                       0       -4367.35744312586        -739.71181886109    1.8349362566143E-005        0.02720236102899        298.514069107308        300603.909454727       0.363227798886273                    1007       0.389527811951611    0.000250000011874363    0.000324632605208618        34.9075108041997 
     0.0920460230115058                    0.15                       0        1.11733597508068                       0                       0                       0                       0                       0       -4367.57830257902       -760.309781508185   1.83508064924888E-005      0.0270781021401204        298.544510414387        300634.527498124       0.362477490847083                    1007       0.388777503912422    0.000250000011874363    0.000323962020385976        34.8568638510082 
      0.096048024012006                    0.15                       0        1.11721959312061                       0                       0                       0                       0                       0       -4367.79916203219        -780.90774415528   1.83522504188347E-005      0.0269538432512509        298.574951721466        300665.145541521       0.361727182807894                    1007       0.388027195873232    0.000250000011874363    0.000323291435563334        34.8062168978166 
      0.100050025012506                    0.15                       0         1.1171304037596                       0                       0                       0                       0                       0       -4367.98782911964        -799.32454184856    1.8353354701004E-005      0.0268536620391808        298.598218771862        300688.552494998       0.361219048097528                    1007       0.387519061162867    0.000250000011874363    0.000322837291618277        34.7605329955322 
      0.104052026013007                    0.15                       0        1.11704223200105                       0                       0                       0                       0                       0       -4368.17529150317       -817.659715905315   1.83544462729963E-005      0.0267543818628329        298.621217346955        300711.689594797       0.360719976006537                    1007       0.387019989071875    0.000250000011874363    0.000322391247331841        34.7150348207246 
      0.108054027013507                    0.15                       0         1.1169540602425                       0                       0                       0                       0                       0       -4368.36275388671        -835.99488996207   1.83555378449885E-005       0.026655101686485        298.644215922048        300734.826694597       0.360220903915546                    1007       0.386520916980884    0.000250000011874363    0.000321945203045405         34.669536645917 
      0.112056028014007                    0.15                       0        1.11686588848395                       0                       0                       0                       0                       0       -4368.55021627025       -854.330064018825   1.83566294169808E-005      0.0265558215101371        298.667214497141        300757.963794397       0.359721831824554                    1007       0.386021844889892    0.000250000011874363    0.000321499158758968        34.6240384711093 
      0.116058029014507                    0.15                       0        1.11679772742693                       0                       0                       0                       0                       0       -4368.71537795265       -870.839587090908   1.83574713242604E-005      0.0264720753713019        298.684944385645        300775.810373937       0.359361309612197                    1007       0.385661315551217    0.000250000011874363    0.000321176941210722        34.5827262386076 
      0.120060030015008                    0.15                       0        1.11673044550115                       0                       0                       0                       0                       0       -4368.87955989714       -887.268903738978   1.83583022630066E-005      0.0263890116901816        298.702442804654        300793.424524762       0.359006874319194                    1007       0.385306872818815    0.000250000011874363      0.0003208601637493        34.5415979073369 
      0.124062031015508                    0.15                       0        1.11666316357537                       0                       0                       0                       0                       0       -4369.04374184162       -903.698220387048   1.83591332017528E-005      0.0263059480090613        298.719941223664        300811.038675588       0.358652439026191                    1007       0.384952430086413    0.000250000011874363    0.000320543386287877        34.5004695760661 
      0.128064032016008                    0.15                       0        1.11659588164959                       0                       0                       0                       0                       0       -4369.20792378611       -920.127537035119    1.8359964140499E-005       0.026222884327941        298.737439642673        300828.652826413       0.358298003733188                    1007       0.384597987354011    0.000250000011874363    0.000320226608826455        34.4593412447954 
      0.132066033016508                    0.15                       0        1.11654335776229                       0                       0                       0                       0                       0       -4369.35609430692       -935.017451016768   1.83606092220237E-005      0.0261511060494507         298.75103672747        300842.338841296       0.358034602310015                    1007        0.38433458557303    0.000250000011874363    0.000319991193605417         34.421765266865 
      0.136068034017009                    0.15                       0        1.11649157954431                       0                       0                       0                       0                       0       -4369.50345582948       -949.829584653166   1.83612449128678E-005      0.0260798979807774        298.764436692223        300855.826381941       0.357775800492896                    1007       0.384075783755912    0.000250000011874363    0.000319759889318631        34.3843687762613 
      0.140070035017509                    0.15                       0        1.11643980132633                       0                       0                       0                       0                       0       -4369.65081735204       -964.641718289564   1.83618806037119E-005      0.0260086899121041        298.777836656976        300869.313922586       0.357516998675777                    1007       0.383816981938793    0.000250000011874363    0.000319528585031844        34.3469722856576 
      0.144072036018009                    0.15                       0        1.11638802310835                       0                       0                       0                       0                       0       -4369.79817887459       -979.453851925962    1.8362516294556E-005      0.0259374818434308        298.791236621729        300882.801463232       0.357258196858658                    1007       0.383558180121674    0.000250000011874363    0.000319297280745057        34.3095757950539 
      0.148074037018509                    0.15                       0         1.1163472505496                       0                       0                       0                       0                       0       -4369.93343473495       -992.958170522028   1.83630141171046E-005      0.0258749515505851        298.801725462951        300893.359664207       0.357063423489976                    1007       0.383363406752991    0.000250000011874363    0.000319123205974239        34.2752183300665 
       0.15207603801901                    0.15                       0        1.11630710755186                       0                       0                       0                       0                       0       -4370.06799811038       -1006.38767766452   1.83635040531195E-005       0.025812917655933        298.812047778039        300903.750297024       0.356872312765589                    1007       0.383172296028605    0.000250000011874363    0.000318952404925732        34.2410347076462 
       0.15607803901951                    0.15                       0        1.11626696455413                       0                       0                       0                       0                       0       -4370.20256148582         -1019.817184807   1.83639939891343E-005      0.0257508837612809        298.822370093128         300914.14092984       0.356681202041202                    1007       0.382981185304218    0.000250000011874363    0.000318781603877225        34.2068510852258 
       0.16008004002001                    0.15                       0         1.1162268215564                       0                       0                       0                       0                       0       -4370.33712486126       -1033.24669194949   1.83644839251491E-005      0.0256888498666288        298.832692408216        300924.531562656       0.356490091316816                    1007       0.382790074579831    0.000250000011874363    0.000318610802828719        34.1726674628055 
       0.16408204102051                    0.15                       0        1.11619498522178                       0                       0                       0                       0                       0       -4370.46217982038       -1045.55694106819   1.83648705836956E-005      0.0256337102226775         298.84083093793        300932.729989995       0.356345751021372                    1007       0.382645741276529    0.000250000011874363    0.000318481804402461        34.1411016978521 
      0.168084042021011                    0.15                       0        1.11616368023022                       0                       0                       0                       0                       0       -4370.58662656524       -1057.79559585701   1.83652506360073E-005      0.0255790115755728         298.84882977988         300940.78819097       0.356204402437802                    1007       0.382504400132357    0.000250000011874363    0.000318355479917926         34.109703386468 
      0.172086043021511                    0.15                       0        1.11613237523866                       0                       0                       0                       0                       0       -4370.71107331009       -1070.03425064583   1.83656306883191E-005      0.0255243129284681         298.85682862183        300948.846391946       0.356063053854231                    1007       0.382363058988186    0.000250000011874363     0.00031822915543339        34.0783050750839 
      0.176088044022011                    0.15                       0        1.11610107024709                       0                       0                       0                       0                       0       -4370.83552005495       -1082.27290543465   1.83660107406309E-005      0.0254696142813633        298.864827463781        300956.904592921        0.35592170527066                    1007       0.382221717844014    0.000250000011874363    0.000318102830948854        34.0469067636998 
      0.180090045022511                    0.15                       0        1.11607599013922                       0                       0                       0                       0                       0       -4370.95245425447       -1093.54705184624   1.83663119221445E-005      0.0254205100400454        298.871175822286        300963.294553527       0.355815274393994                    1007       0.382115287459332    0.000250000011874363    0.000318007708769762        34.0177787563215 
      0.184092046023011                    0.15                       0        1.11605135084928                       0                       0                       0                       0                       0       -4371.06885644971       -1104.75289616244    1.8366607518387E-005      0.0253718019690944        298.877407301063        300969.566376938       0.355711316230477                    1007       0.382011329295815    0.000250000011874363    0.000317914796195991        33.9888115215445 
      0.188094047023512                    0.15                       0        1.11602671155934                       0                       0                       0                       0                       0       -4371.18525864495       -1115.95874047864   1.83669031146295E-005      0.0253230938981434        298.883638779839         300975.83820035       0.355607358066961                    1007       0.381907371132299    0.000250000011874363    0.000317821883622221        33.9598442867674 
      0.192096048024012                    0.15                       0        1.11600207226941                       0                       0                       0                       0                       0       -4371.30166084019       -1127.16458479484    1.8367198710872E-005      0.0252743858271924        298.889870258616        300982.110023762       0.355503399903444                    1007       0.381803412968782    0.000250000011874363     0.00031772897104845        33.9308770519904 
      0.196098049024512                    0.15                       0        1.11598220964024                       0                       0                       0                       0                       0       -4371.41184288433       -1137.53410152342   1.83674349028698E-005      0.0252302779670266         298.89485063882        300987.122436218       0.355425740984931                    1007       0.381725754050269    0.000250000011874363      0.0003176595640181        33.9038916068294 
      0.200100050025012                    0.15                       0        1.11596271841451                       0                       0                       0                       0                       0       -4371.52154128822       -1147.83859062099    1.8367666475963E-005      0.0251865277906368        298.899733741382        300992.036924712       0.355350126932119                    1007       0.381650139997457    0.000250000011874363    0.000317591984632596        33.8770602533017 
      0.204102051025513                    0.15                       0        1.11594322718877                       0                       0                       0                       0                       0       -4371.63123969211       -1158.14307971857   1.83678980490562E-005       0.025142777614247        298.904616843944        300996.951413207       0.355274512879308                    1007       0.381574525944646    0.000250000011874363    0.000317524405247091         33.850228899774 
      0.208104052026013                    0.15                       0        1.11592373596304                       0                       0                       0                       0                       0         -4371.740938096       -1168.44756881615   1.83681296221494E-005      0.0250990274378572        298.909499946506        301001.865901701       0.355198898826497                    1007       0.381498911891835    0.000250000011874363    0.000317456825861587        33.8233975462463 
      0.212106053026513                    0.15                       0        1.11590789317369                       0                       0                       0                       0                       0       -4371.84558026083       -1178.02289206126   1.83683155703658E-005      0.0250591040048944        298.913413936583        301005.809592296       0.355143193440654                    1007       0.381443199648029    0.000250000011874363    0.000317407034317953        33.7983051527137 
      0.216108054027014                    0.15                       0         1.1158923597083                       0                       0                       0                       0                       0       -4371.94979374453       -1187.53639472324   1.83684976503861E-005      0.0250195050132221        298.917245762774        301009.670976113       0.355089175963533                    1007       0.381389174731509    0.000250000011874363    0.000317358750873956        33.7733601927459 
      0.220110055027514                    0.15                       0         1.1158768262429                       0                       0                       0                       0                       0       -4372.05400722822       -1197.04989738522   1.83686797304065E-005      0.0249799060215498        298.921077588965         301013.53235993       0.355035158486412                    1007       0.381335149814988    0.000250000011874363    0.000317310467429959        33.7484152327781 
      0.224112056028014                    0.15                       0        1.11586129277751                       0                       0                       0                       0                       0       -4372.15822071192       -1206.56340004719   1.83688618104268E-005      0.0249403070298775        298.924909415157        301017.393743747        0.35498114100929                    1007       0.381281124898468    0.000250000011874363    0.000317262183985961        33.7234702728104 
      0.228114057028514                    0.15                       0        1.11584856636587                       0                       0                       0                       0                       0       -4372.25841558475       -1215.43780404607    1.8369008959299E-005      0.0249039213312394         298.92800170532        301020.504986868       0.354942221665991                    1007       0.381242211742244    0.000250000011874363    0.000317227400599044         33.700060198938 
      0.232116058029014                    0.15                       0        1.11583609793292                       0                       0                       0                       0                       0       -4372.35824113229       -1224.25347250041   1.83691528978687E-005      0.0248678309461843        298.931026029372         301023.54728927       0.354904689897353                    1007       0.381204687413005    0.000250000011874363    0.000317193857917591        33.6767911868074 
      0.236118059029515                    0.15                       0        1.11582362949997                       0                       0                       0                       0                       0       -4372.45806667982       -1233.06914095475   1.83692968364384E-005      0.0248317405611292        298.934050353424        301026.589591671       0.354867158128716                    1007       0.381167163083767    0.000250000011874363    0.000317160315236138        33.6535221746768 
      0.240120060030015                    0.15                       0        1.11581116106702                       0                       0                       0                       0                       0       -4372.55789222736        -1241.8848094091   1.83694407750081E-005       0.024795650176074        298.937074677475        301029.631894072       0.354829626360078                    1007       0.381129638754528    0.000250000011874363    0.000317126772554685        33.6302531625462 
      0.244122061030515                    0.15                       0        1.11580088563178                       0                       0                       0                       0                       0       -4372.65428002087       -1250.13762881196   1.83695570347285E-005      0.0247622807326169        298.939530663159        301032.106412581       0.354803546912793                    1007        0.38110355320962    0.000250000011874363    0.000317103461958883        33.6083443504742 
      0.248124062031016                    0.15                       0        1.11579082756415                       0                       0                       0                       0                       0       -4372.75032706783       -1258.33465921193   1.83696705509506E-005      0.0247291809860142        298.941930315744        301034.524652952       0.354778602607492                    1007        0.38107860146492    0.000250000011874363    0.000317081165556591        33.5865703599938 
      0.252126063031516                    0.15                       0        1.11578076949652                       0                       0                       0                       0                       0       -4372.84637411479        -1266.5316896119   1.83697840671728E-005      0.0246960812394115        298.944329968329        301036.942893322       0.354753658302192                    1007        0.38105364972022    0.000250000011874363      0.0003170588691543        33.5647963695135 
      0.256128064032016                    0.15                       0        1.11577071142888                       0                       0                       0                       0                       0       -4372.94242116175       -1274.72872001186    1.8369897583395E-005      0.0246629814928087        298.946729620914        301039.361133692       0.354728713996891                    1007        0.38102869797552    0.000250000011874363    0.000317036572752009        33.5430223790331 
      0.260130065032516                    0.15                       0        1.11576234775522                       0                       0                       0                       0                       0       -4373.03560398363       -1282.42789851957   1.83699901698646E-005       0.024632201452235        298.948674853174        301041.321098049       0.354712376137147                    1007       0.381012366123948    0.000250000011874363    0.000317021978498642        33.5224593154426 
      0.264132066033017                    0.15                       0        1.11575416441617                       0                       0                       0                       0                       0       -4373.12848196559       -1290.07409057312   1.83700805287774E-005      0.0246016682983339        298.950571721408        301043.232288019        0.35469695426274                    1007        0.38099695168894    0.000250000011874363    0.000317008203986181         33.502025130989 
      0.268134067033517                    0.15                       0        1.11574598107712                       0                       0                       0                       0                       0       -4373.22135994755       -1297.72028262666   1.83701708876903E-005      0.0245711351444329        298.952468589642        301045.143477989       0.354681532388332                    1007       0.380981537253932    0.000250000011874363    0.000316994429473719        33.4815909465353 
      0.272136068034017                    0.15                       0        1.11573779773808                       0                       0                       0                       0                       0       -4373.31423792951       -1305.36647468021   1.83702612466031E-005      0.0245406019905318        298.954365457875        301047.054667959       0.354666110513925                    1007       0.380966122818923    0.000250000011874363    0.000316980654961258        33.4611567620816 
      0.276138069034517                    0.15                       0        1.11573095021098                       0                       0                       0                       0                       0       -4373.40470845774       -1312.57043389859   1.83703348915603E-005      0.0245120604487584         298.95592035825        301048.615682841       0.354657133932171                    1007       0.380957140318449    0.000250000011874363    0.000316972626788284        33.4418049059014 
      0.280140070035018                    0.15                       0        1.11572425475175                       0                       0                       0                       0                       0       -4373.49490492316       -1319.72404964689   1.83704066338127E-005       0.024483745630687        298.957436329249        301050.136834042       0.354648891077929                    1007       0.380948890024808    0.000250000011874363    0.000316965252774492        33.4225762611988 
      0.284142071035518                    0.15                       0        1.11571755929253                       0                       0                       0                       0                       0       -4373.58510138859        -1326.8776653952   1.83704783760651E-005      0.0244554308126156        298.958952300247        301051.657985243       0.354640648223687                    1007       0.380940639731167    0.000250000011874363    0.000316957878760701        33.4033476164962 
      0.288144072036018                    0.15                       0        1.11571086383331                       0                       0                       0                       0                       0       -4373.67529785401        -1334.0312811435   1.83705501183175E-005      0.0244271159945443        298.960468271245        301053.179136443       0.354632405369445                    1007       0.380932389437526    0.000250000011874363     0.00031695050474691        33.3841189717936 
      0.292146073036518                    0.15                       0        1.11570520333018                       0                       0                       0                       0                       0       -4373.76353777475       -1340.79059879061   1.83706089028865E-005      0.0244005223714736        298.961712499927        301054.428980115       0.354628899429607                    1007       0.380928889326956    0.000250000011874363     0.00031694737437443        33.3658609566777 
      0.296148074037018                    0.15                       0        1.11569966841722                       0                       0                       0                       0                       0       -4373.85154027209       -1347.50206902768   1.83706661150625E-005      0.0243741376125154        298.962923753136        301055.645901076       0.354625968306347                    1007       0.380925965643096    0.000250000011874363    0.000316944758960672        33.3477207258262 
      0.300150075037519                    0.15                       0        1.11569413350426                       0                       0                       0                       0                       0       -4373.93954276943       -1354.21353926475   1.83707233272384E-005      0.0243477528535571        298.964135006346        301056.862822036       0.354623037183088                    1007       0.380923041959236    0.000250000011874363    0.000316942143546913        33.3295804949747 
      0.304152076038019                    0.15                       0        1.11568859859131                       0                       0                       0                       0                       0       -4374.02754526677       -1360.92500950182   1.83707805394144E-005      0.0243213680945989        298.965346259556        301058.079742996       0.354620106059829                    1007       0.380920118275376    0.000250000011874363    0.000316939528133155        33.3114402641231 
      0.308154077038519                    0.15                       0        1.11568390714818                       0                       0                       0                       0                       0       -4374.11392830204        -1367.2835989528   1.83708276966465E-005      0.0242964787648179         298.96633483673        301059.082463107       0.354620614711972                    1007       0.380920627777311    0.000250000011874363    0.000316939982292678         33.294174711486 
       0.31215607803902                    0.15                       0        1.11567932447831                       0                       0                       0                       0                       0       -4374.20010249265       -1373.59668115308   1.83708735572002E-005       0.024271782284501        298.967294697764         301060.05756003       0.354621566955062                    1007         0.3809215800204    0.000250000011874363    0.000316940832302149        33.2770219567181 
       0.31615807903952                    0.15                       0        1.11567474180845                       0                       0                       0                       0                       0       -4374.28627668326       -1379.90976335336    1.8370919417754E-005       0.024247085804184        298.968254558798        301061.032656954       0.354622519198151                    1007       0.380922532263489    0.000250000011874363    0.000316941682311621        33.2598692019502 
       0.32016008004002                    0.15                       0        1.11567015913858                       0                       0                       0                       0                       0       -4374.37245087388       -1386.22284555364   1.83709652783077E-005       0.024222389323867        298.969214419832        301062.007753877        0.35462347144124                    1007       0.380923484506578    0.000250000011874363    0.000316942532321092        33.2427164471823 
       0.32416208104052                    0.15                       0        1.11566617859787                       0                       0                       0                       0                       0       -4374.45701659424       -1392.21905911452   1.83710031495033E-005      0.0241990001837706        298.970013433841         301062.81128064       0.354626832200981                    1007       0.380926838721437    0.000250000011874363    0.000316945529870038        33.2263520103863 
      0.328164082041021                    0.15                       0        1.11566228035273                       0                       0                       0                       0                       0       -4374.54136247811       -1398.17196488869   1.83710399287593E-005      0.0241757897234309        298.970790464202        301063.591358179       0.354630522142952                    1007       0.380930521224009    0.000250000011874363     0.00031694882093235        33.2100953163655 
      0.332166083041521                    0.15                       0        1.11565838210758                       0                       0                       0                       0                       0       -4374.62570836199       -1404.12487066287   1.83710767080153E-005      0.0241525792630912        298.971567494563        301064.371435718       0.354634212084923                    1007       0.380934203726581    0.000250000011874363    0.000316952111994663        33.1938386223446 
      0.336168084042021                    0.15                       0        1.11565448386243                       0                       0                       0                       0                       0       -4374.71005424587       -1410.07777643705   1.83711134872712E-005      0.0241293688027515        298.972344524924        301065.151513257       0.354637902026894                    1007       0.380937886229153    0.000250000011874363    0.000316955403056976        33.1775819283238 
      0.340170085042521                    0.15                       0        1.11565113163042                       0                       0                       0                       0                       0       -4374.79322864557       -1415.74518619173   1.83711439187183E-005      0.0241073064325287        298.972981775922        301065.795272636       0.354643197507486                    1007       0.380943187270658    0.000250000011874363    0.000316960141419728        33.1620416035349 
      0.344172086043022                    0.15                       0         1.1156478582948                       0                       0                       0                       0                       0       -4374.87623377118       -1421.37134308121    1.8371173432936E-005      0.0240854099560613        298.973598829444        301066.419334667       0.354648724981044                    1007       0.380948722183615    0.000250000011874363    0.000316965088910755         33.146604790814 
      0.348174087043522                    0.15                       0        1.11564458495918                       0                       0                       0                       0                       0       -4374.95923889679       -1426.99749997069   1.83712029471538E-005      0.0240635134795939        298.974215882966        301067.043396698       0.354654252454601                    1007       0.380954257096572    0.000250000011874363    0.000316970036401781        33.1311679780931 
      0.352176088044022                    0.15                       0        1.11564131162356                       0                       0                       0                       0                       0        -4375.0422440224       -1432.62365686017   1.83712324613716E-005      0.0240416170031265        298.974832936488        301067.667458729       0.354659779928159                    1007       0.380959792009528    0.000250000011874363    0.000316974983892807        33.1157311653721 
      0.356178089044522                    0.15                       0        1.11563842561377                       0                       0                       0                       0                       0       -4375.12419149028       -1437.99174526228   1.83712568534826E-005      0.0240207344327139        298.975350834597        301068.183216608       0.354666301538015                    1007       0.380966314603353    0.000250000011874363    0.000316980813962224         33.100942994309 
