                    7.9                    0.15     0.00607071380920614        1.11710946612183        58.2765128402812    1.8721265220492E-005     0.00380336468873996        58.2765128402812       0.168572215268513       -4500.48396655466       -2589.88039759552   1.83339638498928E-005                       0        298.189386407342        301975.772224654        10.2300778857469                    1007        10.2563778511286        13585.5612974679        35.0828433429227     0.00914306869613019                       0 
                    7.9                    0.15     0.00630420280186791        1.11716859214478        58.5783470489926   1.80611448627571E-005     0.00397585667627871        58.5783470489926       0.169449773356101       -4500.48344709919       -2569.83727064545   1.83332140308543E-005                       0        298.173607395031        301977.480166844        10.5973160559666                    1007         10.623615977584         13078.581523403        35.0531368997583     0.00947128556079986                       0 
                    7.9                    0.15     0.00653769179452969         1.1172243616742        58.8603454244871   1.74255865045943E-005     0.00415074331010354        58.8603454244871       0.170269785995163       -4500.48288858576        -2550.9177213222   1.83325062716995E-005                       0        298.158719521438        301979.088685519         10.960091981445                    1007        10.9863917212546        12640.2007956958        35.0220237747131     0.00979551412842559                       0 
                    7.9                    0.15     0.00677118078719146        1.11728013120361        59.1423416065307   1.67899214854404E-005     0.00432563564827914        59.1423416065307       0.171089792114968       -4500.48233007233       -2531.99842834662   1.83317985352821E-005                       0        298.143832029315        301980.697204195        11.3228713401509                    1007        11.3491708862318        12201.8254268754        34.9909150842535      0.0101197457694158                       0 
                    7.9                    0.15     0.00700466977985323        1.11733346025966        59.4097710356465   1.61752934305569E-005     0.00450251730144813        59.4097710356465       0.171867533398838       -4500.48174706819       -2513.91494087355   1.83311221314568E-005                       0         298.12960648559        301982.237697289        11.6816952315486                    1007        11.7079949144394        11809.3469876404        34.9587138462835      0.0104404424383061                       0 
                    7.9                    0.15     0.00723815877251501          1.117385280563        59.6681913424571   1.55734908055026E-005     0.00468063822039721        59.6681913424571       0.172619134923526       -4500.48115502688       -2496.34859017698    1.8330465112165E-005                       0        298.115790789792        301983.736135517         12.038079932354                    1007         12.064379949031        11445.2511808853        34.9258445866923      0.0107589592209184                       0 
                    7.9                    0.15     0.00747164776517678        1.11743710086634        59.9266139380861   1.49718023106646E-005     0.00485875323708947        59.9266139380861       0.173370743153736       -4500.48055688206       -2478.78197397748   1.83298080928733E-005                       0        298.101974712524        301985.234573745        12.3944605919644                    1007        12.4207609424276        11081.1505157318        34.8929706540968      0.0110774723946558                       0 
                    7.9                    0.15     0.00770513675783856        1.11748611358471         60.168827796593   1.43966381260456E-005     0.00503938552921734         60.168827796593       0.174075313113034       -4500.47999602193       -2462.15735020898   1.83291866918741E-005                       0        298.088904204958        301986.639608495        12.7455615208948                    1007        12.7718619511926        10763.6119826485         34.858815633579      0.0113912667257487                       0 
                    7.9                    0.15     0.00793862575050033        1.11753424219341        60.4059437833493   1.38296910533339E-005     0.00522081522997571        60.4059437833493       0.174765088775105       -4500.47944077946       -2445.82913494304   1.83285764881856E-005                       0         298.07606808189        301988.015280025        13.0950074071932                    1007         13.121307837491        10460.7155781338        34.8242629323549      0.0117035818333812                       0 
                    7.9                    0.15     0.00817211474316211        1.11758237229223        60.6430621066077   1.32628653072154E-005     0.00540223887713735        60.6430621066077       0.175454871328964        -4500.4788916405        -2429.5006450189   1.83279662844971E-005                       0        298.063231958821        301989.390951555        13.4444485489618                    1007        13.4707489792597        10157.8147668808         34.789705176657       0.012015892703496                       0 
                    7.9                    0.15     0.00840560373582388        1.11762834679807        60.8676739368489   1.27190101754565E-005     0.00558586374665033        60.8676739368489       0.176108355151274       -4500.47832492553       -2413.90791477672   1.83273835980052E-005                       0        298.050974995304        301990.708551377        13.7890124240466                    1007        13.8153128543444        9887.68948742774         34.754097981839       0.012323844539111                       0 
                    7.9                    0.15     0.00863909272848566        1.11767315397725        61.0855130772277   1.21875944099363E-005     0.00577068065267452        61.0855130772277       0.176742181980147       -4500.47774869254       -2398.71362334006   1.83268158130078E-005                       0        298.039031666314        301991.994703401        14.1309350939125                    1007        14.1572355242103        9635.31326933409        34.7179224801679      0.0126294358097999                       0 
                    7.9                    0.15     0.00887258172114743        1.11771796115642        61.3033498811045   1.16560504625066E-005     0.00595550371124847        61.3033498811045       0.177376001917232       -4500.47717245956       -2383.51961571688   1.83262480734851E-005                       0        298.027088718793          301993.2804648        14.4728633308522                    1007          14.49916376115        9382.94105514668         34.681752319073      0.0129350320630645                       0 
                    7.9                    0.15      0.0091060707138092        1.11776196581685        61.5166613591371   1.11338540331058E-005     0.00614122510330225        61.5166614930961       0.177996687622287        -4500.4765912847       -2368.59487439942   1.83256903981329E-005                       0        298.015358703071        301994.541570324        14.8126802129063                    1007        14.8389806097144        9141.39669213387        34.6451720952987      0.0132387412878999                       0 
                    7.9                    0.15     0.00933955970647098        1.11780367725907        61.7170349241344    1.0638002096698E-005      0.0063295310877345        61.7170355748437       0.178579822223897       -4500.47599598829       -2354.44037956548   1.83251616113552E-005                       0        298.004238235565        301995.731104823        15.1464797514629                    1007        15.1727800190834        8930.80463702939        34.6074353675774      0.0135370725177085                       0 
                    7.9                    0.15     0.00957304869913275        1.11784538721117        61.9174059618947   1.01420155095996E-005     0.00651784324799959        61.9174071770381        0.17916294956119       -4500.47540679541       -2340.28617770029   1.83246328245774E-005                       0        297.993117768059        301996.921029947        15.4802858226885                    1007        15.5065859492005        8720.21624403427        34.5697043142182      0.0138354095682833                       0 
                    7.9                    0.15     0.00980653769179453        1.11788709865339        62.1177795268919   9.64616357319185E-006     0.00670614923243184        62.1177812587857       0.179746084162799       -4500.47481149901       -2326.13168286635   1.83241040377997E-005                       0        297.981997300553        301998.110564446         15.814085361245                    1007        15.8403853585694        8509.62418892979        34.5319675864968       0.014133740798092                       0 
                    7.9                    0.15      0.0100400266844563        1.11792723073594        62.3091525987757   9.17041967088827E-006     0.00689649618575245        62.3091542841472       0.180303087388244       -4500.47420927749       -2312.51928019603    1.8323595645137E-005                       0        297.971303808408        301999.251592227        16.1429077663597                    1007        16.1692076404843        8318.69898240039        34.4933704158062      0.0144276237067177                       0 
                    7.9                    0.15      0.0102735156771181        1.11796616253936        62.4936854908993   8.70995743883986E-006     0.00708839423120824        62.4936867016736       0.180840231333969       -4500.47360179305       -2299.31885582499   1.83231027515599E-005                       0        297.960934808287        302000.355755955        16.4679476578941                    1007        16.4942474133694        8142.72015468283        34.4541193271014      0.0147181259876225                       0 
                    7.9                    0.15      0.0105070046697799        1.11800509285267        62.6782159034697   8.24935451364543E-006     0.00728029832443999        62.6782165919631       0.181377367829114        -4500.4729943086       -2286.11873357797   1.83226098579828E-005                       0        297.950566189635        302001.459919682        16.7929951430603                    1007         16.819294815649        7966.74465338129        34.4148743419122      0.0150086350788236                       0 
                    7.9                    0.15      0.0107404936624416        1.11804402465609        62.8627487955934   7.78889228159702E-006     0.00747219636989578        62.8627490094895        0.18191451177484       -4500.47238682416       -2272.91830920693   1.83221169644057E-005                       0        297.940197189514        302002.564083409        17.1180350345947                    1007        17.1443345885341        7790.76582566374        34.3756232532075      0.0152991373597284                       0 
                    7.9                    0.15      0.0109739826551034        1.11808152182512        63.0393817688309   7.34762085235693E-006     0.00766612856913956        63.0393820083028       0.182428718529146       -4500.47180651309       -2260.19896967041   1.83216418934453E-005                       0        297.930209626609        302003.626703825        17.4378968284905                    1007        17.4641964486919        7630.56141388063        34.3355619628914      0.0155850117962956                       0 
                    7.9                    0.15      0.0112074716477652        1.11811784192677        63.2095331347525   6.92209480603455E-006     0.00786172972046552        63.2095338101746       0.182924106119628       -4500.47124849682       -2247.87434342499   1.83211814453189E-005                       0        297.920535019608        302004.655239405        17.7535101742668                    1007        17.7798100124433        7483.29935900005        34.2948359304726      0.0158670892483432                       0 
                    7.9                    0.15      0.0114409606404269        1.11815416202842         63.379681830386   6.49642254138584E-006     0.00805733659942531        63.3796829894421       0.183419486073265       -4500.47069048056       -2235.55003456238   1.83207210199298E-005                       0        297.910860412607        302005.683774985        18.0691324130561                    1007        18.0954324453658        7336.04034367025         34.254116430723      0.0161491746399157                       0 
                    7.9                    0.15      0.0116744496330887        1.11819048213006        63.5498331963077   6.07089649506345E-006     0.00825293775075127        63.5498347913139       0.183914873663747       -4500.47013246429       -2223.22540831696   1.83202605718034E-005                       0        297.901185805606        302006.712310566        18.3847457588324                    1007        18.4110460091172        7188.77828878967        34.2133903983042      0.0164312520919633                       0 
                    7.9                    0.15      0.0119079386257505        1.11822639278377         63.717708615149   5.65133441078105E-006     0.00844920535126612        63.7177105004277       0.184403652206889       -4500.46956448932        -2211.0408916636   1.83198054102446E-005                       0        297.891620790545        302007.728002416        18.6985965778274                    1007        18.7248969732484        7045.67111486906        34.1724128309253      0.0167117543218392                       0 
                    7.9                    0.15      0.0121414276184123         1.1182603618672        63.8747916699078   5.26005297074897E-006     0.00864863320201318        63.8747931546668       0.184861091161446       -4500.46894929095        -2199.5207638012   1.83193753171786E-005                       0        297.882575451944        302008.682790293        19.0040896318748                    1007         19.030389827036        6922.26606338713        34.1302425043237      0.0169847869706619                       0 
                    7.9                    0.15       0.012374916611074        1.11829433095063        64.0318747246666   4.86877153071691E-006     0.00884806105276025        64.0318758089058       0.185318530116003       -4500.46833409257        -2188.0006359388   1.83189452241126E-005                       0        297.873530113343         302009.63757817        19.3095826859223                    1007        19.3358826808236        6798.86101190521         34.088072177722      0.0172578196194846                       0 
                    7.9                    0.15      0.0126084056037358        1.11832829705382        64.1889551091373   4.47733894119192E-006     0.00904749403742301         64.188955745173       0.185775961061186        -4500.4677188942       -2176.48083461449   1.83185151310466E-005                       0        297.864485156212        302010.591975422         19.615086111178                    1007        19.6413858819775         6675.4587375229        34.0459088606267      0.0175308615116839                       0 
                    7.9                    0.15      0.0128418945963976        1.11836226613725        64.3460381638962   4.08605750115985E-006     0.00924692188817008        64.3460383994121       0.186233400015743       -4500.46710369583       -2164.96070675209   1.83180850379806E-005                       0        297.855439817611          302011.5467633        19.9205791652255                    1007        19.9468787357651        6552.05368604097         34.003738534025      0.0178038941605066                       0 
                    7.9                    0.15      0.0130753835890594          1.118395337018         64.498224201535   3.70852111899171E-006      0.0094479815755802         64.498224201535       0.186676617516586       -4500.46650905489       -2153.74519804908   1.83176663526596E-005                       0        297.846636089523        302012.474614324        20.2216033827272                    1007         20.247902911319         6436.8248429267        33.9609832612548      0.0180729327808413                       0 
                    7.9                    0.15      0.0133088725817211        1.11842712586176        64.6434205504722   3.35060355238036E-006     0.00965137044216351        64.6434205504722       0.187099536224938       -4500.46594375632        -2142.9644832307   1.83172639500234E-005                       0        297.838177220811        302013.364017408        20.5162490690644                    1007        20.5425487816726        6333.26619614822        33.9173930737752      0.0183362705806332                       0 
                    7.9                    0.15      0.0135423615743829        1.11845891470551        64.7886168994094   2.99268598576901E-006     0.00985475930874682        64.7886168994094        0.18752245493329       -4500.46537845774       -2132.18376841232   1.83168615473871E-005                       0          297.8297183521        302014.253420492        20.8108947554015                    1007        20.8371946520262        6229.70754936973        33.8738028862955      0.0185996083804251                       0 
                    7.9                    0.15      0.0137758505670447        1.11849070354927        64.9338103873237   2.63461296803902E-006      0.0100581523197156        64.9338103873237       0.187945365446003       -4500.46481315917        -2121.4033892873   1.83164591674883E-005                       0        297.821259864858        302015.143214201        21.1055524580351                    1007         21.131852562518        6126.15144165375        33.8302202805267      0.0188629569602758                       0 
                    7.9                    0.15      0.0140093395597065        1.11852249239303        65.0790067362609   2.27669540142768E-006      0.0102615411862989        65.0790067362609       0.188368284154355        -4500.4642478606       -2110.62267446892   1.83160567648521E-005                       0        297.812800996147        302016.032617285        21.4001981443722                    1007        21.4264984328717        6022.59279487527         33.786630093047      0.0191262947600677                       0 
                    7.9                    0.15      0.0142428285523682        1.11855382199998         65.221720931461   1.92619280407363E-006      0.0104658733648012         65.221720931461       0.188783993598678       -4500.46368312417       -2099.99791676626   1.83156601680459E-005                       0          297.8044644087        302016.908050598        21.6921828633828                    1007        21.7184832160775        5922.82618950082        33.7427176697137      0.0193872542754966                       0 
                    7.9                    0.15        0.01447631754503        1.11858360916086        65.3560982768381   1.60059498365389E-006      0.0106733738602726        65.3560982768381       0.189175489171537       -4500.46312027579       -2089.89697474557   1.83152830713749E-005                       0        297.796538529311        302017.736563417        21.9752301484812                    1007        22.0015301629256        5835.79597479991        33.6977229476171      0.0196402258088465                       0 
                    7.9                    0.15      0.0147098065376918        1.11861339632174        65.4904756222153   1.27499716323414E-006      0.0108808743557439        65.4904756222153       0.189566984744396        -4500.4625574274       -2079.79603272489    1.8314905974704E-005                       0        297.788612649921        302018.565076237        22.2582774335795                    1007        22.2845771097737        5748.76576009899        33.6527282255205      0.0198931973421963                       0 
                    7.9                    0.15      0.0149432955303536        1.11864318348262        65.6248501065695   9.49240274500326E-007      0.0110883775287676        65.6248501065695       0.189958471749088       -4500.46200068254       -2069.69544775987    1.8314528878033E-005                       0        297.780687152001        302019.393198431        22.5413387138485                    1007        22.5676380517924        5661.73788914808        33.6077416096556      0.0201461813552687                       0 
                    7.9                    0.15      0.0151767845230153         1.1186729706435        65.7592274519467   6.23642454080578E-007       0.011295878024239        65.7592274519467       0.190349967321947       -4500.46143783415       -2059.59450573919    1.8314151781362E-005                       0        297.772761272612        302020.221711251        22.8243859989468                    1007        22.8506849986406        5574.70767444716         33.562746887559      0.0203991528886185                       0 
                    7.9                    0.15      0.0154102735156771        1.11870275780439        65.8936047973238   2.98044633660829E-007      0.0115033785197103        65.8936047973238       0.190741462894806       -4500.46087498577        -2049.4935637185    1.8313774684691E-005                       0        297.764835393222         302021.05022407        23.1074332840452                    1007        23.1337319454887        5487.67745974625        33.5177521654624      0.0206521244219683                       0 
                    7.9                    0.15      0.0156437625083389         1.1187314635147        66.0221629614771  -9.15697321653744E-009      0.0117134041880471        66.0221629614771        0.19111605312927       -4500.46031546487       -2039.76183266049    1.8313411449639E-005                       0        297.757199215252        302021.845257065        23.3831702950664                    1007        23.4094690016464        5408.78548652869        33.4719327641378      0.0208985627406188                       0 
                    7.9                    0.15      0.0158772515010007        1.11875941943629        66.1466865847547  -3.03604161106556E-007      0.0119251806032247        66.1466865847547       0.191478922594755       -4500.45975825098       -2030.28608206833   1.83130578250917E-005                       0         297.74976389238        302022.617077907        23.6538389642641                    1007        23.6801379817894        5335.53589952609        33.4255415981738      0.0211404714664041                       0 
                    7.9                    0.15      0.0161107404936624        1.11878737535787        66.2712102080323  -5.98051348996574E-007      0.0121369570184023        66.2712102080323        0.19184179206024       -4500.45920103709       -2020.81033147618   1.83127042005444E-005                       0        297.742328569508         302023.38889875        23.9245076334618                    1007        23.9508069619323        5262.28631252349        33.3791504322098      0.0213823801921893                       0 
                    7.9                    0.15      0.0163442294863242        1.11881532978934        66.3957307795521  -8.92660521623321E-007      0.0123487339341657        66.3957307795521       0.192204652398763        -4500.4586438232        -2011.3349516726   1.83123505987345E-005                       0        297.734893628106        302024.161110217        24.1951925389647                    1007        24.2214921783805        5189.03888616543        33.3327680400495      0.0216243034466066                       0 
                    7.9                    0.15       0.016577718478986        1.11884328571093        66.5202544028297  -1.18710770951334E-006      0.0125605103493433        66.5202544028297       0.192567521864248       -4500.45808660931       -2001.85920108044   1.83119969741872E-005                       0        297.727458305234         302024.93293106        24.4658612081624                    1007        24.4921611585234        5115.78929916283        33.2863768740854      0.0218662121723919                       0 
                    7.9                    0.15      0.0168112074716478        1.11887124163251        66.6447780261072  -1.48155489740335E-006      0.0127722867645209        66.6447780261072       0.192930391329733       -4500.45752939541       -1992.38345048828   1.83116433496399E-005                       0        297.720022982363        302025.704751902        24.7365298773601                    1007        24.7628301386664        5042.53971216023        33.2399857081214      0.0221081208981771                       0 
                    7.9                    0.15      0.0170446964643095        1.11889842300663        66.7652005093313  -1.76236164003251E-006      0.0129860990337783        66.7652007703828       0.193281347587266       -4500.45695924576       -1983.17025850451   1.83112994228712E-005                       0        297.712793050437        302026.452483712         25.001181078122                    1007        25.0274815084199        4974.54039513291        33.1929573645927      0.0223446513551825                       0 
                    7.9                    0.15      0.0172781854569713        1.11892468230525        66.8807407084935  -2.02692984224956E-006      0.0132023349261739        66.8807415413705       0.193618121528529       -4500.45637369646       -1974.26963465846   1.83109670410166E-005                       0        297.705807630265        302027.171538254         25.258668663437                    1007        25.2849690937349        4912.79136682694        33.1451704803098       0.022574779144734                       0 
                    7.9                    0.15      0.0175116744496331        1.11895094160388        66.9962809076556  -2.29149804446661E-006      0.0134185708185696        66.9962823123581       0.193954895469792       -4500.45578814715        -1965.3690108124   1.83106346591621E-005                       0        297.698822210092        302027.890592795         25.516156248752                    1007        25.5424566790499        4851.04233852098        33.0973835960269      0.0228049069342856                       0 
                    7.9                    0.15      0.0177451634422949        1.11897719941238        67.1118179596925  -2.55623037637127E-006      0.0136348042196773        67.1118200315879       0.194291660097829       -4500.45520259785       -1956.46877759135   1.83103022773076E-005                       0        297.691836789919        302028.609256711        25.7736626691348                    1007        25.7999630994326        4789.29531216813        33.0496062484871      0.0230350515574927                       0 
                    7.9                    0.15      0.0179786524349566        1.11900345871101        67.2273581588547  -2.82079857858832E-006       0.013851040112073        67.2273608025756       0.194628434039091       -4500.45461704855       -1947.56815374529   1.83099698954531E-005                       0        297.684851369747        302029.328311252        26.0311502544498                    1007        26.0574506847477        4727.54628386216        33.0018193642042      0.0232651793470443                       0 
                    7.9                    0.15      0.0182121414276184        1.11902971800963        67.3428983580168  -3.08536678080537E-006      0.0140672760044686        67.3429015735632       0.194965207980354       -4500.45403149925       -1938.66752989924   1.83096375135985E-005                       0        297.677865949574        302030.047365793        26.2886378397648                    1007        26.3149382700627         4665.7972555562        32.9540324799213      0.0234953071365958                       0 
                    7.9                    0.15      0.0184456304202802        1.11905597730826         67.458438557179  -3.34993498302242E-006      0.0142835118968643        67.4584423445509       0.195301981921617       -4500.45344594995       -1929.76690605318    1.8309305131744E-005                       0        297.670880529402        302030.766420335        26.5461254250798                    1007        26.5724258553777        4604.04822725023        32.9062455956384      0.0237254349261474                       0 
                    7.9                    0.15       0.018679119412942        1.11908101988456        67.5675446066903   -3.5920922881868E-006      0.0145034097504122         67.567548516755       0.195620060822445       -4500.45289731888       -1921.28196003289   1.83089883879576E-005                       0        297.664224826823        302031.446907186        26.7926102563628                    1007        26.8189106866606        4549.84466543458        32.8573559014955      0.0239457292030471                       0 
                    7.9                    0.15      0.0189126084056037        1.11910573008001        67.6748929929318  -3.82812744625598E-006      0.0147243079684158        67.6748969029965       0.195933032663648       -4500.45235877303       -1912.91056773549   1.83086759161355E-005                       0        297.657659195589        302032.116858223        27.0360893856215                    1007        27.0623898159194        4497.70235336039        32.8081649447942      0.0241633371880605                       0 
