                    7.9                    0.15     0.00607071380920614        1.11668661670378        55.8349158084314   5.31997740056591E-008     0.00123792051697632        55.8349158084314       0.161474731242927       -4495.36120395642       -2742.98373436018   1.83400904029111E-005                       0        298.317544684576        301966.439040229        10.7693760183073                    1007        10.7956762539589        17013.5027704614        40.2163687381658     0.00962506303079522                       0 
                    7.9                    0.15     0.00630420280186791        1.11674914894447        56.1686726070322   5.41529049392883E-008     0.00129698364173598        56.1686726070322       0.162444464235324       -4495.36105456473       -2721.84484713063   1.83392965165393E-005                       0         298.30086416834        301968.217398944        11.1539945610241                    1007        11.1802949425661        16341.1300497122        40.1573006632505     0.00996881354805332                       0 
                    7.9                    0.15     0.00653769179452969        1.11680775140006         56.477434310584   5.50649476832323E-008     0.00135751632277023         56.477434310584       0.163341729221999       -4495.36091416566       -2702.03606773856   1.83385527773724E-005                       0        298.285235798457        301969.877128929        11.5334713300263                    1007        11.5597716719716        15768.4335844569         40.098686659265      0.0103079684971241                       0 
                    7.9                    0.15     0.00677118078719146        1.11686438132831          56.77364990612   5.59563665061649E-008      0.0014187866369969          56.77364990612       0.164202619414913       -4495.36077828037       -2682.89492639982    1.8337834209234E-005                       0        298.270135545861        301971.477314077        11.9103672227289                    1007        11.9366674319738        15245.7688980594        40.0403005729137      0.0106448167338276                       0 
                    7.9                    0.15     0.00700466977985324        1.11692101125656        57.0698640234609    5.6847030288623E-008     0.00148006501735018        57.0698640234609       0.165063505137477       -4495.36064239509       -2663.75393764898    1.8337115663833E-005                       0        298.255035293266        301973.077499225        12.2872654996174                    1007        12.3135655880826        14723.1077639081         39.981917252218       0.010981667112573                       0 
                    7.9                    0.15     0.00723815877251501         1.1169772631648        57.3637435311202   5.77328651292986E-008     0.00154150373251928        57.3637435311202       0.165917621245192       -4495.36049843958       -2644.73970339749   1.83364018953167E-005                       0        298.240035477437        301974.667219022        12.6635506335594                    1007         12.689850598941        14208.6567299339        39.9235634430063      0.0113179695061689                       0 
                    7.9                    0.15     0.00747164776517678        1.11702867687486        57.6277239431756   5.85472317598027E-008     0.00160509777580232        57.6277239431756       0.166685037266408       -4495.36025119501       -2627.34972616663   1.83357495561502E-005                       0        298.226321130594        301976.122995008        13.0320187950515                    1007        13.0583187604331        13799.3304994836        39.8656227420906      0.0116472857690543                       0 
                    7.9                    0.15     0.00770513675783856        1.11708008909479        57.8917027816684   5.93611649148291E-008     0.00166869952577967        57.8917027816684       0.167452448631011       -4495.36000395045       -2609.95991067894   1.83350972397212E-005                       0        298.212606783751        301977.578770994        13.4004901155898                    1007        13.4267900809714        13390.0073696192        39.8076851406164      0.0119766048491904                       0 
                    7.9                    0.15     0.00793862575050033        1.11713150280484        58.1556831937239   6.01755315453333E-008     0.00173229356906271        58.1556831937239       0.168219864652227       -4495.35975670589       -2592.56993344809   1.83344449005547E-005                       0        298.198892436907         301979.03454698        13.7689582770819                    1007        13.7952582424635        12980.6811391689        39.7497444397007      0.0123059211120757                       0 
                    7.9                    0.15     0.00817211474316211         1.1171823568929        58.4162461890717   6.09791877977896E-008     0.00179618940783481        58.4162461890717       0.168977369246201       -4495.35951219301       -2575.36925709111   1.83337996916521E-005                       0        298.185328750746        301980.473355534        14.1363019683169                    1007        14.1626019336985        12581.9877169392        39.6918363323319      0.0126342323726224                       0 
                    7.9                    0.15     0.00840560373582388        1.11722920920859        58.6523717536811   6.17062557544319E-008     0.00186224334056855        58.6523717536811        0.16966399872091       -4495.35928721401       -2559.52224269285    1.8333205470189E-005                       0        298.172842416372        301981.790832544        14.4956047425738                    1007        14.5219047079555        12259.3279004039        39.6341612964946      0.0129553570132328                       0 
                    7.9                    0.15     0.00863909272848565        1.11727606152429          58.88849721673   6.24333091340696E-008     0.00192829770880996          58.88849721673       0.170350627900912       -4495.35906223502        -2543.6752386944    1.8332611248726E-005                       0        298.160356081997        301983.108309555        14.8549077656543                    1007        14.8812077310359        11936.6682510083        39.5764864724836      0.0132764818762903                       0 
                    7.9                    0.15     0.00887258172114743        1.11732291383998          59.12462121397   6.31601521259966E-008     0.00199435836266795          59.12462121397       0.171037252827451       -4495.35883725602       -2527.82838479478   1.83320170272629E-005                       0        298.147869747622        301984.425786566        15.2142143799664                    1007         15.240514345348        11614.0110139154        39.5188147057311      0.0135976099498946                       0 
                    7.9                    0.15      0.0091060707138092        1.11736976615567        59.3607467785795   6.38872200826388E-008     0.00206041229540169        59.3607467785795        0.17172388230216       -4495.35861227702       -2511.98137039652   1.83314228057999E-005                       0        298.135383413247        301985.743263577        15.5735171542233                    1007        15.5998171196049        11291.3511973801        39.4611396698937       0.013918734590505                       0 
                    7.9                    0.15     0.00933955970647098        1.11741344393273        59.5779463606271   6.45403841818062E-008     0.00212851095282412        59.5779463606271       0.172355607746382       -4495.35840310493       -2497.20226282423   1.83308688427265E-005                       0         298.12373933439        301986.968175333        15.9250456604712                    1007        15.9513457040401        11020.9671044993        39.4035630793803      0.0142329109599289                       0 
                    7.9                    0.15     0.00957304869913276        1.11745623675508        59.7898700146104    6.5172946368527E-008     0.00219717961079122        59.7898700146104       0.172972027791567       -4495.35819833928       -2482.72085179555   1.83303261023396E-005                       0        298.112330048073        301988.167283006        16.2744069619976                    1007        16.3007071055497        10765.1557270168        39.3460139321157      0.0145451503847935                       0 
                    7.9                    0.15     0.00980653769179453        1.11749902957743        60.0017918566125   6.58053054288432E-008     0.00226585464249719        60.0017918566125       0.173588442435081       -4495.35799357362       -2468.23962082058   1.83297833619527E-005                       0        298.100920761756         301989.36639068        16.6237734968118                    1007        16.6500737284262        10509.3467787334        39.2884688379669      0.0148573944895541                       0 
                    7.9                    0.15      0.0100400266844563        1.11754182239977        60.2137155105959   6.64378676155641E-008     0.00233452330046429        60.2137155105959       0.174204862480266       -4495.35778880797        -2453.7582097919   1.83292406215659E-005                       0        298.089511475439        301990.565498353        16.9731347983382                    1007        16.9994351299358        10253.5354012508        39.2309196907023      0.0151696339144187                       0 
                    7.9                    0.15      0.0102735156771181        1.11758456921821        60.4253679736228   6.70692039395533E-008     0.00240322773453555        60.4253679736228       0.174820495707409       -4495.35758367979       -2439.29237198365   1.83286984697388E-005                       0        298.078114526016        301991.763265208        17.3223579819165                    1007        17.3486584122144        9998.39073831372        39.1733706673403      0.0154817498985821                       0 
                    7.9                    0.15      0.0105070046697799        1.11762377702406        60.6161581176089   6.76062364573028E-008     0.00247468437136776        60.6161581176089       0.175375600186754       -4495.35735066299       -2426.02455898169   1.83282015949462E-005                       0        298.067666635623        301992.857884888        17.6609559561012                    1007        17.6872563863991        9794.53543894206        39.1158311756308      0.0157843697722328                       0 
                    7.9                    0.15      0.0107404936624416        1.11766298482992        60.8069482615949   6.81432689750524E-008     0.00254614100819998        60.8069482615949       0.175930704666099        -4495.3571176462       -2412.75674597974   1.83277047201537E-005                       0         298.05721874523        301993.952504568        17.9995539302859                    1007        18.0258543605838         9590.6801395704        39.0582916839212      0.0160869896458835                       0 
                    7.9                    0.15      0.0109739826551034        1.11770219263577        60.9977364505487   6.86799756201398E-008     0.00261760291864627        60.9977364505487       0.176485803557508       -4495.35689073293       -2399.48913134204   1.83272078453611E-005                       0        298.046771236306        301995.046733623         18.338158556349                    1007        18.3644589866468        9386.82702525733        39.0007567221647       0.016389615445074                       0 
                    7.9                    0.15      0.0112074716477652        1.11774140044162        61.1885265945347   6.92170081378895E-008     0.00268905955547848        61.1885265945347       0.177040908036853       -4495.35665771614       -2386.22131834008   1.83267109705686E-005                       0        298.036323345912        301996.141353304        18.6767565305337                    1007        18.7030569608315        9182.97172588567        38.9432172304552      0.0166922353187247                       0 
                    7.9                    0.15       0.011440960640427        1.11778060824747        61.3793167385208   6.97540406556391E-008     0.00276051619231069        61.3793167385208       0.177596012516198       -4495.35642469935       -2372.95350533813    1.8326214095776E-005                       0        298.025875455519        301997.235972984        19.0153545047184                    1007        19.0416549350163        8979.11642651401        38.8856777387456      0.0169948551923754                       0 
                    7.9                    0.15      0.0116744496330887        1.11781733605691         61.555763577932   7.02164012735123E-008     0.00283428268306285         61.555763577932       0.178109492618106       -4495.35620780387       -2360.52320391035   1.83257485376693E-005                       0        298.016090858028        301998.259066393        19.3449537208183                    1007        19.3712541511161         8806.7276976411        38.8280676509975      0.0172894325333165                       0 
                    7.9                    0.15      0.0119079386257505        1.11785334031497        61.7280256864153   7.06569759907074E-008      0.0029087230852618        61.7280256864153       0.178610828599479       -4495.35599561187       -2348.33725067785   1.83252921163624E-005                       0        298.006499779562        301999.261291654        19.6719275041892                    1007        19.6982279344871        8643.51949826722        38.7704369665016      0.0175816634250699                       0 
                    7.9                    0.15      0.0121414276184123        1.11788934457303        61.9002877948986   7.10975507079026E-008     0.00298316348746075        61.9002877948986       0.179112164580853       -4495.35578341987       -2336.15129744534   1.83248356950555E-005                       0        297.996908701096        302000.263516916        19.9989012875602                    1007        20.0252017178581        8480.31129889335        38.7128062820058      0.0178738943168233                       0 
                    7.9                    0.15       0.012374916611074        1.11792534734097        62.0725478052983     7.153745200822E-008     0.00305760765278498        62.0725478052983       0.179613494415497       -4495.35556512435       -2323.96555478413    1.8324379296486E-005                       0         297.98731762263        302001.266132802        20.3258833917396                    1007        20.3521838220374        8317.10509536909        38.6551808427186      0.0181661326591574                       0 
                    7.9                    0.15      0.0126084056037358        1.11796135159903        62.2448099137816   7.19780267254153E-008     0.00313204805498393        62.2448099137816        0.18011483039687       -4495.35535293235       -2311.77960155162   1.83239228751791E-005                       0        297.977726544164        302002.268358063        20.6528571751106                    1007        20.6791576054084        8153.89689599521        38.5975501582228      0.0184583635509108                       0 
                    7.9                    0.15      0.0128418945963976        1.11799729531568        62.4167243944804   7.24166411918657E-008      0.0032065567279846        62.4167243944804       0.180615157440473       -4495.35513949528       -2299.61427103867   1.83234672287181E-005                       0        297.968151726168        302003.268732405         20.979563771435                    1007        21.0058641985139        7991.37057640123        38.5399155736121      0.0187503556400053                       0 
                    7.9                    0.15      0.0130753835890594        1.11803045953925        62.5726790708623    7.2765259347028E-008       0.003284199755271        62.5726790708623       0.181069163533601       -4495.35486889635       -2288.39574220036   1.83230471559046E-005                       0         297.95932343628        302004.184129907        21.2940036469468                    1007        21.3203039230218        7860.14977478419        38.4821019323458      0.0190313841528926                       0 
                    7.9                    0.15      0.0133088725817212        1.11806362376281        62.7286337472442   7.31138775021904E-008     0.00336184278255741        62.7286337472442       0.181523169626729       -4495.35459829743       -2277.17721336205   1.83226270830912E-005                       0        297.950495146393        302005.099527409        21.6084435224585                    1007        21.6347436475297        7728.92897316714        38.4242882910794        0.01931241266578                       0 
                    7.9                    0.15      0.0135423615743829        1.11809678798638         62.884588423626   7.34624956573527E-008     0.00343948580984381         62.884588423626       0.181977175719856       -4495.35432769851       -2265.95868452374   1.83222070102777E-005                       0        297.941666856505        302006.014924911        21.9228833979702                    1007        21.9491833720375        7597.70817155009        38.3664746498131      0.0195934411786673                       0 
                    7.9                    0.15      0.0137758505670447        1.11812995220995        63.0405408588733   7.38099098866672E-008     0.00351713056298736        63.0405408588733       0.182431175293726        -4495.3540632031       -2254.74038151551   1.83217869147269E-005                       0        297.932838566617        302006.930322414        22.2373336208483                    1007        22.2636334677536        7466.48918267719        38.3086668736438      0.0198744789582143                       0 
                    7.9                    0.15      0.0140093395597065        1.11816311643351        63.1964955352551   7.41585280418296E-008     0.00359477359027376        63.1964955352551       0.182885181386854       -4495.35379260417        -2243.5218526772   1.83213668419135E-005                       0        297.924010276729        302007.845719916          22.55177349636                    1007        22.5780731922615        7335.26838106015        38.2508532323774      0.0201555074711016                       0 
                    7.9                    0.15      0.0142428285523682        1.11819628065708         63.352450211637   7.45071461969921E-008     0.00367241661756016         63.352450211637       0.183339187479982       -4495.35352200525       -2232.30332383889      1.83209467691E-005                       0        297.915181986842        302008.761117418        22.8662133718718                    1007        22.8925129167693         7204.0475794431         38.193039591111       0.020436535983989                       0 
                    7.9                    0.15        0.01447631754503        1.11822762741263        63.4982437339747   7.47955297175542E-008     0.00375249263209376        63.4982437339747       0.183763695736819       -4495.35326836512       -2221.69675200273   1.83205496888669E-005                       0        297.906837059801         302009.62073676        23.1711355597439                    1007        23.1974350602093        7090.68316014883        38.1350344135553       0.020709058320136                       0 
                    7.9                    0.15      0.0147098065376918        1.11825821642445         63.639800840236   7.50588000498639E-008     0.00383358301431067         63.639800840236       0.184175905675244        -4495.3530217955       -2211.34531895007   1.83201621947632E-005                       0        297.898693657717        302010.457100919        23.4720896073094                    1007        23.4983891077747        6984.76347250699         38.076949380167      0.0209780342378611                       0 
                    7.9                    0.15      0.0149432955303536        1.11828880543628        63.7813579464974   7.53220703821736E-008     0.00391467339652759        63.7813579464974       0.184588115613668       -4495.35277522588       -2200.99388589742   1.83197747006594E-005                       0        297.890550255633        302011.293465078        23.7730436548748                    1007        23.7993431553402        6878.84378486515        38.0188643467787      0.0212470101555861                       0 
                    7.9                    0.15      0.0151767845230153        1.11831939295798        63.9229126208892   7.55834613289472E-008      0.0039957627833935        63.9229126208892       0.185000318474041       -4495.35252255274       -2190.64270003715   1.83193872292931E-005                       0        297.882407235019        302012.129438613        24.0740105055179                    1007        24.1003100059833        6772.92578179363        37.9607860367944      0.0215159975052957                       0 
                    7.9                    0.15      0.0154102735156771        1.11834998196981        64.0644697271505   7.58467316612569E-008     0.00407685316561042        64.0644697271505       0.185412528412466       -4495.35227598311       -2180.29126698449   1.83189997351893E-005                       0        297.874263832935        302012.965802772        24.3749645530833                    1007        24.4012640535487        6667.00609415178        37.9027010034061      0.0217849734230208                       0 
                    7.9                    0.15      0.0156437625083389        1.11838057098163        64.2060268334118   7.61100019935666E-008     0.00415794354782733        64.2060268334118       0.185824738350891       -4495.35202941349       -2169.93983393184   1.83186122410856E-005                       0        297.866120430852        302013.802166931        24.6759186006487                    1007        24.7022181011141        6561.08640650994        37.8446159700178      0.0220539493407458                       0 
                    7.9                    0.15      0.0158772515010007        1.11841115999345        64.3475839396732   7.63732723258763E-008     0.00423903393004425        64.3475839396732       0.186236948289315       -4495.35178284387       -2159.58840087919   1.83182247469818E-005                       0        297.857977028768         302014.63853109        24.9768726482141                    1007        25.0031721486795         6455.1667188681        37.7865309366295      0.0223229252584708                       0 
                    7.9                    0.15      0.0161107404936624        1.11843997438676        64.4792640447383   7.65789578243478E-008     0.00432300556569678        64.4792640447383       0.186620482227817        -4495.3515034244       -2149.84037218388   1.83178599186659E-005                       0        297.850310909396        302015.423941181         25.266608290224                    1007        25.2929078878554        6364.82147907938        37.7281684825146      0.0225818747293506                       0 
                    7.9                    0.15      0.0163442294863242        1.11846827271974        64.6080719107726   7.67678976118442E-008     0.00440781507191457        64.6080719107726       0.186995677164978       -4495.35121445217       -2140.26781390839   1.83175016815774E-005                       0         297.84278358418        302016.194533792        25.5530816118534                    1007        25.5793813349068        6279.00529989503        37.6697253542534      0.0228379085022976                       0 
                    7.9                    0.15       0.016577718478986        1.11849657105272        64.7368797768068   7.69568373993406E-008     0.00449262457813237        64.7368797768068       0.187370872102139       -4495.35092547994       -2130.69525563291   1.83171434444888E-005                       0        297.835256258964        302016.965126403        25.8395549334828                    1007        25.8658547819582        6193.18912071067        37.6112822259922      0.0230939422752446                       0 
                    7.9                    0.15      0.0168112074716478         1.1185248693857        64.8656867231435   7.71448464186319E-008     0.00457743244607225        64.8656867231435       0.187746064311608       -4495.35063868774       -2121.12279327848   1.83167852155215E-005                       0        297.827729069999        302017.735858535        26.1260338754866                    1007        26.1523338408683        6107.37350615254         37.552841822761      0.0233499810711351                       0 
                    7.9                    0.15      0.0170446964643095        1.11855316771867        64.9944929339548     7.733211105885E-008     0.00466223900380428        64.9944929339548       0.188121254339615         -4495.350353639       -2111.55040763663   1.83164269930491E-005                       0        297.820201990001        302018.506702249        26.4125173123679                    1007        26.4388173878454        6021.55834315252        37.4944035988644      0.0236060238841095                       0 
                    7.9                    0.15      0.0172781854569713        1.11858146605165        65.1233007999891   7.75210508463464E-008     0.00474704851002208        65.1233007999891       0.188496449276776       -4495.35006466677       -2101.97784936115   1.83160687559605E-005                       0        297.812674664784         302019.27729486        26.6989906339974                    1007        26.7252908348968        5935.74216396816        37.4359604706032      0.0238620576570565                       0 
                    7.9                    0.15      0.0175116744496331        1.11860976438463        65.2521086660234   7.77099906338429E-008     0.00483185801623988        65.2521086660234       0.188871644213936       -4495.34977569454       -2092.40529108567    1.8315710518872E-005                       0        297.805147339568        302020.047887471        26.9854639556268                    1007        27.0117642819482        5849.92598478381         37.377517342342      0.0241180914300035                       0 
                    7.9                    0.15      0.0177451634422949        1.11863770848412        65.3789814520192   7.78875975153925E-008     0.00491735494577702        65.3789814520192       0.189241219727783         -4495.349491076       -2082.95257582079   1.83153567651757E-005                       0        297.797714022426        302020.807511054        27.2692837245184                    1007        27.2955841548163        5766.85217446351        37.3189977369874      0.0243717535979198                       0 
                    7.9                    0.15      0.0179786524349566        1.11866393511895        65.4964722012533   7.80102579667717E-008     0.00500618477665398        65.4964722012533       0.189583550045012       -4495.34922756587       -2074.08090708045   1.83150247487459E-005                       0        297.790736493779        302021.513952433        27.5402380155799                    1007        27.5665384458777        5697.07445783688        37.2601073403023       0.024613917282497                       0 
                    7.9                    0.15      0.0182121414276184        1.11869016175379        65.6139629504874   7.81329184181509E-008     0.00509501460753094        65.6139629504874       0.189925880362242       -4495.34896405574       -2065.20923834012   1.83146927323162E-005                       0        297.783758965131        302022.220393813        27.8111923066413                    1007        27.8374927369392        5627.29674121026        37.2012169436172      0.0248560809670743                       0 
                    7.9                    0.15      0.0184456304202802        1.11871638838863        65.7314536997216   7.82555788695301E-008      0.0051838444384079        65.7314536997216       0.190268210679472       -4495.34870054561       -2056.33756959979   1.83143607158865E-005                       0        297.776781436483        302022.926835192        28.0821465977027                    1007        28.1084470280006        5557.51902458363        37.1423265469321      0.0250982446516516                       0 
                    7.9                    0.15       0.018679119412942         1.1187426142658        65.8489429942506   7.83765008419093E-008     0.00527266954279544        65.8489429942506        0.19061053673487       -4495.34844013885       -2047.46604982126   1.83140286994568E-005                       0        297.769804101796        302023.633077955        28.3531106352885                    1007        28.3794110655864        5487.74207138625        37.0834405628526      0.0253404170493064                       0 
                    7.9                    0.15      0.0189126084056037        1.11876884016818        65.9664323371669   7.84974806406442E-008     0.00536149480439837        65.9664323371669       0.190952862932028       -4495.34817962887       -2038.59452508788   1.83136966830271E-005                       0        297.762826760657        302024.339327326        28.6240743486794                    1007        28.6503747789772        5417.96509279522        37.0245544319982      0.0255825891571415                       0 
