VARIABLES = "X"
 "Y"
 "Z"
 "RHO"
 "U"
 "V"
 "W"
 "VelocityMagnitude"
 "Mach"
 "P"
 "P_tot"
 "Vislam"
 "SkinFrictionCoefficient"
 "T"
 "H0"
 "COND_TURB"
 "CP"
 "COND_eff"
 "Ywall"
 "VIS_T"
 "YPLUS"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
      0.120060030015007                    0.15                       0        1.11633843091084                       0                       0                       0                       0                       0       -4163.95334434795       -3790.96902992512   1.83936706829597E-005     0.00490022186639944        299.447707282596        301543.829883692    0.000819345584399897                    1007      0.0271193452147751   2.49999993684469E-005    7.3228506258427E-007        6.26025471465477 
      0.124062031015508                    0.15                       0        1.11631931961626                       0                       0                       0                       0                       0        -4164.5190026654       -3796.26611914356    1.8393829763092E-005     0.00486611281025441        299.451066216091         301547.21259067    0.000806261885408295                    1007      0.0271062618750462   2.49999993684469E-005   7.20591586891108E-007        6.24009255613907 
      0.128064032016008                    0.15                       0        1.11630031602152                       0                       0                       0                       0                       0       -4165.08216290763       -3801.53127967792   1.83939878304503E-005     0.00483219261039394        299.454403990325        301550.574287144    0.000793261832834594                    1007      0.0270932622061946   2.49999993684469E-005   7.08972869563861E-007        6.22002790354681 
      0.132066033016508                    0.15                       0        1.11628131242679                       0                       0                       0                       0                       0       -4165.64532314986       -3806.79644021229   1.83941458978087E-005     0.00479827241053346        299.457741764559        301553.935983617    0.000780261780260893                    1007      0.0270802625373431   2.49999993684469E-005   6.97354152236614E-007        6.19996325095455 
      0.136068034017009                    0.15                       0        1.11626378872086                       0                       0                       0                       0                       0       -4166.17376681505       -3811.62116861653   1.83942906216649E-005     0.00476699684624965        299.460792530054        301557.009661081    0.000768416587946115                    1007      0.0270684172798613   2.49999993684469E-005   6.86767578315739E-007        6.18129023198428 
      0.140070035017509                    0.15                       0        1.11624714271494                       0                       0                       0                       0                       0       -4166.68162059545       -3816.18468328402   1.83944274316888E-005     0.00473728977593819        299.463673074941        301559.912518759    0.000757256326050857                    1007      0.0270572566865697   2.49999993684469E-005   6.76793153276835E-007        6.16344257018875 
      0.144072036018009                    0.15                       0        1.11623049670902                       0                       0                       0                       0                       0       -4167.18947437586       -3820.74819795151   1.83945642417128E-005     0.00470758270562672        299.466553619827        301562.815376438    0.000746096064155599                    1007       0.027046096093278   2.49999993684469E-005    6.6681872823793E-007        6.14559490839322 
      0.148074037018509                    0.15                       0        1.11621439027572                       0                       0                       0                       0                       0       -4167.68457764038        -3825.1507798577   1.83946959851369E-005     0.00467885592104443        299.469327910415        301565.612149825    0.000735357779091231                    1007      0.0270353575274833   2.49999993684469E-005    6.5722144327374E-007        6.12827191870471 
      0.152076038019009                    0.15                       0        1.11619960176402                       0                       0                       0                       0                       0       -4168.14853740347        -3829.1602788699   1.83948153532454E-005     0.00465252351252481        299.471842671824         301568.14980928    0.000725650184562085                    1007      0.0270256497759769   2.49999993684469E-005   6.48545333779398E-007        6.11223045571438 
       0.15607803901951                    0.15                       0        1.11618481325233                       0                       0                       0                       0                       0       -4168.61249716655       -3833.16977788211    1.8394934721354E-005     0.00462619110400518        299.474357433233        301570.687468734    0.000715942590032938                    1007      0.0270159420244705   2.49999993684469E-005   6.39869224285057E-007        6.09618899272406 
       0.16008004002001                    0.15                       0        1.11617002474063                       0                       0                       0                       0                       0       -4169.07645692964       -3837.17927689431   1.83950540894625E-005     0.00459985869548555        299.476872194642        301573.225128189    0.000706234995503792                    1007      0.0270062342729641   2.49999993684469E-005   6.31193114790715E-007        6.08014752973373 
       0.16408204102051                    0.15                       0         1.1161566663826                       0                       0                       0                       0                       0       -4169.50666397652       -3840.76310115507   1.83951604680394E-005     0.00457615355586912        299.479116725111        301575.477144822    0.000697642447309976                    1007      0.0269976417008059   2.49999993684469E-005   6.23513594637134E-007        6.06553376871923 
      0.168084042021011                    0.15                       0         1.1161433781547                       0                       0                       0                       0                       0       -4169.93521589897       -3844.32605169772   1.83952662096515E-005     0.00455257724905354        299.481348004324        301577.715154452    0.000689104577395301                    1007      0.0269891038134493   2.49999993684469E-005   6.15882944013398E-007        6.05099001760898 
      0.172086043021511                    0.15                       0         1.1161300899268                       0                       0                       0                       0                       0       -4170.36376782141       -3847.88900224038   1.83953719512636E-005     0.00452900094223796        299.483579283538        301579.953164082    0.000680566707480627                    1007      0.0269805659260927   2.49999993684469E-005   6.08252293389662E-007        6.03644626649873 
      0.176088044022011                    0.15                       0        1.11611757187798                       0                       0                       0                       0                       0       -4170.77447341835       -3851.22644012436   1.83954703059043E-005     0.00450683399436696        299.485652830077        301582.041192471    0.000672618817517524                    1007      0.0269726180509217   2.49999993684469E-005   6.01148919333506E-007        6.02267920797977 
      0.180090045022511                    0.15                       0        1.11610553388658                       0                       0                       0                       0                       0       -4171.17405528936       -3854.42331456255   1.83955640561996E-005     0.00448554550871074        299.487628060857        301584.035736618    0.000665038665735618                    1007      0.0269650379340237   2.49999993684469E-005   5.94374200048471E-007        6.00939626679413 
      0.184092046023012                    0.15                       0        1.11609349589517                       0                       0                       0                       0                       0       -4171.57363716038       -3857.62018900075   1.83956578064948E-005     0.00446425702305452        299.489603291636        301586.030280765    0.000657458513953713                    1007      0.0269574578171256   2.49999993684469E-005   5.87599480763436E-007         5.9961133256085 
      0.188094047023512                    0.15                       0        1.11608174671347                       0                       0                       0                       0                       0        -4171.9665699549       -3860.73215514007    1.8395748973443E-005      0.0044435055429333        299.491524983073        301587.970000625    0.000650100104532681                    1007      0.0269500994425884   2.49999993684469E-005   5.81022943143576E-007        5.98313002946557 
      0.192096048024012                    0.15                       0         1.1160707446323                       0                       0                       0                       0                       0       -4172.34230274317       -3863.62447825475   1.83958334577207E-005     0.00442414320287867        299.493308177526        301589.767899575    0.000643315304093074                    1007      0.0269433146770326   2.49999993684469E-005   5.74959067076746E-007        5.97092186301395 
      0.196098049024512                    0.15                       0        1.11605974255114                       0                       0                       0                       0                       0       -4172.71803553144       -3866.51680136943   1.83959179419984E-005     0.00440478086282405         299.49509137198        301591.565798524    0.000636530503653467                    1007      0.0269365299114768   2.49999993684469E-005   5.68895191009916E-007        5.95871369656233 
      0.200100050025012                    0.15                       0        1.11604874046997                       0                       0                       0                       0                       0       -4173.09376831971       -3869.40912448412   1.83960024262762E-005     0.00438541852276942        299.496874566434        301593.363697474     0.00062974570321386                    1007      0.0269297451459211   2.49999993684469E-005   5.62831314943085E-007        5.94650553011071 
      0.204102051025513                    0.15                       0        1.11603854560089                       0                       0                       0                       0                       0       -4173.45062741332       -3872.05987808357   1.83960792123796E-005     0.00436760110570013        299.498494165906        301594.994075163    0.000623590584689208                    1007      0.0269235899637436   2.49999993684469E-005   5.57330207490689E-007        5.93516969084441 
      0.208104052026013                    0.15                       0        1.11602840082475                       0                       0                       0                       0                       0       -4173.80631526701       -3874.69564066701   1.83961555207595E-005     0.00434987956151113        299.500103613208        301596.614057028    0.000617474542169917                    1007      0.0269174738514566   2.49999993684469E-005   5.51864023622522E-007        5.92388798535735 
      0.212106053026513                    0.15                       0        1.11601825604861                       0                       0                       0                       0                       0        -4174.1620031207       -3877.33140325045   1.83962318291394E-005     0.00433215801732213         299.50171306051        301598.234038894    0.000611358499650626                    1007      0.0269113577391697   2.49999993684469E-005   5.46397839754355E-007        5.91260627987028 
      0.216108054027014                    0.15                       0        1.11600854302598                       0                       0                       0                       0                       0       -4174.50752231585       -3879.83506169589   1.83963041846979E-005     0.00431529019822764        299.503234084694        301599.763475488    0.000605585962581006                    1007      0.0269055853431496   2.49999993684469E-005   5.41238668641687E-007        5.90181193773958 
      0.220110055027514                    0.15                       0        1.11599911267069                       0                       0                       0                       0                       0       -4174.84638412957       -3882.25223207307   1.83963739523595E-005     0.00429898130965082        299.504697218604        301601.233632441    0.000600038317200812                    1007        0.02690003797684   2.49999993684469E-005   5.36280497592703E-007        5.89133667051345 
      0.224112056028014                    0.15                       0        1.11598968231541                       0                       0                       0                       0                       0       -4175.18524594328       -3884.66940245025   1.83964437200211E-005     0.00428267242107401        299.506160352515        301602.703789395    0.000594490671820618                    1007      0.0268944906105305   2.49999993684469E-005   5.31322326543719E-007        5.88086140328732 
      0.228114057028514                    0.15                       0        1.11598043324889                       0                       0                       0                       0                       0       -4175.52023863494       -3887.03641102778   1.83965117405793E-005     0.00426669129840899        299.507591732268         301604.14143009    0.000589073299786254                    1007      0.0268890733964342   2.49999993684469E-005   5.26480588105606E-007        5.87057509620289 
      0.232116058029015                    0.15                       0        1.11597168159342                       0                       0                       0                       0                       0       -4175.84461542295       -3889.26578816752   1.83965749675226E-005     0.00425160948346449        299.508935986548        301605.489854302    0.000584013365244511                    1007      0.0268840132874733   2.49999993684469E-005   5.21958311643569E-007        5.86080724850722 
      0.236118059029515                    0.15                       0        1.11596292993795                       0                       0                       0                       0                       0       -4176.16899221095       -3891.49516530726    1.8396638194466E-005     0.00423652766851998        299.510280240828        301606.838278514    0.000578953430702767                    1007      0.0268789531785125   2.49999993684469E-005   5.17436035181532E-007        5.85103940081155 
      0.240120060030015                    0.15                       0        1.11595417828247                       0                       0                       0                       0                       0       -4176.49336899895       -3893.72454244701   1.83967014214093E-005     0.00422144585357548        299.511624495109        301608.186702726    0.000573893496161024                    1007      0.0268738930695516   2.49999993684469E-005   5.12913758719496E-007        5.84127155311588 
      0.244122061030515                    0.15                       0        1.11594592487293                       0                       0                       0                       0                       0       -4176.80645327547       -3895.80242306212   1.83967600867749E-005     0.00420736338502507        299.512858205226        301609.439344672    0.000569226011383921                    1007      0.0268692258482668   2.49999993684469E-005   5.08742216900611E-007        5.83208539093537 
      0.248124062031016                    0.15                       0         1.1159377090331                       0                       0                       0                       0                       0       -4177.11868605201        -3897.8688802409   1.83968184081795E-005     0.00419335627113993        299.514083579876        301610.684764257    0.000564588118869142                    1007      0.0268645882522645   2.49999993684469E-005   5.04597121859127E-007        5.82294309014019 
      0.252126063031516                    0.15                       0        1.11592949319327                       0                       0                       0                       0                       0       -4177.43091882856       -3899.93533741969   1.83968767295841E-005     0.00417934915725479        299.515308954526        301611.930183842    0.000559950226354364                    1007      0.0268599506562623   2.49999993684469E-005   5.00452026817643E-007        5.81380078934502 
      0.256128064032016                    0.15                       0        1.11592155256648                       0                       0                       0                       0                       0       -4177.73690824905       -3901.91742257848   1.83969324667317E-005     0.00416590396422947        299.516485552957        301613.114557279    0.000555530414126185                    1007      0.0268555307167285   2.49999993684469E-005   4.96501851385488E-007        5.80498849015763 
      0.260130065032516                    0.15                       0        1.11591380110021                       0                       0                       0                       0                       0       -4178.03860646143       -3903.84151682775   1.83969864276575E-005     0.00415284499286554        299.517628626325        301614.256972236    0.000551260493700628                    1007       0.026851260377697   2.49999993684469E-005   4.92685648867913E-007        5.79640300897672 
      0.264132066033017                    0.15                       0        1.11590604963393                       0                       0                       0                       0                       0       -4178.34030467382       -3905.76561107702   1.83970403885832E-005     0.00413978602150162        299.518771699693        301615.399387194     0.00054699057327507                    1007      0.0268469900386655   2.49999993684469E-005   4.88869446350339E-007         5.7878175277958 
      0.268134067033517                    0.15                       0        1.11589840765653                       0                       0                       0                       0                       0        -4178.6396484375       -3907.65771472162   1.83970933749529E-005     0.00412694203610038        299.519891415434        301616.520275763    0.000542803161553694                    1007      0.0268428023865427   2.49999993684469E-005   4.85126979443678E-007        5.77935927268444 
      0.272136068034017                    0.15                       0        1.11589108484277                       0                       0                       0                       0                       0       -4178.93212890625       -3909.45656470814   1.83971435204597E-005     0.00411472474180605        299.520943042933        301617.578414207    0.000538856265401368                    1007       0.026838855769461   2.49999993684469E-005   4.81599454252492E-007        5.77127188572352 
      0.276138069034517                    0.15                       0        1.11588376202901                       0                       0                       0                       0                       0         -4179.224609375       -3911.25541469465   1.83971936659665E-005     0.00410250744751173        299.521994670431        301618.636552651    0.000534909369249042                    1007      0.0268349091523793   2.49999993684469E-005   4.78071929061305E-007         5.7631844987626 
      0.280140070035018                    0.15                       0        1.11587643921524                       0                       0                       0                       0                       0       -4179.51708984375       -3913.05426468117   1.83972438114732E-005     0.00409029015321741        299.523046297929        301619.694691096    0.000530962473096716                    1007      0.0268309625352977   2.49999993684469E-005   4.74544403870118E-007        5.75509711180167 
      0.284142071035518                    0.15                       0        1.11586944439102                       0                       0                       0                       0                       0       -4179.80218136412       -3914.75141586907   1.83972904536738E-005     0.00407876279004749        299.524022356637        301620.684045148    0.000527277520154018                    1007      0.0268272777973651   2.49999993684469E-005   4.71251005887131E-007        5.74742154850848 
      0.288144072036018                    0.15                       0        1.11586247878769                       0                       0                       0                       0                       0       -4180.08661459636       -3916.43950661854   1.83973367837615E-005     0.00406729689346866        299.524991682853        301621.667271136    0.000523615903969995                    1007      0.0268236163904841   2.49999993684469E-005   4.67978466509965E-007        5.73978267496022 
      0.292146073036518                    0.15                       0        1.11585551318435                       0                       0                       0                       0                       0        -4180.3710478286       -3918.12759736802   1.83973831138493E-005     0.00405583099688982        299.525961009069        301622.650497124    0.000519954287785973                    1007      0.0268199549836031   2.49999993684469E-005   4.64705927132799E-007        5.73214380141197 
      0.296148074037018                    0.15                       0        1.11584875510895                       0                       0                       0                       0                       0       -4180.65157090264       -3919.75835329774   1.83974275439622E-005     0.00404475705247147        299.526898458995        301623.595641571    0.000516439896858921                    1007      0.0268164404675834   2.49999993684469E-005   4.61564965967025E-007        5.72474051356733 
      0.300150075037519                    0.15                       0        1.11584214671604                       0                       0                       0                       0                       0       -4180.92927371889       -3921.34775566494   1.83974706036908E-005     0.00403396580918036        299.527812917689         301624.51331916    0.000513031694263764                    1007       0.026813031898708   2.49999993684469E-005   4.58518907476707E-007        5.71750714529628 
      0.304152076038019                    0.15                       0        1.11583553832313                       0                       0                       0                       0                       0       -4181.20697653514       -3922.93715803214   1.83975136634195E-005     0.00402317456588924        299.528727376383        301625.430996748    0.000509623491668607                    1007      0.0268096233298327   2.49999993684469E-005    4.5547284898639E-007        5.71027377702523 
      0.308154077038519                    0.15                       0        1.11582899958328                       0                       0                       0                       0                       0       -4181.48314586981       -3924.50507382598   1.83975560588849E-005     0.00401253164142534        299.529626232794         301626.33497999    0.000506270428238461                    1007      0.0268062699936506   2.49999993684469E-005   4.52476068451143E-007        5.70313019153772 
       0.31215607803902                    0.15                       0        1.11582267695871                       0                       0                       0                       0                       0       -4181.75455721025       -3926.00632237505   1.83975963933142E-005     0.00400234891167875         299.53047667938        301627.196473237    0.000503088447286059                    1007      0.0268030880301401   2.49999993684469E-005   4.49632184584708E-007        5.69626517865943 
       0.31615807903952                    0.15                       0        1.11581635433415                       0                       0                       0                       0                       0       -4182.02596855068       -3927.50757092413   1.83976367277436E-005     0.00399216618193216        299.531327125965        301628.057966483    0.000499906466333657                    1007      0.0267999060666296   2.49999993684469E-005   4.46788300718273E-007        5.68940016578113 
       0.32016008004002                    0.15                       0        1.11581003170958                       0                       0                       0                       0                       0       -4182.29737989112       -3929.00881947321    1.8397677062173E-005     0.00398198345218556        299.532177572551         301628.91945973    0.000496724485381254                    1007      0.0267967241031191   2.49999993684469E-005   4.43944416851839E-007        5.68253515290284 
       0.32416208104052                    0.15                       0        1.11580393575561                       0                       0                       0                       0                       0       -4182.56401638319       -3930.43824634485   1.83977154201916E-005     0.00397230023257304        299.532978281133        301629.721532641    0.000493726421302728                    1007       0.026793726309463   2.49999993684469E-005   4.41264914768893E-007        5.67597452624551 
       0.32816408204102                    0.15                       0        1.11579786317834                       0                       0                       0                       0                       0       -4182.83016044155       -3931.86026619267   1.83977535743816E-005      0.0039626685278178        299.533773860197        301630.517477489    0.000490747324710273                    1007      0.0267907475093832   2.49999993684469E-005   4.38602365503398E-007        5.66944529116899 
      0.332166083041521                    0.15                       0        1.11579179060107                       0                       0                       0                       0                       0       -4183.09630449991       -3933.28228604048   1.83977917285715E-005     0.00395303682306257        299.534569439261        301631.313422336    0.000487768228117818                    1007      0.0267877687093033   2.49999993684469E-005   4.35939816237903E-007        5.66291605609247 
      0.336168084042021                    0.15                       0        1.11578584003592                       0                       0                       0                       0                       0       -4183.35969986947       -3934.66353367113   1.83978283312972E-005     0.00394369052814365        299.535338989075        301632.088044022    0.000484893181402723                    1007      0.0267848938101602   2.49999993684469E-005   4.33370262706139E-007        5.65656178638063 
      0.340170085042521                    0.15                       0        1.11577998178491                       0                       0                       0                       0                       0       -4183.62101558592       -3936.01393311402   1.83978637601879E-005     0.00393456017380471        299.536088845204        301632.846532641    0.000482096858641758                    1007       0.026782097522283   2.49999993684469E-005   4.30871069582885E-007        5.65033989515586 
      0.344172086043021                    0.15                       0         1.1157741235339                       0                       0                       0                       0                       0       -4183.88233130237        -3937.3643325569   1.83978991890786E-005     0.00392542981946577        299.536838701333        301633.605021261    0.000479300535880794                    1007      0.0267793012344059   2.49999993684469E-005   4.28371876459632E-007        5.64411800393109 
      0.348174087043522                    0.15                       0        1.11576832330722                       0                       0                       0                       0                       0       -4184.14266239565       -3938.69969103204   1.83979341120372E-005     0.00391640563799686        299.537580069332        301634.352645073    0.000476542568838144                    1007      0.0267765432840335   2.49999993684469E-005   4.25906964183342E-007        5.63796163046581 
      0.352176088044022                    0.15                       0        1.11576271510351                       0                       0                       0                       0                       0       -4184.39973502376       -3939.98527364268   1.83979673606884E-005     0.00390773281998273        299.538293347113        301635.064313407     0.00047391153438848                    1007      0.0267739122059791   2.49999993684469E-005   4.23555499314264E-007        5.63202207836287 
